"gene","p-adj-Stage II-Stage I","p-adj-Stage III-Stage I","p-adj-Stage III-Stage II","p-adj-Stage IIIA-Stage I","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage III","p-adj-Stage IIIB-Stage I","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage III","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage I","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage III","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage III","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","p-adj-Stage IVA-Stage I","p-adj-Stage IVA-Stage II","p-adj-Stage IVA-Stage III","p-adj-Stage IVA-Stage IIIA","p-adj-Stage IVA-Stage IIIB","p-adj-Stage IVA-Stage IIIC","p-adj-Stage IVA-Stage IV","p-adj-Stage IVB-Stage I","p-adj-Stage IVB-Stage II","p-adj-Stage IVB-Stage III","p-adj-Stage IVB-Stage IIIA","p-adj-Stage IVB-Stage IIIB","p-adj-Stage IVB-Stage IIIC","p-adj-Stage IVB-Stage IV","p-adj-Stage IVB-Stage IVA","mean-Stage I","mean-Stage II","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","mean-Stage IVA","mean-Stage IVB","SEM-Stage I","SEM-Stage II","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","SEM-Stage IVA","SEM-Stage IVB","Q1-Stage I","Q1-Stage II","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q1-Stage IVA","Q1-Stage IVB","Q3-Stage I","Q3-Stage II","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV","Q3-Stage IVA","Q3-Stage IVB","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF671",1,0.0919190079757733,0.0999085075209897,0.999795380953633,0.999870936088094,0.0711917490252133,0.999999999378701,0.999999999811471,0.266993399387617,0.99999691082538,0.996845572039927,0.997637859299592,0.45815615713377,0.986363221195421,0.999924035339422,0.5857805916885,0.60258438211965,0.998945258152352,0.509992460481049,0.798141472099051,0.935077822522684,0.998228004700724,0.998341161603002,0.996108889790569,0.996467004928069,0.999203198327637,0.999960834353434,0.999994922088932,0.999989689780897,0.999991422978795,0.824807958777712,0.999926552364715,0.999998724415789,1,0.989874935138604,0.999985714226794,90.2384395348837,90.5529356321839,202.502433333333,84.9301492307692,92.85345,108.3947,165.332233333333,139.3119,107.79,4.72265517889241,7.69255460562892,40.0311877179253,8.39608846196232,23.5548599433323,17.394879024866,91.0324477005559,NA,21.5975,40.73595,33.18645,166.58195,39.039,54.297425,91.7874,74.4991,139.3119,96.99125,126.368875,134.0902,235.765,102.0672,119.281225,127.4984,215.96285,139.3119,118.58875,66.44554,90.8349603773585,64.15175,77.4095,39.42225,88.9797,38.60015,128.11835,4.64768445795696,3.48885220948613,1.36705880300406,1.20666232799573,0.451075300718494,0.271022009247298,"LIHC"
"ZNF416",0.999779876676646,0.348228827113127,0.44006120070006,0.999882643615598,1,0.449660843356023,0.986313510330751,0.962217278093587,0.233338134988026,0.964613510197274,0.16693075553208,0.293834901261022,0.999352462420419,0.316931304472244,0.186055308521528,0.999999933315497,0.999999999981694,0.856486062007096,0.999999999986513,0.998779108435497,0.957703515832474,0.999999999997809,0.999999997971891,0.955267575921724,0.999999997831069,0.999998596473106,0.992115376636991,0.99999999369,0.999974908240022,0.999997331317881,0.967782821521295,0.999997526942459,0.995918967137666,0.997246294041984,0.999999921895883,0.999998663060349,78.8232517441861,81.6791367816092,131.173,81.7308169230769,64.74555,114.436277777778,83.2897,76.7061,90.43185,2.99434405325437,4.28343111196931,23.9373925165211,4.52211996347514,8.80322027675506,14.6667754718102,39.2523048528788,NA,48.59085,50.9634,53.2167,108.6787,54.6547,51.429575,79.0674,44.40745,76.7061,66.136425,101.061,105.58395,149.50915,101.3962,76.29875,152.8662,107.3876,76.7061,114.727275,57.352698,80.9792075471698,54.17935,73.0124,45.22315,63.760325,53.2405,102.23865,2.1255143209624,2.05099782311878,1.41195114390555,1.34760568371529,0.497690169583169,0.430398418353082,"LIHC"
"ZNF586",0.999506858292814,0.999999999995037,0.999999999950399,0.143893900433901,0.59892057371343,0.999536111680802,0.874173169725467,0.954673873106664,0.998378918390713,0.999993658170683,0.202016163641114,0.356868233465686,0.939957618851409,0.91209515569694,0.998404081933585,0.997829094260543,0.999531922832966,0.999901604285474,0.999999999964059,0.999999997911388,0.999217452407525,0.999999991514912,0.999999749056414,0.999999985746022,0.999809180776891,0.999360257265878,0.987618504407768,0.99987614092527,0.999999999984566,0.999999999999549,1,0.999920599903817,0.999575897902,0.978951093013304,0.999967970639596,0.99999998407444,72.4451098837209,75.6045551724138,73.7935666666667,87.8581292307692,92.9427375,106.656844444444,89.6074666666667,66.5539,74.3405,2.56195077036411,4.00421387678854,27.6556099705125,5.96162952816308,21.8815396583018,13.411843052443,40.0476007181593,NA,19.9472,48.515025,49.8348,48.46815,56.5602,59.740025,78.6045,51.0071,66.5539,64.3669,89.47065,92.75095,96.07875,116.6987,105.228125,136.2712,118.14705,66.5539,84.3141,82.775812,77.3349482479784,75.75135,69.4859,66.523975,90.70725,49.4285,96.8424,3.92647620455594,2.02596194742321,0.934269883670588,0.917289262831619,-0.0980887316865419,-0.124551342259905,"LIHC"
"ZNF446",0.837161270821122,0.997702852809333,0.973684906003653,0.92537335111095,0.999999999992429,0.976977287563179,0.995478041791349,0.999998971283105,0.972964839070011,0.999998043619019,0.998295827194167,0.999999995936569,0.981327458312405,0.999999983287345,0.999999999264729,0.999788002762482,0.993331682490514,0.999999991263743,0.994388211984312,0.991501944457638,0.994875004518836,0.999998907647705,0.999999999961035,0.99944561024437,0.999999999895924,1,1,0.999863116916493,0.999999985885445,0.999999998387081,0.999534269780504,0.999999999421063,0.999999662365698,0.999999973991345,0.999928955535432,0.999999996572298,202.250804651163,222.617818390805,157.448733333333,221.582649230769,232.9129875,227.474133333333,169.915166666667,230.4117,213.78425,7.3880864929271,11.5716124949922,11.6935345577992,12.7011990837707,29.6646806600305,39.2356113037775,39.6081141448034,NA,68.67965,143.762,143.11865,148.8703,150.5769,161.578125,147.3651,130.639,230.4117,179.444425,232.7845,281.8817,168.61995,262.278,289.630575,238.5615,193.98485,230.4117,248.124075,129.239702,210.339570350404,110.0894,188.8029,87.7532,143.4819,142.9465,249.6175,9.53771948502152,5.14259057642958,1.62751512960316,1.71499617583528,0.702670954943599,0.77820535942454,"LIHC"
"ZNF8",0.926593267154421,0.999999215432746,1,0.780022709202592,0.999979984128035,0.999999994949616,0.9999999981252,0.999994104369121,0.999999984294356,0.999867593875289,0.202086427575385,0.531460669114777,0.975952404339126,0.681738683010406,0.735488365070475,0.999993469092396,0.999344725642019,0.999961469605432,0.997971198507875,0.999990392163442,0.790201490238358,0.999858043133111,0.999993606581173,0.999996841519528,0.999998777860618,0.999953334168885,0.999995147921323,0.999424118468134,0.998107094333377,0.987397386495568,0.99798930670008,0.978113890150252,0.998402080513206,0.681132862744625,0.99999264592655,0.994776297274948,50.647361627907,55.9127988505747,55.3879666666667,57.9326984615385,52.0237375,77.4328555555556,44.4361,66.6103,34.55035,2.20232174079658,3.47839143141025,22.0183242845085,3.65980711837708,14.1688491315826,12.9914025956604,12.156994759808,NA,3.52945,32.020475,36.817,34.2961,37.2426,20.966475,51.6086,34.00895,66.6103,32.785625,64.099875,62.6858,71.407,71.7679,64.512025,106.0228,55.06265,66.6103,36.315075,30.802178,53.993,28.2609,46.1155,22.103375,36.79745,34.6686,66.19935,1.69605935383312,1.57162600563385,1.75289552576444,1.63177747347041,0.80974001266727,0.706444329484789,"LIHC"
"ZNF264",0.999999991138188,0.905499173160179,0.920943396352046,0.900631783906862,0.97193001579219,0.984209397097209,0.998141373706134,0.99734110323766,0.814415677318459,0.942907133447087,0.216236370006338,0.274037217190077,0.999999999692621,0.632474420418676,0.321155572458448,1,0.999999999996976,0.985851474689135,0.999991010782229,0.999988435300881,0.924029905931985,1,1,0.999136850869743,0.99999997978836,0.999998745784243,0.997007603069892,1,0.999980757822743,0.999968982844627,0.957679888092769,0.998991389208941,1,0.865241660080563,0.999998085181304,0.99999935934928,349.049288372093,352.530713793103,488.8644,384.342366153846,302.326825,500.437944444444,346.793133333333,354.7659,299.16435,12.6981214110363,18.7331356048949,142.651611336933,22.0552822273916,41.0208372027069,93.8387435733283,134.617718757232,NA,4.60135,232.7702,240.17245,357.74105,282.7832,260.46315,308.4363,212.72265,354.7659,296.863675,428.138475,441.3022,603.07905,454.033,386.599725,640.4977,424.32965,354.7659,301.465025,362.186442,361.437431536388,350.42245,338.2732,303.342625,402.26855,244.1142,447.6098,11.9868507102565,9.03659796249173,0.997931975422725,0.9653297041899,-0.00298661806736875,-0.0509063220815393,"LIHC"
"ZNF213",0.080056131518876,0.999997335460565,0.988174735856947,0.0289651258633347,0.999752129446752,0.970572467587064,0.999934754244285,0.99964933171937,0.999862032363,0.995969387126398,0.475155623044802,0.99042135879771,0.915270039375354,0.99913513746101,0.96992138647113,0.999920597307547,0.967325110889283,0.999999998393912,0.933282731760494,0.999117107580489,0.855104310485409,0.517719753733011,0.778437204309977,0.594879078142623,0.830063897260837,0.70433571873476,0.942465861363676,0.534281345186401,0.938627340956801,0.998459489887931,0.958091907484517,0.999644330176557,0.991194597382827,0.999999672767443,0.930810472950498,0.991127106126055,172.324665697674,228.984201149425,145.801466666667,242.442750769231,197.211825,277.020055555556,131.207133333333,470.3892,304.2993,7.4299514636855,20.5300988369064,27.3206127521775,22.7137835874041,38.7181203143113,51.0971538179452,25.4984060985736,NA,151.998,107.495225,113.08125,130.8234,111.6481,130.8701,166.1924,112.13525,470.3892,228.3003,202.627625,255.69125,173.07825,317.8484,231.63685,372.1346,155.39995,470.3892,380.2983,93.996004,205.906013746631,88.2817,162.531,68.87125,107.711125,111.97235,232.90115,5.09140464570213,7.78467800254841,2.19058263100877,1.84104973057836,1.13131463561414,0.880528597404698,"LIHC"
"ZNF343",0.996140349589267,0.999945061134798,0.999999067984641,0.41516240115806,0.935549911136407,0.999999999916068,0.709545814293179,0.886275902219522,0.999812446547916,0.995297345527082,0.999779576336651,0.999999742972099,0.999999998750739,0.999991329341304,0.991821352291166,0.999976626324316,0.999999798354332,1,0.999999996999639,0.999673271941049,0.999999999963341,0.999994881808965,0.999957507128662,0.999847829108752,0.999246893191063,0.991709516789526,0.999894235607605,0.999893787240176,0.462121508901924,0.370601651591032,0.582789433012011,0.215337032523123,0.147939734849546,0.427646960807919,0.604376896812237,0.98961668942584,211.814004069767,221.234865517241,235.201366666667,239.554489230769,267.1645375,228.309011111111,232.740266666667,182.1771,80.6518,5.64276653589536,9.18780820426437,86.9033963501299,11.8550457196171,72.7180974689906,30.954944807164,57.7092705351672,NA,2.1934,169.06085,169.4294,163.71115,178.0391,154.90465,188.3037,192.69265,182.1771,79.5551,248.028575,264.6531,313.7368,285.4864,300.664975,232.6693,288.74895,182.1771,81.7485,157.260386,220.049345822102,162.27715,206.7535,137.561775,178.147925,169.45845,258.13665,4.54474117432805,4.48610121111696,1.39926749144634,1.27407647965225,0.484671782155693,0.349451881599975,"LIHC"
"ZNF302",0.998843692232125,0.976648782424937,0.991953589197935,0.999999999999845,0.99986517671416,0.979872655243363,0.999999985008423,0.999999999883113,0.995430085320863,0.999999995331804,0.741407855180961,0.894643579940159,0.99999999998513,0.790728593225814,0.976623107459961,0.999505610384823,0.99994878529496,0.999995870146569,0.999607626538541,0.999958559185159,0.999995243503777,0.999981460316233,0.999912667308528,0.993234085738276,0.999979888802055,0.999965550334553,0.99079288157798,0.999200814388544,0.998303707724068,0.994946115483763,0.942007251063409,0.998274099741721,0.998291306144035,0.892355144744436,0.988726809598553,0.999999999752126,510.090288372093,533.079966666667,668.596133333333,511.645846153846,524.8674625,657.145022222222,600.6821,408.9114,378.99945,17.3023673673897,33.7711888666972,123.067570561668,24.5506179184831,53.9888375895258,132.114946871127,191.335059546449,NA,148.87395,354.2641,361.8436,579.6619,378.7529,370.6536,361.3302,409.5639,408.9114,304.562475,610.6564,639.96795,786.7331,629.3103,628.227225,884.8108,704.12815,408.9114,453.436425,390.91045,521.859861994609,381.374,478.4148,299.485025,474.7799,362.1997,628.4777,18.9697055191489,12.8421865804854,1.33498570323359,1.2544504869236,0.416824291737216,0.327055528794531,"LIHC"
"ZNF268",0.999999610977459,0.343707715841109,0.389702999630859,0.999999997574574,0.999999999937366,0.383190311782613,0.999999999970726,0.999999986726491,0.530458496991054,0.999999998470491,0.398605101137232,0.495233976920835,0.994102470759464,0.491399780024263,0.79692235770745,0.930140067757888,0.916328944717092,0.202797612843103,0.925980601644463,0.976650778668904,0.361056615511025,0.999898658833603,0.9998411783586,0.806964837169221,0.999870792279302,0.999956573158106,0.957398870166997,0.999999814717486,0.928358758884232,0.916439136917226,0.241378852222212,0.924083908950274,0.967086647881855,0.434925533090381,0.999999950591859,0.999993439893498,245.232433139535,249.749665517241,433.418833333333,247.870601538462,241.4629625,351.520511111111,138.7466,174.8449,114.5899,9.7042722794292,16.9735920991008,122.71523043368,17.8390839944126,42.4281980099402,61.7082194336884,17.2570349342908,NA,32.6904,150.1296,135.4321,338.4111,150.0434,158.7311,228.1144,124.66455,174.8449,98.2447,332.254175,366.52955,548.1865,324.81,325.88945,413.7882,154.42625,174.8449,130.9351,331.56112,252.396960107817,323.0252,231.9295,264.784275,392.32575,147.268,340.14445,15.2352248335247,7.40598474518154,0.761238109304905,0.717991970905056,-0.393580306884255,-0.477960383986982,"LIHC"
"ZNF184",0.887531092695093,0.992134769223758,0.999663545211027,0.867477208132448,0.999999983487359,0.999824589977719,0.978972834253828,0.999835605766128,0.99999984444535,0.999951686423842,0.999999756422991,0.999997466266477,0.999006066183834,0.99998738115639,0.999436068994577,0.994770760983022,0.99983461397066,1,0.999919772213065,0.999999976352851,0.999409335514226,0.999996052419799,0.999875186245289,0.998060506472356,0.999819529820502,0.999074439722235,0.999985750747375,0.998509141534789,0.999832646098557,0.996999927589799,0.985829269137812,0.995966274685801,0.988532843168185,0.999661767982336,0.98869594518507,1,116.816169767442,132.264575862069,160.641,134.483081538462,148.489525,123.311377777778,158.073733333333,89.6785,85.50855,4.96521047952019,9.48175445301702,72.2608570037979,13.8020852011398,26.6200882577744,22.4691656404565,52.4096157896727,NA,17.72615,79.15005,78.21385,89.24435,85.9909,98.691325,88.6659,108.26725,89.6785,76.645475,134.733075,147.8337,205.9888,147.4104,175.87695,150.2851,197.1036,89.6785,94.371625,83.804598,126.070213207547,82.8239,108.5433,72.1511,95.032575,80.5423,143.6407,3.2940846722442,4.21471855928418,1.50433527773198,1.31053113895868,0.589126142557236,0.390151633321084,"LIHC"
"ZNF500",0.994555619339874,0.99983007059539,0.999995153309579,0.811076104165897,0.998553364938294,0.999999996211236,0.999999939953899,0.999902953106595,0.999749580573288,0.996725925140227,0.943959041900589,0.992986125931198,0.999999973109228,0.999780294151681,0.98327990400285,0.999999155784812,0.999945058313679,0.999712288275438,0.999218088481442,0.999999997601243,0.99397124257908,0.999999981703311,0.999999999998153,0.999999998061276,0.999999999991266,0.999999811533439,0.999999567251677,0.999998851866061,0.998552404318402,0.99428720659394,0.992910553313193,0.982619692254051,0.999775148912845,0.956333124624089,0.999986204032662,0.99978615267259,162.156445930233,170.040704597701,183.7582,178.172724615385,157.3148,191.824155555556,151.268233333333,173.7169,126.87645,4.97531577867235,8.21281418140495,7.86110130516075,7.92000408496824,30.7026834125293,32.5882440266984,46.7498369836849,NA,15.38295,119.16005,103.06065,177.82905,127.4791,92.667725,153.1025,106.1532,173.7169,119.184975,193.439675,214.39865,191.19285,212.43,180.403425,256.3138,184.43875,173.7169,134.567925,109.913668,168.472323719677,112.46925,162.701,88.961275,125.5599,122.61125,204.76155,4.05938159787257,3.49922154499777,1.5327695525517,1.44662652236056,0.616140808293369,0.532692507297725,"LIHC"
"ZNF419",0.943334652179233,0.999962692622557,0.999999990128602,0.999999310309321,0.946904265044055,0.999902479193346,0.999989719856879,0.99999999992656,0.999999967275971,0.999945751917019,0.989882589336702,0.99995063459847,0.99999999958795,0.983824246451925,0.999984588017309,0.999998358776609,1,0.999999999585163,0.999992842888978,0.999999999997698,0.999999760362211,0.999900027641156,0.999180460559555,0.999242419976601,0.999947437188868,0.999608769856714,0.997276579435892,0.999684021851848,0.999102641855215,0.993023491171023,0.996769166953911,0.999546874969709,0.997509446703834,0.983323101149185,0.998644978056065,1,135.34915,149.480163218391,157.219533333333,132.070883076923,146.84585,163.1188,149.988333333333,92.4986,94.54945,6.04126502854212,11.6188619269065,4.79597956498751,8.84788283289252,15.5931238634328,25.7021073384882,66.0585764018656,NA,33.46155,79.171375,67.317,152.4901,77.332,119.471125,83.7979,83.9381,92.4986,77.818675,178.251075,189.6166,160.27375,166.9353,165.743325,207.5158,183.92265,92.4986,111.280225,91.233316,139.447397574124,90.4685,125.5025,72.979,108.94895,79.24535,178.7356,3.88962467555425,4.5561394953469,1.52847012131099,1.38725081105578,0.612088350551492,0.472228646460526,"LIHC"
"ZNF175",0.999989738468403,0.609368728984265,0.562345115405066,0.879779087432941,0.814979831059866,0.843406120927573,0.999999988523377,1,0.73123613805178,0.998600064429991,0.699999029908655,0.634273380371304,0.997857468980283,0.971973130587155,0.910282459492596,0.999760882788646,0.999367387360728,0.989020887655013,0.999999931398434,0.999742754459715,0.999973335828163,0.999999999956263,1,0.982803026804883,0.999998652503411,1,0.999286236158806,0.999993456188976,0.999869723515642,0.999957872418066,0.793779713224942,0.996684788250737,0.999983972425935,0.945591233982765,0.997782864949434,0.999999704935579,67.9499529069767,65.6718735632184,119.751533333333,77.7576738461538,65.302975,96.2288777777778,83.1696666666667,64.2978,50.80385,3.16748177748658,5.17004202020372,23.0410731721516,6.90898653867537,19.6125035398226,15.3497594317357,31.5123701430794,NA,17.33105,35.340075,26.85535,102.6576,44.603,33.738675,65.0459,63.01705,64.2978,42.138325,88.2932,91.2928,141.6782,91.687,82.94935,127.981,114.22635,64.2978,59.469375,78.823858,70.1573846361186,75.18625,65.0459,61.830575,98.88005,34.7975,92.97355,3.6792165418154,2.40352631856274,0.890052661925259,0.865130259854694,-0.168037396054672,-0.209010723874374,"LIHC"
"ZNF14",0.680395979201054,0.827658771357576,0.967768078821622,0.50921787480183,0.999989052925755,0.982859408641761,0.980333404428857,0.999985664710512,0.997416825901026,0.999999841531472,0.727259557091993,0.984532349624278,0.999934959041599,0.996086155257519,0.999965016779628,0.089806408645269,0.244212842985691,0.988607932886913,0.307015952745404,0.585173991535831,0.773422866169882,0.999999999740112,0.999999995743782,0.998768450538019,0.999999923603182,0.999999238402269,0.999938212217284,0.90364761134988,1,0.999997923010484,0.988295267868486,0.999985848088148,0.999950761221978,0.998330170808944,0.659477702217679,0.999999999992193,54.3940563953488,70.1961356321839,114.773033333333,74.2851046153846,79.7363,93.8205888888889,167.321966666667,60.9137,55.7778,4.10414044053604,8.92625292145021,66.840653868369,8.51776608665801,20.1594402914969,24.7279287179466,66.5775117274428,NA,8.9159,12.99865,17.43155,52.7656,17.7485,49.2479,27.6688,119.4554,60.9137,51.31985,78.04705,91.71735,167.3884,123.0408,113.799075,128.5735,231.3304,60.9137,60.23575,32.846788,64.5867530997305,30.81515,42.9268,22.325875,39.889325,16.1443,95.20325,2.27652048101275,3.48451997276754,1.96630346625461,1.39304205885741,0.975485994859867,0.478238816581668,"LIHC"
"ZNF85",0.459554409834325,0.999997576875983,0.999999978753917,0.711382671690703,0.999999994077992,0.999999997662248,0.9695174179848,0.999993616968418,0.999995098580154,0.999978836172333,0.0513117970568953,0.380728499421114,0.922688097315022,0.360802051531128,0.915124399456544,0.960926345389861,0.998874650525267,0.999497410337128,0.998375414197759,0.999978221765644,0.999732464210181,1,0.999997776879081,0.999999966347619,0.999998834403538,0.999977394797434,0.982100946736344,0.99950763450018,0.999999994134797,0.999833614254707,0.999997537727832,0.999900361943155,0.999311868525491,0.858427269760271,0.994639080525285,0.99999999999385,31.0193302325581,42.3745379310345,38.3266333333333,41.41198,47.62145,74.3008777777778,58.8829,29.8928,26.8488,2.62933035316481,4.83061686145146,18.3248663938134,5.75093873597757,14.2016857241742,20.1054226229226,30.0212136858256,NA,15.1333,9.067675,10.2592,23.1465,11.1324,5.986025,19.8818,31.8926,29.8928,19.28215,41.396575,61.1713,54.8062,56.1998,64.165325,98.5446,83.76215,29.8928,34.41545,12.636802,37.7390247978437,12.80485,22.3684,8.170125,17.883925,10.0163,52.4917,1.07544344557229,2.16138018096115,2.98643792929917,1.74686935028524,1.57842573683972,0.80477171200741,"LIHC"
"ZKSCAN1",0.999999998031888,0.674308247292277,0.665461914294445,0.75961117587936,0.809234610413847,0.907241851276064,0.999999999798584,0.999999999999242,0.799429739575004,0.998108121830823,0.997208711867793,0.996409586470684,0.960280906062517,0.999999999985286,0.999473882919651,0.999999094603743,0.999999644560239,0.861311607098479,0.998978074913407,0.999999959761364,0.999353961365267,1,1,0.992035420443843,0.999999619445362,1,0.999999439814494,0.999999996318241,0.997253308659635,0.997865013187318,0.704325898268517,0.971483315595651,0.99918197493118,0.979766741108952,0.999963926564935,0.999951623884496,888.882737790698,876.372049425287,1686.83196666667,1073.64333230769,863.0347,1091.96623333333,768.9801,887.7609,467.45845,44.2332686477912,73.1716968950748,722.810292585144,139.16418722844,341.012596073988,296.283537456142,334.014512515629,NA,313.29465,399.856,389.4304,1197.5207,399.5963,477.630925,404.1223,508.8176,887.7609,310.811125,1249.033925,1177.70215,2392.21735,1335.5098,732.996925,2022.7306,1080.4749,887.7609,624.105775,810.207736,932.012909973046,703.32395,746.9325,488.7154,1101.942075,401.8593,1290.71365,65.9025709669073,38.8068638372554,1.15033820162518,1.06200350492828,0.202058078626574,0.0867885274737987,"LIHC"
"ZNF862",0.999927029090493,0.999939889283474,0.999727044011699,0.786780428292839,0.97874576572809,0.994652120169996,0.999602698129341,0.99997491314992,0.998462243735419,0.999999999997399,0.997961782092463,0.999781446725973,0.997010281314506,0.999999999997697,0.999999999934313,0.998979555113973,0.997248890486064,0.999999990353795,0.977437436540891,0.992485590935988,0.987390117780478,0.987677099722312,0.992199199162974,0.976152268158796,0.998214708662752,0.998494777455171,0.998930808512814,0.957596350985024,0.86079138923753,0.821793449854599,0.994716366344711,0.679111514738577,0.797418574120497,0.757240053163323,0.998434024728378,0.767726691142491,304.23778255814,316.399747126437,251.752066666667,350.097161538462,346.1154125,353.820266666667,227.5556,493.5138,99.99255,13.2957873868226,19.9251771219449,61.0649924210354,26.1673168285461,140.227583069471,86.4800698615808,66.5237664185515,NA,14.65185,175.310175,199.31665,195.1322,191.7288,131.54025,90.5524,175.3988,493.5138,92.666625,385.948625,356.3243,299.86965,501.2912,326.250225,440.4964,289.39445,493.5138,107.318475,152.335576,318.363302695418,131.52445,269.7508,96.223325,206.69845,180.7548,395.02645,11.3309594761841,10.2682004047054,2.08988150407767,2.05095554476753,1.06342114406408,1.03629622119929,"LIHC"
"ZNF684",0.999999956676696,0.999682769887497,0.999829669681825,0.985606395103685,0.998158542456889,0.999996187649511,0.999998860209511,0.999994768736801,0.999279040699972,0.999199221011803,0.992459034964018,0.996332109291893,0.999999999999818,0.999943858118948,0.995268787644146,0.998785554612209,0.99826248862187,0.992133945279169,0.990746235684782,0.999953654875753,0.977313391666662,0.998897390748528,0.998612680010397,0.993277967652848,0.995868938427563,0.999773367672995,0.989761011846843,0.999999587876099,0.999999999628689,0.999999996415601,0.999954092032932,0.999997836275916,1,0.99991329335819,0.999990760932559,0.999890220102505,181.561689534884,178.375928735632,137.307666666667,162.522138461538,194.802675,141.030977777778,234.699266666667,271.8556,191.03775,9.18993004261601,16.7414536031949,43.9297765592744,15.664118612064,37.0933050089508,35.8740831317168,34.4817705286592,NA,111.89115,90.766775,72.31995,114.0423,76.2715,155.945125,54.7504,200.25,271.8556,135.092175,243.2856,221.5532,181.21125,196.3824,193.0985,182.444,253.2202,271.8556,246.983325,256.629324,176.17059083558,246.8149,145.8124,188.717775,306.4686,82.6892,224.3466,13.7105020226244,6.69887328738646,0.686478801758366,0.590776326712852,-0.542712923779759,-0.759316078565039,"LIHC"
"ZNF430",0.936692387523211,0.999999687503971,0.999999999998666,0.929679334152902,0.999999997216755,0.999999999896696,0.999999999589477,0.999992824039069,0.99999999220016,0.999979035790766,0.378036355919559,0.738163784463824,0.990173390335127,0.789942799604187,0.853201789904887,0.711059887680743,0.875322179285995,0.976405809167893,0.893491448387533,0.875081020099857,0.999987298314043,0.999993555942582,0.99999996375499,0.99999995973672,0.999999986857316,0.999998279088757,0.999983036358735,0.999682893978077,0.997051507790733,0.983540515746532,0.997605068992812,0.980682728019115,0.997798805883135,0.744549276966161,0.723259214555183,0.998058934141594,23.5114953488372,28.7409620689655,27.8153666666667,29.4097784615385,24.672225,47.3733,55.2746333333333,34.405,6.0259,1.86814979447673,3.96723418320495,21.1937746449544,4.21562702639712,8.87394711637366,17.9313913430315,27.0784034064254,NA,0.1682,6.135225,4.4477,6.77355,9.1116,6.5133,10.7347,37.52395,34.405,5.9418,34.599975,41.2787,40.53025,39.1198,37.9406,75.2449,81.85915,34.405,6.11,20.446178,26.6980377358491,20.1747,16.1204,12.52195,24.81115,6.30965,37.04485,1.76976863391637,1.5881048982306,1.30577155964548,0.799040382260951,0.384902524301273,-0.32365967832307,"LIHC"
"ZFP30",0.892989411056497,0.46898663446774,0.698582835535825,0.965373349693581,0.999999999387842,0.685278133316581,0.999902775383559,1,0.831604462910213,1,0.136348649938738,0.440983091561549,0.99996547124956,0.429793166241428,0.824929604875676,0.997652744443244,0.99995928031761,0.989241028588322,0.999935288781373,0.999983879343497,0.998193750972085,0.999999965094433,1,0.992504629103325,1,1,0.998512213182576,0.999999763193424,0.991045322290985,0.9591097776031,0.495053625197348,0.964746659693934,0.978668933534,0.510986382191457,0.952994271313276,0.998907102564295,84.7988360465116,97.9070045977011,171.4947,96.6498276923077,97.4955875,151.055688888889,116.300933333333,97.5747,38.04015,5.09516257261995,8.00142336181046,61.3715121344043,8.34212497654528,15.117881800034,39.6744928548643,54.0450662990414,NA,22.21085,35.457575,41.3763,112.19155,45.6406,94.960775,75.6885,74.89065,97.5747,26.934725,123.8844,153.2653,214.82835,134.1595,119.22285,162.3616,167.0817,97.5747,49.145575,74.096846,92.2910787061995,73.4514,80.2882,55.567825,89.03425,39.70655,133.54055,3.77276757068683,3.67708153933632,1.24554665533536,1.09307923334341,0.316779062654875,0.128397980523601,"LIHC"
