"gene","p-adj-M1-M0","p-adj-M1a-M0","p-adj-M1a-M1","p-adj-M1b-M0","p-adj-M1b-M1","p-adj-M1b-M1a","p-adj-MX-M0","p-adj-MX-M1","p-adj-MX-M1a","p-adj-MX-M1b","mean-M0","mean-M1","mean-M1a","mean-M1b","mean-MX","SEM-M0","SEM-M1","SEM-M1a","SEM-M1b","SEM-MX","Q1-M0","Q1-M1","Q1-M1a","Q1-M1b","Q1-MX","Q3-M0","Q3-M1","Q3-M1a","Q3-M1b","Q3-MX","count-M0","count-M1","count-M1a","count-M1b","count-MX"
"ZNF92",0.511020778439262,0.999994488197542,0.976301564137724,0.681454643604333,0.299252953717202,0.96680113655502,0.976692326163858,0.692333622451627,0.999877276800344,0.607172703965181,276.157843604651,330.838623529412,269.22275,193.58692,284.383545714286,7.33926431885924,49.0428098940883,6.33834999999999,32.614856510713,11.8436648326982,185.105775,166.7162,266.053575,152.0596,186.6159,324.238275,532.2581,272.391925,232.7727,346.131475,344,17,2,5,140
"ZNF157",0.99946963292797,0.998043982127356,0.996184008473532,0.123454113348469,0.269270481360205,0.536569195245543,0.938190208852368,0.999986367190401,0.993745879436829,0.188287081795699,2.30568546511628,2.53661176470588,1.38735,6.80764,2.63173642857143,0.225442545084566,1.00842546280599,1.10645,3.15950031881625,0.352685098842786,0.36385,0,0.834125,3.5772,0,2.549325,2.635,1.940575,7.1439,3.49775,344,17,2,5,140
"ZNF182",0.496820275620824,0.908007567450886,0.998404557821038,0.434652758232178,0.150488523507936,0.464681171878302,0.150715721190589,0.105919436360924,0.758494544762415,0.763411909279447,201.244573255814,169.755323529412,152.467,261.84112,219.384632142857,4.30270628116787,11.1798052135691,11.1947,72.5378081647867,6.50982309159627,148.796275,131.25,146.86965,178.598,166.2949,237.531775,212.3641,158.06435,279.8145,251.575025,344,17,2,5,140
"ZNF673",0.809004921186802,0.999995579469425,0.993053440216891,0.999969722836121,0.97016699731141,0.999999999998537,0.999925550924793,0.800169488590374,0.999998874376148,0.99999212406723,229.366061918605,198.430164705882,234.72175,234.87408,230.902266428571,6.78165202805412,13.7302193022253,44.57995,48.789576604531,7.06579776775071,170.4363,157.9851,212.431775,169.4281,174.5188,261.5149,212.6469,257.011725,336.7605,269.89495,344,17,2,5,140
"ZNF41",0.981719703937146,0.987125452556222,0.998385856410503,0.584802718288226,0.518813447729343,0.742501798942545,0.692285882002524,0.836437909646773,0.960100458255001,0.771114784343714,235.487879360465,225.432847058824,209.3532,283.95328,245.038285714286,3.90418334094208,17.4531074182641,9.4363,50.4838387498653,6.31092801052079,191.64115,163.6533,204.63505,231.427,192.261475,271.967125,282.6498,214.07135,310.4192,287.217225,344,17,2,5,140
"ZNF7",0.999866239369116,0.986007386479514,0.992526386471806,0.867367248761058,0.934895978553228,0.999986113885539,0.590932006811391,0.993620888945742,0.998084360662465,0.968093086198131,508.738231686047,517.024105882353,586.50865,602.31588,539.930807142857,12.1024451576967,31.1011575182045,170.90185,73.9340839293245,16.3851254650013,358.987925,445.1034,501.057725,502.3465,391.48785,589.8727,613.0491,671.959575,753.7599,668.6484,344,17,2,5,140
"ZNF214",0.903299189439351,0.994599299325674,0.962206201346344,0.877548723138433,0.994110011837782,0.914743631578973,0.621810321029998,0.998149805347715,0.975556404369336,0.970431828886542,38.6788130813953,44.9494117647059,30.5678,50.90084,42.7196678571429,1.44052169073505,8.64090663889213,13.5271,20.1623438527518,2.66016120306248,17.53175,20.2912,23.80425,18.4049,19.711675,53.82945,66.9056,37.33135,83.3457,59.6475,344,17,2,5,140
"ZNF215",0.998025081005161,0.995306490032836,0.998942399132828,0.985457013090429,0.998025834644436,0.999998839579252,0.978484922349814,0.98495420703728,0.990371649044701,0.968345915402555,42.9221072674419,39.9453235294118,32.3068,33.85056,45.1648478571429,2.06701945205732,8.75772855163273,28.3748,12.6134830096845,3.42291923167309,14.64155,9.8401,18.1194,15.4997,16.624525,56.1463,48.9845,46.4942,53.9001,58.606225,344,17,2,5,140
"ZNF547",0.878251350958585,0.884316797036295,0.751927118793251,0.999899687197219,0.976380200041151,0.95375155118536,0.144215350300878,0.364979203538451,0.97451673935254,0.996230070675715,38.6734340116279,33.9132117647059,52.04675,39.99724,43.3525,1.10299499733559,3.8544295780184,35.89175,5.22222892284511,1.68321091974458,24.7086,21.4949,34.100875,31.1262,28.543225,48.431575,43.9985,69.992625,52.7044,54.02525,344,17,2,5,140
"ZNF773",0.999999937739102,0.9973874490254,0.998067228810621,0.925122303465644,0.953520459989956,0.999855534354405,3.6610594020825e-06,0.272765685270691,0.994845135577188,0.997567975071641,107.533318023256,107.813329411765,119.1197,125.6831,132.983790714286,2.6252573319287,11.5755392559202,61.2627,8.88571392759186,4.31459557494702,76.343325,73.3831,88.48835,117.0497,99.699425,136.17305,121.3064,149.75105,135.4075,161.862875,344,17,2,5,140
"ZNF776",0.998195157417155,0.574256489598668,0.558519633724996,0.998158865091584,0.993730184150733,0.809916929510905,0.00342862824590218,0.441156103089458,0.867614906818918,0.988379421382854,337.582136918605,328.207205882353,469.1016,354.66558,382.495544285714,6.60380533388331,28.8271338943036,253.9408,43.9672140377395,10.943905601417,248.1608,219.0384,342.1312,288.1507,306.6693,405.4675,446.0164,596.072,442.2608,447.3094,344,17,2,5,140
"ZNF256",0.703275267886998,0.431127720363486,0.755584904509303,0.32455457051086,0.833200158502688,0.992930098797786,0.000474894826823613,0.996455515813345,0.794524236221493,0.86942004694854,76.184525872093,91.7974823529412,135.5489,117.93686,96.3177214285714,2.37821776524103,13.4614383480928,65.6149,33.6295453621901,4.87879933833939,44.051175,54.7264,102.74145,63.1967,59.44105,99.376425,107.4426,168.35635,172.0494,119.90355,344,17,2,5,140
"ZNF599",0.977862724689095,0.996509292188849,0.999898053622544,0.788859452872966,0.951940611508216,0.998059467952186,0.16613458286672,0.997911721480228,0.999999407103579,0.970566375944939,88.3267415697674,95.1451823529412,100.297,112.44428,98.9448128571428,2.41090893941878,9.62570625675544,70.5259,19.0056318897426,4.50318154725961,58.178975,65.6151,65.03405,68.3611,67.3969,105.804375,129.6875,135.55995,149.6526,113.99095,344,17,2,5,140
"ZNF18",0.842476771606713,0.818774020977765,0.652001717857932,0.530735318755767,0.332830353938046,0.999991624188391,0.000291791801398267,0.065261981426314,0.989236491513897,0.974087167111542,156.769141569767,143.534852941176,196.3221,192.9419,178.641466428571,2.62160845641164,8.81148414162015,10.9522,36.8241011035164,5.0263609815628,121.602,112.0678,190.846,143.7336,136.181325,182.804075,173.4117,201.7982,198.8242,215.313725,344,17,2,5,140
"ZKSCAN2",0.900663723520318,0.966992526679363,0.997756027410329,0.946727533790811,0.999463671939958,0.999885464952242,0.729854419011094,0.995656654565831,0.989896525082123,0.990692329764981,184.279986627907,202.089735294118,221.2977,211.17376,194.268242857143,4.29101792367071,30.3089635897036,39.3008,37.5051847022595,6.45606577038649,135.7455,130.7922,201.6473,129.9359,143.2713,213.321375,207.2501,240.9481,260.7362,225.499925,344,17,2,5,140
"ZNF689",0.983051886624192,0.985867673737704,0.963129878904721,0.998943780363294,0.999999791246282,0.978242931572057,0.797535522108575,0.873325547106879,0.996575565672487,0.986714318879347,148.586531686046,157.173776470588,125.23745,156.16678,141.425866428571,3.58661684637506,14.1420032873771,43.50735,37.3433914627662,4.82340993579333,107.19005,119.1008,103.483775,82.253,101.3807,180.134,180.6466,146.991125,196.1518,174.202525,344,17,2,5,140
"ZNF19",0.999512741883452,0.993264049391275,0.997437574715369,0.999411182675499,0.998077321259781,0.989048804280603,0.729370792941177,0.958127326316132,0.975652676697493,0.999998795445799,81.2272479651163,79.1914823529412,69.8484,85.09912,85.9263221428571,1.99748000530883,10.3943294093895,38.2854,20.1315935444117,3.28851722687589,53.601825,44.0756,50.7057,69.9616,58.83295,100.327425,109.3169,88.9911,116.3523,107.037425,344,17,2,5,140
"ZNF230",0.784811261161096,0.99151894968733,0.928764583246137,0.997787202720297,0.918525679505523,0.999564526908976,0.504958140274879,0.988887338934346,0.96240028901335,0.963825133250433,95.4807822674419,105.440458823529,84.2676,90.45,101.07989,1.8287892993664,9.85535961966239,48.3176,9.91883156893996,3.15373089536008,72.479375,78.9062,60.1088,79.3164,78.225175,114.91705,125.2764,108.4264,102.5457,115.51025,344,17,2,5,140
"ZNF222",0.999995766399873,0.973529702431525,0.975005593309327,0.998060099230802,0.999265838961476,0.960244847596779,0.959953054459141,0.999618997762405,0.955665651802249,0.999875045993676,66.5878197674419,67.0702411764706,53.81065,70.67738,68.6129328571429,1.63641453439201,6.81635600641434,31.53845,7.06884969421475,2.35062101051913,46.675875,48.58,38.041425,58.0897,49.366475,82.4568,85.0198,69.579875,77.5054,81.10725,344,17,2,5,140
"ZNF221",0.999999999981332,0.95926898098654,0.966483627662874,0.977958676024095,0.986143206806418,0.998833467656619,0.129198391879895,0.890381839173659,0.99669225569858,0.999997898603847,12.9886622093023,12.9961529411765,17.86685,15.6056,15.3542478571429,0.544949480297877,1.47671426743826,8.31765,2.93937120962971,0.862995071510645,6.3334,8.4734,13.708025,10.7287,8.290275,16.65565,16.7879,22.025675,18.8431,19.250375,344,17,2,5,140
"ZNF233",0.969099142678105,0.999992832424316,0.999912579952376,0.971941113286291,0.99929071674851,0.998831124232958,0.314136889910575,0.999936734099769,0.999683552223357,0.999690602420241,27.1299348837209,30.9050529411765,28.39965,33.79522,31.6987242857143,1.25970458067905,5.12122372718725,12.60585,18.0044605159777,2.09855166497081,10.672375,12.6449,22.096725,15.4969,13.87725,38.195925,46.9917,34.702575,26.1892,41.6832,344,17,2,5,140
"ZNF235",0.999992933336771,0.983312083554739,0.983635157761408,0.999966083411081,0.999996752329566,0.985772503526379,0.00573628256717884,0.710371232782765,0.84623151899124,0.967087115439613,70.8953188953488,71.4963588235294,58.5346,72.50946,82.0507314285714,1.66901116670225,5.9928207615511,23.4272,16.9376823786668,3.05929860776382,50.36625,54.9513,46.821,40.3155,56.107675,85.0439,81.2143,70.2482,105.7293,97.464425,344,17,2,5,140
"ZNF208",0.986444516906398,0.862429619854542,0.805042892683378,0.999146727825677,0.990034035443738,0.956456720800987,0.99976391604468,0.980285487483042,0.8751081191874,0.999590336469023,54.4912534883721,37.9149411764706,145.92745,69.20364,56.8577085714286,7.37668682930046,13.085733152484,118.08045,51.9337014023322,10.3511307810179,6.02975,8.0846,86.887225,4.8203,9.9434,30.418775,45.8803,204.967675,35.7717,35.1814,344,17,2,5,140
"ZNF714",0.999907643223574,0.999999998542493,0.999999484635756,0.994334867323082,0.992990923809381,0.999424667314373,0.222228191805916,0.960417157681149,0.998525088704799,0.910224315113969,214.59673255814,223.409541176471,216.1784,169.12542,267.041161428571,12.8414363442837,36.9330742053308,187.8116,43.7716138793442,24.1187536157779,96.0931,167.9688,122.2726,157.7564,135.628775,264.37655,242.9022,310.0842,204.1689,306.71055,344,17,2,5,140
"ZNF394",0.979075071707596,0.393832206045023,0.336684933456876,0.997877658456867,0.980948904158862,0.673324126985659,0.500149494748772,0.764792016556545,0.539936297552213,0.999999387366916,437.886847674419,417.646988235294,616.3759,458.0551,460.681162857143,7.31321930011102,28.8497028442833,229.011,64.8031820249052,13.3611695608882,358.897975,344.7118,501.8704,366.5624,369.0105,493.412725,432.2918,730.8814,480.4286,534.01575,344,17,2,5,140
"ZNF333",0.387935695513371,0.997395763212312,0.998718824823044,0.823644820678599,0.367525714763743,0.912975355004657,0.00238298332597764,0.0145656449597639,0.915312248784617,0.999206517521054,153.853762209302,126.176394117647,139.127,183.9624,176.981181428571,3.37291776862902,11.3538115087171,62.4524,48.6501603472692,5.28358141511694,107.861375,103.7457,107.9008,79.7546,133.7557,190.7231,148.5884,170.3532,238.8757,214.05925,344,17,2,5,140
"ZNF382",0.995326815217685,0.782234115313016,0.742924890279605,0.998524732687265,0.992086983097229,0.925512965334956,0.267008422412395,0.777671317854202,0.911652846167118,0.999862902381925,35.508913372093,32.0697411764706,64.69515,40.1467,42.7166057142857,1.58883342397169,5.72089514467809,3.46775,9.57043283185249,4.18510032957284,15.600725,15.4412,62.961275,31.5339,19.572,47.195025,43.0108,66.429025,58.4272,46.078275,344,17,2,5,140
"ZNF577",0.926132433885441,0.998308100241621,0.981644887749163,0.650308387278859,0.493854270384453,0.988853768565098,0.481478658905309,0.613355800915143,0.999995533362228,0.858482453776575,109.369149709302,82.7059705882353,137.09185,190.38606,130.842950714286,7.47164362102041,11.3754986067055,7.83165,53.8015207577871,10.2653965696942,53.791875,42.2713,133.176025,97.2742,62.079925,120.634925,121.2687,141.007675,233.7087,156.3988,344,17,2,5,140
"ZNF75A",0.999849143465289,0.996597223201117,0.998590911307014,0.364153822684169,0.542597041228176,0.961123801031215,0.106543650403509,0.931551879971422,0.999999997746086,0.714612934959754,312.715330232558,318.833476470588,351.21985,438.00532,350.132895,8.27567577179626,34.8187870377954,184.10845,53.1485481327703,12.8966922324526,203.522525,217.0288,259.165625,464.3123,241.877875,381.76375,338.232,443.274075,491.674,444.2316,344,17,2,5,140
"ZNF496",0.76840660018311,0.32472902927045,0.626172172036713,0.999975043648945,0.989089062084838,0.533186433072567,0.952644288161117,0.913908995859899,0.386475563605843,0.999997694552236,294.911925581395,335.178576470588,480.4047,301.30454,304.86237,7.5674327711578,51.6479960974147,252.3468,49.8553662213568,10.1074434095873,206.446,238.752,354.2313,300.1753,230.095475,345.0433,356.0178,606.5781,345.2699,366.1486,344,17,2,5,140
"ZNF2",0.999998178805206,0.999973601506637,0.999990285398343,0.998476590984743,0.999381249536534,0.999995303042454,0.127454039306995,0.867032409660954,0.992474493177254,0.928657993783348,111.423104360465,110.976382352941,108.93285,107.02612,119.425705714286,1.78470089345064,7.39707203308112,20.74295,13.91532347527,3.03159777040744,87.257525,83.2145,98.561375,86.766,96.579125,129.423925,125.6039,119.304325,139.1123,134.595575,344,17,2,5,140
"ZNF589",0.293256961921722,0.657411992510585,0.301669228812011,0.515418142008971,0.132797146402261,0.998216737486696,7.22621613757912e-06,0.00128940795998622,0.968047258366506,0.991375084137304,259.996700290698,187.187170588235,404.42385,366.5785,335.641393571429,7.78278955835097,15.9337594717778,41.58095,72.2984497153155,14.4366390313305,161.150325,142.1744,383.633375,350.6146,211.344625,323.866975,232.9866,425.214325,426.762,416.146275,344,17,2,5,140
"PRDM9",0.9980877451466,0.999903527746684,0.999999669721464,0.999748161736375,0.999999994202819,0.999999932551347,0.951339052819413,0.999999990617011,0.999999320384192,0.999999945098,4.32164273255814,1.09942941176471,0,0.82712,1.25449142857143,2.75938007292592,1.0038550180856,0,0.352883781718571,0.451135211703694,0,0,0,0,0,0,0,0,1.1921,0,344,17,2,5,140
"ZNF12",0.773931568040585,0.95807383829768,0.998809338526603,0.885612548038279,0.634902676184503,0.813180426483182,0.270011806774277,0.996989349296589,0.994122684044689,0.654374336149814,739.30365494186,814.045982352941,866.6269,630.81896,791.146021428571,13.7898179311554,60.4814847910713,159.142,76.8961833214276,22.9014298365625,571.886625,633.2806,787.0559,499.7328,591.176675,865.849375,949.4949,946.1979,761.1744,946.615875,344,17,2,5,140
"ZNF202",0.934572287815275,0.933125873302634,0.988339843315638,0.999830370129844,0.984167530507405,0.941847194075106,0.107870535088879,0.999710291784815,0.991854584566663,0.95636723980798,248.031718604651,265.215923529412,297.3925,241.46214,269.502379285714,4.78448984415532,20.7349331322514,13.5189,11.4593080500788,7.42109671482378,188.86405,194.3218,290.63305,240.8631,215.673925,296.178725,301.9316,304.15195,254.9439,303.6963,344,17,2,5,140
"ZNF3",0.999999856585763,0.921980047411895,0.932132053992155,0.99784904551614,0.998387395613463,0.984054890496961,0.584498990794186,0.975079945786156,0.972237728195405,0.999999996832571,724.456814244186,722.204005882353,913.32755,770.18208,771.772835714286,17.2587426505476,55.0160976636307,291.27855,121.13108122599,28.3484422369374,542.074275,567.1844,767.688275,619.6757,552.0312,824.557875,849.1868,1058.966825,958.0706,898.806175,344,17,2,5,140
"ZNF606",0.864511089874846,0.395222111287883,0.660594174588153,0.879495231137049,0.996496922967603,0.860771756030515,0.00325535737184945,0.991061707252933,0.720973274708471,0.999907649940464,242.944457848837,268.348829411765,373.63025,287.34164,280.580752142857,5.2823914045947,43.5088004726822,143.05305,22.8631945146255,9.13460260211318,179.12885,157.3404,302.103725,265.6489,209.84835,293.377475,328.98,445.156775,326.1464,342.512675,344,17,2,5,140
"ZNF91",0.838805739576809,0.999994876992883,0.994083291373573,0.15122154979038,0.0858102880296873,0.767345357588035,0.427604745309842,0.453660683642162,0.999802205515792,0.326702312771406,332.918177906977,284.369658823529,342.1422,527.19556,365.299407857143,9.70322164028415,30.577246433386,93.0199,99.904547497707,18.0367958534115,222.534775,197.178,295.63225,326.5633,259.078275,411.638225,361.2932,388.65215,637.1629,432.86985,344,17,2,5,140
"ZNF226",0.945290121533494,0.999999991474684,0.999324200563746,0.989479790693437,0.999997615229484,0.999208710219028,0.197330127324965,0.999952849892818,0.998453048591847,0.999999999929433,299.295707848837,322.3471,300.5217,325.9453,326.182632857143,6.46691409683517,47.0147077091793,80.6088,24.3423377336278,10.642928125955,215.7775,208.2297,260.2173,280.6094,233.980375,357.056025,348.865,340.8261,373.8652,408.6735,344,17,2,5,140
"ZNF229",0.327297018888287,0.971128897473156,0.740593480759436,0.0895920197875396,0.688888656339804,0.3285465896585,0.999978386843139,0.339906539199978,0.973823778010056,0.0904829466249395,129.474773837209,197.984435294118,64.6584,295.07966,128.024458571429,8.20013072796525,37.4736645030742,60.4455,120.323187125419,10.541593968923,18.395725,76.9688,34.43565,147.0616,29.8374,182.31435,240.9148,94.88115,407.2035,187.5462,344,17,2,5,140
"ZNF180",0.999503806969654,0.998101856236603,0.999500802139158,0.991512528950266,0.986904157589308,0.987223442300882,0.427757955983106,0.990940104232315,0.999996340750139,0.923692009260511,154.456585465116,157.886076470588,168.22035,141.58104,165.35434,3.34065270996869,16.981877475141,101.93755,22.4513969171764,5.56742636780154,115.196225,118.075,117.251575,108.2384,125.75055,180.064525,159.4789,219.189125,184.4232,189.78485,344,17,2,5,140
"ZNF641",0.989431484472068,0.999999346207438,0.999660066833234,0.817241542512154,0.951227320078772,0.97254183818545,0.858500380579841,0.999993339217163,0.999760691186795,0.914889519621855,181.073874418605,171.535276470588,183.42575,141.92684,173.057727142857,4.59855026291332,15.0038351821281,11.77155,15.2412806118974,6.00019045894362,121.450425,145.4162,177.539975,109.5401,122.723075,228.563625,190.4043,189.311525,168.0823,215.841925,344,17,2,5,140
"ZNF610",0.996770162207558,0.833830851977123,0.905752970444272,0.77601006898648,0.754229123647864,0.556972555009774,0.946240683051812,0.970398639555976,0.781867141258083,0.863767077977059,67.3400872093023,63.4234647058824,33.9546,90.79334,70.6930478571429,2.46100773870532,8.13420869602633,9.0169,19.7431699249791,3.78430882940762,32.2022,49.2272,29.44615,63.6024,38.66035,93.04175,78.125,38.46305,105.7254,94.120075,344,17,2,5,140
"ZNF528",0.956388188402845,0.999054791682428,0.989539653733579,0.989843736483183,0.941905909956108,0.999999567812395,0.600170344867053,0.727552127384101,0.99999838131396,0.999888748423452,255.496816569767,227.735352941176,284.44865,289.40604,278.577709285714,8.46570007913789,26.4023090093533,33.92205,40.0073917824644,14.5628293976377,140.803625,148.9682,267.487625,234.1062,163.91415,332.1138,257.3099,301.409675,367.1833,345.023925,344,17,2,5,140
"ZNF701",0.801232699567155,0.899257396545409,0.741731846124501,0.998701302641678,0.934138197280915,0.973807687796396,0.999450908337216,0.861232332845394,0.888689407164104,0.997624188011612,134.733713953488,152.731176470588,93.38475,126.58068,136.192194285714,3.80544838773585,13.0221695150507,30.47225,16.5315923894947,4.41684674406096,87.917525,111.041,78.148625,88.8094,98.9045,163.813375,178.5115,108.620875,143.8819,159.99215,344,17,2,5,140
"ZNF283",0.942653807893216,0.99305594916826,0.999875057948197,0.91440806645688,0.995398018596279,0.9999806450522,0.880874912898238,0.996207222742025,0.998394361301788,0.969340428915033,55.6422744186047,50.2790882352941,47.0061,44.71182,52.9526928571429,1.64436850189272,5.08554808413944,30.7163,5.53862919045859,2.03471347771279,37.166775,38.3618,31.64795,34.5701,36.3826,66.297075,53.8065,62.36425,52.8627,64.936825,344,17,2,5,140
"ZNF558",0.43692682949152,0.999712634889478,0.94611350694557,0.999894679800961,0.956801912653607,0.999269661970367,0.00302170246556244,0.0201067874243254,0.997710914063624,0.880287471043437,317.44964244186,254.862282352941,337.384,307.61402,371.278567857143,7.68656327842296,16.5127485873443,105.675,58.6957617062203,14.2499501588399,216.32485,207.1634,284.5465,244.0841,260.997775,393.01185,302.0455,390.2215,335.062,461.9771,344,17,2,5,140
"ZNF597",0.920039254960195,0.990483526915059,0.952559554318102,0.973019644090334,0.999923879110692,0.951132107865007,0.998835041567877,0.89231062395916,0.993251172160343,0.963525185524831,59.9974924418605,52.7263588235294,71.54055,50.306,60.9468478571429,1.96318799698502,5.752378030912,32.78195,14.4523052404798,2.77241697834868,39.24595,38.4067,55.149575,35.057,42.710325,73.44885,69.5469,87.931525,64.1368,73.4178,344,17,2,5,140
"ZNF30",0.931390474315077,0.97799386147727,0.925968944056732,0.999969554441542,0.988750632278047,0.992638819739798,0.666702303382994,0.695122288746214,0.995150017924399,0.999718103202638,91.1100049418605,79.2618470588235,115.712,94.0124,99.1422285714286,3.24133324813846,9.12019419474507,28.9264,37.3713476908447,5.11028507800789,55.200875,58.296,101.2488,54.7765,65.956675,107.885725,96.2853,130.1752,86.9177,111.13415,344,17,2,5,140
"ZNF354A",0.613587143802255,0.954503897361932,0.782465479854496,0.542918394802553,0.964569373874888,0.611924580006689,0.99984190123806,0.602454334709045,0.960152828757177,0.529817091703032,257.455395639535,217.073747058824,314.8851,178.65732,259.321377142857,6.3585084744356,19.43853249491,42.649,48.7242173301881,9.19339160390884,183.03365,183.3509,293.5606,115.035,188.303575,301.412025,202.4713,336.2096,165.1523,303.7769,344,17,2,5,140
"ZNF764",0.935636200938068,0.587373291010261,0.467720611504587,0.988515163878114,0.926416340209321,0.865429690891387,0.965118860460799,0.849044026812837,0.651171731674675,0.997205016862748,209.727447674419,195.067817647059,287.935,226.28014,214.700678571429,4.20944386423596,15.8738917871158,38.1428,37.5117617960101,5.86605330365217,162.3398,158.3596,268.8636,177.0228,171.24,241.52275,219.1781,307.0064,226.6168,245.21295,344,17,2,5,140
"ZNF747",0.819858655576046,0.999680107281472,0.99980167063334,0.995158835743197,0.908229592886893,0.995823813210876,0.99988065713235,0.864358364789197,0.999802132678517,0.993588933256589,247.65531744186,219.407511764706,233.05315,266.1929,246.04487,6.25086807734065,18.3325330326767,14.12885,31.839585332617,6.85351593482409,186.773325,166.1612,225.988725,214.6744,194.974925,279.93995,255.0576,240.117575,322.5339,276.789025,344,17,2,5,140
"ZNF778",0.992932429887932,0.994037594853851,0.999180880765055,0.996565322003389,0.984854274748032,0.983184515284724,0.784938018386212,0.911241744156159,0.979461513951183,0.999976512689805,92.2869927325581,86.4907352941176,76.4602,101.00268,98.5045692857143,2.9600983160177,11.0504771789567,47.8125,30.4161104352184,4.51988688996335,58.25325,51.9713,52.55395,66.17,64.0818,112.585425,122.5124,100.36645,77.108,113.1716,344,17,2,5,140
"ZNF212",0.997701746936763,0.0538179767752787,0.0586877201436188,0.404161069658275,0.430888520799254,0.656741935121348,0.098633749624516,0.706516336267312,0.130794243494673,0.758485779912001,400.502881686047,388.821205882353,682.13065,516.01802,436.815728571429,7.69005807125341,37.3104106917466,83.21125,135.369095539105,12.5431811754966,308.22925,276.2407,640.525025,359.1662,327.1487,461.907975,462.6262,723.736275,544.1279,517.716275,344,17,2,5,140
"ZNF282",0.955317013015589,0.0182352173914343,0.0143662128004817,0.224839567364351,0.182423036266928,0.570870543994502,0.810264014837521,0.802033128139925,0.0301136790512214,0.357178813604034,768.326625,721.312688235294,1355.4029,1021.30802,797.729057142857,14.0489391678278,69.1253718937086,155.9017,298.018843073317,22.4624696457073,597.68445,532.9765,1277.45205,660.4083,610.6644,887.601175,839.1528,1433.35375,914.9616,960.268675,344,17,2,5,140
"ZNF160",0.967293552265045,0.471995993380934,0.391549336294917,0.897731846552151,0.801065527676452,0.894019649231586,7.51250709440932e-06,0.0755672073919879,0.885674374744541,0.999525747878687,499.68490872093,465.792117647059,745.2825,585.03078,605.670157857143,11.0196820072663,44.6221407558605,210.2453,95.441060140054,19.3274295315501,354.447275,327.3438,640.15985,523.2496,448.31385,614.73635,595.6933,850.40515,717.4221,710.291475,344,17,2,5,140
"ZNF415",0.987195900969775,0.909257646400756,0.965738729419154,0.998552792280192,0.987591824020056,0.901534603124632,0.805612080800354,0.891016775159362,0.84740099893048,0.999999445352495,118.387577034884,108.851441176471,71.40345,128.21592,126.839411428571,4.09797223341868,16.8613543752925,29.42505,23.4291261432517,6.70115268833124,51.443375,43.2034,56.690925,81.0609,58.492825,165.2473,145.1504,86.115975,145.0743,186.139725,344,17,2,5,140
"ZNF439",0.615310676858207,0.3952412973102,0.202286191333029,0.990619271595783,0.805311074656503,0.723471196847367,0.0145729708106146,0.0709365116380966,0.682972126343989,0.999290547567573,86.0578375,64.3561411764706,163.07885,98.863,105.525158571429,3.12169263201318,10.7906800444093,140.32925,37.2345462466242,5.80499635416752,38.145275,28.5156,92.914225,16.689,51.076075,118.27225,91.3483,233.243475,161.7678,137.93015,344,17,2,5,140
"ZNF440",0.731598901707312,0.393362091164496,0.227034756369327,0.466193840337325,0.237753309110929,0.973419155210962,0.069399888875858,0.176268864750254,0.632491622155597,0.828215279405707,257.979108430233,205.924670588235,470.92175,384.18582,302.471733571429,8.07414190120433,26.9527341518373,283.02675,211.072440049215,16.9088054312754,158.618025,124.5048,329.408375,111.3059,179.335475,313.9257,252.3031,612.435125,345.7935,333.066925,344,17,2,5,140
"ZNF562",0.829956062308266,0.996665306231068,0.959642496347234,0.951026894462899,0.776772055360496,0.999984947552518,0.0871385962796779,0.265417693432879,0.999999999962457,0.999851420714015,438.42485755814,396.129682352941,478.87515,491.07752,479.287522857143,8.65580363195906,19.025780754319,179.47895,87.919342166951,14.2823461942416,334.159875,356.0389,389.135675,355.2377,369.9869,512.506275,435.4511,568.614625,670.9189,574.117,344,17,2,5,140
"ZNF561",0.986788266295771,0.999996254957652,0.999394345332618,0.999948722593079,0.996568741519059,0.999999995172735,0.929046272884497,0.92950919702056,0.999998596067394,0.999997794118987,584.645427325581,557.1546,594.5327,596.74194,602.300352142857,11.9363762201494,56.4595393619196,175.2096,96.6342133841353,17.7735969438405,438.86765,431.6167,506.9279,461.4373,473.369125,672.016025,583.3145,682.1375,731.1598,696.950325,344,17,2,5,140
"ZNF584",0.833566155914021,0.999512688496979,0.981548510225127,0.999954869784544,0.994291516249254,0.999172460730747,0.2982216424747,0.392987945193696,0.999997519803034,0.982560215175703,164.912558139535,147.730594117647,175.0516,161.37338,177.757247142857,3.57836402843678,14.2380842969772,81.8063,25.4684225836309,5.57473213604447,118.03805,102.3438,134.14845,119.6319,133.255375,201.612675,168.0644,215.95475,207.1737,211.546075,344,17,2,5,140
"ZNF274",0.972295456016233,0.818696362935602,0.925733135548242,0.398281733371191,0.717795104702307,0.999999647616203,0.00339324426798004,0.92999729539819,0.979724456912797,0.876054461983246,502.255109302326,531.632264705882,648.4218,654.07508,571.069662857143,10.0480788594496,36.9556279254027,374.0221,85.6678638365776,17.1663106006191,355.2468,461.938,461.41075,541.3457,420.13415,638.818225,610.6129,835.43285,675.1005,691.334525,344,17,2,5,140
