"gene","p-adj-M1-M0","p-adj-M1a-M0","p-adj-M1a-M1","p-adj-M1b-M0","p-adj-M1b-M1","p-adj-M1b-M1a","p-adj-MX-M0","p-adj-MX-M1","p-adj-MX-M1a","p-adj-MX-M1b","mean-M0","mean-M1","mean-M1a","mean-M1b","mean-MX","SEM-M0","SEM-M1","SEM-M1a","SEM-M1b","SEM-MX","Q1-M0","Q1-M1","Q1-M1a","Q1-M1b","Q1-MX","Q3-M0","Q3-M1","Q3-M1a","Q3-M1b","Q3-MX","count-M0","count-M1","count-M1a","count-M1b","count-MX"
"ZNF197",0.999999389298718,0.574808440673562,0.615551121676724,0.936342183279461,0.962586612517231,0.449819263267677,0.0388470753421269,0.783331084603243,0.818164012483921,0.631110623691209,297.675048255814,296.709241176471,398.56885,263.94134,324.904193571429,5.21276298248795,14.8424752926829,0.813249999999982,56.0231151516193,8.19831739710713,237.371925,261.7188,398.162225,290.2191,269.40155,347.728925,313.154,398.975475,318.4998,368.954475,344,17,2,5,140
"ZNF732",0.853318261600949,1.48152379253474e-10,1.4815126903045e-10,0.995701636237585,0.923077023706772,1.48150491874333e-10,0.999833140052461,0.894109832481871,1.48154821744129e-10,0.994087553658661,6.46251540697674,9.53178823529412,95.19945,4.37404,6.66607642857143,0.60183166716462,3.29337477518795,83.14625,0.542249660765224,0.922617523793196,1.35685,1.1719,53.626325,3.5762,1.570775,6.225775,15.9238,136.772575,4.8103,7.06195,344,17,2,5,140
"ZNF546",0.992743709498784,0.986581179690073,0.970981548540639,0.613327507201995,0.582158249938455,0.997267403244266,0.00813010098524769,0.422945948927552,0.999999603348399,0.962043760661879,55.1765587209302,52.0728705882353,65.59265,73.70982,64.8440942857143,1.4659617978638,6.91916930731511,25.42975,16.8217662950238,2.75015262664895,34.581825,28.1072,52.877775,42.9448,43.1279,68.354825,67.5781,78.307525,86.0502,80.9291,344,17,2,5,140
"ZNF286A",0.873651366621651,0.998106106328489,0.999999845089331,0.863928930888894,0.994574265491137,0.998846056800131,0.773149675975998,0.989711172010205,0.999912005716558,0.953100063169342,207.598118604651,241.313588235294,238.27175,270.16664,224.093472857143,7.77041968860685,43.7038411122068,148.67755,57.6815051824985,10.9551956530941,134.558025,133.0846,163.932975,157.1352,142.262725,241.8461,253.4479,312.610525,347.4892,262.09055,344,17,2,5,140
"ZKSCAN4",0.999999972100699,0.0159683440331742,0.0265788325380886,0.973019945372327,0.981685145507767,0.0250229092274699,0.997360656383381,0.999964835682148,0.0192409363678837,0.960739427966834,129.936332267442,130.146041176471,229.9494,117.48328,131.439564285714,2.37492342488511,10.8586021525091,7.78960000000001,26.0572874632683,4.00305269550653,99.719575,97.8821,226.0546,74.9343,105.382725,156.666,151.5152,233.8442,146.6641,158.47385,344,17,2,5,140
"ZNF643",0.999995984115292,0.996149124593688,0.997554099003644,0.999179690270439,0.999134354983566,0.991974312479865,0.62817017425593,0.973648559972186,0.980416709996736,0.999996187241711,45.8368031976744,45.2441,36.27845,49.92634,50.99806,1.6524993164259,6.63982400015906,18.58435,12.0982615787393,4.19684819123667,27.4385,30.7484,26.986275,24.2453,27.213075,56.299125,43.1871,45.570625,71.8668,60.7004,344,17,2,5,140
"ZNF642",0.884764784504867,0.996678452023993,0.999999908987678,0.996658423478134,0.999908586934841,0.999968335907934,0.999988270996746,0.883674356391199,0.996279456558886,0.996071461290926,105.224897093023,93.8013941176471,92.8729,97.36686,105.644749285714,2.47576926912087,9.53747058019698,44.2842,6.48724225203591,4.93449817014246,77.000775,58.841,70.7308,93.8015,73.968975,122.63145,120.8182,115.015,109.1148,124.3899,344,17,2,5,140
"ZNF490",0.445084759217339,0.970954924375161,0.999999701862351,0.999939779842986,0.954417014241207,0.990668207082461,0.00643404233388378,0.0268439804432747,0.80550565108965,0.905617126795419,180.487511337209,155.939447058824,154.4548,177.10888,200.510165,3.11197141997139,8.05941541416146,74.9716,20.457878333185,5.32849296375438,144.388625,136.194,116.969,145.3768,158.40775,213.26255,174.0126,191.9406,221.7848,231.248425,344,17,2,5,140
"ZNF626",0.815945729391306,0.993816674843222,0.999999714702695,0.938731106589335,0.999871069401243,0.999996147332964,0.789998181327018,0.974293841822093,0.99909124981791,0.9859260190189,252.335246511628,186.226082352941,180.07175,166.863,224.443572857143,13.7398720441887,39.0795381040632,103.59625,79.0480577923013,19.7573355721582,71.122875,38.818,128.273625,10.9553,71.432925,346.71175,304.926,231.869875,214.3176,307.2883,344,17,2,5,140
"ZNF793",0.999999975388837,0.99991192137121,0.999940614349189,0.385794607401145,0.507191625074101,0.817810205412139,0.0326315820929406,0.782099096383781,0.982298149685474,0.792679733122404,101.214102616279,100.805394117647,92.17065,173.97728,127.491667857143,4.5040171635905,12.8714838540772,58.08915,31.1063423194274,9.27163807685815,47.72335,61.2273,63.126075,147.641,59.81035,130.241675,124.5761,121.215225,156.1615,148.464775,344,17,2,5,140
"ZNF383",0.993619113221552,0.999543641850834,0.999996418554694,0.999072864195178,0.992904349379087,0.997797370763621,0.999978556071495,0.992037407483743,0.999423042485651,0.999376347315695,81.1068566860465,77.0503235294118,75.20875,85.58988,81.4934342857143,2.24671158403682,5.99624627983385,26.62005,17.4622859314982,2.82859041259418,55.408675,56.457,61.898725,74.2918,59.613425,92.678325,97.0575,88.518775,91.085,91.239325,344,17,2,5,140
"ZNF669",0.257218157553934,0.984807498116754,0.768651691428535,0.866207576113715,0.345585673381026,0.999990588695364,0.974244238962677,0.423076800596499,0.97382336716273,0.807158461647279,109.707394767442,132.047041176471,93.1481,90.16096,112.406450714286,2.26396914290373,14.0523347369047,44.8403,7.51491141588509,4.12833803735681,77.684075,105.0995,70.72795,92.9817,76.11595,133.2445,129.5615,115.56825,97.7761,139.48055,344,17,2,5,140
"ZNF559",0.949599082824867,0.995080994680493,0.999939639991146,0.965095493029305,0.881616870241402,0.959646017021988,4.36295964356681e-07,0.0339927141381307,0.76771302685729,0.978886455064453,210.136790406977,195.396047058824,187.6212,234.24424,255.471429285714,4.03026729586553,23.4430905734286,99.9931,56.9453102591126,7.77502569848349,157.116925,140.449,137.62465,171.0624,194.13795,252.605475,241.6345,237.61775,290.1486,304.401425,344,17,2,5,140
"ZNF177",0.599749328768963,0.981288738963721,0.852445803760088,0.915850206492268,0.592612134019156,0.9999999893169,0.00341645981254524,0.0427430205963213,0.999998752476232,0.999998724185567,45.6140354651163,33.9625882352941,58.4019,58.00176,57.2820121428571,1.63412342210091,5.4431956364378,47.1675,20.3126471884292,3.16564909232554,23.65365,15.2934,34.81815,16.093,33.887275,58.454675,47.5237,81.98565,78.5236,75.868025,344,17,2,5,140
"ZNF548",0.999708730703146,0.812851731845996,0.809092966942712,0.73369461654207,0.761709499205401,0.998998218645134,0.00110422320702319,0.435320162652364,0.98349761150394,0.996310469382588,229.797410465116,225.535358823529,299.455,279.83806,264.944237857143,4.62855345013426,18.8559129425783,176.4386,37.9528095248639,8.43880418013533,174.7799,164.801,211.2357,254.4094,195.91695,271.526075,278.1575,387.6743,309.6243,317.310475,344,17,2,5,140
"ZNF563",0.451530817997848,0.999953452983278,0.962801707454918,0.999449789634466,0.971935619084034,0.999463529596366,0.0577325769470263,0.0605199825479943,0.999015097690235,0.926921618350166,46.5452529069767,36.8874235294118,48.51905,44.21088,52.7963678571429,1.2382437447213,4.74519618310369,7.37195,5.92384692276902,2.07302526283343,31.352825,29.6799,44.833075,40.0855,36.080025,59.091125,45.1157,52.205025,51.1981,67.604225,344,17,2,5,140
"ZNF567",0.831166809289125,0.96969544129197,0.999124363062459,0.999468665643515,0.997791455746946,0.99363824172397,0.962250306441698,0.943283886494185,0.983629690493514,0.999994328468091,144.190025872093,163.932494117647,178.1111,151.7182,149.285870714286,3.9665965764183,16.3464801676113,114.0751,27.1059514098288,6.81495313109534,100.2595,104.544,121.07355,105.4984,102.6194,168.155525,239.2673,235.14865,182.17,176.624125,344,17,2,5,140
"ZNF573",0.99995991443496,0.999339521107666,0.998993267029607,0.999922273065627,0.999996122168228,0.998808112418791,0.205830133740802,0.878713213027575,0.999995071550275,0.974176393472928,25.6019773255814,25.1072411764706,28.4608,24.54288,29.2996371428571,0.924985915112685,2.07523952182525,1.0294,4.60072118459704,1.55766775469013,14.623425,17.4576,27.9461,20.1578,15.828725,31.4307,29.4247,28.9755,28.8616,39.52485,344,17,2,5,140
"ZNF527",0.975919651818355,0.976320271766499,0.942167988760902,0.983648195134574,0.940687577932983,0.999540119285216,0.564160119015373,0.774345661995911,0.995647868617402,0.999643780629103,104.907805813953,97.6560411764706,125.51205,116.7519,112.284183571429,2.48277283604938,6.28948680012725,54.45465,30.3144755181085,4.81396892684878,73.373225,74.9894,98.284725,72.7432,79.497375,123.259325,119.4743,152.739375,141.6878,124.464625,344,17,2,5,140
"ZNF33A",0.532638516716017,0.753964597485681,0.971845479345023,0.999999289235125,0.932751465559905,0.838551865978731,0.0323004000903437,0.996141531611119,0.935424194528035,0.960931595249741,903.235694767442,1052.5199,1232.6387,895.87618,1015.93743357143,20.5269521107831,116.419303101204,187.5608,102.303642130534,33.8071960657906,621.1662,707.2879,1138.8583,796.3046,729.8546,1136.961375,1396.1443,1326.4191,942.4021,1210.4335,344,17,2,5,140
"ZKSCAN3",0.722413211628182,0.496163849293574,0.803671882971675,0.988680409882743,0.999763754567486,0.807939168638104,0.999997855763615,0.759036108966216,0.50550485627226,0.990126665299549,77.5079232558139,90.5640352941176,125.328,86.70728,77.7416871428571,2.18986876983756,13.7448764988646,30.1167,11.5096481399476,3.71433964460659,49.573725,55.9597,110.26965,60.9115,47.22805,95.490475,108.0885,140.38635,102.1482,96.1275,344,17,2,5,140
"ZNF676",0.950516136478713,0.99940668190277,0.999999903909861,0.951745054104885,0.858770783260445,0.977891468797606,0.788794094089243,0.782785330597677,0.995292278912228,0.990504201210333,12.5834761627907,5.62887647058824,6.36405,25.10262,16.9659092857143,1.82236955360955,2.71971980925384,2.62345,13.9875783567564,4.24448789936816,0.464975,0.503,5.052325,7.4496,0.7623,4.131025,3.1095,7.675775,25.599,4.492275,344,17,2,5,140
"ZNF699",0.993289481856738,0.977789454283758,0.958151900109859,0.974361292824762,0.946514958221288,0.999824085735684,0.283578703262703,0.996461995909732,0.912686541211472,0.840647077178718,22.5578066860465,24.2713,15.83915,18.12034,25.77182,0.880114741967508,4.01151495636587,9.09855,3.66756272960668,1.38578860310495,13.11565,11.469,11.289875,13.1128,15.28865,28.951,27.5282,20.388425,22.258,33.205875,344,17,2,5,140
"ZNF250",0.999735161418422,0.999586981360017,0.999924704159319,0.964262302312752,0.961333655810142,0.9839764362389,0.465559553150343,0.923240526383561,0.992278320925938,0.998413287469582,221.569409011628,216.922364705882,206.732,251.6571,238.259590714286,5.38169218122072,25.7207424395975,33.3013,23.2132246488505,8.79441129665264,151.892775,143.1625,190.08135,233.5092,171.081025,271.717075,272.8326,223.38265,280.8983,281.05995,344,17,2,5,140
"ZNF79",0.911360251444623,0.994109033406218,0.961985831741486,0.99797636402511,0.957562965278234,0.999767347807774,0.438109150174635,0.567403063473267,0.999817774819957,0.999995726482043,97.1409287790698,90.4183647058824,106.2709,101.54422,102.487715,1.74867619911943,7.37465782753552,12.183,21.089246173901,2.41400825940568,74.6448,63.0793,100.1794,77.4987,85.1648,116.08015,110.2328,112.3624,93.0065,115.269375,344,17,2,5,140
"ZNF681",0.999638799487669,0.999999921886202,0.999985377035228,0.798870671218903,0.900978836600423,0.971777458930704,0.999999999999533,0.99968642108918,0.999999920946661,0.805051348644795,142.148874418605,148.180194117647,140.07095,202.9134,142.163854285714,6.14088769672703,22.5571009792884,56.93655,70.7157794803536,11.7220228622247,80.5752,105.6404,111.602675,83.9123,74.91545,165.6503,144.2451,168.539225,322.6671,164.58905,344,17,2,5,140
"ZNF766",1,0.999347596115739,0.999470649282901,0.957425383699068,0.972550434874136,0.979100990278018,0.000954677860913189,0.543377581457378,0.935291477051189,0.999789792980279,384.986647965116,384.982841176471,363.4361,425.86646,436.257992857143,6.48364768533847,31.3901302353051,192.6736,66.2134538948815,12.7706043758404,302.625625,323.7125,267.0993,311.727,325.5831,456.6081,447.7307,459.7729,530.2366,508.696375,344,17,2,5,140
"ZNF471",0.925225486195933,0.998195444266506,0.99999999006345,0.00196369288845111,0.00218520000567957,0.157987703558054,1.00970833820657e-05,0.0521292586749882,0.856694029620537,0.071065139084058,63.8280712209302,52.3275117647059,51.71555,159.03414,91.9177835714286,2.80838854603476,8.17288215424628,15.97155,51.5227465046129,5.6003118435905,23.3254,28.4875,43.729775,86.3278,36.568975,84.07355,62.0329,59.701325,237.2859,131.62765,344,17,2,5,140
"ZNF836",0.980549483262848,0.552986077675343,0.48274405514209,0.905951962331617,0.832374084840161,0.926556573213916,0.25260077446174,0.669218847490617,0.737972797869235,0.993553906664079,91.3118950581395,85.4951176470588,136.16445,107.7666,99.8108478571429,2.13243513598138,9.78315579912452,108.64025,26.3219057255929,3.76807648905069,64.24575,56.0215,81.844325,64.8554,71.345925,112.3332,105.4346,190.484575,140.3047,118.29825,344,17,2,5,140
"ZNF493",0.909897697232305,0.998812105730044,0.982595607120861,0.99983619034187,0.998718602843893,0.997773207857534,0.232155795301841,0.468653887479204,0.999999944637244,0.971891615554475,187.435046511628,146.632952941176,223.9852,173.36428,226.991977857143,9.60841544167421,21.9721809853812,95.6324,40.389146872686,19.0982751961002,93.327825,72.7838,176.169,122.7835,110.608525,224.064875,200.299,271.8014,255.5692,260.506,344,17,2,5,140
"ZNF167",0.927862800130513,0.0412534160502684,0.0288686745602834,0.908853700721975,0.995892828780284,0.0369729796118167,0.651443760419593,0.682221071697633,0.0711526922444807,0.775051814825013,60.7807369186047,53.5619058823529,132.294,46.75376,65.6899635714286,1.94519299702061,6.37904688710643,10.6819,17.9970694157299,3.08083734634621,33.6815,35.5731,126.95305,11.3112,41.280125,79.5771,71.6284,137.63495,78.0331,79.379225,344,17,2,5,140
"ZNF565",0.999588878359023,0.937697988484378,0.963455637223265,0.587096163759881,0.630181321980073,0.599005442589919,0.851771402835386,0.975983927081247,0.891583686458308,0.736241370958099,66.1996988372093,64.6057294117647,49.1819,86.601,69.32748,1.67726118985925,5.55605096279355,18.5654,15.2543312095942,2.64753058745348,47.604825,50.6444,39.8992,63.0679,49.07595,74.50145,76.1797,58.4646,102.5183,83.6613,344,17,2,5,140
"ZNF34",0.995995884536788,0.999985790370759,0.999587267618693,0.914562854761173,0.883720881651942,0.995457693103655,0.855515486011761,0.944908851938361,0.999998326054029,0.971635624918194,121.633386627907,116.128929411765,125.4106,144.56076,127.631437857143,3.33856513390752,10.0185352985316,43.9476,16.8533541614303,4.80936689187767,79.7969,88.5142,103.4368,116.5644,90.62905,145.984975,148.7294,147.3844,150.2413,155.7971,344,17,2,5,140
"ZNF140",0.999993136144777,0.999618313440384,0.999501366786106,0.788749298782411,0.869734627082762,0.935600320027209,0.133801838739505,0.917362667104611,0.984020251638512,0.974106110932144,484.09782005814,481.028682352941,508.1206,399.06042,445.009807142857,8.9023757856425,36.5744217491403,0.607600000000019,51.7165469346359,14.6663205164673,369.2963,362.9078,507.8168,326.0319,335.186275,555.862325,566.7969,508.4244,411.375,524.93805,344,17,2,5,140
"ZNF658",0.92117994207044,0.722834517132897,0.58884030019075,0.997279377923033,0.999968315746373,0.728729687079093,0.656452221771646,0.67118482893727,0.830615063038142,0.97015041553663,31.1043119186047,27.5153294117647,46.5078,28.47826,33.4685414285714,0.953686131951175,2.94078424755106,1.2894,10.1422845168433,1.44314488226355,18.335075,17.9136,45.8631,17.0903,23.17975,39.636675,34.0694,47.1525,47.0337,43.4267,344,17,2,5,140
"ZNF765",0.733702909375377,0.987718516788125,0.904406672239789,0.969631152589986,0.999999408849663,0.941454231129668,0.999997213466931,0.743743925618376,0.988663865685123,0.968478799718688,213.943506104651,238.528488235294,185.6484,236.8852,213.466274285714,4.11967240616466,36.3633177918745,123.5785,43.1044618672824,6.50803822055423,162.885225,164.4973,123.85915,171.0624,162.16005,252.592125,258.1665,247.43765,266.433,246.58375,344,17,2,5,140
"ZNF124",0.806857217796117,0.996718098495248,0.956670755309447,0.857131727554278,0.615807653622203,0.999286938563843,0.998455501756049,0.764785271608693,0.998008230614024,0.888401217633502,100.919010755814,115.279405882353,87.8089,77.33114,99.39109,2.83152064407205,16.2525735439614,0.942699999999995,7.08321488037741,4.36905368660798,62.24025,73.8668,87.33755,68.1288,60.724325,126.2484,143.7584,88.28025,91.2279,122.676075,344,17,2,5,140
"ZNF569",0.774740334322542,0.901596626055426,0.735718539882082,0.915191464625843,0.999736195982235,0.746288445506151,0.999991660339239,0.778862577286389,0.906888774101098,0.912331884491318,100.087026744186,116.636258823529,63.9256,122.05406,99.6383578571429,3.1152696786521,18.5095920362832,3.8217,28.8955377920986,4.57081201322608,64.629125,73.0469,62.01475,77.4847,64.515525,122.716525,163.2625,65.83645,185.1466,120.44415,344,17,2,5,140
"ZNF777",0.999506157341087,0.999992290902817,1,0.0143493761793737,0.0312860670441794,0.394419176642796,0.971044277552253,0.991229604015292,0.999837481339531,0.0242735237768179,441.845089825581,433.389264705882,433.35525,665.09236,451.668712142857,8.24322431011836,32.0469995194821,19.39015,232.351258109569,12.3928566149515,345.319275,361.3722,423.660175,433.9925,356.90715,522.60805,551.2307,443.050325,469.7634,526.322525,344,17,2,5,140
"ZNF605",0.915959877524137,0.988548531122227,0.946191495854014,0.667020894624279,0.49889446636604,0.998040088343096,0.996822689310698,0.960210473498527,0.983801606899608,0.626725801002128,377.91987994186,344.742194117647,432.4152,473.09108,372.403235714286,8.58213541261663,25.8554543665035,86.613,50.2569760725454,13.5793680336877,263.82535,272.2427,389.1087,451.9163,274.61745,449.7445,435.9732,475.7217,536.4327,460.04055,344,17,2,5,140
"ZNF799",0.924097080897325,0.999999999729585,0.998681085064151,0.997241914385603,0.95672479277911,0.999784596504405,0.607005014260708,0.657823667440385,0.999671728224692,0.999999979602658,124.040708139535,112.908052941176,124.26795,132.3065,131.876688571429,2.91176791452728,10.4723582545001,1.25154999999999,21.6493442554965,4.85312542952297,88.147575,86.5246,123.642175,93.5329,95.99635,149.2808,145.1504,124.893725,165.7424,151.75555,344,17,2,5,140
"ZNF782",0.858394947975211,0.917368022592572,0.791232776880758,0.659135195850672,0.446338498553758,0.999999991559989,0.347438712441993,0.446077732177663,0.978212578569402,0.885016005647531,49.2945337209302,43.7887235294118,62.61645,62.87554,53.4270321428571,1.17568543408735,5.50526329987234,11.78085,9.39575899193886,1.98944078157246,33.619475,29.5546,56.726025,47.6829,36.957675,61.514625,57.5318,68.506875,64.8554,65.580225,344,17,2,5,140
"ZNF846",0.450527443470624,0.99993671066595,0.992617385812976,0.995341109646093,0.989400336035382,0.999979494384057,0.0230804172665574,0.0428376069871207,0.981642335973063,0.835000305698523,71.7216805232558,55.5721588235294,68.16005,64.99252,83.422745,2.043029759818,6.83350475028273,17.04365,20.3630682520194,3.5377877049112,44.127325,35.8272,59.638225,35.9334,54.469525,89.64225,85.9145,76.681875,92.6091,108.8559,344,17,2,5,140
"ZNF136",0.839003617920118,0.980361369505264,0.999711866630517,0.999893758644025,0.99578817729088,0.994735757546003,0.144347816929614,0.317709301251727,0.90250107728217,0.965863362069901,178.709570348837,161.720282352941,152.36425,174.3237,193.98686,3.5503047237692,13.3123454973559,95.34975,30.1030863925445,5.66010265263181,133.1335,122.6562,104.689375,125.7637,145.58655,219.6579,183.7436,200.039125,222.5797,224.25095,344,17,2,5,140
"ZKSCAN5",0.602804075390604,0.99986687350843,0.997429396554188,0.999835398374141,0.915233793931819,0.999471610800954,0.916437466044871,0.82580998282372,0.999999600360407,0.996815507015214,340.938501453488,393.867252941176,357.31635,329.96504,353.47702,8.72966413668492,40.8500844889301,67.62395,28.1843179539367,8.94093386989903,268.166575,301.6169,323.504375,287.8856,285.09805,371.16875,410.3139,391.128325,380.3681,410.88025,344,17,2,5,140
"ZNF33B",0.1210915303696,0.478890033196393,0.943518356573033,0.999512767433454,0.655984565364242,0.56424860086557,0.895198285075129,0.290291117609576,0.56568582821807,0.993872722246133,668.012346802326,860.827258823529,1044.1348,636.30516,697.513165,17.094411242479,133.671854506598,318.0334,80.0329921383338,26.4264385757332,444.903975,413.163,885.1181,677.0973,484.358925,806.59025,1088.3281,1203.1515,714.392,879.141,344,17,2,5,140
"ZNF431",0.993873278207356,0.97610301904356,0.956455173093532,0.999958244795742,0.999978592628242,0.979959760333528,0.0702271144975912,0.616236874869141,0.999447713234588,0.958607443098968,204.887092151163,189.850182352941,266.47365,197.19658,243.188290714286,7.52130652268879,18.0674182020919,51.89705,37.9771791541499,14.3172343574434,118.546375,123.953,240.525125,124.5716,144.0879,261.6898,225.8065,292.422175,259.1464,286.946925,344,17,2,5,140
"ZNF418",0.997651123132488,0.801253165437775,0.773967102284295,0.889045628661,0.867539424204786,0.991839192443495,0.00305973249363412,0.421055859226223,0.975541957837812,0.999960464815133,53.0765671511628,48.7574705882353,95.4843,75.40868,72.5890828571429,2.48519986297189,16.4773417249794,53.0903,8.16335974053576,5.78035372243842,17.035275,14.3035,68.93915,69.0579,24.54655,75.44555,44.843,122.02945,91.1936,92.993575,344,17,2,5,140
"ZNF700",0.638463617482006,0.369716504271117,0.190678768114211,0.955165183735934,0.690981424914255,0.778040522223915,3.6369620939114e-05,0.0141633716609553,0.783947257034249,0.997368227405817,255.987727616279,215.335005882353,407.6505,293.5792,311.460274285714,6.07052488489149,14.5756210151612,120.6122,72.5458894561298,11.3196027620624,171.526,155.9931,347.3444,216.4618,225.971325,316.931,252.3031,467.9566,331.0873,361.5805,344,17,2,5,140
"ZFP28",0.999982011074441,0.983713414580469,0.983263621688434,0.207469131895369,0.300005266920035,0.957446562463824,0.0220761754848235,0.709225707625411,0.999970224670586,0.598149219664046,127.211566860465,125.599294117647,153.28095,193.27636,148.03774,3.74697837235679,12.626902893427,73.23605,53.2458579595409,5.59594641706115,80.164175,88.3085,116.662925,111.3059,97.35365,166.9061,168.643,189.898975,201.1167,191.01755,344,17,2,5,140
"ZNF585A",0.999999848310329,0.998783162896514,0.99886035464576,0.842880232059324,0.898608306635192,0.935168978681149,0.944430223069536,0.99771517783691,0.999829147510008,0.761980761691702,142.835637790698,143.371835294118,128.2261,177.76624,137.157549285714,4.25263969730533,14.5181568592192,34.6999,24.662077045914,5.83441094609667,97.917575,107.2555,110.87615,149.0091,93.8935,169.30115,143.1523,145.57605,227.4148,151.932525,344,17,2,5,140
"ZNF138",0.625049233986595,0.979372688491728,0.999993273386406,0.98681153825411,0.788698164990133,0.943096105543513,0.540441832105189,0.288503718641195,0.935351647219464,0.999843995624506,204.455381976744,240.851047058824,246.60435,180.70478,188.410555714286,5.7631615015109,37.1396428782465,114.01915,33.6229092358826,7.61680277054929,133.64055,163.1501,189.594775,157.7616,127.966675,248.829825,263.6816,303.613925,190.184,234.248775,344,17,2,5,140
"ZNF429",0.999999954228804,0.999998938183474,0.999999570894348,0.985183625219537,0.989822094489011,0.997722573695556,0.762069696533019,0.99216797006185,0.999953134357525,0.93737644134048,127.192275581395,127.684717647059,130.2776,105.21314,138.274988571429,5.26822372464372,19.6105702113892,9.7889,17.449166238494,7.23551943189918,78.25705,57.9495,125.38315,87.0213,81.158275,153.856075,137.5394,135.17205,127.9952,167.662975,344,17,2,5,140
"ZNF470",0.994320552110215,0.290212762571298,0.273024605894347,0.980074682365511,0.956937038854708,0.658380032381953,0.0467521099469573,0.582401426043313,0.525699257588305,0.999998614731157,133.92229244186,127.248729411765,225.787,150.7792,152.278341428571,3.62342863194519,11.4640743731962,117.937,38.6799383482316,5.40021748959408,86.5365,94.3218,166.8185,95.9684,110.105575,171.008125,172.8678,284.7555,213.4381,176.8331,344,17,2,5,140
"ZNF100",0.998990424232949,0.999996614062806,0.99999986960094,0.938915888174397,0.981251704409008,0.996314869157442,0.61484890049288,0.928736028493319,0.998965043158935,0.819035589909054,206.81718372093,197.222994117647,200.2763,155.28716,227.949732142857,7.33929119535176,26.200312010438,95.2349,23.0538772040974,15.2231062222572,120.7022,141.3837,152.65885,128.7439,151.1623,260.1869,245.5347,247.89375,202.4111,257.485475,344,17,2,5,140
"ZNF398",0.994090423805655,0.979781154247005,0.994512703555761,0.682609493505016,0.651421212558339,0.758385274610768,0.193466251586457,0.72644570362234,0.907904006620025,0.923521926688545,433.005811627907,419.492941176471,379.61195,511.63538,461.882621428571,7.17300429943067,24.9635439893741,2.63775000000001,138.343279721649,10.7598891202689,341.021325,338.0059,378.293075,351.1491,378.148675,502.327825,462.963,380.930825,525.8446,526.98295,344,17,2,5,140
"ZNF498",0.999887313173887,0.269209320165973,0.349365098919622,0.999836710816891,0.99999378687756,0.495652966762919,0.39120869764246,0.982293572218566,0.411198331302979,0.999402563413478,373.811005813953,378.728823529412,561.1485,383.5986,397.315772857143,7.29325357643877,25.2453017056895,188.7462,9.28910098863178,10.8357952048829,294.497275,314.888,466.7754,368.2523,328.955475,423.56735,429.6875,655.5216,397.0829,454.132325,344,17,2,5,140
"ZNF441",0.810180456169798,0.998456064105483,0.999986239408816,0.999748289014767,0.995932280863427,0.999894534846901,0.047101743057902,0.207131443389059,0.961312523418579,0.933750486725395,114.835576453488,99.0132352941176,102.8581,110.02972,130.95465,3.08752677026354,8.56602652714893,29.7076,26.726271459678,5.30096653320009,74.00275,86.4428,88.0043,63.7759,83.691725,143.90475,138.8198,117.7119,166.0961,154.77735,344,17,2,5,140
"ZNF420",0.982321072547879,0.892262082452832,0.833310747855585,0.999999996578461,0.999035456038171,0.936621265693707,0.998997586629582,0.97015321149243,0.907202792468616,0.999995100358485,137.768534011628,148.339682352941,87.43065,138.1568,135.742270714286,4.19750317209804,13.0496714755336,34.34825,28.3870321256027,6.81278157413709,86.598,101.1719,70.256525,92.9984,86.222925,167.6385,184.8924,104.604775,185.1466,160.3336,344,17,2,5,140
"ZNF763",0.90307153838012,0.776549787803197,0.634488059735353,0.999961102945955,0.997439581773118,0.836059816560594,0.00305126138598677,0.158141661573468,0.968054383049983,0.893289841734758,47.7764808139535,41.6990058823529,70.4754,46.34758,57.8105792857143,1.45313948021675,5.76968361569811,5.6375,17.1620119452936,2.5007651008638,27.20755,22.1342,67.65665,12.5168,38.6054,61.325875,57.0927,73.29415,61.9989,71.21615,344,17,2,5,140
"ZNF679",0.999904368466707,0.999785221393647,0.999954396195299,0.999991099942485,0.999912976285052,0.999697850892109,0.907454270668978,0.989257861765408,0.99828385598228,0.999962478300819,0.803838081395349,0.574064705882353,0,1.03354,1.36636142857143,0.311798154349018,0.330630611921813,0,0.644982252158926,0.693917587697202,0,0,0,0,0,0,0,0,2.1911,0,344,17,2,5,140
"ZNF682",0.888338676627993,0.524099851631831,0.382833475147395,0.999969302609579,0.996603467702858,0.640745792182393,0.247856192439114,0.441827110466164,0.712351766173163,0.98111604739119,97.8220034883721,69.3893176470588,235.0921,91.78824,123.219012857143,6.11758235239586,15.6317506569614,51.6909,28.7677844555433,12.9099119644347,30.034225,22.082,209.24665,73.2252,34.78595,113.95695,78.7273,260.93755,119.1876,149.4761,344,17,2,5,140
"ZNF772",0.859779309814396,0.461243407001855,0.725764483935092,0.977546699637319,0.999999738912098,0.811093377410069,0.220991627149819,0.99991930010582,0.656784450104864,0.999961529847281,161.225589244186,182.539505882353,263.08415,183.98248,179.478597142857,4.68699462050178,23.0436346329544,99.34315,25.2426297866407,7.19373692159586,103.3841,108.2031,213.412575,175.8418,121.7935,201.42545,278.1575,312.755725,229.3366,220.658625,344,17,2,5,140
