"gene","M1a-M0","M1c-M0","M1c-M1a","mean-M0","mean-M1a","mean-M1c","SEM-M0","SEM-M1a","SEM-M1c","Q1-M0","Q1-M1a","Q1-M1c","Q3-M0","Q3-M1a","Q3-M1c","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF169",0.927663969883124,0.989976711361745,0.932166782974018,59.4120346793349,49.8051,62.9302,1.26693346491638,NA,NA,40.3023,49.8051,62.9302,72.1621,49.8051,62.9302,52.8552,59.6983169014085,50.91685,56.6347,44.706675,59.7661,40.4798,71.8985,1.80054761151778,1.16571513093305,1.12946913267585,1.11229779532709,0.175644843777491,0.153543092309942,"PRAD"
"ZNF613",0.724823426476546,0.997217551582605,0.824622004399809,751.514767220903,521.8709,772.8614,14.6170168617931,NA,NA,542.1335,521.8709,772.8614,908.4668,521.8709,772.8614,502.130488461538,736.981234205231,477.46275,705.7428,352.875775,615.21,526.5265,880.2982,36.7098407558519,13.2050197925254,1.4677085959533,1.47811070078242,0.553565558845388,0.563754321912444,"PRAD"
"ZNF404",0.812307420822607,0.180656922858105,0.210687537338734,98.1559859857482,73.1919,170.1082,1.9777963789539,NA,NA,70.113,73.1919,170.1082,116.786,73.1919,170.1082,73.8367,98.5262539235412,72.1842,91.5856,52.94005,89.976025,70.1689,116.8582,3.73086582239578,1.88224630880583,1.33438051705373,1.26877626959916,0.416170129630255,0.343437693137691,"PRAD"
"ZNF135",0.986729025038771,0.00606522861037073,0.0960074032742205,171.714106175772,185.3616,442.4779,4.26759951005887,NA,NA,118.4931,185.3616,442.4779,205.6213,185.3616,442.4779,176.528286538462,174.47970583501,180.86265,169.1462,157.054225,194.3946,124.6862,211.6549,5.52119032116915,3.89280069992772,0.988395170294676,0.935219073700402,-0.0168401338047843,-0.096623741095241,"PRAD"
"ZNF620",0.166871391041123,0.748114140252271,0.722435224582013,55.2067957244656,22.9537,42.2812,0.866482583001866,NA,NA,43.5028,22.9537,42.2812,64.6552,22.9537,42.2812,54.7256653846154,55.2194945674044,53.3531,52.2423,44.709875,60.46365,42.5609,64.3453,1.82725460093432,0.870953101559063,1.00902372185552,0.979180216332322,0.0129600921856235,-0.0303536852305534,"PRAD"
"ZNF619",0.99760244350863,0.491227158325633,0.670624459457356,55.3278334916865,57.1676,23.5988,1.35726176745192,NA,NA,35.7973,57.1676,23.5988,71.2755,57.1676,23.5988,66.8950557692308,55.1938949698189,70.57165,52.161,49.142325,82.788125,36.3789,71.0676,2.94450703170143,1.22371703531602,0.825081829070035,0.739121162676514,-0.277390886390471,-0.436117212972784,"PRAD"
"ZNF354C",0.951021717921642,0.790869504946183,0.777675697582678,39.4018693586698,48.0728,20.649,1.39834905554436,NA,NA,18.7176,48.0728,20.649,51.5485,48.0728,20.649,57.1697942307692,39.2819511066398,58.9033,34.9425,28.07495,79.403425,18.7702,52.4016,4.37689947817997,1.25204077767734,0.687110241259151,0.593218037019997,-0.541386508568158,-0.7533656307366,"PRAD"
"ZNF114",0.992106101860483,0.99849181140216,0.991838332404522,3.50104441805226,4.764,2.9499,0.512767916017545,NA,NA,1.2361,4.764,2.9499,4.1034,4.764,2.9499,9.53506153846154,3.53871690140845,5.8168,2.3484,3.465925,9.2763,1.2361,4.2521,1.96890865212966,0.439919169567521,0.371126802604718,0.403727135194609,-1.43001589932596,-1.30854753879703,"PRAD"
"ZNF454",0.995795171263504,0.379620116625088,0.653699201446388,18.2999249406176,19.489,36.3815,0.662096402864714,NA,NA,8.7517,19.489,36.3815,23.6049,19.489,36.3815,38.0581442307692,18.3798832997988,38.82625,14.9163,27.97995,47.123475,8.7517,23.6875,1.8394909117347,0.603427359691875,0.482942184157761,0.384180805511735,-1.05007760897636,-1.38014265418895,"PRAD"
"ZNF543",0.962432634755944,0.992764377223366,0.993900848802379,135.690713301663,148.1161,141.1013,2.29486821167901,NA,NA,104.9193,148.1161,141.1013,163.0277,148.1161,141.1013,141.706780769231,135.991736418511,144.7747,133.4813,127.727075,157.444925,104.3807,160.6285,3.88737952889727,2.11769364616077,0.959669930262359,0.921993276449545,-0.0593898055690466,-0.117171864914166,"PRAD"
"ZNF354B",0.735405753679101,0.0225741877451632,0.369302101208571,99.2570296912114,132.5249,217.3058,2.16698159695459,NA,NA,64.157,132.5249,217.3058,125.5575,132.5249,217.3058,96.5596230769231,100.299083501006,96.86595,100.0251,67.24045,117.28415,65.7471,125.5575,4.55325476631778,1.98105140988264,1.03872695755144,1.03261362738919,0.0548164735347397,0.0463005425660434,"PRAD"
"ZNF223",0.936301211947047,0.946992148744591,0.999730579228739,93.466393824228,103.5946,102.6794,1.42665901680218,NA,NA,76.9019,103.5946,102.6794,109.2585,103.5946,102.6794,106.483282692308,93.9428736418511,104.958,94.1941,77.612175,126.206375,76.2527,109.9213,4.6626728101002,1.3025561501198,0.882231194104964,0.897445644924637,-0.180771322458926,-0.156103532188296,"PRAD"
"ZNF713",0.726068125827183,0.510136502680036,0.382697300793842,53.3883843230404,72.5552,25.5654,1.22325486269954,NA,NA,36.5919,72.5552,25.5654,66.8714,72.5552,25.5654,56.3904403846154,53.1451563380282,51.6081,50.1181,38.720475,75.768575,36.5919,65.7228,3.21343649704095,1.10143885458243,0.942449748140775,0.971128563151908,-0.0855123996263589,-0.0422657949752174,"PRAD"
"ZNF552",0.98504037684935,0.336561770358767,0.652454880442789,478.262280997625,443.9151,185.3491,10.1117213393522,NA,NA,338.3586,443.9151,185.3491,573.2759,443.9151,185.3491,454.680709615385,478.367511871227,386.16235,442.4267,280.045725,600.977975,338.3586,573.2759,32.0371861311521,9.36788748524198,1.05209546337666,1.14570128341098,0.073265615553781,0.19623094189758,"PRAD"
"ZNF154",0.202475828851555,0.861880709680233,0.256030167077727,31.784793111639,74.9242,18.6824,1.22781646299868,NA,NA,14.0271,74.9242,18.6824,41.7727,74.9242,18.6824,101.740573076923,32.076723138833,85.7829,25.3298,60.35695,137.522825,14.3581,42.5926,7.89651874717225,1.13493617370466,0.315279560245653,0.295277963323693,-1.66529645257968,-1.7598544031291,"PRAD"
"ZNF571",0.910890220773533,0.00634650125944103,0.0371627058250426,95.2464710213777,85.7514,166.175,1.12306225936038,NA,NA,80.9269,85.7514,166.175,109.8201,85.7514,166.175,92.5380769230769,94.9699042253521,89.3812,94.5701,78.9991,103.45335,80.9409,108.9375,2.72473262778076,1.01996884808343,1.02627920725321,1.05805359516319,0.0374232807702054,0.0814127082815936,"PRAD"
"ZNF443",0.893308727623869,0.126498943352492,0.206399235958118,115.640448931116,98.311,190.2655,1.86415716303069,NA,NA,89.5229,98.311,190.2655,136.4157,98.311,190.2655,103.382984615385,115.378423742455,100.57335,108.0963,79.020775,116.544775,89.0253,136.4055,4.49365547416333,1.74775174749842,1.11602914320666,1.07480063058454,0.158374701191072,0.104069072891821,"PRAD"
"ZNF792",0.966131593204766,0.855021859783538,0.844212794222695,167.410775059382,186.6609,126.352,3.74807715251492,NA,NA,115.3425,186.6609,126.352,203.1538,186.6609,126.352,127.930234615385,166.099390744467,126.0565,151.6569,100.374275,159.5572,114.9261,199.7677,6.12873050126418,3.37661472863425,1.29835915054667,1.20308671111763,0.376689515110333,0.266740626879039,"PRAD"
"ZFP82",0.727796473802063,0,6.38918029594038e-10,96.3716211401425,116.5006,359.882,1.2894686211942,NA,NA,78.7992,116.5006,359.882,112.722,116.5006,359.882,104.442159615385,97.0330498993964,106.3752,95.4141,81.8527,117.85315,79.4742,112.7223,4.19479740707608,1.28381986600391,0.929060163603733,0.896958125578142,-0.106156069945436,-0.156887460278944,"PRAD"
"ZNF707",0.841211735281746,0.382987160122925,0.37737091806804,234.755029691211,184.0624,354.4739,4.4040071916735,NA,NA,179.1128,184.0624,354.4739,265.08,184.0624,354.4739,161.223796153846,234.750655533199,163.1414,220.8901,131.028475,182.5433,179.9149,265.08,5.47997972459668,4.06190742610902,1.45605463420047,1.35397943133993,0.542064489472945,0.43720582271699,"PRAD"
"ZNF746",0.864297273262233,0,1.07508177186189e-05,511.782044418052,567.7783,1289.5772,5.29754933903038,NA,NA,443.8095,567.7783,1289.5772,579.1334,567.7783,1289.5772,432.480959615385,512.490532394366,429.80445,504.5654,399.7379,466.22065,443.8095,578.5877,7.20042953593536,5.0388694058281,1.18500137636148,1.17394177747578,0.244888734793352,0.231360858678049,"PRAD"
"ZNF678",0.990841978768544,0.838342767040753,0.948694652747257,75.8106819477435,69.7272,49.1642,2.29239772162205,NA,NA,42.2257,69.7272,49.1642,97.8915,69.7272,49.1642,66.5196480769231,75.127408249497,68.0592,64.6216,41.039675,88.256,43.1948,95.7507,3.89765824846713,2.0624747506748,1.1294017695737,0.949491031337424,0.175558796882706,-0.0747737217965615,"PRAD"
"HKR1",0.49480297052913,0.0134068471490476,0.0144671637211362,1310.45092209026,841.0567,2484.7591,20.1827876928223,NA,NA,1006.6946,841.0567,2484.7591,1508.1793,841.0567,2484.7591,938.477951923077,1307.31627645875,949.4965,1260.1847,742.343325,1092.117525,1006.106,1512.6441,33.872201081595,18.6294591661248,1.3930175703967,1.3272136337522,0.478213455042049,0.408400611513155,"PRAD"
"ZNF101",0.593709827151298,0.966042668073279,0.661554151087678,65.6040296912114,87.4838,59.9803,1.09350292806296,NA,NA,51.253,87.4838,59.9803,75.5344,87.4838,59.9803,68.5488019230769,65.1329607645875,64.4283,62.124,52.255875,76.9543,50.9137,74.5889,3.84458587616558,0.985363179389528,0.95016920700784,0.964234660855556,-0.0737436421029646,-0.0525438043922999,"PRAD"
"ZNF716",0.997619891470087,0.997619891470087,1,0.476717102137767,0,0,0.352979599018643,NA,NA,0,0,0,0,0,0,0.0386519230769231,0.447538832997988,0,0,0,0,0,0,0.0175033662977304,0.299801360650535,11.578695117118,NA,3.533400770137,NA,"PRAD"
"ZNF708",0.907389890260752,0.573653606811279,0.909603562117123,269.069858194774,305.7601,356.9322,4.25278164493859,NA,NA,209.8954,305.7601,356.9322,321.9585,305.7601,356.9322,226.091498076923,268.815472837022,210.67845,262.4092,185.733025,268.155325,209.0437,321.9585,9.91704256204639,3.95701919981848,1.18896763090828,1.24554362346979,0.249709438915546,0.316775550893413,"PRAD"
"ZNF721",0.978070118432629,0.000197305932797542,0.0082062403041685,552.287903562945,521.5851,1168.8348,7.45205390920142,NA,NA,448.8955,521.5851,1168.8348,642.5903,521.5851,1168.8348,413.765217307692,554.367536418511,406.27945,543.4218,351.610375,440.93745,452.3497,639.5454,13.7437708424303,6.81990687802029,1.33981183828282,1.33755669896668,0.422030404386678,0.419600048586158,"PRAD"
"ZNF662",0.802086255165472,0.498183652877887,0.934887868479864,183.985055344418,101.3426,36.8732,6.3564092604334,NA,NA,76.5478,101.3426,36.8732,269.1255,101.3426,36.8732,203.055607692308,184.908691348089,206.8267,173.1405,167.7362,233.0826,76.6385,270.5441,8.6001643022823,5.82159118830794,0.910630804288265,0.837128378492719,-0.135061832057547,-0.256479209492288,"PRAD"
"ZNF320",0.998206425361509,0.758175619493708,0.889197193885404,584.239942042755,594.6297,713.3727,8.86334276834872,NA,NA,466.4044,594.6297,713.3727,680.6998,594.6297,713.3727,576.732928846154,580.53222555332,555.471,555.9705,482.5547,674.0201,464.2857,675.5909,19.7251573843049,8.14516121440405,1.00658761883905,1.00089923686385,0.00947275771661618,0.00129674161247401,"PRAD"
"ZNF530",0.862143172486742,0.567479877192008,0.934165845739657,59.1347522565321,68.0814,76.6421,0.839245159653119,NA,NA,48.4017,68.0814,76.6421,66.601,68.0814,76.6421,54.9066673076923,59.0517635814889,52.3118,56.6597,44.079175,62.110675,48.0956,65.9852,2.51370262174417,0.817809374850756,1.07549349609161,1.08311509066788,0.104998800274919,0.115186550345902,"PRAD"
"ZFP1",0.770624058129912,0.685912954651621,0.531264370111859,138.434613064133,168.9043,101.7699,2.15583846674912,NA,NA,108.7071,168.9043,101.7699,163.113,168.9043,101.7699,197.872075,138.482044466801,192.2614,132.4324,155.0323,230.693225,108.888,163.1799,7.67310869524037,1.94549277584789,0.69985643232781,0.68881429137622,-0.514869095132423,-0.537813019104248,"PRAD"
"KRBA2",0.878131987247237,0.136221013961765,0.570629546774628,74.7017634204276,56.7345,3.9331,1.800749701614,NA,NA,47.3328,56.7345,3.9331,97.1429,56.7345,3.9331,89.0592192307692,74.4657098591549,91.56225,70.6965,68.1946,111.463125,48.4017,97.0221,4.1031555343029,1.6458414406985,0.836137016496857,0.77211405355373,-0.258188720974191,-0.373114122597581,"PRAD"
"ZNF93",0.689146289000389,0.786598956820013,0.992741042576514,70.5710168646081,96.5786,91.4454,1.53886317930842,NA,NA,50.7994,96.5786,91.4454,87.8214,96.5786,91.4454,60.9069596153846,70.2659961770624,59.4393,66.0142,47.0641,73.9721,49.6314,86.0421,3.06712215574591,1.39755289984942,1.15366120096584,1.11061536727384,0.206219605741904,0.151359263347683,"PRAD"
"ZFP90",0.737875292041565,0.441950208204713,0.347088929672632,526.772428978622,623.6466,367.7483,6.34489467505358,NA,NA,442.5574,623.6466,367.7483,611.3613,623.6466,367.7483,623.433411538462,528.534244869215,614.98345,531.6859,535.8107,701.321275,443.6262,609.3049,18.0795563188723,5.82092114476088,0.847779787042434,0.864553184317399,-0.238238525146008,-0.209973378687969,"PRAD"
"ZNF479",0.993299912173614,0.993299912173613,1,0.0184237529691211,0,0,0.00812172755306867,NA,NA,0,0,0,0,0,0,0.0127788461538462,0.0156064386317907,0,0,0,0,0,0,0.00894951288163442,0.00688496179605233,1.22127134515142,NA,0.288383777567244,NA,"PRAD"
"ZNF445",0.993525104257335,0.520066296499337,0.67250932473578,613.322890973872,595.4959,792.527,7.9946068077382,NA,NA,504.5034,595.4959,792.527,710.249,595.4959,792.527,645.163648076923,615.993231991952,638.19335,617.0284,552.067925,721.686825,510.6796,705.9963,18.972414291434,7.15519185421028,0.954786020303653,0.966836147697246,-0.0667506518298878,-0.0486566818493821,"PRAD"
"ZNF74",0.858623066201128,0.960520705540767,0.839408879783246,408.350228266033,348.6358,439.0364,5.52578581988685,NA,NA,327.3554,348.6358,439.0364,472.2961,348.6358,439.0364,266.466786538462,410.133522132797,250.0369,392.9501,228.79875,294.9119,328.3793,472.6212,8.1187912406708,5.13664718200764,1.53915438190492,1.57156843649877,0.622137945661062,0.652205098002155,"PRAD"
"ZNF829",0.690413081363132,0.689632997058403,0.999999565414489,16.9142774346793,25.5522,25.5654,0.51237224210541,NA,NA,9.3994,25.5522,25.5654,22.3635,25.5522,25.5654,18.6183480769231,16.6917110663984,18.1457,15.4162,13.125025,24.0991,9.3761,22.0854,1.10860310867337,0.455730051381984,0.896519444014869,0.849578688063839,-0.157593221799706,-0.235180518729115,"PRAD"
"ZNF267",0.093561177024222,0.816756181992703,0.137841958967713,166.141714251781,303.1615,126.352,3.19466784128682,NA,NA,124.4089,303.1615,126.352,195.4098,303.1615,126.352,187.899842307692,165.801652917505,173.8801,155.3907,144.40335,211.9924,125.4722,193.4541,8.60471791413672,2.86451421656629,0.882393784269384,0.893665807645613,-0.180505466509426,-0.162192668166078,"PRAD"
"ZNF566",0.920944474539379,2.11617612322357e-09,8.74320881361079e-06,196.83291543943,176.2668,532.4484,2.5896655739151,NA,NA,159.8379,176.2668,532.4484,231.1678,176.2668,532.4484,162.380032692308,197.42358028169,157.83645,191.1548,140.2768,182.054025,160.8382,230.7692,4.51730382425695,2.43815015190143,1.21581192593911,1.21109414206921,0.281920075409633,0.276311014509919,"PRAD"
"ZNF224",0.537319161977373,0.0214202072417607,0.49139788639282,178.48529216152,242.997,340.4818,2.95291194415307,NA,NA,133.2093,242.997,340.4818,217.8172,242.997,340.4818,189.256994230769,179.232276056338,190.5366,177.9438,151.9461,223.94395,136.0565,217.5596,7.05683079543949,2.73265009114254,0.947031187855559,0.933908760836501,-0.0785161572363032,-0.098646483623071,"PRAD"
"ZNF529",0.977088619544644,4.01132460581266e-11,2.35269465942434e-06,318.939894536817,301.1477,915.703,4.22386502780098,NA,NA,263.288,301.1477,915.703,360.7843,301.1477,915.703,278.116415384615,319.464335814889,272.0741,308.5219,242.8089,305.1655,263.6424,357.5934,8.1131530046512,4.1481921935849,1.14867126909101,1.13396276970134,0.199965981353729,0.181373274452125,"PRAD"
"ZNF284",0.915221312301036,0.0510805734732146,0.354854352594959,31.4966508313539,37.2239,64.9705,0.695319889774325,NA,NA,22.2946,37.2239,64.9705,40.5935,37.2239,64.9705,28.5171307692308,31.9007014084507,27.5656,30.4981,21.599075,34.404825,22.1122,40.1963,1.2797763943062,0.68607818075501,1.11865045844201,1.10638259279682,0.161759311872964,0.145850363224994,"PRAD"
"ZNF749",0.999984815467185,0.83094043708729,0.909773765784219,71.1698448931116,71.0264,87.0206,1.33055201376676,NA,NA,54.6928,71.0264,87.0206,83.8008,71.0264,87.0206,53.5533961538462,71.5359959758551,51.65245,69.0406,42.999325,61.07185,54.6928,85.1493,2.13079978327091,1.26750264341439,1.33578822471593,1.33663746830983,0.417691301696771,0.418608221157515,"PRAD"
"ZNF17",0.855404669267559,0.833905076091549,0.999517257690752,113.76906128266,128.6271,129.7935,1.35826992211731,NA,NA,96.5228,128.6271,129.7935,127.1657,128.6271,129.7935,128.508161538462,114.353138631791,123.48565,111.8694,115.17085,140.38035,95.6115,128.7879,2.96337630647534,1.2947909023405,0.889851175698017,0.905930365188182,-0.168364024017313,-0.142527933863764,"PRAD"
"ZNF555",0.826081598215379,0.0631227412203831,0.465193153710937,68.5274220902613,79.2551,109.6362,0.886563901854392,NA,NA,56.8015,79.2551,109.6362,80.2291,79.2551,109.6362,87.3877096153846,68.3748046277666,87.7331,67.4719,69.881075,104.5303,56.8015,80.1251,3.10975651971379,0.819777910747756,0.782430446211503,0.769058656311016,-0.353965584842956,-0.378834457764212,"PRAD"
"ZNF75D",0.890844005734563,0.0245161090210549,0.0756806246466906,426.171378384798,354.2702,837.7974,7.64146155663877,NA,NA,327.8282,354.2702,837.7974,492.5075,354.2702,837.7974,511.656417307692,429.478620120724,503.58965,406.3158,384.571325,642.133625,329.9608,494.0168,21.6666542261887,7.25742760423536,0.839388710065667,0.806839060334143,-0.252589036049782,-0.309647166134438,"PRAD"
"ZNF197",0.95635849374811,0.865656875609523,0.985834612177298,415.086244655582,442.6159,464.6018,4.70991313941956,NA,NA,351.8929,442.6159,464.6018,460.4951,442.6159,464.6018,407.456271153846,414.964444668008,402.30325,407.1206,359.123975,441.226775,354.1622,460.0627,10.3253579129827,4.21865499390469,1.01842694307514,1.0119744247654,0.0263424921903981,0.0171728298243464,"PRAD"
"ZNF732",0.807554415483574,3.82689461586594e-06,0.000304067070824421,4.57720902612827,2.1654,23.5988,0.188432456962811,NA,NA,2.1436,2.1654,23.5988,5.7984,2.1654,23.5988,3.26532692307692,4.63413983903421,3.19025,3.4813,1.974675,4.00295,2.1525,5.868,0.272522555255601,0.184223723784797,1.41919628515097,1.09123109474179,0.505074138397829,0.125956659803376,"PRAD"
"ZNF546",0.808258524435145,0.212794588894923,0.732903053146095,58.9086648456057,46.7735,26.057,0.950050857553493,NA,NA,45.427,46.7735,26.057,70.8661,46.7735,26.057,69.3105423076923,58.3914613682093,67.5013,56.0694,57.609125,76.742875,45.0504,69.7952,2.54680358529599,0.860592324036478,0.842461470132355,0.830641780232381,-0.247317388557361,-0.26770165556129,"PRAD"
"ZNF286A",0.911841648031683,0.492282868339752,0.518226528813472,183.641140380048,158.9433,252.2124,2.93770748826159,NA,NA,142.4288,158.9433,252.2124,215.7869,158.9433,252.2124,221.518215384615,183.699310060362,225.7208,177.4098,189.81105,252.9874,143.2769,215.0211,5.96568149890231,2.64833592526057,0.829274061013044,0.785970101116069,-0.270079128120546,-0.347453662545984,"PRAD"
"ZKSCAN4",0.319542265473417,0.99746927632355,0.53327625383568,92.2517743467934,130.3595,90.4621,1.28505676291827,NA,NA,74.0318,130.3595,90.4621,110.3531,130.3595,90.4621,97.3156653846154,93.0075867203219,101.3974,92.9531,79.040375,115.605325,74.3825,110.4247,3.53514856302764,1.19065276457566,0.955730882101387,0.916720744318888,-0.065323658392313,-0.125445774528044,"PRAD"
"ZNF643",0.958738993894032,0.901952740646502,0.993274182802987,34.6625263657957,39.8441,42.7729,0.912273552193884,NA,NA,22.1961,39.8441,42.7729,42.8969,39.8441,42.7729,18.9182807692308,34.5922879275654,17.9243,30.2403,13.583675,22.0949,22.1961,42.6855,1.10177375490218,0.837267217185722,1.82851118183145,1.68711190953064,0.870669449169551,0.75455567366701,"PRAD"
"ZNF642",0.830562813572671,0.357181778002643,0.351505209332172,62.367935391924,77.9558,25.5654,1.30687963279527,NA,NA,43.7065,77.9558,25.5654,78.5479,77.9558,25.5654,77.6555788461538,61.9823209255533,76.60335,64.197,69.806925,91.49105,42.6805,78.8203,2.50161530085345,1.21716313729587,0.798169582231157,0.838044289185786,-0.325232795241939,-0.254901605019683,"PRAD"
"ZNF490",0.710246697615133,0.837040867659361,0.602189081813114,224.163228978622,183.1962,253.6873,2.52882451739586,NA,NA,191.6508,183.1962,253.6873,258.5601,183.1962,253.6873,210.869511538462,222.913055130785,206.474,218.4845,176.225,241.65155,189.1937,257.5451,6.3548063001648,2.31059989187554,1.05711372641998,1.05816955161425,0.0801305931029839,0.0815708105094451,"PRAD"
"ZNF626",0.964569660632107,0.106231084581632,0.238920221306143,417.919539904988,373.3218,771.8781,8.48634572376204,NA,NA,293.8459,373.3218,771.8781,507.3602,373.3218,771.8781,361.698673076923,409.990283299799,290.09235,391.4027,255.12075,402.0686,287.4643,499.3769,24.2607760351059,7.78243352755352,1.13351337402503,1.34923482125606,0.180801413157004,0.43214145724067,"PRAD"
"ZNF793",0.805289663514442,0.11947374046711,0.605915116099653,160.814219239905,195.7557,270.8948,2.71216307237348,NA,NA,121.2465,195.7557,270.8948,187.7729,195.7557,270.8948,126.031926923077,161.757310261569,125.96895,156.2042,105.645325,144.583875,121.668,187.9073,5.18563074653534,2.51723580978541,1.28346296220875,1.24002144973027,0.360041663650967,0.310365076379766,"PRAD"
"ZNF383",0.927357381920632,0.000860387014028463,0.0538607374330582,77.4149890736342,84.0191,142.5762,0.86901852634505,NA,NA,64.5859,84.0191,142.5762,88.301,84.0191,142.5762,97.8146384615385,77.194500804829,95.9599,76.5487,77.7085,113.986925,64.3735,88.301,3.73463702949498,0.809846527744127,0.789191699923141,0.79771550408035,-0.341552311839946,-0.326053777052776,"PRAD"
"ZNF669",0.999235435739382,0.899389932646794,0.956455391395649,75.512583847981,76.6566,88.9872,1.49516884278516,NA,NA,57.8972,76.6566,88.9872,92.4506,76.6566,88.9872,72.9723134615385,75.4974513078471,70.7184,71.844,57.6427,86.27635,57.3915,91.6348,3.94128424584312,1.36790944801654,1.03460405359958,1.01591664969796,0.0490787491736939,0.0227820418736984,"PRAD"
"ZNF559",0.832902714637178,1.77585560245941e-06,0.00022227948955178,393.186287648456,328.0424,966.529,5.50354055420413,NA,NA,320.359,328.0424,966.529,454.557,328.0424,966.529,372.563278846154,395.10767444668,367.9656,380.2001,307.49105,428.93405,322.5765,455.4459,12.9008592109872,5.20026337321225,1.06051158791158,1.03324903197473,0.0847603848771789,0.047188012088051,"PRAD"
"ZNF177",0.977340173372272,0.00835391321535661,0.0627935013857808,86.2366299287411,78.194,204.0708,1.92001280969735,NA,NA,60.0732,78.194,204.0708,104.0596,78.194,204.0708,70.1578519230769,87.1416390342052,66.69785,79.1255,52.3169,81.920875,60.457,104.0596,3.55034049835783,1.80677201778856,1.24207963393392,1.18632759526731,0.312757672591047,0.246502454071405,"PRAD"
"ZNF548",0.715851449829465,0.999003989021078,0.829872477693559,259.450832066508,320.052,256.1455,3.78462324050921,NA,NA,217.4094,320.052,256.1455,300.9615,320.052,256.1455,277.561444230769,260.291873239437,274.7328,255.7103,246.903475,295.2647,218.1085,297.2549,5.22533347192248,3.43160240646369,0.937781088294906,0.930759996622172,-0.0926769095567808,-0.103518888779916,"PRAD"
"ZNF563",0.757123526671848,0.723722323964291,0.999146428706669,134.867764370546,99.6102,96.8535,2.41393223086911,NA,NA,103.2102,99.6102,96.8535,155.6711,99.6102,96.8535,136.340601923077,134.459961368209,124.2252,126.7465,100.520675,176.7097,101.2966,155.979,7.24304293655092,2.27813620266664,0.986206305910776,1.02029620399082,-0.0200386172692604,0.0289880443466547,"PRAD"
"ZNF567",0.897944781811533,2.10997452843031e-08,0.000368004049073223,115.619120190024,132.5249,341.6912,1.86182345072234,NA,NA,96.5397,132.5249,341.6912,135.376,132.5249,341.6912,126.362253846154,116.615012273642,124.38575,117.9197,106.5569,143.56875,96.8041,135.9101,3.11001003759718,1.7210220562772,0.922862711958436,0.948016151367821,-0.115812051034065,-0.0770164563336967,"PRAD"
"ZNF573",0.966912977249402,0.999354945947835,0.987559791714373,23.6191380047506,19.922,23.1072,0.728446299625228,NA,NA,13.2594,19.922,23.1072,29.3216,19.922,23.1072,26.0024615384615,23.3656907444668,24.0534,20.0286,16.514475,34.941375,13.2285,29.236,1.66938076309396,0.651845770500952,0.898595339133776,0.832672304123326,-0.154256516028489,-0.264179256237376,"PRAD"
"ZNF527",0.902161516952282,5.71047285564674e-05,0.00239254141726519,128.891188836105,116.0676,257.1288,1.44404820414753,NA,NA,107.0416,116.0676,257.1288,145.1748,116.0676,257.1288,133.594148076923,128.607664185111,132.56785,124.2531,113.79585,143.795075,107.3025,144.4917,3.8573124708124,1.34242363811997,0.96267438384396,0.937279287549734,-0.054880193237639,-0.0934490931869006,"PRAD"
"ZNF33A",0.650074766951546,0.230559060944785,0.854868960306881,1328.39299263658,1050.6713,814.1593,15.275936737259,NA,NA,1114.3856,1050.6713,814.1593,1512.4841,1050.6713,814.1593,1283.05057115385,1317.88661428571,1276.98895,1292.9085,1113.2562,1439.13445,1104.7409,1500.4163,30.9337586738246,13.7822710222483,1.02715095095631,1.01246647435751,0.0386482168976092,0.017874137055098,"PRAD"
"ZKSCAN3",0.907415131792356,0.905088053839096,0.999991591635009,77.2589826603325,88.3499,88.4956,1.28573711681772,NA,NA,59.1581,88.3499,88.4956,94.6282,88.3499,88.4956,87.3108576923077,77.5902509054326,89.3101,76.1792,75.259475,98.56615,59.6721,94.8276,3.03748100276147,1.15287634503137,0.888666689987957,0.852974075720439,-0.170285682433607,-0.229426200234668,"PRAD"
"ZNF676",0.949373958782237,0.944675812975181,0.999943263218884,6.42482992874109,2.1654,1.9666,0.675347238035765,NA,NA,1.2899,2.1654,1.9666,5.6761,2.1654,1.9666,12.1764538461538,6.17644205231388,8.67075,2.7174,4.7072,14.0576,1.3152,5.5109,1.59634463043105,0.591533676072219,0.507244730719759,0.313398494939884,-0.979246121606181,-1.67392984343673,"PRAD"
"ZNF699",0.608590098663599,0.902088722515239,0.590498287460028,18.8740408551069,31.1823,13.2743,0.630332663112863,NA,NA,9.2291,31.1823,13.2743,26.087,31.1823,13.2743,30.6142653846154,18.8535525150905,29.9207,17.3033,15.08505,44.673025,9.6,26.1022,2.40039183818165,0.567745522434036,0.615842068337365,0.578305320396916,-0.699367673252095,-0.790096719940545,"PRAD"
"ZNF250",0.980424544678656,0.503088644105691,0.787997801692426,227.516988361045,242.8887,318.3186,3.95135250815238,NA,NA,178.3272,242.8887,318.3186,255.0896,242.8887,318.3186,231.093371153846,228.360053118712,226.12695,211.5674,201.726,255.7554,178.8393,255.7268,5.42607709980277,3.63560411265853,0.988172235224721,0.935613380006231,-0.0171655740810226,-0.0960156013772167,"PRAD"
