"gene","p-adj-Grade 2-Grade 1","p-adj-Grade 3-Grade 1","p-adj-Grade 3-Grade 2","mean-Grade 1","mean-Grade 2","mean-Grade 3","SEM-Grade 1","SEM-Grade 2","SEM-Grade 3","Q1-Grade 1","Q1-Grade 2","Q1-Grade 3","Q3-Grade 1","Q3-Grade 2","Q3-Grade 3","count-Grade 1","count-Grade 2","count-Grade 3"
"ZNF841",0.315642565370682,0.0604519317987088,0.826164571794785,290.90726,199.66235,167.95789,47.4944490827676,40.3607748596435,27.1456771454497,237.5507,168.57885,106.580775,338.267,230.38935,207.549175,5,4,10
"ZNF615",0.918744363874364,0.835438688694425,0.600882674215774,164.66428,135.94875,198.92382,40.0449775655,15.0420644937511,41.4820530826734,87.6988,124.898475,101.5884,189.9155,145.238225,248.87675,5,4,10
"ZNF433",0.252188364645831,0.234439915189652,0.951582152245928,86.19272,153.8934,143.05573,14.8879350503151,44.7515634285552,18.5547782133519,65.0407,96.1471,107.049925,115.8879,176.9812,189.7862,5,4,10
"ZNF595",0.99983934788053,0.0786607029220964,0.11163156159366,112.51256,113.2189,191.58109,25.3590689578817,25.4525025178599,21.1441372397512,87.4216,76.283,158.332925,108.5795,148.03435,215.74595,5,4,10
"ZNF460",0.999528692242726,0.233836637865206,0.269555110050968,21.18158,20.810575,38.8421,6.68129614494074,6.29995859515164,6.95571043658055,17.1635,14.598425,24.195825,32.2856,24.32075,46.032775,5,4,10
"ZNF81",0.493176200944108,0.422278704909371,0.991691783615,74.9438,52.259175,54.3823,18.8598236769064,8.94981148650397,7.8420576605605,42.9907,41.05265,31.012175,104.0207,59.109625,76.769875,5,4,10
"ZNF780A",0.126951911210621,0.0860408622238961,0.971207656820257,342.31174,221.3788,233.22567,48.2295593840914,32.2299580431778,26.2158960796395,325.3412,179.616075,160.7775,353.5795,256.040025,296.060525,5,4,10
"ZNF461",0.55686848016749,0.976159519973659,0.588782662340909,99.07464,71.55105,94.5972,22.2264385468433,13.1040443483745,11.761445709804,55.6818,59.688875,77.08445,148.5139,77.962075,112.2047,5,4,10
"ZNF181",0.853759147532546,0.396755050148536,0.808068440086322,97.81224,114.698825,132.0207,16.7035573460446,26.5478259447729,15.2555278916493,63.234,75.734275,101.748775,126.5216,141.07965,161.939075,5,4,10
"ZNF44",0.865208838196986,0.494410361026129,0.878151089590319,253.44056,216.234525,185.1653,62.4266681546485,71.0261207113314,22.8860669518426,196.2376,149.808,145.999675,231.2556,232.969225,240.004475,5,4,10
"ZNF790",0.999808252700623,0.213372498062936,0.269662597686542,78.68714,79.185175,117.13089,16.2075910643933,14.5313051360603,13.9711010917095,68.2102,57.26975,74.613525,102.5452,101.023075,130.880175,5,4,10
"ZNF677",0.980972577894711,0.182161514091554,0.312063546319552,11.52692,15.410025,43.11906,4.76428378462073,7.43511157699006,12.5826749533652,1.8067,5.43705,16.3927,13.9205,21.824925,64.267775,5,4,10
"ZNF823",0.329140300633281,0.0801031756391593,0.878569133376963,83.94894,141.4607,158.21079,7.30284357306111,26.2138408106608,22.3203049457287,69.6023,113.2036,103.66275,90.3342,145.3421,210.02815,5,4,10
"ZNF311",0.999971683010383,0.787128290842932,0.818480727004548,10.41102,10.602975,24.93657,9.46988610968474,8.7878834890599,15.911881162264,0,1.214925,1.5977,2.71,12.1665,17.21785,5,4,10
"ZNF347",0.995331774870955,0.356481405860667,0.466494754398788,58.70244,61.30495,91.35822,23.069870565493,10.7825329758751,13.4687195122938,25.0568,45.8436,70.07205,85.2084,77.83415,126.437725,5,4,10
"ZNF273",0.920227814386449,0.348407730101278,0.65719508417783,95.8019,117.219325,160.14415,33.0044597798994,32.8331348323706,28.4488686764957,69.1589,90.999975,96.957525,111.1111,158.9796,189.2708,5,4,10
"ZNF84",0.988396504300517,0.898364557591741,0.967616018515318,1162.79694,1110.29085,1032.4666,320.281520548999,338.373867225621,115.528002740962,606.1427,622.31165,841.95365,1898.0154,1370.2293,1235.766775,5,4,10
"ZNF667",0.763165361380196,0.914539050627925,0.904828677515024,54.31938,93.54425,72.62103,44.9621761229525,58.6210728477041,17.6137019570627,1.8067,9.14695,15.432,33.6449,143.7585,115.105375,5,4,10
"ZNF649",0.994656185730635,0.627373073964478,0.736218569028877,176.63386,184.67175,238.80403,60.2419973455612,49.6706329568002,38.5997983094502,73.7784,112.8973,144.010575,271.1177,235.19475,320.5012,5,4,10
"ZNF248",0.999393960425778,0.955620878831656,0.950596198606843,469.37636,474.69975,431.7081,162.426712586122,102.624492144537,53.9839871449571,229.6875,417.28725,336.926175,458.0762,546.64515,532.664375,5,4,10
"ZNF544",0.903384058730381,0.658130726636742,0.412113074620535,490.18782,386.7429,663.39959,119.019366429499,136.246471629329,130.997770027732,502.7215,274.672825,337.664125,610.3738,586.617125,870.139175,5,4,10
"ZNF251",0.573008437013528,0.45660460261056,0.999579156841302,368.26158,513.81445,510.35035,109.055266247836,126.971694284937,56.4865231672028,158.6931,389.647375,437.039375,540.4995,574.500775,616.033675,5,4,10
"ZNF607",0.914049580113449,0.0812866670971022,0.238824900715242,172.77792,197.91545,290.49802,40.0674850346937,26.1687563823255,32.7752786054395,121.1079,169.688175,247.0951,155.2932,215.205375,324.359225,5,4,10
"ZNF334",0.92190154565335,0.725553923488781,0.958633525251534,8.82046,24.45055,34.37318,3.76091090516646,22.3729239605041,24.1025409579101,4.4264,1.0024,1.876325,9.1159,26.20265,11.05745,5,4,10
"ZNF485",0.497660992018017,0.379671925982826,0.0506670285086303,82.24662,51.968475,111.63676,19.5621712059628,8.83968845174751,13.3269685762884,53.936,41.8616,80.805875,116.1933,64.328825,126.55385,5,4,10
"ZNF192",0.965719747883273,0.66610273978437,0.532921204794059,116.54312,92.41845,184.61164,66.1501557142944,28.6229980936804,50.4384378796,9.7443,78.88565,44.81865,237.5507,115.44185,342.515325,5,4,10
"ZNF442",0.901595717127682,0.469493372731258,0.812034651546693,14.37096,19.753125,26.50619,5.05852446080871,7.75728879456551,6.83945545607657,12.5284,6.86395,14.688925,14.0537,30.526625,37.723125,5,4,10
"ZNF813",0.99150768173481,0.0938990910518661,0.16081929649413,24.2049,29.164025,97.23208,13.2224967555678,5.82266722321409,24.1731444087846,0,26.324175,37.8077,42.0509,35.85695,148.59535,5,4,10
"ZNF26",0.720561195445197,0.241816286464591,0.781425529629414,451.9879,349.1278,270.64613,138.866191147673,102.69425198284,34.4636692251357,268.1667,239.299475,227.7932,557.212,398.803175,288.941225,5,4,10
"ZNF69",0.879874481610027,0.999638542314137,0.860362258369332,135.16224,109.566875,134.05621,34.079061554767,52.9791822921572,21.7523471850457,60.4943,44.676275,76.130975,205.9621,159.48295,179.0298,5,4,10
"ZNF583",0.9951405871784,0.530551362433435,0.515684397166026,47.06404,45.5911,61.07473,8.25144569239839,7.46083218693911,8.62691260288343,38.8437,35.44925,42.499025,61.6822,54.5689,78.15385,5,4,10
"ZNF568",0.289379977021418,0.949704406742178,0.322069335314093,80.50958,41.026725,74.19059,27.2740845719045,12.3361025083813,8.14445069121642,20.8807,32.9846,67.9693,128.972,54.960825,86.722575,5,4,10
"ZNF480",0.515243571130739,0.993736739791202,0.379064740454553,548.74874,405.27465,559.90342,60.8552345882554,58.0909428649811,72.0733388816093,422.3534,330.55945,419.449725,658.5366,450.7324,681.54465,5,4,10
"ZNF587",0.990241269031314,0.845705281142314,0.786919846830243,424.24042,389.980075,540.49046,113.254957560861,54.5830449190554,151.013678684799,246.729,329.540025,317.2428,553.4489,433.5859,558.020025,5,4,10
"ZNF808",0.876589296880586,0.843659124560877,0.543272715057963,140.86318,123.4997,156.99042,16.9874833373693,17.1376913119397,19.7709702701534,111.1111,106.918,116.328075,158.8785,149.4585,187.481575,5,4,10
"ZNF43",0.529044725956354,0.0812576999063496,0.644557674018308,205.97986,352.26135,458.70094,105.103750229845,70.5928838992819,62.412628226805,28.907,275.641125,349.4842,395.7839,390.249775,573.263,5,4,10
"ZNF28",0.965305485373119,0.262434546064759,0.458277565328306,210.06726,244.625025,391.5156,97.8113222255409,58.9886569523946,68.9867447469262,25.0568,208.87375,243.02325,397.3032,312.691725,509.703225,5,4,10
"ZNF627",0.277685989481486,0.00616663057560785,0.297139755414491,203.6492,352.764825,480.45769,51.4969207727316,28.5115068158856,52.6338676870077,145.7944,307.8918,349.061325,306.8978,395.220525,561.53145,5,4,10
"ZNF789",0.999635950522401,0.641889157259641,0.700296830576548,238.00434,235.682775,170.87333,73.8374901081192,80.3416982011041,33.9375108911431,159.8916,114.82185,93.05295,229.7977,313.215825,217.256775,5,4,10
"ZNF534",0.708831865953453,0.141023811799607,0.612798166239958,3.08528,5.936125,8.95003,1.34968105098946,0.775202454604602,2.13116357915628,0.9033,4.751975,5.14105,3.7383,6.99235,9.5424,5,4,10
"ZNF525",0.995526332937077,0.26615687457003,0.273370945441105,188.72854,174.751,393.71001,33.8156835602447,9.73772537539782,96.026805794716,120.1445,160.9592,227.045775,260.564,186.2233,457.873725,5,4,10
"ZNF814",0.471260990812356,0.620978948766368,0.879856036081126,772.6392,407.077425,537.29995,332.479842060574,128.680164192585,100.063023696268,220.7498,279.321625,303.696425,1371.0114,419.1594,743.145825,5,4,10
"ZNF551",0.992946654867228,0.140889685466314,0.222625380892728,32.50442,38.587375,120.77332,17.9459047082169,10.5431980574662,32.429601148374,0,23.778575,36.539875,61.6009,52.1951,203.576225,5,4,10
"ZNF805",0.894819311501593,0.870820946837894,0.99887917144962,315.28634,272.684775,276.4451,79.2374311113226,61.5019354730588,40.386742351998,221.6894,203.9619,205.18755,282.2144,333.196525,271.6309,5,4,10
"ZNF468",0.988967503773717,0.215315371799776,0.332627147923352,233.5547,254.09235,441.23349,80.2467869253654,53.7368874222742,80.36851167992,76.6355,200.268925,274.989625,315.2597,326.266725,671.001025,5,4,10
"ZNF616",0.930127835093748,0.384513379622613,0.246458473358313,114.67232,102.1499,152.93083,21.8963375349486,8.98316035906444,18.7604439725956,87.8505,90.8477,116.952525,146.0716,116.8122,194.8338,5,4,10
"ZFP57",0.462727924495037,0.282254804501911,0.995778819522954,13.33726,3.45605,2.82678,10.2910559655266,3.14979578822183,1.1617506441956,0.9033,0.288675,0.08745,6.6396,3.629825,4.3911,5,4,10
"ZNF155",0.980153208612837,0.520587740078706,0.700385574081791,214.30874,203.70075,163.82328,49.1408232755476,55.4294583868016,16.5752955163118,157.1816,137.1299,110.66385,232.4715,231.103,209.239125,5,4,10
"ZNF425",0.248583759375662,0.130138456118822,0.999794806888864,51.76912,132.5033,133.32829,14.8475024227444,28.5302084743814,27.7712692667978,23.6648,116.668825,80.0591,60.1254,166.828025,203.97845,5,4,10
"ZNF611",0.795775628791225,0.771150987292867,0.375893650366982,119.45962,81.05145,152.94304,34.9011503436119,15.9802868648897,32.8707543489251,50.4673,78.23745,87.1094,178.9008,96.99715,198.309025,5,4,10
"ZNF254",0.923194694725176,0.157257311005815,0.378169040349753,226.571,261.9681,374.17451,55.0473161514438,28.1637785441987,51.1625043826335,180.7317,244.52465,309.96705,239.2032,283.30215,471.640575,5,4,10
"ZNF625",0.933058087500073,0.11120116170616,0.279445691028086,12.75272,16.38785,30.70865,6.11163914873907,2.68032894016761,5.66471381050662,0.9033,13.592225,21.520525,25.8285,19.997025,37.06475,5,4,10
"ZNF845",0.996890284624731,0.146139889253135,0.214529320634764,97.68854,100.677175,162.38152,25.2928197163859,13.9166383115305,21.3662853799875,75.8808,86.726975,111.504225,135.7433,106.5936,217.4565,5,4,10
"ZNF90",0.990911374216265,0.719759736507115,0.666913998044458,256.60876,234.72825,364.97857,79.630087362313,136.783677322031,86.663061749729,137.308,83.364025,174.485975,357.7556,279.660825,490.9425,5,4,10
"ZNF788",0.667554597709496,0.998828961936583,0.622942302669205,93.25104,56.8644,91.67274,30.9919450082534,18.2668646053905,20.8946886528089,32.6655,30.557275,35.8525,132.0546,79.885875,145.81975,5,4,10
"ZNF880",0.768262925260462,0.901900947302639,0.474046036718512,124.04146,79.62235,146.61752,33.5036763664766,6.06928617281307,36.7058105793311,72.6669,74.8721,109.9779,133.3207,86.4647,143.8578,5,4,10
"ZNF630",0.85685859903647,0.645232409102005,0.970270190570216,59.0909,52.31335,49.68235,3.71706816281327,11.0515547144961,6.68913595393888,53.8694,39.4198,34.4027,65.0407,56.8288,54.955025,5,4,10
"ZNF844",0.974791094667084,0.196839250450433,0.164365318956323,78.29128,69.443975,139.1176,23.2782610755701,12.5302616900962,22.9184692718922,31.617,52.921775,92.20905,132.2443,82.05495,177.150075,5,4,10
"ZNF717",0.999676756526333,0.836908870678321,0.844547878026219,11.93632,11.65905,17.28069,7.12967053806836,5.98254467381286,5.97703689034495,0,2.583675,1.341725,28.7717,19.704475,35.454025,5,4,10
"ZNF492",0.933771728440845,0.607600405618051,0.875038884224336,9.3836,13.68525,18.99173,4.3516572343189,8.21619679134858,6.73349310327031,0,3.5143,0.3924,17.1635,18.528,28.5563,5,4,10
"ZNF688",0.344049362361021,0.140398518627386,0.970883402447694,693.28208,411.5993,371.67335,228.20893690208,97.7264401087972,47.2336004623715,323.6046,301.64215,243.475475,1142.8691,432.1992,477.45195,5,4,10
"ZNF879",0.999711603206862,0.401422060970614,0.440076917825987,59.44552,58.578525,100.50484,22.9179112574728,4.98740413732017,21.155901347978,33.4251,52.110325,53.7414,51.2726,64.85485,119.63605,5,4,10
"ZNF737",0.995623650048094,0.173051753658186,0.254056465199014,174.14974,189.20135,434.84978,50.3753654776479,25.2333990926543,102.949145795313,161.0483,152.3087,217.81845,198.1308,211.49955,460.0952,5,4,10
"ZNF709",0.0375405043940936,0.00767323619830762,0.986189379662555,62.55794,121.13375,124.14287,13.9528655919349,18.2390882669383,9.72355300164445,42.9907,102.84185,105.937775,75.9662,133.0241,133.229725,5,4,10
"ZNF585B",0.957544489430735,0.708342559062731,0.551886813925394,34.4507,30.119525,44.52191,14.4384795271178,7.43821258786623,6.3407846718499,12.5284,24.21715,33.9378,68.3696,38.299875,61.837375,5,4,10
"ZNF324B",0.717720523774634,0.994800632716505,0.708809373117697,138.48252,104.4636,135.0381,35.8970718501858,10.7771400420056,21.0109816315818,70.4607,101.90485,103.940275,212.8366,115.5799,143.5184,5,4,10
"ZNF564",0.323269879307611,0.442949950666566,0.858263312262201,357.17064,225.619025,266.92375,106.597227685952,34.5106939134421,20.2529850533048,202.5083,169.913925,215.5919,598.1308,276.0353,332.58715,5,4,10
"ZNF674",0.846993738022823,0.805459632066713,0.999046173611412,38.19448,44.938175,44.48981,10.7361120438174,3.87942423163004,5.60082395877706,37.9404,41.33415,33.738925,50.4673,48.745675,49.8501,5,4,10
"ZNF432",0.985516010962696,0.242946551691057,0.378788731638898,64.56334,70.212675,112.17831,29.1731668940415,11.1824341275633,16.4373345627666,3.7383,63.1608,91.31655,126.8904,77.090025,154.592425,5,4,10
"ZNF10",0.686523639714236,0.966134597644763,0.481386317528439,300.49862,399.633175,276.27933,84.0500633402581,126.974137042873,42.7811945890482,139.4319,278.6627,186.603625,475.1685,439.444275,380.708475,5,4,10
"ZNF486",0.999713391179078,0.525377112429449,0.558585780231354,6.04752,3.60945,102.43191,3.34246406134756,1.40562979093596,67.1849352019789,1.4755,1.4074,3.924525,6.4571,5.96475,67.368025,5,4,10
"ZNF225",0.962604357879645,0.855420239946069,0.712046805723734,50.29626,45.364375,58.47967,14.3348724201368,2.72817886827306,9.59140389582776,22.5836,42.81375,34.712725,55.699,46.494775,83.569225,5,4,10
"ZNF350",0.999987656087899,0.304032097630342,0.353853511303922,172.89352,172.5806,255.48137,16.5261335049188,14.904656109809,40.4655486862482,149.5327,154.283275,165.92835,185.9093,187.976075,305.509475,5,4,10
"ZNF253",0.893909056457949,0.0748836145103879,0.243701328975918,156.55446,212.25885,394.3525,38.5949054041929,28.3721227529624,74.4509417540571,144.5961,192.89145,276.125125,225.9994,236.8876,422.76355,5,4,10
"ZNF878",0.706132002818296,0.231348819875421,0.781994097367825,4.1377,6.703725,8.59969,1.09633560783184,0.804623915643203,1.9166174895981,3.7983,5.499575,3.03175,5.5682,7.478,13.539225,5,4,10
"ZNF727",0.938906053982702,0.816135741118071,0.617631743639133,1.74504,2.35055,0.8533,1.65435809140585,1.78978813899858,0.475549807649583,0,0,0,0.3689,3.27195,1.1744,5,4,10
"ZNF578",0.995464408173151,0.436264723789358,0.548643111781845,24.90318,28.84255,69.57099,7.40674066114104,12.9416684452778,26.6232746375984,18.0966,8.348,4.929425,29.8103,47.4998,158.102525,5,4,10
"TRIM28",0.920576465995338,0.187289230324399,0.433175371152635,7768.7346,9225.28385,13414.1875,633.403383645788,1275.09248098238,2290.64945073506,7017.3368,8005.5826,9200.519275,8624.2096,9469.1789,17430.627125,5,4,10
