"gene","p-adj-N1-N0","p-adj-NX-N0","p-adj-NX-N1","mean-N0","mean-N1","mean-NX","SEM-N0","SEM-N1","SEM-NX","Q1-N0","Q1-N1","Q1-NX","Q3-N0","Q3-N1","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF41",0.0938303352417057,0.691371807492151,0.166093018050576,287.266714225941,239.4076125,280.845637410072,6.19988048436178,19.5611523550503,4.9775835165016,237.47005,191.6239,221.495925,329.2984,274.98725,327.89485,312.336806944444,282.394375609756,302.39265,273.7063,279.14515,339.3404,224.3838,328.2872,6.47334231992443,3.8622208288795,0.904134156881439,0.905135425745302,-0.145391236951102,-0.143794431493441,"KIRC"
"ZNF7",0.995793625983603,0.994118187870528,0.991650990046368,377.526326778243,374.8132375,378.622712230216,8.00947430878607,29.4864068293721,7.0191590254162,296.16235,296.313725,293.2001,443.89625,436.93135,444.73055,251.966868055556,377.836206566604,253.0496,367.3159,220.35185,277.9334,293.113,445.9191,5.09077680288953,5.19790830336802,1.49954718047809,1.45155692796985,0.584526914651441,0.537601153493523,"KIRC"
"ZNF214",0.148560799660605,0.94496612267907,0.181432368960953,72.2661949790795,58.19944375,71.4425384892086,1.88290215276726,6.47655009629592,1.75868925135385,51.40305,39.26025,50.52435,90.21045,70.5723,88.65155,97.2085638888889,71.3794091932458,94.61925,66.6911,74.142325,116.32865,50.7162,88.9821,3.18760775764114,1.26514665241789,0.734291366291901,0.704836489403583,-0.445575457846738,-0.504639480335471,"KIRC"
"ZNF215",0.699468654585456,0.999698393764253,0.702224521108382,41.3894832635983,48.1337,41.4563417266187,1.89797215586715,7.28869532955544,2.09759227602716,21.05785,25.155575,17.370875,57.27285,74.6739,60.074,50.0387652777778,41.6513484052533,40.46525,35.3173,34.9848,59.498475,18.1242,59.0577,2.87865967018225,1.4007792686706,0.832381618012278,0.872780966384738,-0.264682989371238,-0.196308455189371,"KIRC"
"ZNF547",0.621069424902656,0.624023548565217,0.810815795131024,53.4342359832636,60.45390625,55.8201208633094,1.82195460306606,9.99226595574659,1.76285469416086,35.40595,34.66915,38.6234,61.534,72.4097,65.501725,49.3978597222222,54.9340028142589,44.12365,49.2706,36.6532,59.023475,36.8656,64.6943,2.21881373689287,1.26429178453559,1.11207252952189,1.11664832805083,0.153250883897046,0.159174901791904,"KIRC"
"ZNF773",0.518088369063917,0.953295086147689,0.453618072306214,111.058767364017,97.0967125,112.34280971223,3.56249050374002,8.63346502039629,2.68296326506451,73.201,73.92725,75.2737,140.80205,122.6105,140.494075,102.561259722222,111.411842026266,105.5264,112.9911,82.196825,120.81855,75.2006,140.5039,2.71310769587708,2.13765638103044,1.08629556937985,1.07073774903721,0.119416698410796,0.0986051705706524,"KIRC"
"ZNF776",0.0466348326817627,0.532625195010056,0.108146343221659,463.592919246862,379.89170625,450.71730647482,9.43084953936189,32.0623816896251,7.67960403338721,364.3519,286.5737,357.853675,551.34905,500.24195,546.596675,473.674779166667,454.266723827392,488.74805,460.9409,434.771175,522.3764,355.4975,545.2886,9.04657049398373,5.93031066094242,0.959026622921704,0.943105348451007,-0.0603572293582518,-0.0845091604675555,"KIRC"
"ZNF256",0.145190723452426,0.879231465545685,0.100356106557246,106.750383682008,86.8230125,108.499571582734,2.79492474468522,7.89575958126087,2.37058361629739,78.8271,63.68895,84.347175,130.8116,119.762475,130.568625,88.2663263888889,107.061201500938,87.9134,106.6976,76.790225,97.692675,80.6905,130.334,2.00214183713869,1.78081327571811,1.21293369601949,1.21366708601874,0.278500688926431,0.27937273854827,"KIRC"
"ZNF599",0.36905423910059,0.966824563050445,0.413079851416997,104.368593305439,93.38926875,103.68048057554,2.12920000715517,9.92442777809599,1.78520874014712,81.217,69.91685,85.357,121.34525,102.4844,121.076475,103.781665277778,103.692564915572,103.0888,100.7345,95.65485,114.629375,82.5507,120.5957,1.84492067642517,1.36496061913985,0.999141463359958,0.977162407555428,-0.00123913855207981,-0.0333297321792181,"KIRC"
"ZNF18",0.0213279900117043,0.440863433436754,0.00576138829780526,198.021793305439,250.62084375,189.799266906475,5.32331852332428,24.5112407586668,4.15507045571603,147.56015,178.4853,143.24235,215.45265,290.3731,216.1593,144.108016666667,195.318646341463,143.2322,176.6065,129.40375,156.191525,146.5738,218.6918,2.5280800688009,3.33011687423802,1.35536280950456,1.23300835985204,0.438679090258565,0.302182581311069,"KIRC"
"ZKSCAN2",0.894568246001506,0.632945744751716,0.724906793617628,172.157045188285,179.01739375,167.404232374101,4.23943223885653,11.3176007813143,3.21670066892284,128.45145,148.2228,128.89185,199.30545,205.856575,196.722625,204.686725,169.9357630394,207.8239,161.7549,179.97245,231.851675,128.9438,197.489,4.55326876950466,2.55493387571762,0.830223665161478,0.778326746827482,-0.268428038970286,-0.361552159385192,"KIRC"
"ZNF689",0.881141048854796,0.883603038190236,0.945537096219104,143.215757740586,136.6898625,141.011270143885,3.57014777233923,17.8393043843664,2.95476487736729,104.9804,91.9753,107.715075,187.4837,184.565975,172.693875,163.820347222222,141.885734709193,165.2489,143.1193,149.540175,176.2146,105.2632,180.3143,3.57906337148488,2.27997702050571,0.86610568903706,0.866083223549446,-0.207385010182429,-0.207422432021744,"KIRC"
"ZNF19",0.252607165524152,0.873701991674596,0.329718243795116,97.7220962343096,83.73385625,96.2304805755396,2.29419046267777,10.6709529862925,1.94605036340988,74.2225,62.127375,72.3511,119.076,96.00645,115.83325,102.417391666667,96.4591527204503,100.4285,92.3575,85.533325,119.954625,72.4396,116.6253,2.86402514077144,1.48213580359642,0.941823953439389,0.919634366738525,-0.0864706796731928,-0.120867714306678,"KIRC"
"ZNF230",0.0647057509228744,0.52864887051545,0.0241719151648397,134.239178661088,110.6310125,138.108060431655,2.70492269339913,5.8310015466104,2.42883949162694,106.19775,93.836575,112.17185,155.2308,122.649975,163.114775,111.572405555556,135.4590369606,110.174,132.0826,97.19185,125.576375,107.0774,159.4383,2.84531203834092,1.77527772935962,1.21409085235821,1.19885453918347,0.27987638480805,0.261656622614227,"KIRC"
"ZNF222",0.285932182359011,0.280622177393686,0.103362377486127,64.4021510460251,55.95526875,67.3092438848921,1.48025447789494,5.06389167347044,1.23352191398509,49.3218,41.720325,53.784775,80.7465,66.951725,81.116425,60.1234666666667,65.6807262664165,59.83015,64.8632,52.65305,68.476425,50.629,80.7215,1.29065271685009,0.939856084902826,1.09243079130084,1.08412230288575,0.127541883652834,0.116527520357574,"KIRC"
"ZNF221",0.520128509973057,0.994613558344654,0.496182805389756,18.3959435146444,14.93485,18.503214028777,0.831450363720587,3.00149114845438,0.707251786002276,9.3334,4.652225,9.847475,23.50565,17.963625,24.7687,23.1905625,18.3376637898687,20.5724,15.2091,13.9301,30.1654,9.4023,23.7545,1.26613004687988,0.532179032718722,0.790738206107276,0.739296338784002,-0.338727961839837,-0.435775326188451,"KIRC"
"ZNF233",0.402399297777247,0.944488303158858,0.339311791345394,26.7546343096234,18.33483125,27.4733122302158,1.77105419782797,2.74597997098666,1.43815626340708,11.51175,9.844175,12.40245,29.98235,25.952125,33.6969,33.5870722222222,26.896908630394,31.44125,18.1672,20.14405,47.58155,11.9131,31.6542,2.04700747832043,1.09576478461705,0.800811349451239,0.57781417723532,-0.320465674058873,-0.791322492618331,"KIRC"
"ZNF235",0.1282538635194,0.0603848489082242,0.017947485429717,84.1942246861925,69.15608125,90.2119460431655,2.01298194533003,6.29816910578132,1.75433946952383,62.093,49.5023,69.95415,105.24775,80.99385,108.563675,80.4056152777778,86.8721099437148,80.81195,84.501,70.14515,89.336925,65.7337,106.3581,2.13025785138117,1.3104869336083,1.08042342121999,1.04564980798013,0.111596819775958,0.0643997685245678,"KIRC"
"ZNF208",0.136132750289827,0.898451966197503,0.0966348483284823,116.361594979079,21.91575,123.798514748201,10.021195435759,4.5259084918942,13.321996120449,16.4224,7.635,18.244775,163.8165,33.1671,154.6997,100.920147222222,117.415521013133,93.1392,48.028,61.675875,133.690225,16.8595,152.0447,5.96145404472096,8.30132682868347,1.16344975948746,0.515658283515426,0.218408913104034,-0.9555127579013,"KIRC"
"ZNF714",0.985981112797394,0.922288149307097,0.999527517084943,98.2094640167364,94.5126,95.1859690647482,4.61451413135118,12.5679788657657,6.23369274696508,57.5177,57.824825,51.5723,118.7313,126.600675,111.03955,92.8026694444444,96.3004941838649,89.7886,78.5193,66.2553,113.253575,54.315,114.1439,4.16528675546321,3.86747211902682,1.0376909927307,0.874490748268711,0.0533768968510401,-0.193484973744957,"KIRC"
"ZNF394",0.889749198824894,0.441125466971103,0.652220867919812,461.753861506276,446.48835625,475.583993884892,9.10910286482249,34.2165722286267,6.96423595524575,382.691,382.251125,400.120775,513.57075,522.273575,534.90165,331.634095833333,468.823141651032,322.737,449.881,302.852475,360.153425,391.7859,525.4849,5.26606529265448,5.56461459515252,1.41367593845551,1.39395544979349,0.499451444358854,0.479184454040585,"KIRC"
"ZNF333",0.677682009023617,0.827312393429855,0.796166521539883,214.166308786611,195.455875,209.707484892086,6.0032817919406,23.0147399322994,4.77646767562966,143.7436,129.9376,149.86655,264.37985,245.397625,256.68195,143.081777777778,211.158398686679,140.2199,199.7726,121.658725,163.5219,146.5523,262.2016,3.5604050020996,3.72968170586474,1.475788195857,1.42470933155708,0.561485681619712,0.510667611420813,"KIRC"
"ZNF382",0.967865901530065,0.929943203792605,0.927686937057627,68.9573694560669,66.6572875,70.1291586330935,2.46668179054355,9.98563030102037,2.10000099891368,42.67575,41.92135,48.264775,91.2897,82.836025,87.8215,43.5582638888889,69.5467065666041,42.9752,64.4515,35.430725,51.90855,45.2436,88.6987,1.35241738791535,1.58012779227535,1.59663632930844,1.49973705765185,0.675035743149234,0.584709581471642,"KIRC"
"ZNF577",0.134887797921384,0.62416665278453,0.0650667668079937,164.683612133891,92.799025,176.543898920863,9.71668361405487,18.5245979464187,8.62182627795426,66.01655,35.03115,82.72335,212.55985,134.763325,241.997525,155.415954166667,168.732025515947,152.35545,127.7804,125.147225,177.7594,70.5034,220.0787,5.42951187829451,6.30973288292748,1.08568020844888,0.838699239180482,0.118599213983672,-0.253774547552099,"KIRC"
"ZNF75A",0.994740453131881,0.998545782522775,0.996424198508931,239.116084100418,241.36453125,239.519559352518,5.69783833224235,28.9402908705604,5.28763172498084,182.04105,151.717175,180.141,276.9541,315.20655,277.715,230.433905555556,239.583096622889,229.06695,223.1999,197.328375,258.5315,179.6195,280.8487,5.39857250195249,3.84852041626509,1.0397041878246,0.974387182437274,0.0561731173436253,-0.0374329394302736,"KIRC"
"ZNF496",0.186914849230293,0.603012053724287,0.0930218638559276,326.849169037657,278.0292625,335.977900359712,7.01571179539436,20.7105500577642,6.51276742199029,252.76405,216.874625,259.64745,402.9725,336.521125,401.74055,256.970451388889,330.161477298311,267.5324,328.749,221.532875,290.99525,253.7913,400.8067,5.87678694360883,4.68501482727111,1.28482273161694,1.22881938785732,0.361569322953019,0.297272883659462,"KIRC"
"ZNF2",0.920282013765112,0.666995113182564,0.772704675108329,122.198907531381,119.50665625,124.231283453237,1.76334452412641,5.44033057036342,1.60417141206475,105.2414,99.62615,105.788225,139.218,131.625925,140.335375,124.529290277778,123.268264540338,124.551,123.0478,110.20995,141.022075,105.4507,139.863,2.63773312521637,1.15738011895689,0.989873661572894,0.987931048325586,-0.0146836903549776,-0.0175177410430784,"KIRC"
"ZNF589",0.965299368891592,0.977935537004856,0.944030219992633,202.728083263598,195.9523375,204.567696043165,7.02127073527022,24.6685954596154,5.97040939889011,127.99615,128.500775,139.468075,248.17155,217.319975,246.23345,237.395738888889,203.561583677298,233.0123,184.9965,186.96905,283.237025,134.9476,247.4003,8.07389093805502,4.480736622322,0.857477832711115,0.793934483286934,-0.221828719288347,-0.332908136054298,"KIRC"
"PRDM9",0.995536231673003,0.414263417276087,0.858960234079457,0.154749790794979,0.11685625,0.336875539568345,0.0263778410247208,0.0700290522859085,0.133170381795894,0,0,0,0,0,0,0.185555555555556,0.247732833020638,0,0,0,0.295475,0,0,0.041227072107126,0.0705406557427037,1.33508712406332,NA,0.416933891240769,NA,"KIRC"
"ZNF12",0.528379369672592,0.804520755720958,0.66150896572204,921.612592050209,847.6735375,906.882115467626,18.4896092225116,76.7944669349833,14.6620852781893,754.0787,728.491525,738.9994,1014.5694,938.6382,1027.0303,730.066184722222,911.127358724203,714.9037,885.294,634.4587,793.4401,740.8095,1023.3204,15.484810241388,11.5134905091618,1.24800652021826,1.23834021281468,0.319625471589567,0.308407724820144,"KIRC"
"ZNF202",0.711798166498829,0.998979523927865,0.700545100603652,243.358486610879,225.89195,243.685147482014,5.35105989777146,17.9364045090379,5.36772556931125,183.3439,183.0946,187.786175,284.99315,280.1972,284.2769,163.686319444444,242.800168292683,157.9839,232.5999,142.342725,186.227825,185.2971,284.0393,3.86858906220359,3.72292779202417,1.48332596833231,1.47230129146071,0.568835672115075,0.558072934450381,"KIRC"
"ZNF3",0.619974215024061,0.999596003258919,0.61146421039696,601.006850627615,566.20460625,601.352004316547,9.33558201508798,28.9907626309693,8.76211574264963,504.74955,471.9696,506.033575,665.342,650.670175,669.475675,515.540104166667,599.967762664165,523.4096,579.2389,472.449625,565.801275,503.1983,668.7231,7.28494223304781,6.25736673376955,1.16376545261007,1.10666464657889,0.218800324180128,0.146218107381219,"KIRC"
"ZNF606",0.116507415783216,0.340467108999177,0.285020079872287,267.492019665272,218.9002375,255.775607553957,6.94004334046433,14.4257945988799,5.05252975208881,202.9688,176.23995,202.721575,307.95285,262.834375,299.813975,249.854806944444,259.852243902439,253.411,250.0086,217.0938,283.70045,202.3351,304.7547,5.94186002096725,4.11717044751069,1.04001298626293,0.986573589938874,0.0566015428857477,-0.0195014272328328,"KIRC"
"ZNF91",0.115457299358419,0.714148375167867,0.194514632815473,379.734160669456,292.15455,367.979535611511,12.0801040574893,17.2514562639506,9.54122833651235,272.14975,261.0137,278.905625,433.92895,324.7346,425.5544,543.527333333333,370.315949155722,549.39215,346.372,442.6927,601.60895,274.036,426.0545,16.5752797619753,7.38894290584292,0.68131982780821,0.630464050132496,-0.553595902117687,-0.665513986307278,"KIRC"
"ZNF226",0.349527546741384,0.911505850182432,0.424112502377346,329.701338075314,282.001425,324.876785611511,9.12301969849831,24.8929096646105,7.68298353253053,229.4317,191.014275,235.281575,390.25765,356.3929,384.232525,246.1261125,325.834084615385,245.53845,297.738,220.7179,267.39165,232.4711,384.1924,4.31411870644853,5.7756543659194,1.32385012425443,1.21259216224587,0.404739800971372,0.278094402526244,"KIRC"
"ZNF229",0.837534735651092,0.527697510380349,0.615201296079031,132.219376150628,118.23529375,141.301763669065,6.40125059299966,22.8475635411588,5.55037507368505,53.4204,31.3223,70.57045,181.53835,199.1077,199.23555,217.099023611111,136.544497185741,222.97735,118.2075,182.518375,249.96085,59.8581,191.2195,5.41657090613385,4.13323105897882,0.628950305323956,0.530132320614627,-0.668982063625356,-0.915575594704893,"KIRC"
"ZNF180",0.999804408839191,0.72392131107495,0.957169843894029,154.594646861925,154.36875625,157.733460791367,3.12231386380926,19.7364184701657,2.53546282452371,123.28915,126.170025,128.0386,176.12545,154.475025,178.613,188.339375,156.213086491557,177.6971,148.6135,161.3036,211.040075,125.8419,177.4055,4.73946087540042,2.00951552428236,0.829423409159966,0.83633047472356,-0.269819329289973,-0.257854961152857,"KIRC"
"ZNF641",0.0641137149087485,0.511391898042722,0.145470831294574,198.654207949791,151.370525,190.719002517986,5.12689834223445,22.1147088700946,4.96727728274843,149.6698,85.728775,122.794225,248.88315,194.939775,247.700075,199.311184722222,192.981824953096,201.7427,189.1272,177.19925,221.6836,130.677,247.8846,3.80180488609236,3.54316534917291,0.968243830480725,0.937467378001781,-0.0465576912629376,-0.0931596064329792,"KIRC"
"ZNF610",0.358134725992401,0.961433020945378,0.405325622292952,68.226359832636,54.02124375,67.2793464028777,2.74585437875685,5.8430650523289,2.33271576682752,41.5877,37.131225,42.87615,84.6382,63.012825,83.25495,106.279348611111,67.20691369606,101.4792,59.7973,83.182575,125.637425,41.5074,83.8497,3.74324443168808,1.74091826833667,0.632360986159016,0.589256714676505,-0.661179732268793,-0.76303180157263,"KIRC"
"ZNF528",0.98959693727008,0.0788883741047759,0.818387789870197,364.510556903766,359.358225,336.889715107914,10.1971914075247,46.590130565445,7.80174924151307,253.36115,221.88845,251.83295,434.4355,369.18735,412.19565,299.619413888889,350.000061538462,292.42715,330.9038,258.107525,334.1836,250.9944,426.9202,7.76140106946325,6.29009914382247,1.16814880916981,1.13157687307762,0.224224069231988,0.178334596660181,"KIRC"
"ZNF701",0.620443036806002,0.268865681945626,0.913867147725167,140.486150209205,127.0563375,132.858048561151,3.28487237253612,13.3772641512564,3.59371956112513,106.9424,87.79345,101.07425,168.35435,171.364425,151.92325,123.520863888889,136.03134727955,120.3578,129.0323,101.868425,141.351325,102.1186,159.8307,3.2992549958691,2.42212543574673,1.10128235017782,1.0720726035205,0.139184398946473,0.100402612131608,"KIRC"
"ZNF283",0.842212154962875,0.901707710102486,0.75796839240569,50.2870644351464,47.62971875,50.9915269784173,1.22645005296826,4.22684309994093,1.0820708191256,38.8476,36.594925,38.1747,60.89265,59.0212,62.310275,49.7161652777778,50.5584630393996,50.2198,48.7646,42.461925,57.598425,38.5316,61.2137,1.48735386528811,0.798013415050432,1.0169421305307,0.971023381216174,0.0242375844345535,-0.0424220602537027,"KIRC"
"ZNF558",0.81399072116671,0.945627921593258,0.749778964146946,424.94480167364,395.15654375,430.245976258993,12.2902846401561,40.3720089634524,11.3312109215766,305.13225,257.4706,312.26995,495.1462,502.057725,478.958,280.713048611111,426.477831144465,274.6651,395.0789,244.2034,311.1088,308.9236,490.7817,5.16960161706024,8.16496265474386,1.51926614475015,1.43840225787696,0.60337462301822,0.524467190582164,"KIRC"
"ZNF597",0.149329010320393,0.923623958144705,0.189501086109414,51.4977255230126,42.24291875,50.8548039568345,1.37986796445941,4.19441141185922,1.03665080006946,37.40995,28.075025,39.039075,59.6505,53.70515,61.10735,49.8062527777778,50.8391500938086,47.1325,48.2375,43.61495,55.555475,37.9676,60.3308,1.39520794568191,0.833098996410104,1.02073830610464,1.02344454463481,0.0296130396948533,0.0334329320165674,"KIRC"
"ZNF30",0.589972741729759,0.839606305934444,0.467180765528344,62.9174046025105,56.44673125,64.1883888489209,1.75544123973749,7.20202841079464,1.43653841363691,44.35775,37.7218,47.446625,75.6156,70.9826,77.305975,72.7431888888889,63.4412166979362,73.13745,59.5084,63.566525,81.831925,45.9005,76.1757,1.83794138806776,1.10435321615619,0.872125867273142,0.813651556076948,-0.197391731689599,-0.297516998115745,"KIRC"
"ZNF354A",0.69642793408271,0.988558743558304,0.724698122931189,372.217205020921,332.82119375,369.819547841727,13.1438197601563,40.1859590458745,10.5338151101552,279.1389,198.0564,263.7405,408.58775,442.54445,429.060775,207.893658333333,369.439017260788,208.25065,331.9324,179.39475,237.679,274.5323,423.0546,5.57586830692448,8.13796802239214,1.77705765641218,1.5939081102508,0.829490490185118,0.672568459499809,"KIRC"
"ZNF764",0.0565818086643133,0.531922312941769,0.0207917183490405,197.585507112971,172.189675,201.627752517986,2.8384567708197,9.65779120861968,2.51702812440478,169.68475,158.6958,173.96755,227.25765,189.201475,225.990325,137.432594444444,198.918878424015,136.21745,198.1599,126.5959,149.354325,171.2087,226.122,2.02692142865135,1.8613607072448,1.44739229604245,1.45473212132513,0.533455997785117,0.540753515459182,"KIRC"
"ZNF747",0.589977501945897,0.946299225710417,0.51900858106938,297.263252719665,281.0831,299.04844676259,4.54241314290465,18.9192979194063,3.43370967885441,254.42515,247.38875,266.488675,327.4118,324.492325,326.16345,265.170347222222,297.447328142589,264.83475,292.3131,247.534375,282.959025,260.4131,326.6143,3.70092838696852,2.75881597146297,1.12172168290491,1.10375658783449,0.165714764626414,0.142422048707521,"KIRC"
"ZNF778",0.388675592451735,0.671109035521754,0.241964613660771,82.1616686192469,67.70629375,85.3645877697842,2.15754795262318,7.68118907508504,2.98207582728402,59.9247,46.365,57.187475,101.31815,89.7645,103.160975,138.5682625,83.3285947467167,134.0537,77.0497,102.24175,168.3639,57.6027,101.2744,5.56119143501143,1.84961751832532,0.601354114162445,0.574767425292998,-0.733713306449779,-0.798949794922221,"KIRC"
"ZNF212",0.0380038490810292,0.999670771224291,0.0377557226403585,274.837709623431,318.3401,274.985498201439,4.81988976971299,25.646500037289,3.6243838765184,228.7445,268.9483,233.316375,301.9848,338.784175,311.364575,257.250870833333,276.439133771107,258.00405,266.5793,240.385725,281.512,232.1323,309.5393,4.06680947674399,2.97625113308295,1.0745896908944,1.03323688135903,0.103785902689711,0.047171046443239,"KIRC"
"ZNF282",0.0378124277699617,0.734851966472231,0.0698301274985687,610.241428033473,707.72536875,620.372450359712,10.7000401233058,43.4502948284797,8.46877740940259,518.44855,600.939175,518.13135,689.88105,792.39995,693.445575,457.021879166667,618.719201876173,456.6958,600.8336,405.5687,494.2017,519.1827,695.9943,8.45008632482851,6.67392541259086,1.35380652454614,1.31561008443695,0.437021574937931,0.39573197189907,"KIRC"
"ZNF160",0.00792743004593799,0.846307308290144,0.01357575671551,974.700128451883,668.171325,955.493243884892,27.4555428060763,62.4836193619753,22.539922949449,674.1015,452.4148,676.44795,1193.15085,881.17205,1156.5504,591.415741666667,954.936667354597,583.3544,898.96,477.9999,683.341225,672.2272,1156.751,16.9657382316951,17.2532148816655,1.61466224193406,1.54101863292709,0.691232410833465,0.623884306024655,"KIRC"
"ZNF415",0.264377023325345,0.812008352429711,0.365417392298369,166.681175313808,128.28749375,161.50865323741,6.95398383571397,19.5952522189379,5.06573422979757,88.52555,69.692,102.750675,218.1854,190.839075,211.8265,206.119770833333,162.795716510319,188.2582,152.076,162.1404,250.37965,96.2652,214.3442,8.3906023758758,4.13170691722143,0.789811262898959,0.807805450174282,-0.340420153763428,-0.307920215109196,"KIRC"
"ZNF439",0.567858366419042,0.932582800966905,0.642350261763849,136.102851882845,117.79729375,133.90985,4.69283619149245,20.0965596752373,4.00767053749149,87.17435,48.493875,89.595775,169.5149,153.323425,166.51755,136.787172222222,134.498703752345,136.1985,124.8555,112.80885,154.44125,87.8162,168.8213,4.19176465488992,3.01991706661094,0.983269860523477,0.916717144461943,-0.0243406732265675,-0.125451439836691,"KIRC"
"ZNF440",0.114974952165335,0.871635412602859,0.0768184248763581,235.994312970711,189.2300625,239.997602158273,6.06126684426162,29.8320016609525,5.18946225930519,178.3025,131.36305,184.359675,277.0525,222.920675,282.788225,243.341540277778,236.413168855535,237.4658,220.7803,211.830225,268.48955,178.4038,278.6931,5.60772937811025,3.94218074135146,0.971528201003683,0.929735145018778,-0.0416722206849174,-0.105108302740018,"KIRC"
"ZNF562",0.566221889239898,0.44142987631777,0.818528321299276,396.927887866109,359.3619875,381.53040971223,9.62113767085973,45.2605370965037,8.1221332968744,288.16405,243.858725,279.148075,495.2012,421.863925,474.35815,408.661751388889,387.760639587242,402.37495,370.3485,359.031575,464.5905,281.746,483.54,10.6118733959905,6.19486929874143,0.948854739327545,0.920406451743579,-0.0757408536813559,-0.119656998476768,"KIRC"
"ZNF561",0.124726093908249,0.647101498246205,0.222562589888683,736.72380041841,628.58805,719.909902517986,15.150512554671,52.006685822876,11.7463891611594,593.8715,497.37,581.666,849.08135,766.957325,838.197975,745.675515277778,724.962098311445,723.3327,708.3111,648.2689,814.2767,584.6209,842.5312,15.1522904575605,9.29093797728657,0.972221943000747,0.979232792876639,-0.0406423988383121,-0.0302762225917587,"KIRC"
"ZNF584",0.371981097721742,0.545159463278377,0.202527802222784,177.61630125523,159.98928125,182.327434532374,3.86918318602841,8.60447124678123,2.54754366999055,145.196,130.346325,154.218,196.173,177.902525,207.607125,185.986975,179.604732457786,188.31245,173.7125,168.473325,203.56475,151.3648,202.8801,3.41532834731245,2.20348532458614,0.965684465042706,0.922469544631807,-0.0503762257860713,-0.116426813561436,"KIRC"
"ZNF274",0.0556226797658921,0.295559569448381,0.0133951213857458,553.746047698745,406.67416875,586.230352158273,15.8588056657791,33.3230422289089,15.167368309871,367.911,318.715825,393.209625,671.62,490.5462,732.220825,480.739230555556,565.909080675422,459.418,516.5657,400.42075,516.93195,373.8892,697.4,16.9236370097821,10.7562539059076,1.17716434338309,1.12439151274003,0.235315748441341,0.169144468957113,"KIRC"
"ZIK1",0.42538733028356,0.53062914270535,0.649908190984435,91.1912368200837,73.19205625,85.9005294964029,4.04175508726523,14.4775936797204,2.95692043418191,47.34885,39.353775,47.850025,123.24955,95.8063,117.6675,108.587983333333,87.9752814258912,109.43395,77.7236,90.783575,122.71975,47.1785,118.8245,3.1067333673752,2.41691927426682,0.810175110774761,0.710232976146799,-0.303694329923952,-0.493635748582274,"KIRC"
"ZNF540",0.0548877420297252,0.999452310985035,0.0549649397971163,90.0972761506276,57.975875,89.9477291366907,3.71079325155994,8.84182729496803,3.08095970473555,54.5983,34.271775,53.06405,106.47295,81.6195,112.21715,124.202502777778,89.1932127579737,124.73845,77.2277,108.0626,137.5225,53.0593,110.6124,3.58562594511453,2.33805319137449,0.718127338525195,0.619117040495533,-0.477688409098033,-0.691715926512328,"KIRC"
"ZNF570",0.139441804938982,0.880541896900591,0.0962283730385136,71.1926573221757,57.0179125,72.4167816546763,1.87708871199255,5.69951003799797,1.742395317757,51.9305,43.430175,50.9716,90.39115,73.327725,93.52875,86.8193152777778,71.3750176360225,89.1795,70.3848,71.8913,100.8469,51.1495,91.3575,2.35864724563662,1.25436967360207,0.822109888884273,0.789248650194271,-0.282596847510333,-0.341448206703801,"KIRC"
"ZNF57",0.580506720162113,0.984879107553835,0.541787511472397,77.3016213389121,60.5144875,78.2599964028777,4.63076603264027,3.76873960012799,3.67561787379905,55.6607,49.937375,56.3227,80.4343,74.003325,84.63835,119.3873875,77.284212945591,115.30735,67.1996,103.4959,131.681425,55.8592,81.9296,3.58015756070478,2.82843021025572,0.647339845221012,0.582786786791995,-0.627404787161567,-0.77895992655453,"KIRC"
"ZNF556",0.90870869241434,0.831961981059478,0.973588511359239,4.50513682008368,3.5126875,4.03505143884892,0.619455620833771,1.17365955795945,0.545353512027974,0.60845,0.483125,0.503375,4.2153,5.624775,4.515375,11.4583513888889,4.2351722326454,7.8078,1.5314,4.89105,13.541625,0.5563,4.431,1.18380177361812,0.398741560913809,0.369614448789922,0.196137196137196,-1.43590693989171,-2.35006493572669,"KIRC"
"ZNF554",0.132996416852923,0.890346306535603,0.0929069267099016,117.753517154812,95.13500625,119.597582014388,2.95006057190879,7.11114011608118,2.77170543189414,87.8925,72.24145,94.03145,138.2391,123.912875,137.93145,130.266298611111,118.125752532833,132.44755,113.2866,113.342125,143.786275,89.3326,137.2174,2.96185680200857,1.97483608900903,0.906802095340701,0.855331789829257,-0.141140370180359,-0.225443933732009,"KIRC"
"ZNF738",0.190160678486307,0.981165313810951,0.211011219378801,133.346231799163,161.54935,134.372622661871,3.57452069764086,25.3489252169988,3.9464710916061,95.06925,106.5316,96.090175,156.5348,187.4056,155.052275,144.359954166667,134.592529643527,133.2792,122.6623,110.0103,160.6387,95.9128,156.1077,6.1357315867524,2.71601533467978,0.932339792018341,0.920340908408814,-0.101072252755579,-0.119759738316157,"KIRC"
"ZNF596",0.0698479345544223,0.84563115635764,0.105169371338625,112.543222594142,81.70471875,109.91724676259,3.65385727383795,7.83679470576789,3.15961926678904,72.68725,57.887775,72.5847,141.4716,96.615175,136.67305,97.0734388888889,110.096967917448,94.7433,100.7114,83.237,107.64005,71.0834,138.3607,2.50228373037799,2.34457000033299,1.13416161184386,1.06299231713483,0.181626231102999,0.0881311697085838,"KIRC"
