"gene","Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","Current smoker-Current reformed smoker for < or = 15 years","Current smoker-Current reformed smoker for > 15 years","Current smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current reformed smoker for < or = 15 years","Lifelong Non-smoker-Current reformed smoker for > 15 years","Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current smoker","mean-Current reformed smoker for < or = 15 years","mean-Current reformed smoker for > 15 years","mean-Current Reformed Smoker, Duration Not Specified","mean-Current smoker","mean-Lifelong Non-smoker","SEM-Current reformed smoker for < or = 15 years","SEM-Current reformed smoker for > 15 years","SEM-Current Reformed Smoker, Duration Not Specified","SEM-Current smoker","SEM-Lifelong Non-smoker","Q1-Current reformed smoker for < or = 15 years","Q1-Current reformed smoker for > 15 years","Q1-Current Reformed Smoker, Duration Not Specified","Q1-Current smoker","Q1-Lifelong Non-smoker","Q3-Current reformed smoker for < or = 15 years","Q3-Current reformed smoker for > 15 years","Q3-Current Reformed Smoker, Duration Not Specified","Q3-Current smoker","Q3-Lifelong Non-smoker"
"ZNF555",0.936597740462203,0.786888398218031,0.93516734538984,0.472827897155964,0.85249887666543,0.997580907027717,0.938260657257274,0.999999999851765,0.934650991640986,0.851379809791508,64.4105833333333,61.0703216494845,54.27193,57.1162481481482,61.08930625,3.47487725626833,3.31454416424288,5.6244003540338,2.56571203458252,2.10936668453764,47.90725,44.1285,42.8396,41.8335,45.825725,80.027975,69.5742,70.308975,67.451,73.8283
"ZNF75D",0.951842601180188,0.991851578276285,0.926331277198561,0.99960940324807,0.98137685543448,0.980964305414905,0.998205836715195,0.989381976531977,0.974003655220895,0.999979450732844,279.934326666667,264.278122680412,300.06294,275.32264691358,273.373740625,12.6270307415905,15.6255643937406,66.2465853377938,13.6117990369463,12.8679762102137,206.941975,186.9362,204.35305,194.8304,190.55135,332.255175,304.7537,299.701175,333.5181,329.6715
"ZNF197",0.18900359641045,0.389584206505771,0.945178191465245,0.209422698483108,0.999999807483045,0.950258213685762,0.996733453493061,0.227596843340101,0.4657647264335,0.257310144857925,383.06547,341.2375,312.28303,340.704864197531,376.322589583333,16.6833781311674,12.3528025623191,26.5343503774596,13.2198742638169,10.5534875681721,298.18105,260.6575,279.827375,258.048,307.837175,448.958425,390.146,317.55715,409.5316,434.9086
"ZNF732",0.636054098608331,0.999967363560882,0.930820453318547,0.996384167013976,0.803149188747969,0.998348515257152,0.855221265597605,0.992210764193853,0.973793280849858,0.959830369266898,7.92104,11.0840742268041,7.40173,8.77292345679012,10.20528125,1.06391999724768,1.38087398564521,2.40107505649032,1.32281391587235,1.86367037342658,1.6014,1.5083,2.7058,0.986,1.90365,11.8953,17.313,12.266525,9.9128,11.999275
"ZNF546",0.279573765377637,0.554820421056518,0.978195286877852,0.19356647456891,0.998256942357826,0.992280433750701,0.953746550094425,0.601133473521975,0.749908572681704,0.45157815906278,49.67653,38.8569216494845,32.45683,37.3579481481481,45.773340625,5.02302253631847,3.70615619565935,7.32964305406553,2.54039888122247,3.51340490097081,24.90505,20.8225,16.077175,21.4502,25.428725,57.204875,47.1795,36.561325,47.3612,54.794775
"ZNF286A",0.999991625592507,0.999448175494617,0.999702228112339,0.992587914046619,0.994253070566094,0.999999999524841,0.979772947815621,0.980784898587728,0.999998427044344,0.999939414864276,287.542335,285.363827835052,274.56779,274.953367901235,271.667428125,27.8909020929456,18.2162492429467,45.2095546487821,17.1723684239148,14.3800830993495,177.783175,170.6717,162.951,180.2757,172.978925,324.76495,301.7942,347.42905,303.8041,322.375575
"ZKSCAN4",0.987908977149825,0.999954466825098,0.996132487461472,0.793582051021217,0.948546585794827,0.957980968989329,0.861407823895742,0.98011001992152,0.973322610877865,0.999685632729899,116.1334,112.549945360825,117.9306,107.671709876543,108.962038541667,6.67195991459188,4.77079098259021,18.0926272085559,4.60875288265207,3.70407899208893,82.491725,85.8189,77.640575,77.5848,82.70685,133.523625,129.1565,158.62795,130.8574,130.349575
"ZNF643",0.999708419884385,0.993314766112327,0.997092781866791,0.44695313521447,0.218234227757121,0.700646578677362,0.755977309925918,0.511681565231602,0.843822764096067,0.975362053201184,57.2019016666667,58.7132824742268,64.1954,43.3278691358025,47.697296875,6.51873233962257,7.14995954049739,18.4867155026942,2.801769070079,3.09982422068117,26.3889,25.9174,30.493825,23.65,28.480775,66.265625,63.4521,83.975825,55.6676,55.189125
"ZNF642",0.999999971752111,0.999998047209408,0.999998946422843,0.283543447028994,0.164614577923506,0.82894632360324,0.990924336682181,0.982526694000549,0.998604502343714,0.420927865606614,147.726808333333,148.034284536082,149.57117,114.268716049383,140.209933333333,13.2968168477346,14.077356662184,26.5463239773505,5.90936560259353,8.20079387205438,90.153775,93.7859,106.9755,82.3546,94.7814,158.0757,150.3945,161.0885,136.0326,156.14965
"ZNF490",0.966341762603773,0.997219884679997,0.999999920142406,0.924822528235569,0.999517284450363,0.999993630157182,0.9940453152723,0.998756639443486,0.999905315192197,0.989407032277509,208.807575,200.0877,199.42886,197.44072345679,203.305907291667,12.350873950731,7.3193952400029,37.6552106505806,9.85764887738186,7.07894722474991,149.61885,149.0925,132.166675,142.9422,151.79755,246.4119,236.8865,202.3655,244.888,242.25325
"ZNF626",0.973717311278847,0.989004311168271,0.99968038748582,0.999999916827482,0.969090617951645,0.989288408512054,0.949665156099256,0.545346252367955,0.912563967835133,0.923453030957354,445.936438333333,384.530081443299,344.8567,443.36355308642,519.659927083333,85.8055447485816,60.7071323742572,142.68216926755,66.6161776596385,63.7370188161822,28.48105,34.0875,58.591525,27.2843,48.66565,643.52255,469.7718,439.326775,572.6416,836.2642
"ZNF793",0.989725902172828,0.999993006155021,0.997975448864381,0.877732443013367,0.981040209912264,0.980926759842651,0.997098150581258,0.885563857018369,0.999983673113867,0.600986666317077,164.981703333333,153.78666185567,168.64749,141.709193827161,173.057182291667,18.7046011649497,14.2689279152955,58.8147260529584,14.225123488,15.8192989956672,57.5824,72.5295,76.224575,72.7155,75.807825,239.148675,172.4928,167.669825,172.2939,213.27945
"ZNF383",0.0556266777036495,0.999831936661862,0.770482997860887,0.109491203684452,0.999658861449376,0.823264916375916,0.696369958496161,0.494255534657478,0.989978205340397,0.6690395960331,106.231393333333,88.1841453608247,103.93557,89.3933790123457,97.5870135416667,7.15008481440149,3.55492663411695,9.22167543750471,3.92230347214621,4.11395570708946,70.604225,64.166,78.4768,62.3234,66.8991,124.694275,109.0185,125.5769,108.6904,119.012425
"ZNF669",0.97101450500734,0.888897824746679,0.968820681227908,0.678758707408675,0.926793474260658,0.998878916341447,0.696067701733857,0.940560690433666,0.998086234535738,0.999990321762445,91.39357,87.1925,78.525,82.1888827160494,82.6877666666667,6.27169732177655,4.48832896791569,12.6653023597719,4.36898707537062,3.35989928881239,56.537225,55.1181,57.587,55.0583,65.433025,109.12885,103.5324,91.021475,103.7182,97.067475
"ZNF559",0.988529816594983,0.954759059665417,0.988565313500208,0.999358348133964,0.998845739657692,0.974566941052726,0.999416967693788,0.926173281748758,0.918244266378657,0.986496252253041,300.966371666667,287.244151546392,259.51823,294.192091358025,307.354758333333,21.8340497635564,21.1720542763386,27.8810764019335,15.5349918929401,16.4999648955909,210.162625,179.3057,201.057425,188.6186,180.41,348.531275,331.1598,302.9141,366.4498,409.068025
"ZNF177",0.720578665942713,0.997915107334357,0.998287243058746,0.367410112595316,0.959459792215125,0.974594978909358,0.999572158103769,0.455348599372165,0.993155876569873,0.155354319644016,77.4496066666667,62.9324463917526,69.90712,55.6462679012346,79.8800416666667,8.3244235633004,6.56123621699283,16.3952620988694,5.02162495626364,9.68331013358308,29.57305,25.9146,42.221675,23.592,29.792925,111.65245,74.6593,83.058325,71.6103,89.9809
"ZNF548",0.689573639377433,0.967571367694301,0.686940591807851,0.642086914548032,0.999918457730055,0.655489868409333,0.401198015135092,0.985220411937022,0.542213021998355,0.996416715940547,246.711376666667,225.455408247423,268.57845,223.394637037037,218.006963541667,15.4748426201417,10.1446794707445,31.3996317898236,11.7288090753022,7.82380287707262,177.15485,155.277,193.07905,150.9972,158.44665,294.6259,265.202,322.3599,267.451,260.50405
"ZNF563",0.809473269295577,0.979705603481008,0.999999282132692,0.999321363988137,0.589148332575456,0.956959230415785,0.17197909350615,0.692505857004497,0.985278780271022,0.0566968696870863,53.4533316666667,59.0224041237113,59.45607,52.2123197530864,64.8138572916667,3.95941326706704,3.66937748265458,9.82559610082032,2.75894700715199,3.08185623241581,36.3993,35.0955,33.86135,35.4982,41.59285,64.586675,70.599,79.88185,68.3041,81.9048
"ZNF567",0.540373137903668,0.988146379262511,0.999080786131447,0.224924997969611,0.957526896486386,0.980166108246521,0.721575840307193,0.997674579174205,0.999961174771245,0.85518204723483,157.839365,138.352504123711,144.87104,130.269137037037,141.932313541667,13.5203975777289,7.63975264398316,12.4936382292145,7.77072146664539,6.85998892236085,95.94655,93.8843,137.861575,90.2365,90.380025,193.361375,163.3226,156.19765,158.2509,167.895775
"ZNF573",0.996102031619782,0.999283115606933,0.993051764436087,0.656968369250513,0.301259417493378,0.991816676229812,0.804201467956772,0.446726552195712,0.998186854953023,0.997581459884207,17.0296166666667,17.8139855670103,15.97114,14.0300419753086,14.6673166666667,1.84786239785076,1.64255216424498,4.2573154555737,1.01999179860365,1.13208235018973,8.276625,8.4465,9.108025,9.0461,7.077725,20.581,22.4926,15.2227,17.1906,17.577575
"ZNF527",0.916016860789101,0.99995621918204,0.998298876542952,0.134935950056471,0.419918028934581,0.822356265791407,0.943657497462569,0.999973079176655,0.999113186445865,0.363350531989739,107.821341666667,100.475126804124,105.69139,86.7446802469136,101.269821875,8.41747253104584,5.55581255190529,17.1439211469608,4.67714838711383,5.14598614200299,71.818375,68.5772,80.212325,57.133,66.1713,123.022325,119.5036,103.655225,100.6756,120.8129
"ZNF33A",0.960490763122589,0.986921379109023,0.999754800515637,0.99912790287255,0.990800468386531,0.995259627536586,0.999984409840948,0.903831874224827,0.980201911147444,0.995460394815547,952.087981666667,901.191881443299,873.7093,932.664708641975,958.906145833333,66.4914730665497,46.2253819345617,77.331902461626,49.1617966653245,44.998217863582,597.103825,566.7416,726.24725,638.117,643.060375,1158.103275,1205.7511,1028.4014,1209.0768,1242.5328
"ZKSCAN3",0.990656445931069,0.999415252710185,0.990682118513783,0.999455667343084,0.999111177554995,0.996990164607675,0.999801265083777,0.99745683620826,0.997773530653627,0.999996431125935,67.5152933333333,70.489312371134,64.47969,69.0018925925926,68.6292,4.70106786405987,4.88988135452246,10.4111908417225,4.1350457713254,3.3246777152666,43.09985,43.1325,41.519075,42.5874,46.29235,94.384925,80.4533,87.181125,86.2781,84.4008
"ZNF676",0.0986868151815817,0.963031628277278,0.98346524716599,0.497254178725404,0.901046280202482,0.99992956829832,0.527195023207084,0.833636673343601,0.999989080382276,0.999964625200387,3.36455333333333,22.5339484536082,14.12869,16.2284283950617,15.433253125,0.891667220763754,5.72263653936651,9.62696600595836,5.26876611286795,5.31489564182796,0,0,0.70975,0,0,2.303075,12.5071,6.41845,3.807,2.470175
"ZNF699",0.288676880452028,0.197582866143876,0.720213057665943,0.41542093178102,0.999780575289368,0.678429988642145,0.277398963977975,0.999999810759006,0.728413055635098,0.999603935901978,21.41559,16.8510113402062,10.94693,17.2285987654321,16.7893416666667,2.17714596942658,1.39584366042434,1.63278200688613,1.5096964285147,1.41720973466448,8.2111,6.807,8.65085,7.7726,6.509375,29.969,22.9305,12.22215,22.5069,23.50775
"ZNF250",0.998527848443295,0.980046908991471,0.992263822856932,0.999999969215571,0.997307218643212,0.977235681504174,0.992924965024901,0.99983829849229,0.996082433477771,0.988303901237724,216.730593333333,212.294902061856,198.53728,217.038692592593,210.071048958333,11.3937691126009,9.87798581424242,17.6905770499363,12.6681631312874,7.98408647681052,163.6068,136.0214,167.10195,137.7568,155.75025,253.20475,265.7839,211.1804,263.0138,246.706475
"ZNF79",0.997896625809326,0.737960571452497,0.805053621887007,0.982479510416012,0.87317833836764,0.547974805861692,0.920818076781096,0.976162041302505,0.916113431518936,0.548801040297119,101.748603333333,99.5457268041237,83.87955,105.720425925926,95.8975625,5.66206688714639,4.49766859381939,6.12871708973873,5.52726906249509,3.58248644693916,75.0719,65.2438,67.811075,65.5768,67.6002,122.76545,127.2409,90.10175,131.3354,116.854075
"ZNF681",0.92145839089037,0.981062747725182,0.999843337066535,0.999976387808939,0.933272259424106,0.985741082222145,0.972804434466093,0.999214693025616,0.998862503994695,0.981168590644265,182.859831666667,205.385793814433,214.30868,185.705635802469,199.575895833333,20.6172100408587,17.6729756152626,83.1937169736631,18.1940572357155,15.1498253079151,55.232725,89.5184,80.21595,59.7306,89.969975,265.294925,267.7416,170.230075,289.5809,274.724275
"ZNF766",0.981917060702402,0.999785483684172,0.991306510565709,0.99849696000065,0.998754987998636,0.997569528108772,0.964381294328476,0.99993745757516,0.986514949027927,0.994757977783709,475.825321666667,457.38055257732,488.09049,465.813380246914,453.588228125,22.2413116528109,24.1634231111303,36.1969969524589,23.7400020327749,18.6905668306462,355.27105,337.984,435.444275,360.0158,347.1292,589.9218,541.0433,569.8434,536.8503,503.2357
"ZNF471",0.950287258836315,0.999932180289799,0.999440896003805,0.999970576792885,0.891636393640773,0.999717884760609,0.858988453289172,0.286798074839143,0.970757129772189,0.872249168113112,77.1199633333333,65.3379649484536,72.68068,78.9153617283951,93.237165625,12.4933315898534,7.94582246072572,14.8689925350098,12.4536401103882,11.1832177547693,11.615525,12.3393,36.7411,11.0372,15.014025,83.4011,95.4135,87.513125,96.1909,125.97015
"ZNF836",0.986979844722552,0.996468774937885,0.999954139699611,0.97050587178949,0.999848585749187,0.999998989383576,0.83632100220549,0.972672191902721,0.999894180332003,0.993100019384271,126.33891,121.560986597938,119.27214,120.160839506173,116.447321875,9.15832329989283,5.76234480722763,14.585766483415,6.11117318159278,5.3788838321709,70.019825,73.0362,83.530525,79.0774,78.8435,165.3603,155.9735,144.6449,154.3307,143.92305
"ZNF493",0.990609740539583,0.867671715432956,0.938747620449784,0.889626552951658,0.983610329583759,0.984924184324515,0.976083893785082,0.74861421402572,0.695884471286985,0.445301576764347,171.131486666667,160.164975257732,123.14516,148.515058024691,185.236219791667,19.7449823117146,13.6415003591718,29.191937601621,15.8071596462344,15.7898038684416,53.24645,73.271,60.185625,56.3434,69.37045,242.576375,213.8808,125.44385,194.9527,245.264425
"ZNF167",0.964193154766852,0.999969184783145,0.999509715235837,0.722894325325328,0.958609958228493,0.984848103793812,0.992506677379296,0.999020047037321,0.999972821913262,0.88333231957944,64.6710583333333,58.217818556701,62.48359,52.0599296296296,60.4214760416667,7.86319088303046,7.59452595222854,6.90811635415505,5.70709584215515,4.92376225418471,25.09795,16.8468,42.235725,18.4266,23.572675,81.6333,68.175,82.80205,67.2696,80.768925
"ZNF565",0.169765121425312,0.299067944394446,0.0178721242460985,0.0377020485824299,0.935753374287827,0.00625781050039553,0.560641385423427,0.921380339179984,0.0507065090381955,0.516776356932531,81.7513783333333,68.426287628866,105.79642,64.1524074074074,72.7629083333333,5.06395725847611,2.71285020740559,36.3904239572776,2.87870551725215,3.54990600624969,53.457025,46.6861,58.7248,45.7413,51.1773,100.59855,90.4838,110.0148,78.4314,89.971175
"ZNF34",0.99975145153805,0.89525140341695,0.84609875721601,0.999999709272591,0.999848573685899,0.881769575231681,0.918499710608683,0.770513998043931,0.985932914253908,0.875985766966953,114.615523333333,112.826083505155,133.0555,114.273628395062,122.854332291667,5.48772583898372,6.45682371768787,13.0318374455536,6.99103493454588,6.47313896424786,89.409625,68.8448,109.675975,67.618,83.52605,133.4608,136.0024,146.343325,133.0685,146.9245
"ZNF140",0.889721283787384,0.999999643007547,0.988208685081306,0.939953007976093,0.999926107516005,0.993125953264439,0.875709258268309,0.206816524833067,0.992490956545587,0.316511456982929,449.596371666667,418.583351546392,452.08123,422.74492345679,481.843789583333,26.1299265054978,17.4882835316687,46.3056531386709,19.0487117151288,26.7408366457207,323.096625,299.0654,332.907,298.2933,339.160575,515.773,499.0234,524.266,520.5833,553.033925
"ZNF658",0.99134161878385,0.976092826572851,0.920116691386338,0.685171231881406,0.860176458103578,0.709883757191363,0.249687868673072,0.366587022705478,0.486058973023563,0.945638078297271,40.8423733333333,43.2314597938144,34.3281,48.0202160493827,51.6365791666667,2.85794449198751,3.01191334892237,6.83971236846502,3.90931664079955,3.83530708157624,24.703425,23.2369,20.16735,27.9549,27.392975,53.880825,52.5677,43.24825,57.1003,62.329275
"ZNF765",0.75051991069843,0.57938978027648,0.217640831613779,0.399481222805419,0.960813954719791,0.118584096610013,0.251825847228365,0.874964519710598,0.0877697115986684,0.999341131669776,265.196841666667,239.869615463918,329.86107,226.746672839506,222.227867708333,16.0995740897483,13.7162217151599,62.3248734112438,13.5723577651025,12.2610679626781,168.303475,148.9098,175.670725,157.5774,143.57265,321.54435,287.2727,470.891775,250.5089,269.53905
"ZNF124",0.826321536469487,0.994912274281398,0.999953274420226,0.975311908381751,0.989058804186317,0.999979753498021,0.519892317466822,0.977891169329068,0.995940904340507,0.8396188113862,90.1919183333333,79.4853226804124,81.93126,83.9328,74.351275,8.58737699899658,5.96729662820469,23.283592077208,8.26783890932133,4.62743834364272,39.386025,36.9246,32.4449,38.2732,40.395175,110.5324,111.7757,93.936275,98.5695,92.360525
"ZNF569",0.999778574982104,0.999859095509079,0.999992802689908,0.353206770675183,0.326256942780063,0.938212902808126,0.856074859644338,0.881530642253086,0.997376963153868,0.861229604117913,95.60301,93.5254896907217,91.74709,73.2511135802469,83.876978125,10.2011966545901,9.09011746945808,23.935741319887,6.38294273041458,5.47958217096244,46.393575,52.6083,41.65485,36.1786,48.2529,118.14705,96.6458,96.58305,90.694,112.34245
"ZNF777",0.94510295078622,0.999925180792178,0.999369412108803,0.828186707433396,0.262511111277577,0.961759574211605,0.929352921499139,0.999995600714043,0.999000093477101,0.235436015902714,575.496035,595.401436082474,582.96905,546.289483950617,596.94995,18.9106165727339,16.2386211216055,39.2087209428329,15.4277901826238,19.633009573323,488.957125,510.6274,497.5769,432.8255,471.33515,683.086675,671.311,692.135775,623.6441,652.362475
"ZNF605",0.971896674600252,0.984307352537729,0.914358186585719,0.98048429914671,0.999999350284695,0.922934797094926,0.999974318558638,0.976663689966683,0.975754764434072,0.985204225498452,404.231298333333,386.282106185567,436.11574,387.373103703704,401.23713125,24.0222127080899,15.5052615135772,64.9505273425709,19.1014935976671,19.6425912170664,260.2767,269.8632,282.67255,253.3272,271.638125,511.54655,475.3008,523.936425,470.7293,460.12165
"ZNF799",0.914855136256702,0.998297978618482,0.950514716975327,0.645818362935551,0.970784596598497,0.855221271629346,0.63964029136528,0.0825551143067582,0.99559872022246,0.0202818007537958,179.600291666667,162.481494845361,192.05171,150.912801234568,207.512664583333,16.1061712704647,10.8835586638092,40.2097681223148,10.2434975095733,15.7383913760238,87.083325,85.8543,102.70515,78.509,98.860875,222.8915,207.7546,259.815175,189.9378,278.198975
"ZNF782",0.746141532216993,0.974282415198584,0.739815150243648,0.994557022689799,0.909111699871191,0.924406587195514,0.934378561426227,0.98912916944384,0.850109799344086,0.994277027770614,32.552265,37.2397041237113,27.67611,34.1628580246914,35.6081770833333,2.35068219218953,3.237310741304,3.66594819256143,2.19157983087787,2.07839011223783,18.85555,19.5859,21.0319,21.4216,21.166875,42.095775,40.9272,29.568275,41.3223,44.7583
"ZNF846",0.978126445030086,0.99230377421702,0.999834443727627,0.91540586567384,0.997501509216453,0.999999984893714,0.981528210700142,0.696125676725162,0.950737990226032,0.524121464224732,130.410518333333,121.486005154639,116.35032,116.855269135802,138.9539875,13.8821021109678,9.64712644858977,25.5942561869251,9.38639185051917,9.42095699050434,61.188925,57.7558,72.7195,65.364,68.15775,147.752925,149.1003,112.8729,143.4851,184.5034
"ZNF136",0.921802914921345,0.948916583322607,0.997004082368104,0.570817549015192,0.936119394516663,0.999999997421112,0.989116645176177,0.994805341117049,0.985875833277305,0.776130768710282,165.872938333333,156.184101030928,148.06117,147.814906172839,160.242794791667,9.66497969814963,7.69902375715114,14.2712557952383,8.46982798490778,6.23370307286351,115.58255,101.7277,123.695475,98.5804,112.21915,216.470875,196.8793,170.382725,176.65,201.239825
"ZKSCAN5",0.775246720849489,0.645147609912321,0.918009393209553,0.192128842585012,0.753387260453779,0.998347000593579,0.568947248524892,0.995398829879658,0.962059503406165,0.921907925096069,356.384591666667,334.852930927835,303.27512,314.463041975309,328.602163541667,15.3354472989853,13.592137655399,23.9517709010967,11.5412573727102,9.80837478500092,274.72385,258.8929,256.5296,242.6778,261.310325,415.880775,371.7949,370.31575,376.556,369.90595
"ZNF33B",0.907414976034846,0.992708277189155,0.999999991416849,0.99991985364451,0.80355757445383,0.986319164013256,0.905101275713396,0.2699267791157,0.904549905241247,0.929868315670657,643.715525,593.332620618557,591.70278,651.950167901235,694.575234375,47.0300952360424,33.5902698616106,86.1163067001377,33.6945792230437,41.4940364371055,419.532725,342.9466,434.916525,467.2897,417.95455,760.13755,701.3263,753.1153,798.6453,824.867175
"ZNF431",0.999660280063705,0.999696763589088,0.998345803547471,0.999999999617986,0.99945296085266,0.999694233203736,0.999850165352853,0.999999318242318,0.998711000782224,0.999751547899326,182.300386666667,186.103655670103,174.61446,182.172534567901,185.401154166667,13.8910689200583,13.169128478253,34.9560487698646,14.4745183206321,9.93082379379945,99.024075,106.6193,97.79615,94.7235,123.227325,253.141725,220.7152,269.3105,222.7414,228.05285
"ZNF418",0.338370668348715,0.767422062295527,0.99859267580084,0.275667711773505,0.999558249374444,0.999733449600007,0.624161339894068,0.985281904984991,0.986520861567283,0.954843384646137,88.1699566666667,63.7779381443299,56.29362,61.2497580246914,69.7429145833333,14.7146180525399,6.92490028827618,17.5684447913221,7.51085902925855,7.71863435611544,11.176975,9.0547,22.9287,8.9339,10.7763,132.766825,91.8553,73.856825,95.0349,100.359275
"ZNF700",0.69156127045359,0.969979793431489,0.696560876017738,0.778382942686539,0.999961342965315,0.734699556881405,0.985059509866693,0.231147698279319,0.995097321818193,0.335183316632407,400.42894,344.496806185567,456.89706,349.004328395062,422.95393125,36.0617643545913,19.1222952236041,102.113512061432,22.6602303843563,34.725230248398,227.357275,208.3964,236.78715,220.0393,242.926625,496.006225,406.7207,497.775425,392.0417,494.2176
"ZFP28",0.99671624753092,0.916060296312731,0.834864322250868,0.999537423305566,0.970988149924176,0.943518659027395,0.617233513351681,0.258293943367556,0.999822559703286,0.688587395103614,104.59708,98.610987628866,134.54569,108.365640740741,128.77169375,12.2948438293854,9.53097827060569,27.412587445156,13.5917056481312,10.4626045936982,21.3507,22.4455,60.79425,21.0317,40.057525,156.21695,159.278,194.38235,162.5865,183.683625
"ZNF585A",0.42615948874546,0.717818731462214,0.991890051487545,0.19407612918362,0.977495429880489,0.999771852622425,0.238536493424498,0.994465255880427,0.99883020446721,0.999656552203013,148.977458333333,130.9269,121.46558,125.300919753086,127.214817708333,11.8561088863382,6.60937160993633,9.1082161783109,6.52555695426239,4.73596253519305,91.5201,99.3582,102.757,90.0196,93.05955,173.945925,150.1486,132.4911,151.305,151.33345
"ZNF138",0.427032524183855,0.982501611695804,0.623081762835327,0.981553205096844,0.72540062296254,0.919180657859309,0.953915304640915,0.784026945604105,0.892083882610334,0.999881195699706,209.381175,247.795563917526,183.97282,222.23265308642,225.352948958333,14.3162477776454,14.2290401263409,27.1873326529217,19.4462520997174,11.4162706634494,120.12055,159.276,128.264525,136.9295,139.3183,274.493375,305.0589,205.261575,268.5033,276.742225
"ZNF429",0.999972127532748,0.889636927448506,0.856726757284094,0.999952546359802,0.999120866508218,0.905960367553669,0.999999917286441,0.999983687729323,0.874304296863682,0.999842578015599,96.7136866666667,97.983381443299,73.67908,95.208987654321,97.0102552083333,9.55738358177535,6.87310521955069,20.6002140637573,9.76532152309192,6.68638960030113,36.083225,48.6842,41.321075,34.6297,47.3991,136.60255,119.0279,71.141,126.3137,128.730225
"ZNF470",0.391876043725132,0.790292505590507,0.998522865639856,0.459981109604507,0.999998027645544,0.998032392605932,0.561853118342315,0.998131498821038,0.993581120115467,0.999309650590595,133.171611666667,107.722345360825,99.40045,108.436587654321,111.552571875,14.1168375914507,8.79794746254627,17.3408513849763,10.5659698762953,6.75593762526107,62.486525,51.7906,73.239925,34.7271,64.371725,167.095525,139.605,121.09845,132.8076,147.77325
"ZNF100",0.913491286214196,0.977218365464224,0.999765340638564,0.978247382072335,0.998702485008048,0.998168537395037,0.999966128449089,0.915583402395947,0.982287390659522,0.984027013178279,213.463088333333,195.409334020619,187.71619,200.78360617284,211.119026041667,16.407332795262,11.5228309853296,45.0583547822141,16.0354966705824,13.1906445518459,111.0707,103.2396,108.851675,109.497,132.1625,285.200275,283.9335,200.805325,254.6966,266.775025
"ZNF398",0.934548927346632,0.818189773275223,0.952030611934538,0.217773122548388,0.54300926399489,0.999999910491661,0.946100394824036,0.999998881322606,0.947157318812251,0.516229977927958,607.308566666667,575.33214742268,516.18055,518.258883950617,577.010897916667,37.920086210538,26.9328070331902,82.2991610646376,22.2752321193752,23.7046437429522,378.99035,434.4466,375.668875,376.1648,407.589975,772.6661,674.5152,493.25695,592.2536,666.245925
"ZNF498",0.997991467345457,0.99341026821663,0.998654755004826,0.700007870775972,0.797412522665202,0.999434716800687,0.999947949316743,0.987863568544284,0.987913191448655,0.507238583934068,348.077375,341.347911340206,329.06294,319.113666666667,350.757177083333,14.3334155594012,14.9070021918139,34.5167880286107,13.3549763247418,14.3080450679609,265.335375,256.6349,257.729825,237.8401,258.4681,414.79185,415.627,394.288175,368.5545,400.78375
"ZNF441",0.3722536437372,0.813843666523108,0.999440409690471,0.243182406881368,0.996638321214552,0.999996400704041,0.999348428685026,0.13936496437936,0.73307474367696,0.0779469521969186,129.445625,108.552458762887,103.31154,104.801260493827,132.144485416667,8.50330963835416,7.33225401715979,18.317929380171,6.45714419227082,8.28823675226752,78.5312,61.5578,69.4947,68.82,67.6792,163.081025,142.1786,101.850475,124.7906,160.97645
"ZNF420",0.683475658005807,0.912386296213227,0.999359432503681,0.146803374420202,0.76721720450496,0.998302717302197,0.302414490493848,0.953966339455351,0.999992281371518,0.988139413529212,118.513508333333,102.370802061856,96.60894,89.1601283950617,94.70974375,13.6511707580149,8.76756827356733,11.1465329199432,6.17465185453684,5.40552375938177,53.515775,63.162,71.202175,54.1586,50.643,146.901025,126.9042,108.803925,113.7627,128.601425
"ZNF763",0.611658351494702,0.999999911068928,0.960842032464843,0.978689073766644,0.894838809728326,0.99888711434889,0.598715972014801,0.010077307603745,0.946553944188328,0.172810919790099,71.135985,58.2646432989691,70.66661,65.7544234567901,84.21349375,8.98797914992554,4.00443024129941,16.6668078362118,4.85949352480971,6.71572887539623,28.2195,24.0646,47.424675,28.2499,39.7972,98.6034,83.912,69.0583,89.0076,110.701175
"ZNF679",0.523390346681849,0.999992516156166,0.957674091819015,0.903216867095336,0.955302609600227,0.995939852773067,0.999999965790071,0.399631046817931,0.999995104400739,0.866387780479276,0.0910866666666667,0.981578350515464,0.18094,0.613134567901235,0.102336458333333,0.0411878771360642,0.588567493611879,0.145693687959057,0.354721932072275,0.0655742434981176,0,0,0,0,0,0,0,0,0,0
"ZNF682",0.999998532829598,0.999536865539918,0.999208876165205,0.999999771068587,0.999984560439446,0.999631859460806,0.557419108732542,0.455644706599071,0.86993277043281,0.44672383543816,150.473618333333,152.202886597938,135.23815,149.346698765432,202.360541666667,20.5880223785291,14.7254114350703,30.1308019863957,21.060072496901,30.2156878840256,42.18025,56.7639,60.7192,53.6123,59.3159,199.892775,223.4224,164.83845,183.7539,251.9142
