"Gene.Id","tumor.median_BLCA","healthy.median_BLCA","fold.change_BLCA","log2.fold.change_BLCA","tumor.median_BRCA","healthy.median_BRCA","fold.change_BRCA","log2.fold.change_BRCA","tumor.median_CHOL","healthy.median_CHOL","fold.change_CHOL","log2.fold.change_CHOL","tumor.median_ESCA","healthy.median_ESCA","fold.change_ESCA","log2.fold.change_ESCA","tumor.median_HNSC","healthy.median_HNSC","fold.change_HNSC","log2.fold.change_HNSC","tumor.median_KICH","healthy.median_KICH","fold.change_KICH","log2.fold.change_KICH","tumor.median_KIPAN","healthy.median_KIPAN","fold.change_KIPAN","log2.fold.change_KIPAN","tumor.median_KIRC","healthy.median_KIRC","fold.change_KIRC","log2.fold.change_KIRC","tumor.median_KIRP","healthy.median_KIRP","fold.change_KIRP","log2.fold.change_KIRP","tumor.median_LIHC","healthy.median_LIHC","fold.change_LIHC","log2.fold.change_LIHC","tumor.median_LUAD","healthy.median_LUAD","fold.change_LUAD","log2.fold.change_LUAD","tumor.median_LUSC","healthy.median_LUSC","fold.change_LUSC","log2.fold.change_LUSC","tumor.median_PRAD","healthy.median_PRAD","fold.change_PRAD","log2.fold.change_PRAD","tumor.median_STES","healthy.median_STES","fold.change_STES","log2.fold.change_STES","tumor.median_THCA","healthy.median_THCA","fold.change_THCA","log2.fold.change_THCA","tumor.median_UCEC","healthy.median_UCEC","fold.change_UCEC","log2.fold.change_UCEC"
"ZNF264",636.5961,605.1374,1.05198604482222,0.0731155666080487,841.0483,896.9058,0.937721999344859,-0.0927678156563701,742.362,404.7187,1.83426661530589,0.875203353558783,1065.7511,1383.0495,0.770580590210256,-0.375982247794746,629.32455,685.3849,0.918206032843735,-0.123110183937991,671.2573,573.1796,1.17111163760888,0.227878609014094,738.6408,658.3326,1.12198727512507,0.166056313898519,783.4717,710.1654,1.10322426296747,0.141726091186728,640.92615,632.12955,1.0139158183635,0.0199378757425557,338.2732,350.42245,0.9653297041899,-0.0509063220815393,613.1748,804.3076,0.762363553446468,-0.391448945365246,609.5392,768.0556,0.793613379031414,-0.333491747464524,772.4888,783.88765,0.985458566670874,-0.0211328800519498,1082.3422,1304.2636,0.829849272800376,-0.269078774247653,806.2513,880.532,0.915641112418402,-0.127145853323434,794.8258,1358.5859,0.585039046850111,-0.773395178196297
"ZNF267",327.38895,296.1487,1.10548839147361,0.144683875763466,379.6664,329.5628,1.15203050829766,0.204178923018887,299.76035,109.9787,2.72562187041673,1.44658542879255,481.37695,253.6765,1.89760166984328,0.924177184533636,411.91835,292.22605,1.4095880569169,0.495273605832543,176.22935,181.2416,0.97234492522688,-0.0404599151696928,360.5035,193.576,1.86233572343679,0.897113171112681,424.8021,213.40245,1.9906149156207,0.993214158749353,280.04215,169.35125,1.65361725998479,0.725625352393484,139.1408,133.0934,1.04543726435721,0.0641064898410803,391.1812,286.7428,1.36422326907598,0.448079775468414,426.1783,313.6891,1.35860092046552,0.442121736739359,155.3907,173.8801,0.893665807645613,-0.162192668166078,484.75,253.6765,1.91089832917121,0.934251020647895,276.5641,277.3261,0.997252332182222,-0.003969502672902,232.9355,218.2796,1.06714278384237,0.093753221860292
"ZNF268",261.82585,340.4527,0.769052059214099,-0.378846833465011,408.3575,563.26275,0.72498580813306,-0.463975340775586,224.42605,319.7065,0.701975249173852,-0.510507931200324,348.0646,495.8243,0.701991814439107,-0.510473886774846,243.37145,319.4538,0.761836140311995,-0.392447366172031,401.3839,422.5213,0.949973172950097,-0.0740413222841316,398.4253,514.891,0.773805135455854,-0.369957791445975,399.0062,564.2045,0.707201378223676,-0.499807008570737,395.90395,486.2456,0.814205722375688,-0.296534733868765,231.9295,323.0252,0.717991970905056,-0.477960383986982,315.8476,327.7077,0.963808906534695,-0.0531809618380285,273.4516,322.9559,0.846714984925186,-0.240051673184815,337.2598,449.0458,0.751058800683583,-0.413002233574213,343.5528,465.1589,0.738570841060979,-0.43719178913659,395.3603,562.7939,0.702495709352926,-0.509438681104203,286.0609,427.4809,0.669178201879897,-0.579537643760902
"ZNF273",166.79525,89.0084,1.87392706755767,0.906064805013968,172.9006,140.90815,1.22704470962113,0.295187817194406,81.34505,18.1488,4.48211727497135,2.16418039757791,167.04295,97.7504,1.70887229105968,0.773044584293579,101.4595,107.72505,0.941837576311174,-0.0864498121773532,110.81315,54.244,2.04286464862473,1.03059362050451,70.6812,49.4129,1.43041999154067,0.516438804871451,65.1884,50.3949,1.29355153001593,0.371337526475438,82.8182,39.17785,2.1139036470863,1.07990961937019,37.0205,22.08605,1.67619379653673,0.745188958786199,131.3937,81.948,1.60337897203104,0.681115458837015,182.0941,81.5022,2.23422312526533,1.15977327070913,87.3362,111.11875,0.785971764441195,-0.347450609416651,158.7202,108.8732,1.45784453841717,0.543836881796021,170.6117,276.6667,0.616668720883287,-0.697432424136551,143.06225,176.4706,0.810686029287598,-0.302784813851337
"ZNF274",410.54665,472.3032,0.869243845902378,-0.202167146932215,420.2074,531.54515,0.790539430187633,-0.339090672382812,467.57115,664.5213,0.703621012599596,-0.507129527483151,328.56885,458.3266,0.71688802264586,-0.480180306210923,383.49885,416.4877,0.920792738897211,-0.119051638044378,487.03405,545.5418,0.892752947620146,-0.163667102693276,495.5074,462.6978,1.07090934947173,0.0988363637458491,516.5657,459.418,1.12439151274003,0.169144468957113,469.5499,462.2857,1.01571365932366,0.022493748077313,466.3978,671.6425,0.69441376922991,-0.526132540246154,507.1138,530.7064,0.955544911461403,-0.0656044121399476,405.2221,561.8516,0.721226209910233,-0.471476268526937,454.0506,438.01255,1.03661550336857,0.0518808755916593,312.0104,458.3266,0.680759964619117,-0.554781900025387,863.3217,917.02,0.941442607576716,-0.0870549472472574,299.8375,480.0625,0.624580132795209,-0.679041415336244
"ZNF275",411.21395,482.8844,0.851578452316952,-0.231788649475702,562.2525,626.10495,0.898016378883444,-0.155186336426031,571.7406,1071.6878,0.533495482546316,-0.906452040024392,729.8039,1038.0469,0.703054842705084,-0.508290861901652,368.028,212.37515,1.73291460888903,0.793200565999806,1465.2194,598.8024,2.44691637842467,1.29096479921321,532.277,705.1829,0.75480701531475,-0.405820263214548,575.1614,723.6172,0.794842079486226,-0.331259843010506,364.25705,706.0396,0.515915891969799,-0.954792207782517,680.2107,999.26345,0.680712078481405,-0.554883385904266,617.6103,459.9849,1.34267516172814,0.425110310536363,604.8238,518.0983,1.16739197947571,0.223289061382842,956.7142,867.32745,1.10305998040302,0.141511241588639,762.1166,970.0489,0.785647610135943,-0.348045735466719,459.8994,606.8937,0.757792344853802,-0.400125528935224,738.30895,923.6641,0.799326237752447,-0.323143648647242
"ZNF28",392.94705,230.5881,1.70410810445118,0.76901685951246,560.3335,417.7588,1.34128473176388,0.42361552918851,434.8925,95.3878,4.55920463623231,2.18878216486223,359.4157,356.6176,1.00784621959208,0.0112755245948199,256.7625,268.9652,0.954630933667255,-0.0669850089421629,374.44395,367.1069,1.01998614027685,0.0285495487754921,389.7307,407.168,0.957174188541339,-0.06314660165229,418.424,441.7401,0.947217606008601,-0.0782321981843931,317.6177,339.4335,0.93572879518374,-0.0958376447141814,144.4348,85.18965,1.69545009282231,0.761668317894777,392.1357,293.1152,1.3378211024198,0.419885207229283,375.7677,278.481,1.34934771133399,0.4322621620579,368.5393,414.33005,0.889482430733663,-0.168961985565524,383.4034,307.1705,1.24817780353257,0.319823461446462,388.7024,406.0823,0.957201040281736,-0.0631061300956912,421.04065,237.3541,1.77389246699341,0.826918556404792
"ZNF282",1153.6313,778.1671,1.48249816780997,0.568030321774247,728.7375,564.37875,1.29122065634115,0.368735563470102,975.496,473.3464,2.06085015117893,1.04323960724954,875.63325,728.3615,1.20219595626622,0.265672072498338,1061.34645,796.25245,1.33292707607995,0.414597853303348,701.00475,538.5901,1.30155520868282,0.380236508517769,669.1561,489.2691,1.36766474727302,0.451714628818846,600.8336,456.6958,1.31561008443695,0.39573197189907,848.7468,577.49665,1.46969995410363,0.555521652401508,759.5517,460.1335,1.65072028009263,0.723095671606259,732.5641,597.532,1.22598304358595,0.293939025436825,929.8309,572.8234,1.62324182287246,0.698877941765481,1075.5814,797.31115,1.34901085981301,0.431901962322735,873.9755,720.6601,1.21274301158063,0.278273866041068,635.8046,613.767,1.03590548204775,0.0508923748375005,1293.81695,1069.2103,1.21006779489498,0.2750878777634
"ZNF283",53.3009,47.3098,1.12663549623968,0.172020831547388,72.0072,84.87435,0.848397660777373,-0.237187451847203,57.6764,15.7233,3.66821214376117,1.875077076747,68.09665,78.9956,0.862030923241294,-0.21418847150493,53.9353,52.7797,1.02189478151638,0.0312466581159014,44.63555,35.1845,1.26861402037829,0.343253191646072,43.6921,43.2683,1.00979469958376,0.0140620098097431,48.7646,50.2198,0.971023381216174,-0.0424220602537027,32.5033,39.68275,0.81907881888226,-0.287925807686244,23.4279,17.3361,1.35139391212556,0.434448261071503,49.9385,38.111,1.31034347038913,0.389945024035676,43.6508,37.9175,1.15120458891013,0.203144248046215,48.4452,45.10465,1.07406220866363,0.103077555270631,68.2566,68.4685,0.996905146162104,-0.00447185372590563,41.7931,60.53,0.690452668098464,-0.534385576624343,49.94495,56.294,0.887216221977475,-0.172642350721711
"ZNF284",34.07245,23.3035,1.46211727852039,0.548059036566562,44.7812,45.60295,0.981980332412706,-0.0262339650671509,31.7166,16.3475,1.9401498700107,0.956168100025806,40.05565,47.9042,0.836161547421729,-0.258146395226353,25.19045,16.37415,1.5384279489317,0.621456877761127,15.87935,23.6884,0.670342868239307,-0.577028898147412,33.9452,27.5577,1.23178639726828,0.30075210155279,38.1242,31.0912,1.22620548579662,0.294200764101091,28.2109,23.2378,1.21400907142673,0.279779201868271,13.9182,10.3654,1.34275570648504,0.425196852716809,41.543,28.9229,1.43633591375692,0.52239318957743,39.8714,30.9087,1.28997337319266,0.367341286765303,30.4981,27.5656,1.10638259279682,0.145850363224994,39.4855,45.0969,0.875570161141897,-0.191705305633617,29.6118,31.5177,0.939529216916209,-0.0899900684791544,37.01175,52.7432,0.701735010389965,-0.511001752917684
"ZNF285",54.67835,47.1448,1.15979599022586,0.213871055547738,80.3622,86.26335,0.931591458017802,-0.10223068368965,46.01935,13.0329,3.53101381887377,1.82008246719824,6.5676,53.2275,0.123387346766239,-3.01873363956995,7.181,22.1659,0.323966092060327,-1.62608527367984,82.64695,66.1556,1.24928123998573,0.321098295087185,44.224,70.6912,0.625594133357476,-0.676701111359363,40.4943,71.5477,0.565976264785591,-0.821186542526541,44.6189,68.1083,0.655116924075333,-0.610175675673332,21.0095,13.69745,1.53382563907881,0.617134490706876,32.5636,20.5011,1.58838306237226,0.667558881964804,13.683,21.3186,0.641833891531339,-0.639728122884916,115.4213,77.25245,1.49407947579656,0.57925689263045,7.1145,43.944,0.161899235390497,-2.62683192271781,84.4233,117.5312,0.718305437194549,-0.47733065888135,32.11595,107.5269,0.298678284224692,-1.74333574635896
"ZNF286A",237.3501,170.2509,1.39411950245197,0.479354232802754,298.5229,316.7238,0.942533841788966,-0.0853836754401713,181.18,66.983,2.70486541361241,1.43555681144785,290.06255,225.111,1.28853121349023,0.365727485588794,254.62235,204.52005,1.24497500367323,0.31611677647915,60.3455,198.0905,0.304636012327699,-1.71484159582131,232.6585,223.6003,1.04051067910016,0.0572917719985556,255.719,249.50005,1.02492564630749,0.0355192525655191,201.2757,196.3306,1.02518761721301,0.0358879581731894,77.04,64.9402,1.18632218564156,0.246495875401168,180.5175,155.6561,1.15972004951942,0.213776588185806,247.9564,150.629,1.64613985354746,0.719086910150947,177.4098,225.7208,0.785970101116069,-0.347453662545984,281.462,206.0962,1.36568262782138,0.449622253418159,194.9396,277.3621,0.70283430937392,-0.508743475602185,379.647,349.7382,1.08551768151148,0.118383225558014
"ZNF287",99.7946,128.7879,0.774875590020491,-0.367963397491899,142.5189,173.6447,0.820750071842101,-0.284985123806758,56.12465,12.0676,4.65085435380689,2.21749576112019,49.536,125.8937,0.393474812480688,-1.34565680749572,58.7037,83.4076,0.703817158148658,-0.506727409338798,131.6509,180.7691,0.728282101310456,-0.457430705825955,131.8912,180.7291,0.729772903201532,-0.454480510890871,122.9248,193.38255,0.635656112715444,-0.65368161028416,172.1034,163.6465,1.05167785439957,0.0726928519360504,12.5213,12.89135,0.97129470536445,-0.0420189975335006,80.3786,100.0754,0.803180401976909,-0.316204027684921,89.1145,100.085,0.890388170055453,-0.1674936701272,158.8331,179.96055,0.882599547511941,-0.180169087209138,52.8552,125.8937,0.419839912561153,-1.25208877028463,173.9608,197.563,0.880533298239043,-0.183550532856999,97.81635,184.9462,0.528890834199351,-0.918958121530657
"ZNF3",677.58965,501.4231,1.35133313562937,0.434383377013198,857.0605,715.45845,1.19791792241744,0.260529062569203,742.479,519.5917,1.42896624407203,0.51497183659812,676.5214,595.6317,1.13580489419888,0.183715033481542,451.8127,379.90125,1.18928984834875,0.250100365053996,752.6006,536.1471,1.40372035958042,0.489255559553529,613.7943,515.4468,1.19080048610254,0.251931715618369,579.2389,523.4096,1.10666464657889,0.146218107381219,713.79235,477.61425,1.49449550552564,0.579658558330414,666.7421,484.57645,1.37592757551466,0.460404533124523,675.8165,467.7699,1.44476269208429,0.530832543889385,755.3226,488.6911,1.54560334739061,0.628170123806643,839.0486,613.5827,1.36745804599771,0.451496571402089,671.6148,571.6135,1.17494565821136,0.2325940330099,619.8881,737.6473,0.840358393503237,-0.250923359545214,971.0408,942.5907,1.03018287789175,0.0429004671249783
"ZNF30",65.03025,53.3683,1.2185182964419,0.285127913751293,138.8742,118.1665,1.17524171402216,0.232957508924524,68.1153,63.5209,1.07232894999913,0.100747538010462,65.88905,80.2823,0.820717019816323,-0.285043223044847,41.85235,48.32485,0.866062698590891,-0.207456622277362,35.3671,73.3999,0.481841255914518,-1.05337017047841,57.6792,72.2312,0.798535812778965,-0.324570983731736,59.5084,73.13745,0.813651556076948,-0.297516998115745,57.07285,72.1524,0.791004180041135,-0.338242776284514,87.7944,56.20035,1.5621682071375,0.643549804656435,79.1946,71.6312,1.10558806776935,0.144813950412906,70.8512,72.3931,0.9787010087978,-0.0310599082011231,177.3585,87.62525,2.02405699270473,1.01724991351783,67.9227,75.1834,0.903426820282137,-0.146520350789069,70.9382,76.9287,0.922129192356039,-0.116959205280169,88.1507,100.1927,0.87981160304094,-0.184733467111432
"ZNF300",129.71345,86.9198,1.49233488802321,0.577571320496989,61.9865,129.9278,0.477084195991928,-1.06768419884331,100.2052,14.1189,7.09723845342059,2.82725777890484,85.0817,102.734,0.828174703603481,-0.271992958278545,72.1991,71.16735,1.01449751887628,0.0207653367463609,19.3903,133.8198,0.144898587503494,-2.7868845635649,122.0388,101.4809,1.20257900747825,0.266131679818783,114.5565,100.07095,1.1447527978899,0.195036091106194,173.05235,83.7291,2.06681249410301,1.04740751014789,34.8123,14.12035,2.46539922877266,1.30182128503489,72.1443,42.9448,1.67993098116652,0.748401962067007,82.4031,46.122,1.7866332769611,0.837243538238334,110.2167,97.0783,1.13533817547279,0.183122087303827,81.9361,87.5079,0.936328034383181,-0.0949140408606949,239.9869,179.8161,1.33462409650749,0.41643345691653,66.5335,176.575,0.376800226532635,-1.40812826258685
"ZNF302",349.1543,373.6045,0.934555927458047,-0.09764709185643,681.4516,762.67175,0.893505757883388,-0.162451068650205,587.185,534.4969,1.09857512737679,0.135633533564373,343.1356,561.6821,0.610907130563712,-0.71097501510291,205.3342,209.65525,0.979389736245575,-0.0300450178372111,517.4053,559.0165,0.925563556710759,-0.111596034231638,594.2675,557.5326,1.06588834446631,0.0920563186584926,643.2881,562.19975,1.14423405560034,0.194382188756072,503.71405,464.0551,1.08546172641999,0.118308857157524,478.4148,381.374,1.2544504869236,0.327055528794531,442.9161,501.3501,0.883446717174286,-0.1787849699424,366.2452,445.4328,0.822223239958979,-0.282397944951296,634.3745,533.32675,1.18946686998168,0.250315089183167,340.0303,515.3153,0.659849028352157,-0.599792117329107,611.8287,799.5101,0.765254497723043,-0.385988475783693,293.1937,729.572,0.401870822893422,-1.31519625796096
"ZNF304",239.46095,292.6635,0.818212554691651,-0.289452420711484,421.4686,498.3868,0.845665655671458,-0.241840706063465,248.9625,141.5608,1.75869661657747,0.814506632605912,289.9385,318.7845,0.909512539034991,-0.136834567094274,264.3629,264.9392,0.997824783950431,-0.00314159146773583,489.48425,310.2687,1.57761401649602,0.657744274678027,301.1597,349.394,0.861948688300314,-0.214326106475594,355.6306,378.51605,0.939539023510364,-0.089975010032153,193.8162,322.52885,0.600926707796837,-0.734739051947537,149.094,123.7994,1.20431924548907,0.268217877839464,247.3321,317.3432,0.779383645214392,-0.359594436944244,298.0562,308.5847,0.965881328529898,-0.0500821493651361,337.7442,365.3756,0.924375355114025,-0.113449298440477,288.0635,296.6794,0.970958886933168,-0.0425178856212346,345.3266,456.321,0.756762454500231,-0.402087581328972,240.56415,348.249,0.690782026653343,-0.533697548782862
"ZNF311",33.4475,23.6032,1.41707480341649,0.502915916103212,74.3896,74.04195,1.0046953112391,0.00675804905481325,22.09225,21.7216,1.01706366013553,0.024409983312896,16.3012,19.4089,0.839882734209564,-0.25174018435821,33.84735,27.10285,1.24884836834503,0.320598319606687,28.46895,34.7678,0.818830929768349,-0.288362496457838,29.0741,28.914,1.00553711005049,0.00796632629554325,33.2626,28.5931,1.16330863040384,0.218233900322135,22.11,25.26165,0.875239740872033,-0.192249848693206,8.0645,17.0192,0.473847184356491,-1.07750622968244,36.3313,33.7604,1.07615134891767,0.105880991442817,37.4837,32.0233,1.17051334497069,0.227141382645816,76.0748,66.43755,1.14505727559189,0.195419763515014,12.34,18.9951,0.649641223262841,-0.622284912626125,74.3278,97.2638,0.764187703955634,-0.388001050467188,6.29865,70.6977,0.089092714473031,-3.48854872910918
"ZNF317",678.7942,625.656,1.08493197539862,0.117604589368719,750.9016,784.9685,0.956600933668039,-0.0640108954535972,718.8494,416.6894,1.72514443611957,0.786717155253173,935.2595,953.4884,0.980881885925408,-0.0278486718463932,727.6174,666.80885,1.09119337573279,0.125906791385958,929.27635,626.6291,1.48297669227299,0.56849592334452,688.58,653.2413,1.0540974675055,0.076008272464294,706.7702,667.3357,1.05909244777404,0.0828285271242947,617.21355,628.90335,0.981412406214723,-0.0270685859926059,495.4268,442.7286,1.11903048504208,0.1622493392812,587.4646,669.4678,0.877509866792697,-0.188512747597953,730.4121,670.3527,1.08959373177732,0.123790308940052,644.5725,657.95265,0.979663962140741,-0.0296411245269367,929.1767,942.4214,0.985946095876006,-0.0204193218523235,619.305,673.2355,0.919893558791834,-0.120461158812486,744.5455,717.2775,1.0380159701092,0.0538286400542746
"ZNF320",613.4132,395.0863,1.55260559528387,0.634691391867172,537.5079,489.94135,1.09708621246196,0.13367690167929,546.51115,85.2776,6.40861316453559,2.68001218880693,312.7442,320.8352,0.974781445427434,-0.036849304684325,140.1728,231.57,0.605315023535,-0.724241936618919,709.79925,611.9765,1.15984723269603,0.2139347957444,1019.7645,551.9454,1.84758220650086,0.885638557211808,1107.8717,553.7913,2.00052203781461,1.00037652154566,978.01935,477.1562,2.04968383518856,1.03540139042201,139.4813,67.73115,2.05933754262256,1.04218031911838,477.5175,310.3236,1.53877275205624,0.621780188333479,288.2766,304.3214,0.947276793547874,-0.0781420532154352,555.9705,555.471,1.00089923686385,0.00129674161247401,327.5055,286.8239,1.14183476342104,0.191353891295502,418.5162,433.5728,0.96527319056915,-0.0509907847337427,718.8283,597.7199,1.20261731289187,0.266177632849565
"ZNF324",188.6647,216.8541,0.870007530408694,-0.200900206527995,203.8143,216.455,0.941601256612229,-0.0868118491637015,128.25615,89.0578,1.44014505186519,0.526214127686742,186.8305,212.2093,0.880406749374321,-0.183757889626614,231.2504,243.46975,0.949811629576159,-0.0742866740994756,231.2536,178.7207,1.29393853090325,0.371769083120654,146.8115,174.9036,0.839385238497092,-0.252595002802806,145.3955,163.05115,0.891717108404326,-0.165341998007571,143.09785,191.65315,0.746650133326794,-0.42149571419479,129.6121,95.51905,1.35692409001136,0.440340014767539,150.3958,183.2669,0.820638096677578,-0.285181964527202,187.1243,177.3434,1.05515232030061,0.0774512793874692,193.6855,192.7537,1.00483414844955,0.00695739896168547,182.7523,207.4034,0.88114418567873,-0.182549981594751,222.0467,268.0012,0.828528752856331,-0.271376329989274,237.16235,266.0465,0.891431948926222,-0.165803426811562
"ZNF324B",138.22615,107.3032,1.28818292464717,0.365337473687737,135.9481,122.41655,1.11053693311893,0.151257373381511,103.34355,65.3358,1.58172931226066,0.661502726692568,136.95665,156.0123,0.877858027860624,-0.187940457020867,134.5525,132.05395,1.01892067598129,0.0270417405881775,108.8276,101.6996,1.07008877124394,0.0977304830947568,104.5955,101.3133,1.03239653628892,0.0459972062818468,103.3379,96.30865,1.07298669434158,0.101632185948636,106.6441,120.53645,0.884745651626541,-0.176665328818649,89.3417,62.90925,1.42016794032674,0.506061544061171,109.0734,102.5308,1.06381106945425,0.0892419540685788,131.6932,101.9553,1.2916758618728,0.369244079986548,113.7844,113.7094,1.00065957607726,0.000951253458219802,135.8846,152.4224,0.891500199445751,-0.165692974278412,129.5744,144.5348,0.89649274776732,-0.157636182515901,137.96775,177.6744,0.776520140211533,-0.364904751335327
