"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF716",0.999618662784454,0.865147120020821,0.933069990425213,0.979719152053883,0.985949612538936,0.999716678344602,0.973301018389273,0.981669257844501,0.999672210812228,0.999999999652662,3.09722916666667,2.8535953125,1.20118461538462,0.17824,0.22145,0.694162008358617,0.993728090203711,0.515247315098069,0.111498706718957,0.22145,0,0,0,0,0,0,0,0.16775,0.3736,0,0.0222156862745098,2.98469600798403,0,0,0,0,0,0,0.0222156862745098,0.5356563311923,134.350835310843,NA,7.06986148094393,NA,"LUSC"
"ZNF708",0.692530958925499,0.44897380257195,0.926726993186693,0.998682969910986,0.978789612141776,0.909921104231798,0.998064584053495,0.999999934124225,0.996364174022791,0.993702646807778,117.776315384615,107.98713515625,97.3089846153846,126.7913,108.683333333333,4.24392671652937,5.95644130726057,9.53352113131884,39.4863131185858,20.9345438020459,74.186725,67.17255,54.62285,101.0598,86.4143,145.61365,136.9335,144.05635,130.8738,102.573275,149.013403921569,113.994875848303,148.0394,104.285,120.0555,167.5433,71.522,144.1369,7.3073308009294,3.18950155942304,0.76499746229744,0.704440844802127,-0.386473132882035,-0.505449533127235,"LUSC"
"ZNF721",0.59614271607357,0.999955411957013,0.88047537245028,0.883286911311231,0.717089344792513,0.916459623475354,0.976099827159846,0.877331354780833,0.986217324393785,0.998406468219649,352.107630128205,391.68940234375,346.869492307692,242.45634,288.5016,8.72095118943977,38.6934334615571,26.5554753620492,54.6739334533798,26.2891980840674,250.489475,252.19595,247.4472,195.8441,287.27165,428.192125,418.060725,414.6845,235.2427,314.4009,368.065382352941,360.504234730539,364.3397,331.4247,319.98475,400.39175,250.5706,428.0778,11.2539358743082,11.5435964926522,0.979457053053819,0.909658486297266,-0.0299458598775468,-0.13660307990694,"LUSC"
"ZNF662",0.692525367868745,0.993568230618727,0.996544593417015,0.9869605746323,0.999646468992293,0.997477465694904,0.990268394044615,0.999927106470625,0.998720384595397,0.999997484769074,73.3398669871795,63.0138015625,67.9527897435897,56.12236,58.7695666666667,4.27338910730306,6.54228023132085,14.1948033966768,28.3799388216501,10.0278461404786,19.476725,15.3503,16.5439,14.4928,45.010225,103.590375,79.5566,95.88725,48.4481,74.971675,146.412662745098,69.5800914171657,136.6281,40.2635,107.3008,185.4332,17.7009,97.292,7.57716747490411,3.3796855510125,0.475232743620703,0.294694136857645,-1.07329385337877,-1.76270973754912,"LUSC"
"ZNF320",0.993818862119423,0.885777288398051,0.971118364399811,0.752615638631521,0.812127724751228,0.929101586670221,0.999614635227025,0.999979893262915,0.999821103226739,0.94365934559781,377.415897115385,363.7738703125,327.934135897436,207.98358,351.052083333333,17.2915256807712,30.847491584777,45.5253862103315,25.30190432988,77.8609620301831,137.59205,104.5387,142.3431,174.9482,239.6379,541.511025,472.293375,443.87735,226.3437,466.9824,322.599103921569,367.349703393214,304.3214,288.2766,278.90925,359.2044,130.0448,518.5185,12.2203480467845,13.8974634347273,1.13871892056627,0.947276793547874,0.187411678609714,-0.0781420532154352,"LUSC"
"ZNF530",0.999999999660071,0.965159863116267,0.972809058045795,0.618127594793201,0.627395046050028,0.80239989214744,0.545565450283045,0.559809193930013,0.441334413025202,0.224843766402595,98.7729766025641,98.73997578125,104.421402564103,131.03304,66.9539833333333,2.82046831873583,4.75849447271676,7.56288244018745,23.2567496536941,12.4195112642545,64.756375,65.5731,68.19855,94.2029,46.93275,122.6594,122.909775,128.6754,155.5262,90.0036,47.6600098039216,99.2446784431138,44.1176,90.7294,38.7917,55.00625,64.3768,123.9512,2.23216455041282,2.28339311324941,2.08234700016675,2.05653526030428,1.05821049789113,1.04021580776342,"LUSC"
"ZFP1",0.996794713151319,0.99990419033411,0.999995365463275,0.999999324834729,0.999999451059071,0.999999995363417,0.948714631705595,0.927172848554622,0.94582940659051,0.984263793144038,215.700998076923,219.7139671875,218.369043589744,217.74816,182.64915,5.52796800405681,12.6262746669921,11.9922194269408,34.7349039348261,18.1392156178403,152.12435,146.51985,166.39345,182.059,146.11105,245.5026,263.935775,270.43435,256.699,215.67725,198.837243137255,216.30105489022,195.2503,190.4548,174.74695,223.25635,150.7927,248.3251,7.11691040155535,4.88855209096814,1.08782968158993,0.975439218275209,0.121452695595399,-0.0358761166967687,"LUSC"
"KRBA2",0.961773159307902,0.879678195428103,0.988370194119675,0.765899419862359,0.852514462950023,0.937078113045824,0.980154247489656,0.995249620492175,0.999835308156126,0.988216668236948,44.2927592948718,42.6794609375,40.6427435897436,32.23294,38.9992666666667,1.30423841441971,2.00523990993361,3.61977607895179,3.8191735636915,6.92735801844959,27.534475,26.750675,26.4365,32.6087,26.55975,56.348575,54.07505,51.13255,36.9817,50.3844,62.4172,43.4434894211577,61.2901,39.2215,44.3038,75.09765,26.8592,55.5616,3.72813566005063,1.01999033354508,0.696017915272676,0.639932060805905,-0.522803653838638,-0.644009347182835,"LUSC"
"ZNF93",0.825876397674057,0.980834662947449,0.999984658968674,0.995583253129528,0.99993381839906,0.999850806646942,0.999388132412855,0.999999371638873,1,0.999941916169087,82.725033974359,72.19658046875,73.763541025641,66.56218,73.8052333333333,6.05804951139742,5.7537935797345,11.5558557536071,26.9470187346096,22.2174207114247,32.634675,23.831825,23.6453,29.5231,35.795625,99.0095,96.924375,99.8678,62.1849,83.650275,34.2868490196078,79.594472255489,31.275,58.0132,24.2476,42.45165,28.8344,100.8534,1.98754443961145,4.18404347287729,2.32142860984312,1.85493844924061,1.21501291484428,0.891371315984305,"LUSC"
"ZFP90",0.977569969591078,0.828071442537829,0.681036810068933,0.752795833165315,0.679843569730898,0.942250229551261,0.843618694601578,0.909450543885649,0.645132886110863,0.504870705093187,470.958664423077,482.25520703125,437.795561538462,371.2842,548.98365,10.6783924516894,15.9499878875135,24.5610997410516,59.5229716982024,110.770274083121,334.901725,364.932425,312.1624,274.8447,440.154075,564.309075,586.7262,510.81725,420.5148,538.736025,521.031354901961,470.077733932136,522.9904,433.223,457.65055,578.37765,335.6511,562.8207,14.4739195075389,8.25028238235394,0.902206229067706,0.828357461245943,-0.148470848051925,-0.271674626342554,"LUSC"
"ZNF479",0.993387501493282,0.995778118259681,0.999970893268995,0.999690862634394,0.999982595375005,0.999998707049304,0.999559148989187,0.999975329444213,0.999998220326591,1,0.511254487179487,0.25100625,0.136446153846154,0,0,0.41251016761309,0.123969594503673,0.101003759757265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394171057884232,0,0,0,0,0,0,0,0.258887016482162,Inf,NA,Inf,NA,"LUSC"
"ZNF445",0.736118141109286,0.963830683431697,0.678411442420011,0.845114452954782,0.695625377686891,0.948878480579568,0.978281401923521,0.904832452656259,0.998541066312811,0.996099097660107,448.526565064103,470.50188203125,429.255161538462,369.8523,407.862383333333,9.23965250304087,16.5256330054048,29.0933748153911,79.7545394706972,33.9989238979061,334.71705,362.458575,290.46695,313.6646,382.432525,548.523225,534.073675,549.519,446.6019,439.862775,537.057292156863,451.538713173653,550.4547,429.9308,451.4998,631.4947,335.8482,546.2452,17.4736575875425,7.63783093189221,0.840764513894298,0.781046651068653,-0.250226316059568,-0.3565193733378,"LUSC"
"ZNF74",0.901599270709866,0.903482506060706,0.997994380254441,0.980486667352476,0.94198143918339,0.915320227397304,0.959692384153948,0.897306008311413,0.861891338991296,0.99999876435201,470.228254807692,512.06392734375,537.527341025641,356.5437,343.407366666667,17.0127078610406,60.6809552904688,80.827018417944,106.631405636801,34.0104343989671,294.05525,305.84875,261.66875,218.4265,277.06305,550.84755,599.20865,529.34745,316.5049,406.159625,186.513790196078,483.785516766467,193.1131,408.6294,162.7128,222.23875,290.1207,567.8044,7.5405883621244,19.8583428247379,2.59383242524787,2.11601077296154,1.37508527717128,1.0813469724702,"LUSC"
"ZNF829",0.996805128367478,0.952499755260005,0.909018076531053,0.985835168332662,0.992925535329547,0.945627674313477,0.844704451890206,0.888489433741144,0.728301894501263,0.997920063249916,17.567291025641,16.8742,19.8709641025641,13.17566,9.5942,1.06732823823883,1.60010791152768,3.73009413105056,3.86097015005296,3.3694203888305,5.187175,3.8225,6.34315,8.8235,3.971725,22.68775,24.578375,23.64395,17.0874,11.119925,11.7335980392157,17.6819,10.6593,12.2241,8.54735,15.2805,4.7567,23.7226,0.631883022492018,0.851001138418288,1.50694611669021,1.14680138470631,0.591627831949933,0.197615551675487,"LUSC"
"ZNF267",0.824735276452031,0.918457432975978,0.634706151601242,0.670939668207357,0.820506980841434,0.520991287636535,0.976351469034131,0.91436736282012,0.999368581555236,0.63145693376875,449.132300641026,468.53824921875,424.389697435897,553.48694,406.794916666667,10.1574931871035,14.0724851223932,29.0334597460083,71.957399314418,41.625638900013,336.07725,357.562375,288.3657,545.7983,339.340475,526.930925,569.687675,534.34465,569.6675,463.475975,355.319039215686,453.568896007984,313.6891,426.1783,269.22305,441.31685,340.5439,540.4656,16.6107840164791,7.78914132346433,1.27651165839345,1.35860092046552,0.352206713953111,0.442121736739359,"LUSC"
"ZNF566",0.997871510350129,0.977542337348718,0.951385547093611,0.98843934271572,0.994042028662779,0.962401832892713,0.796127047816007,0.843425630759597,0.704790893501992,0.99466251589392,163.826936538462,160.77896171875,172.966825641026,143.51798,121.236033333333,5.03023852094283,9.04716869564293,14.7016394585764,19.0824906432677,24.18628801362,114.726875,103.589875,115.9492,118.53,98.9959,192.00545,188.666275,198.58975,172.5812,126.552625,140.836554901961,165.128344710579,137.7813,143.3002,111.38225,154.66155,111.0635,193.1464,5.39276460759852,4.31452057901763,1.17248213594495,1.04005550825838,0.229565941862213,0.0566605277433464,"LUSC"
"ZNF224",0.943307723228773,0.741554733259114,0.957076914997664,0.964450813764644,0.989129066218357,0.999692937135258,0.999893304570015,0.999999149243126,0.997355241740314,0.995004630557008,184.802655769231,177.600859375,166.004176923077,157.68692,179.271933333333,5.21839123534416,7.73861263850222,14.8757542691699,33.3637633179982,39.1898828476064,112.47055,122.867225,103.72905,115.352,103.574325,236.638975,219.990525,216.01865,218.4777,218.777675,207.627933333333,180.3686750499,200.022,164.3405,164.272,246.3213,112.7982,229.2843,9.62251135443104,4.04864717894563,0.868711026277615,0.821612122666507,-0.203051745567913,-0.283470626495829,"LUSC"
"ZNF529",0.776229753162346,0.987131095791131,0.790646886000498,0.998491588535705,0.999999972137865,0.991293762831985,0.936731205427857,0.989350010460958,0.886675283755512,0.997850285998295,301.402985576923,277.9280640625,317.902217948718,276.27846,239.332483333333,10.4708473966742,17.8455806268232,38.7735573717989,41.4245584001761,47.5740692100393,185.92075,175.09315,179.7447,190.9938,152.40145,363.695175,323.129925,328.54635,345.193,314.987175,244.423621568627,299.960522355289,237.2161,257.5178,201.81245,280.90065,181.7761,354.7832,8.90124550857926,8.86905653784133,1.2272157675688,1.08558314549476,0.295388924171852,0.118470227103852,"LUSC"
"ZNF284",0.999408584188975,0.999961429770169,0.999306802839467,0.999999201498198,0.999981456461476,1,0.48356071052128,0.461014440990992,0.575485987492432,0.820758728053718,44.1978278846154,44.81352578125,43.6966487179487,43.69392,26.9295666666667,1.50469015447499,2.13176015973558,4.3581925728846,8.01189423871783,3.41141855417622,26.30125,29.18515,24.91285,31.5735,19.54735,55.556525,55.076125,51.31855,51.6505,32.56575,32.0751862745098,44.1361576846307,30.9087,39.8714,22.3742,36.03685,26.6296,54.6332,2.07880599069494,1.16413094905209,1.37602186646398,1.28997337319266,0.460503396194434,0.367341286765303,"LUSC"
"ZNF749",0.999990253236562,0.889978465193756,0.92877840965033,0.999939439643286,0.999969321241287,0.999592668612076,0.550078305541086,0.549983198448863,0.384169178331237,0.790756139649826,79.1318842948718,79.4590734375,85.1336948717949,81.35292,55.0169833333333,2.1199130269219,3.35176041886177,8.11245188245875,8.80456491772308,5.98889139225932,50.329175,54.854225,50.1883,70.4012,47.60685,101.862175,102.641875,105.1728,76.6046,65.697175,46.6657941176471,79.5403233532934,43.75,72.1973,37.2444,55.32905,51.4081,102.3903,2.09707160830995,1.72239763349856,1.70446736967055,1.650224,0.769320980783179,0.722661867959082,"LUSC"
"ZNF17",0.999973272269574,0.686042518247239,0.776761831195919,0.955627632470032,0.962391783304727,0.999643650664397,0.563899714193395,0.559806066314554,0.310540089574189,0.534418511271287,125.108565705128,125.6610984375,136.331158974359,141.12556,93.9197833333333,2.76685911281775,4.65295455790941,9.33601972950822,24.5615609193838,4.80254710033587,92.902025,93.752525,96.4335,105.0725,92.16175,149.819475,149.184075,170.799,171.2621,100.70345,128.029039215686,126.269090818363,128.9777,117.9328,112.5289,139.51725,93.0233,151.3437,2.93826246420791,2.31832071874942,0.986253521793926,0.914365816726457,-0.0199695480598105,-0.1291566250194,"LUSC"
"ZNF555",0.395685938804839,0.724359113396727,0.999902176739839,0.917197155220713,0.993067510790548,0.996630835242662,0.998793799807661,0.999790625846527,0.999413355654533,0.992081894304846,68.5405862179487,63.3056140625,62.5593102564103,57.80616,65.3694833333333,1.77727952906998,1.82798957590357,3.60901981091415,12.5055720066137,11.9014450602554,48.036825,47.517375,46.68445,53.9806,46.52155,81.6894,78.35075,75.46275,73.1092,73.886425,67.8567411764706,66.6466578842315,64.6867,61.9531,56.29575,73.46605,47.501,81.2465,2.66458281256726,1.27332386776673,0.982167088026051,0.957740926651073,-0.0259596156010781,-0.0622926418315311,"LUSC"
"ZNF75D",0.99526745978483,0.0879767165008629,0.214098461524667,0.873300812477315,0.911525584754236,0.999999998405135,0.999999983529404,0.999990270992036,0.87268110158651,0.955837718434785,249.593241666667,245.0036765625,201.17878974359,200.68702,248.828316666667,6.59309625939821,10.1042852786956,12.6662428612369,45.4310240785017,41.4529121848507,170.7307,167.301475,144.46855,91.8219,183.14765,311.073475,284.881925,247.35405,278.5768,253.260475,403.460249019608,244.196187824351,401.4106,230.3968,358.60445,470.4729,166.607,298.1321,13.2617403588694,5.04021579462993,0.60525464012313,0.573967902192917,-0.724385860345978,-0.800958035062868,"LUSC"
"ZNF197",0.975933355637035,0.674140593285945,0.515019105164733,0.999965260195753,0.999178552072811,0.996041843851825,0.975525003610762,0.947429744962083,0.999998907353126,0.997630687898246,263.917230769231,269.02484140625,245.451402564103,259.8073,243.769666666667,4.53731247522787,7.44328537569036,13.4155633709517,56.8380380111242,27.9366173525437,208.88835,216.26935,167.28015,190.9938,223.8427,304.161275,298.8803,282.42705,249.3204,282.948775,319.829841176471,263.308002794411,309.0581,255.204,274.9688,350.3679,209.1487,301.3316,8.23245512969494,3.62271170345653,0.82327528233717,0.825747650684451,-0.280553183004617,-0.276227134949028,"LUSC"
"ZNF732",0.87863235321603,0.999997652396783,0.975713656140225,0.793552984719464,0.899039802774237,0.813038852454762,0.982251912571191,0.998182217719098,0.98354101341479,0.990411235126419,4.88381666666667,4.0005640625,4.96946153846154,0.37554,2.87791666666667,0.513388747996199,0.70633694225996,1.76761741236983,0.237051263654088,1.23337408961938,0.632425,0.633875,0.5979,0,0.7987,4.3432,2.930225,2.508,0.757,4.383125,2.63625294117647,4.59725928143713,2.2456,1.5228,1.65425,3.7442,0.6274,3.743,0.187330367236715,0.393910821273096,1.74386122425169,0.678126113288208,0.802285235613678,-0.560374493950262,"LUSC"
"ZNF546",0.99623485934124,0.815339598465612,0.9315690971823,0.992801074566036,0.997042396798625,0.999999948308039,0.995848230678193,0.990758380482185,0.938965525242738,0.978650653566414,52.5202858974359,54.2316328125,60.7519333333333,61.21612,45.6287666666667,1.91030950203915,5.32385538237214,10.0686507528513,12.5624162097663,10.3865882630973,31.03825,28.5375,28.0751,37.7847,26.694675,69.523025,63.9031,67.9895,79.6117,67.30855,63.7481764705882,53.5368069860279,62.485,43.611,52.71805,76.1279,29.9744,68.6567,3.32612329862434,1.98206006417661,0.839817073210376,0.697943506441546,-0.251852976891183,-0.518817829620168,"LUSC"
"ZNF286A",0.999359053636368,0.585360187128146,0.566850633412356,0.617288269658415,0.592878857612324,0.92436690546897,0.996685535451697,0.99427232122324,0.999308701972609,0.926119579973969,293.202059615385,296.82653125,256.12771025641,198.10062,271.563066666667,8.27348290002667,14.4348600965042,17.9872748964731,47.7091079834805,82.4748820415916,196.247325,190.41515,174.89665,94.2029,147.3722,351.807325,358.037125,328.1159,266.0194,297.25215,155.632005882353,290.029636526946,150.629,247.9564,135.6119,165.41475,191.6625,349.7225,4.59253399381009,6.62615128174836,1.86356035754104,1.64613985354746,0.898061546254834,0.719086910150947,"LUSC"
"ZKSCAN4",0.478333276598356,0.999151038111308,0.955383553643712,0.975654709117904,0.870771248895774,0.965737357763169,0.666999683546033,0.892541685286765,0.773048722484649,0.656773574826348,126.034591666667,118.53536328125,124.182166666667,137.80494,101.8597,2.58503736236921,3.37818806384569,7.86579595102078,11.687040952508,9.05098692508171,92.962625,96.16865,82.10725,122.6708,83.3924,156.3191,137.5721,152.32155,147.5532,114.813175,87.3716549019608,123.335873453094,86.5385,117.1662,62.20485,107.02895,93.2543,150.3381,4.97374662998753,1.95579746300197,1.41162341026376,1.35391993159114,0.497355260982168,0.437142423025185,"LUSC"
"ZNF643",0.793054293666997,0.803301684384504,0.995507748585094,0.797246263685123,0.916017433514864,0.963725401956587,0.990308374291004,0.999780145550789,0.99999999812198,0.985874307190077,67.8972346153846,58.00828828125,52.1702871794872,25.72382,51.8203666666667,5.72631339126196,3.36476049735038,4.24389040240046,5.70859771891486,13.6020652095106,33.8013,33.260775,30.3396,15.9223,25.6943,79.4705,69.625125,72.1294,37.7288,62.759675,17.5734352941176,63.2804910179641,16.3607,48.9603,12.3901,21.5525,33.3396,74.9097,0.876790634355051,3.70078583385545,3.60091751890684,2.99255533076213,1.84836455414444,1.58137792208212,"LUSC"
"ZNF642",0.623699801230137,0.873500377184505,0.999989348252849,0.945318142480489,0.993808297010171,0.996173207724828,0.975610273448203,0.999324729204865,0.999713067820779,0.999886287562264,112.470356089744,97.87569453125,96.3789,79.20158,88.1752666666667,6.81039300416673,3.56289940625641,3.81280661530434,18.8710331148403,11.0074381173722,77.021525,72.24615,80.7154,76.4572,67.11955,126.44425,120.5373,105.3751,82.7184,106.721875,72.9865058823529,107.148748702595,74.8483,96.758,62.66285,82.46585,75.9967,122.771,2.29094622248128,4.36897930065999,1.46806245082218,1.29272141117434,0.553913341188674,0.370411399647774,"LUSC"
"ZNF490",0.992251922720627,0.872647064982546,0.782955492725251,0.973691725391414,0.955739547494197,0.999332037072871,0.998135173354371,0.994026882140478,0.999987537122373,0.999188291573609,172.764000641026,176.34412265625,160.100941025641,151.462,163.03215,4.25642780733768,7.84238046915225,10.0894195531833,22.8741354928662,10.7418640512017,120.6965,127.823125,110.81545,157.4565,154.45645,211.21645,200.0417,212.1302,166.6044,169.2572,169.299874509804,172.195105588822,170.5005,157.9881,133.6876,201.0861,121.4828,206.9459,7.62950941819462,3.44665819736105,1.01710120038424,0.926613704945147,0.0244632328126749,-0.109960074387341,"LUSC"
"ZNF626",0.580415545501178,0.773218613167387,0.999343975845987,0.644251604037947,0.435777505489633,0.422648138077562,0.99999997441527,0.99518146500678,0.990217626221497,0.850357536905231,101.350670512821,79.232490625,73.1313358974359,189.9826,102.430266666667,8.59238587342162,11.9762262083208,12.7593491980749,89.9495144526473,28.0785960515795,22.400575,17.549175,16.56505,47.767,55.598825,130.292925,76.2656,111.0421,315.5462,133.031425,168.924678431373,93.6900081836327,168.0381,45.5002,126.99985,195.10785,19.6872,118.0199,7.95374355202375,6.34773517461191,0.554625937747132,0.270773116334926,-0.850413007568492,-1.88484358660812,"LUSC"
"ZNF793",0.999302137347588,0.969903489872707,0.951280383879332,0.895829708193706,0.878217230236747,0.970048067737817,0.969702518176329,0.959907478325231,0.996773028630829,0.999249696997192,117.544820833333,120.52284765625,104.697120512821,68.81192,86.3101333333333,6.45170007800205,12.5015775853493,15.4144728588964,21.3478893255844,22.8800769289596,41.0325,35.73775,52.5873,26.0504,44.16605,162.68675,166.620725,120.7775,100.9709,120.35405,56.4645666666667,119.260298003992,52.5448,90.5803,37.2258,74.65035,41.1576,159.8067,3.68283798369923,5.5557523538288,2.11212633062491,1.72386801358079,1.07869612783812,0.785649319994417,"LUSC"
"ZNF383",0.983206040129023,0.955739617269913,0.87185057720322,0.999926323416492,0.999036605939906,0.999946892155056,0.547136936700279,0.648163195646437,0.431826793875184,0.786484293093078,108.525906089744,104.906125,116.164143589744,112.40192,68.3438833333333,3.49958124562105,5.45334362189752,14.2582281325285,21.6577764698364,7.2910317190558,70.799125,69.83065,75.59505,94.5378,61.8957,128.70005,125.7586,122.1494,158.3863,79.2651,93.5845509803922,109.010225748503,89.8122,95.9222,76.5824,105.0976,70.5726,128.626,3.63205925047375,2.94332737885794,1.16483142363255,1.06803084658877,0.220121180727665,0.0949533151696531,"LUSC"
"ZNF669",0.915702748208941,0.850692707319404,0.991370452556339,0.999892188251586,0.997077421407436,0.987196121712875,0.460108788957082,0.611973275830078,0.769338799267964,0.728051273299437,113.835519871795,109.32282265625,105.126538461538,117.2204,79.1137333333333,2.92185987459975,4.08737276001438,9.49461380081399,21.4105485213948,15.2568659145026,76.645925,75.6621,59.529,76.6046,52.884475,135.67105,128.324075,133.2302,142.9126,97.811075,82.4893411764706,111.50046746507,82.461,103.8557,68.84745,93.5492,74.9877,134.9533,2.94467079308244,2.26445353735866,1.35169545391974,1.25945234717018,0.434770139332984,0.332796537076646,"LUSC"
"ZNF559",0.246243508299911,0.654034002163858,0.999985960972734,0.985697293292777,0.999999422120245,0.999999999931819,0.997743416546002,0.999651711943113,0.999417621405531,0.999824750610426,256.172046794872,227.93713984375,225.802715384615,225.54272,238.856433333333,7.88932435835571,10.2535403542669,19.8304850703161,35.3035655674239,34.6322060898298,171.313675,161.788325,131.2748,166.3392,181.436475,305.017325,292.8961,280.7472,272.2308,289.838675,298.858660784314,245.584143712575,307.7335,220.6239,238.22195,353.1512,162.6488,299.7353,10.3535316205658,5.84994784833932,0.821740093019465,0.716931695769229,-0.28324593675226,-0.480092419292205,"LUSC"
"ZNF177",0.999655637045856,0.380902263705245,0.389197431090568,0.972824748178477,0.966052791218313,0.999997609031312,0.999991512471007,0.999999872271403,0.940057508883411,0.986320058878995,53.3525823717949,54.25722265625,40.1343461538462,41.31112,54.7545666666667,2.45812733222333,4.13935090840281,5.53150331496355,12.3408174479003,11.8449892098914,21.922,22.79615,18.53055,27.9081,38.50915,69.30115,75.293075,43.7197,60.3689,71.672175,51.1089254901961,52.5172630738523,52.0788,41.7296,38.79835,61.58765,21.9451,69.9209,2.31100548503917,1.93646637016446,1.02755560932163,0.801278063242625,0.0392164718842166,-0.31962511461686,"LUSC"
"ZNF548",0.911902942941024,0.895930323489796,0.996935178054805,0.985947893128845,0.955102863211636,0.927360640869967,0.59698335744095,0.74390009895192,0.850197963511517,0.648389391834718,274.216388461538,263.75207265625,256.411164102564,301.13962,204.894416666667,6.73148255668049,10.2313161954208,15.7019208618384,60.0621376418406,17.7949444839523,191.718175,178.5262,188.6797,222.1802,178.495025,331.759025,338.01185,314.076,325.0485,236.95535,278.835084313725,269.925363473054,276.1871,250.7442,251.49315,299.12765,187.5336,331.1841,7.0782440712321,5.27100323974107,0.968046629201629,0.907878029060735,-0.0468515534848677,-0.139429606500044,"LUSC"
"ZNF563",0.998284284636646,0.990501494789892,0.974855032092567,0.99023592626349,0.994945734895694,0.973686697114743,0.9940537769216,0.989201780297329,0.999599278872241,0.970751670120847,42.2953596153846,41.42633828125,44.4841487179487,36.4437,46.9944833333333,1.5066934920303,2.36145311699568,6.40950226801551,7.9059320242461,7.89602784567096,27.39865,24.99195,20.8185,28.9916,36.48365,52.620375,53.40295,55.0364,40.7767,60.109325,53.4233509803922,42.5562944111776,50.5567,38.32,41.62205,62.39395,25.9289,54.1557,2.47605582194886,1.2515249662812,0.796586017728408,0.757960863743084,-0.328097938221822,-0.399804736123457,"LUSC"
"ZNF567",0.999997206674152,0.942781209845347,0.947908237746385,0.999985733100834,0.99999303113947,0.996595180912799,0.703786095418735,0.723139805850773,0.565703832363673,0.929099556123497,169.19541474359,168.5620109375,182.285597435897,165.10392,115.4447,5.3524456965866,10.4324498666684,17.43369208737,26.9838975005354,27.0122246465312,113.39975,110.800325,118.45105,122.6708,73.12885,195.579875,191.9201,223.4679,216.1241,159.695775,114.115303921569,171.383641317365,110.3352,147.6524,98.477,123.29935,112.2236,196.887,3.25417851486056,4.6932357482437,1.50184625048326,1.33821663440135,0.586737126421495,0.420311682554801,"LUSC"
"ZNF573",0.939743577219628,0.94216688653952,0.998931470638659,0.952280342372182,0.901668146568978,0.875848026585012,0.969320409399389,0.924607345744164,0.90033730970206,0.999975016334517,20.7275564102564,22.5902578125,23.7061743589744,13.2434,14.6780666666667,1.11754688217507,2.41616597673192,5.36232589586753,2.78968540323098,3.15889504211696,10.1436,11.110675,10.2667,9.4625,8.360525,25.0581,25.0214,23.59115,19.4247,21.411675,26.7960941176471,21.645170259481,25.486,16.5436,17.70955,34.35105,10.2894,25.0575,1.7046603060248,1.04595061747978,0.807773333100297,0.649125009809307,-0.307977575534885,-0.623431752772885,"LUSC"
"ZNF527",0.997126784358952,0.974352992872446,0.996151006118079,0.983783555658243,0.991516064806264,0.998437544548078,0.700955798703425,0.658212918159629,0.601189966070536,0.708635519910958,107.775736538462,110.198640625,114.750692307692,124.13264,71.8135166666667,3.43332952495547,7.3002770945147,12.1647759465378,18.1425051775823,8.34527270912168,69.109775,63.2428,73.8357,121.0084,60.6109,129.8672,122.0143,128.1801,125.1401,81.74025,100.360184313725,109.881176646707,92.3547,94.0315,82.07295,114.91285,68.0005,129.3133,3.59284975995201,3.11345069451941,1.09486822287231,1.01815608734585,0.130757239096656,0.0259587492111915,"LUSC"
"ZNF33A",0.598536618621379,0.42858271600554,0.942198458942378,0.904258067697267,0.983429283029267,0.999445469514651,0.145328003948937,0.0654607566811134,0.0390264391057031,0.172843194174051,645.010053205128,602.50423671875,563.633066666667,533.8886,911.04915,16.2152925836563,23.9793911179404,40.1798073784278,47.5449107821857,160.222059690811,448.681,429.67095,372.45785,480.3313,618.530425,807.880575,718.205525,806.36395,553.3613,1116.410975,842.940401960784,629.176867265469,814.44,561.4126,713.65275,950.6108,437.749,783.3816,25.9032385271335,12.5347785024323,0.746407297362809,0.689323461519572,-0.421965003904453,-0.536746975782145,"LUSC"
"ZKSCAN3",0.247241647361824,0.997476081002358,0.577633526917247,0.999999501955947,0.986526269415419,0.999990232927523,0.840412428826135,0.986854587502619,0.80791077241018,0.949186200810023,75.7864846153846,67.8968625,77.8405384615385,76.42462,60.1339666666667,2.10845608683217,3.04630708310699,6.91818412510936,9.85480740163906,7.20523512559522,46.6571,44.1309,41.8518,59.5238,51.7462,96.503975,84.463,95.91415,96.2185,67.15355,69.3214450980392,73.4483193612774,73.0887,65.9979,57.7575,79.67415,45.082,94.1364,2.87769145428232,1.64421551341977,1.05953243267508,0.902983634953146,0.0834277498085779,-0.147228253344997,"LUSC"
