"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF587",0.99257697960526,0.999973703523189,0.996925973143634,0.892809520708899,0.930423310296256,0.896367328352841,0.829563676158156,0.884656160488876,0.840787891928885,0.99999942427213,678.163958653846,662.37538203125,684.268428205128,536.05856,527.695783333333,18.6494410243855,32.36479620755,67.9732912996331,130.672607425002,73.826280874191,457.175875,412.662575,385.3333,433.8872,407.95405,840.34395,785.998825,858.94045,578.6214,601.392125,398.269678431373,674.153637724551,384.8299,588.3478,331.88865,462.98995,433.8872,830.5361,15.9799608700206,15.6687779784656,1.69270641033929,1.52885157832071,0.759331768226213,0.612448355937352,"LUSC"
"ZNF808",0.994841098541416,0.99999999812153,0.999497971320615,0.991810517302101,0.996782254131919,0.993501746879105,0.999779707182372,0.99999267088874,0.999842504892212,0.999555369951436,184.763468589744,180.7608484375,184.607251282051,165.37306,177.722383333333,5.11765123137959,8.99076088703732,19.7678443273119,59.3108162357474,18.7004250923772,128.44675,107.588625,112.99305,78.7282,150.352775,236.746775,247.897025,236.7968,239.2233,195.084875,236.936909803922,184.05150239521,240.6906,178.7041,208.69275,268.26395,121.4467,239.3808,6.35998252220021,4.3086579211152,0.776795403246891,0.742463976574075,-0.364393431376055,-0.429607065039545,"LUSC"
"ZNF43",0.584049384420324,0.719705178033619,0.997674396789509,0.999626631891143,0.999918355046562,0.999047928160219,0.999741337483713,0.99972695718135,0.997933695102866,0.999999910123655,155.965250641026,132.03987265625,122.897258974359,141.80626,144.16415,9.15146117778629,13.8365708285186,15.693694655425,58.4921215976528,29.5107975131674,55.14985,38.479075,41.14955,71.068,87.283525,203.372175,142.91545,196.06055,121.8487,204.157875,240.638221568627,147.486519760479,237.8472,99.2494,187.5962,293.18545,49.1278,200.6038,10.3053569628918,6.88773579848026,0.612897314479269,0.417282187892058,-0.706282711511168,-1.26090475585387,"LUSC"
"ZNF28",0.987843067345933,0.411567094645667,0.672593926701636,0.518944191435437,0.604469829484523,0.909094032418706,0.763046300097902,0.698560343461853,0.385329743441239,0.282300763991232,398.083731730769,410.62886953125,469.399625641026,568.8116,280.616816666667,11.9301972685281,22.7120625756872,55.6410932751896,273.632253417496,29.5446042100123,258.5121,256.509775,295.91095,133.0228,242.0585,509.4101,541.793525,540.97555,632.6214,309.4298,288.645498039216,406.422953892216,278.481,375.7677,239.98045,329.90325,259.0116,523.2845,9.94980233805539,10.8053291162564,1.40803496556526,1.34934771133399,0.493683160694855,0.4322621620579,"LUSC"
"ZNF627",0.437667625034446,0.998808467648805,0.951619289397647,0.565917554934256,0.3354393434977,0.552402565347873,0.999491610955193,0.999564040116603,0.999976991100491,0.714586671643397,344.170845833333,301.95412734375,333.238274358974,504.08612,322.793766666667,14.6637056982236,15.0853631364311,38.4978668841739,113.048690127836,95.9193047457937,208.3141,203.486625,188.6977,381.1506,219.113675,393.19065,330.408175,370.9182,463.9522,262.12325,325.2034,333.261491217565,316.4951,269.7056,280.24675,351.08215,203.8946,366.1745,16.63042364772,10.6564159425473,1.02477861921974,0.852163587998677,0.0353122809996224,-0.230797686807074,"LUSC"
"ZNF789",0.744147330011602,0.947842550355797,0.999999995545765,0.667902076128293,0.8350097130794,0.852663580615797,0.999700544415611,0.999959165267035,0.999971971991036,0.909373520270913,104.699278846154,96.95441484375,97.0860794871795,68.00996,99.9013,3.42591808780603,5.57286511583518,9.62773591688649,14.5542953069738,18.9268976995879,61.65715,57.0568,56.1568,41.9255,82.640675,135.82275,117.809425,118.46665,91.9758,120.677025,63.2078490196078,103.764800798403,59.728,85.6788,42.4063,74.01115,57.8495,130.3014,3.73750617574767,3.51059198619931,1.64164423260494,1.43448298955264,0.715141508681923,0.520530860380152,"LUSC"
"ZNF534",0.957913754995206,0.970211334097968,0.863048346394944,0.992191720921834,0.998730906209522,0.967886322561358,0.983085960760089,0.954818068013671,0.998933936311843,0.957436937927496,6.31941538461538,6.7495734375,5.68705897435897,7.49264,5.00325,0.381581880907062,0.387880522049559,0.437836665216379,1.76371268538841,0.960017885510473,3.833525,3.807325,3.49045,5.6033,3.12505,7.01245,8.550425,7.09285,7.2464,6.595675,4.91741960784314,6.3604129740519,4.7309,5.3516,3.5506,6.4721,3.7982,7.4557,0.291645907398192,0.26110806461618,1.29344523780465,1.13120125134752,0.371218974146263,0.177855621186283,"LUSC"
"ZNF525",0.999264322984561,0.998060999443733,0.999893403629365,0.712966756567854,0.754062061140738,0.811494964137985,0.991818026433562,0.987335070266372,0.983356185316172,0.724946456247204,264.905421153846,268.89577578125,273.16771025641,355.18414,235.818083333333,7.85060038687796,15.6872634174207,32.6554629835569,162.233070159255,49.2557793261489,167.2661,170.102375,163.64815,129.3996,168.2569,344.1639,335.679725,315.1555,387.9612,243.13065,136.950964705882,267.583796007984,130.594,238.7387,111.1729,148.59825,166.0377,342.0418,5.8059836154057,7.03470225988597,1.95386572546349,1.82809853438902,0.96633132510356,0.870343833658158,"LUSC"
"ZNF814",0.887542170907794,0.999897859718721,0.994861151354124,0.982296075433025,0.943522445414356,0.979197636430024,0.830855711491618,0.928828646685609,0.884341977539246,0.794315348822628,196.803794551282,209.03317734375,199.928674358974,165.72304,251.46545,6.51853982143421,13.034407215954,19.8567528029479,47.3386733969447,80.7539316963855,111.384175,102.02895,101.06495,134.8,131.4796,248.626075,282.105875,266.4453,179.6066,282.962675,160.912531372549,200.876825948104,159.2592,171.9455,129.9082,187.0861,109.1585,259.8834,7.21730141128668,5.62619837184025,1.24836036220839,1.07965819243096,0.320034454813488,0.110574643744933,"LUSC"
"ZNF551",0.918235913227599,0.997786212700051,0.937236172460498,0.999985904099381,0.99997202773023,0.999657352371912,0.511650858769939,0.661836592029914,0.493534333160343,0.851406661271436,166.439386217949,158.80436640625,171.117492307692,162.97006,110.040266666667,4.92505583906692,7.26457649063397,16.4773061127861,34.6498660196053,12.7426558397551,109.880025,102.73065,109.02705,133.6109,87.1129,200.647,198.701375,210.50575,199.3089,128.584925,99.1793588235294,164.387426946108,96.5786,148.0938,76.77275,119.1614,107.6923,200.4882,4.33299959266474,3.8861257381324,1.65747620166212,1.5334018095106,0.728988156014769,0.616735787428178,"LUSC"
"ZNF805",0.999994198924834,0.971650800677852,0.983554705268865,0.997118860107304,0.996681709385453,0.982537856532166,0.763050842159752,0.761807061660992,0.660354205486004,0.981936765790617,313.268750320513,314.14085859375,325.599866666667,295.35732,256.453583333333,6.4950725591077,10.1841659956799,22.3357392613858,60.7735396343787,31.4561173181987,234.7597,231.0513,225.9512,251.0352,212.560375,371.358425,377.56585,405.38365,324.2718,291.9603,266.409811764706,315.230715369261,268.2674,303.0459,234.8555,296.4968,232.3151,373.4044,6.96266636696798,5.32379544732766,1.18325490071542,1.12964117145803,0.242760897333573,0.175864575853363,"LUSC"
"ZNF468",0.991107777001244,0.158106696141302,0.126842148768255,0.182931118408498,0.154343320311535,0.707359619820635,0.822971297913161,0.881496573244961,0.329012554985756,0.127787824904927,424.915373397436,409.4439734375,549.396520512821,745.20654,282.51225,16.1997704236692,25.7865381347441,86.0693383550219,417.690412122383,33.9131946300527,263.28215,246.130075,317.30975,202.1196,234.2831,545.4369,515.808325,559.8632,564.2718,318.660425,295.593078431373,430.199458083832,285.1496,365.1665,246.38705,322.45755,255.2455,531.6558,10.2783310847793,14.4877450638487,1.45537730574335,1.28061375502543,0.541393219497256,0.356835411093802,"LUSC"
"ZNF616",0.971937384451046,0.822265941891486,0.968909543518766,0.722874420671331,0.810779799285768,0.929826415091676,0.828947740012246,0.752881191649841,0.623827083248409,0.467457618512049,175.891286858974,181.27156953125,190.91448974359,222.44576,139.892833333333,4.5055339309286,7.10247157439667,16.9350030750146,70.4386277291203,13.1343542714432,120.8285,130.18395,116.379,152.1739,113.9274,217.916075,211.678875,244.5919,193.3981,161.572375,155.915009803922,178.116415369261,160.1059,163.3304,125.01405,184.69945,121.1679,218.429,5.85203496533069,3.69693899661168,1.14239428002,1.0201397949732,0.192060660908707,0.028766865623461,"LUSC"
"ZFP57",0.457212485154621,0.999722918319564,0.791000437251389,0.999714057279111,0.979328592799678,0.999963950158251,0.980164479676197,0.999917854874718,0.97465535307269,0.984848002046069,15.2285836538462,29.51995390625,12.6220102564103,8.25526,34.24135,2.89615212548266,12.0761433144742,6.31690414668062,5.74430374419738,8.04220293977341,0.4214,0,0.65,0,17.788825,12.9247,13.486375,6.0767,11.3872,50.791175,17.4679568627451,20.3782391217565,1.1971,3.3664,0.31585,31.105,0.3933,12.9388,3.49344116241184,4.020998629028,1.16660690668514,2.81212931250522,0.222318520504588,1.49166293659416,"LUSC"
"ZNF155",0.994588490896219,0.999732775798762,0.99447831658964,0.999926701443384,0.999999380545028,0.999684224401356,0.995751484291415,0.998826801362099,0.993165052950865,0.999867273934309,139.148383974359,136.36291640625,141.242112820513,135.13458,128.875516666667,3.68856630482678,5.98888361774479,10.8952717249175,29.9268438531262,34.6766380619711,96.465725,96.156975,104.98655,87.3786,68.555775,177.43205,171.216975,163.63015,163.9743,166.503625,136.148017647059,138.145146706587,141.5717,130.3215,118.7596,160.33095,96.0096,174.5643,5.08594406129147,2.94679403084645,1.01466880747912,0.920533552962916,0.0210089020127915,-0.119457786879812,"LUSC"
"ZNF425",0.999999996840475,0.932546424911762,0.946291524822591,0.963845016456905,0.965750450614876,0.891422697241032,0.956776009687025,0.959368215164287,0.871292037706541,0.999999968800166,57.4271051282051,57.3797609375,63.0244102564103,44.98204,45.4662166666667,2.18817325189715,4.04065537737609,8.38254698475208,6.68840137967213,8.56525004676519,31.690625,29.7438,24.7439,36.2319,34.639375,70.820775,67.567975,92.5656,46.9903,43.479875,55.7231941176471,57.1745375249501,55.0022,47.589,46.51125,68.5129,30.5129,70.4086,2.22080580638158,1.84191657050069,1.0260455889201,0.865219936657079,0.0370948337205684,-0.208861186192972,"LUSC"
"ZNF611",0.999734541886653,0.476701852024919,0.483171572202109,0.99201365373472,0.994840721421404,0.853369127204204,0.971729597949154,0.979885854855666,0.742013835734276,0.999983133205546,151.113567628205,149.43678125,174.995002564103,133.92746,129.0856,4.27024556345664,7.26993591740389,24.787923965082,46.8612346524353,19.1342589911394,104.0923,95.140575,100.7059,63.5882,100.6556,190.156475,188.541475,202.7086,184.466,138.940425,183.179349019608,151.88204510978,179.6359,141.3193,154.7412,207.31225,99.9686,189.9937,5.08718916609885,3.82470062135965,0.829143928737964,0.786698538543799,-0.270305538096152,-0.346117191387043,"LUSC"
"ZNF254",0.848399924911059,0.983126204214702,0.999990117782395,0.994083305986888,0.999807095520693,0.999672841578988,0.999198077041046,0.999999993588124,0.999999950994351,0.999918585031127,227.593371794872,209.55479140625,212.070561538462,196.3398,210.471066666667,9.77534011187386,15.1299491881442,23.7316240337658,48.4126853154728,29.149172873716,119.167325,94.62775,99.16435,104.4663,149.448725,297.507675,269.7242,308.7102,245.1807,270.077075,299.011698039216,222.035556287425,288.4713,192.1057,234.28955,360.18655,109.1247,292.6355,11.566449508423,7.54700232610848,0.742564781724041,0.665943891125391,-0.429411202044483,-0.586527466247244,"LUSC"
"ZNF625",0.979662085667954,0.85145169905698,0.973381750896168,0.933099763386138,0.966275578477356,0.995082006719977,0.950838557158034,0.979075554427191,0.998449732044629,0.999980707322387,19.1976038461538,18.19505625,16.315641025641,13.1959,14.1746666666667,0.997456283959953,1.33572709079866,2.6987566865168,3.81240866802078,4.74276798066745,7.107475,6.7538,3.74345,9.4625,8.58305,25.973725,26.759825,24.58195,16.4855,11.1589,20.5908980392157,18.5508674650699,20.6041,15.1013,14.9649,25.3279,6.8815,25.7128,1.19175643202562,0.743619270038568,0.900925614304895,0.732926941725191,-0.150520101283212,-0.448258697433833,"LUSC"
"ZNF845",0.998816363491667,0.995043446218405,0.999584828695002,0.591782165316727,0.642622166238294,0.726893001607422,0.526897302796769,0.496277580767737,0.489516063597475,0.203908686302978,242.495161217949,245.177709375,248.762297435897,304.40664,182.0158,5.33899518173168,7.9086190242258,16.8228707018477,70.4279773303451,22.6669525487658,185.0516,185.56425,176.0218,192.0168,141.9843,292.230325,292.237375,294.72335,422.5243,218.20115,204.2179,243.552664071856,196.8243,229.246,175.8804,221.67405,181.8653,294.1285,6.44594217264006,4.29212482363039,1.19261173517041,1.16472407116398,0.254124437907633,0.219988213838067,"LUSC"
"ZNF90",0.999967673391617,0.430087751832732,0.467097474219026,0.995403975219183,0.996627202007347,0.866596971514299,0.999992505480447,0.999975227258327,0.976524352945751,0.997213473693579,160.302118269231,158.506525,205.683271794872,133.2501,165.190933333333,8.82553606996261,13.3299603719513,30.0832486797959,51.0462229620567,33.2651129517263,71.341775,50.784275,94.74135,51.0977,123.5651,188.41405,191.597825,255.71445,128.1553,213.039825,131.835735294118,164.164486427146,122.3755,124.5998,86.43895,170.24185,67.5992,197.8261,8.80045113735312,6.98361706630886,1.24521994026054,1.01817602379561,0.316400584621835,0.0259869982547005,"LUSC"
"ZNF788",0.908690844612134,0.988461284690487,0.876679531031339,0.98864767470963,0.998639254027476,0.969228045689196,0.991951110606352,0.965504929274815,0.999398717921333,0.963989235756086,66.8698618589744,60.43704296875,72.7248384615385,51.39674,79.7930833333333,3.90263963472737,5.66964751520512,16.1941425124847,6.0502073821151,32.2942256233362,23.494,19.62135,17.6575,41.1765,34.2593,84.7775,83.363325,85.6278,63.8775,100.872275,102.343058823529,66.1768822355289,93.4875,39.96,77.76855,122.07085,21.1988,84.7868,5.45476997961807,3.19951047590144,0.646618178079258,0.427436823104693,-0.629014029031524,-1.2262168953076,"LUSC"
"ZNF880",0.807882518147413,0.94710693060706,0.681070181648669,0.745213270434095,0.879315867295578,0.6193530532816,0.933593613507542,0.987023924327892,0.842112107847065,0.996253127732229,80.7562032051282,71.235871875,91.1376128205128,35.64978,53.8587166666667,4.9023364435447,6.06432726785095,15.9125594962612,9.94993002228659,14.2257888649316,22.0807,25.14275,16.41665,15.528,28.481675,109.569025,93.4812,151.4043,45.947,73.3976,126.653152941176,78.0284041916168,122.7242,48.7136,69.43215,165.9632,21.9346,107.7417,9.32350442064606,3.66279700843081,0.616079445158833,0.39693556772014,-0.698811692430851,-1.33302325294668,"LUSC"
"ZNF630",0.0388499409452322,0.896457208806277,0.934328751361652,0.957382068601833,0.666664152404578,0.863198420322908,0.710329935430458,0.982961418550135,0.916740324766148,0.639703056753868,58.3247506410256,48.192784375,53.1039435897436,69.02406,40.4793166666667,2.14530853203343,2.37216441619617,4.02708375274592,10.6477358125378,2.25194921396504,36.28145,30.179025,33.1555,53.3126,36.3731,71.051525,63.64995,72.2067,81.0924,42.692875,43.010231372549,55.1889453093812,43.075,49.0323,35.0355,49.4722,34.1897,68.586,1.75081082277806,1.52960526586763,1.28315853107931,1.13830063842136,0.359699422861705,0.186881640489876,"LUSC"
"ZNF844",0.878276849853845,0.999738884207002,0.953017832124046,0.884997855131848,0.955981301584044,0.877416976560426,0.997834105444383,0.999993242868654,0.996058816114993,0.989359920253683,68.1949833333333,62.77577421875,69.9061307692308,45.32778,61.09355,2.94457154619401,4.96662549259157,11.2853135091947,7.27322312454389,17.6866338839202,27.3348,21.251825,21.19285,43.1068,44.780725,93.05125,94.296,92.10985,51.0977,63.69095,153.201080392157,67.1802425149701,144.4927,56.6322,105.4394,203.91985,24.5399,93.0913,8.13455640285851,2.43431933306125,0.43851023989521,0.391938139435418,-1.18931756265395,-1.35130212670079,"LUSC"
"ZNF717",0.995832307465949,0.956002019998708,0.909025932106508,0.855461174992449,0.895912342272405,0.75158883376165,0.999997346025718,0.999880930168254,0.999507308026168,0.935194792206784,26.0588253205128,25.30750078125,28.3407769230769,17.43328,26.52005,1.10564341838697,1.66233836863468,3.01600536196142,4.05896198299516,3.31757314782458,9.817975,9.68085,13.16535,10.8696,19.64255,38.1908,37.175975,40.6142,22.2689,32.63935,35.7049862745098,26.216746506986,34.6073,24.864,28.62615,43.9439,10.0584,38.1541,1.60200515507241,0.864116512389514,0.734260092005762,0.718461133922612,-0.445636905141993,-0.477017980534215,"LUSC"
"ZNF492",0.234921174466996,0.81717129692314,0.999734374807056,0.999688681426065,0.963225269113523,0.979453302055002,0.848083194154573,0.988967225178828,0.98349393250613,0.919573311754388,13.4629407051282,7.00739375,8.01607435897436,16.05044,1.02296666666667,1.93851815664513,1.74747344051379,2.54010050523131,14.7625244169688,0.375190412694378,0.4712,0.37325,0.45315,1.514,0.2095,8.494675,2.7244,4.43945,2.1008,1.8021,3.79359411764706,11.2205367265469,2.7933,1.3299,2.37525,5.00895,0.4318,5.7997,0.352094254364042,1.31834021852267,2.95775889000649,0.476103533455053,1.56450445190639,-1.0706527588325,"LUSC"
"ZNF688",0.749361099623887,0.999999988283144,0.961397546887682,0.750983923894493,0.586130221331244,0.782503335769866,0.99808461573269,0.9743396849704,0.998374831976804,0.959587137692114,193.023080128205,181.38205390625,192.787302564103,242.90036,204.654783333333,5.47286919069998,7.33276460746677,13.2007163201369,47.2062935313566,34.1835700989663,135.049175,118.3596,140.38575,181.7437,148.745725,220.053475,214.61625,219.69235,346.2185,241.4157,211.513488235294,191.189395409182,201.3739,175.7827,162.24705,249.65285,131.2973,220.1275,10.5067101342805,4.15274657241108,0.9039111264455,0.87291699669123,-0.145747162666566,-0.196083616467971,"LUSC"
