"gene","Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed"
"ZNF250",0.108383313519197,251.462282352941,207.820045454545,19.7487800609829,11.0975689652314,190.2017,183.1301,320.5006,242.1573
"ZNF79",0.80504392810358,104.4363,107.120345454545,6.39053823940243,9.05044662925401,88.0649,91.33835,117.423,129.08425
"ZNF681",0.321177607805925,133.351052941176,222.5603,36.0608793181917,95.2223193286532,24.7887,53.63405,193.6919,198.0903
"ZNF766",0.81086682297012,420.541382352941,409.393563636364,29.8836291032696,33.887081814776,363.1407,347.5844,489.3685,481.46265
"ZNF471",0.584071210908473,62.7582470588235,81.0898272727273,20.6467336928286,25.9244288962995,13.1077,28.41345,72.1127,113.92565
"ZNF836",0.949076550900418,139.100835294118,137.816390909091,12.8529421570051,14.7575228235787,106.5225,111.68295,167.2761,149.8217
"ZNF493",0.186564656323521,232.854529411765,382.809436363636,21.1625300609073,134.83216215471,161.7164,168.46965,278.626,335.13695
"ZNF167",0.15439211170131,37.8342764705882,60.9050363636364,7.8642967589688,15.4120423220538,12.2034,26.5001,48.6436,99.22285
"ZNF565",0.820403817653109,82.7926294117647,80.7683909090909,4.94352812996421,7.90916550508395,70.3381,61.7683,97.9151,95.827
"ZNF34",0.832174879165708,110.919182352941,106.773954545455,13.4334776618278,12.0733736578048,80.2539,82.0261,117.493,115.4764
"ZNF140",0.859947205912394,332.175970588235,340.837927272727,33.1037969447679,31.9374140172679,254.2723,254.8571,419.9866,419.4458
"ZNF658",0.301757568437245,61.6767941176471,48.4639363636364,8.68307292274183,7.86285937731969,36.8102,29.8057,79.3613,68.6102
"ZNF765",0.989841204011153,291.184164705882,291.783727272727,28.9849677839879,36.8270016263193,223.5274,206.6008,319.6114,340.25555
"ZNF124",0.516292552208932,133.738835294118,118.719681818182,14.3014805706719,17.7923521090731,85.6052,78.906,175.837,132.24565
"ZNF569",0.917581017067383,83.4328470588235,80.0166545454545,23.1014925207148,19.1736367599053,29.3605,35.2724,95.5277,122.7692
"ZNF777",0.752726815198425,573.059423529412,593.597263636364,41.805512906742,47.3964429396462,474.3662,517.971,632.4554,653.55635
"ZNF605",0.55625877641106,366.368541176471,410.0781,45.2031150638655,58.6064985163467,237.8957,275.38775,558.6273,515.52085
"ZNF799",0.460288279089335,108.687235294118,91.6036636363636,13.5708963184709,19.0980818234487,76.8156,53.67815,127.9707,92.6566
"ZNF782",0.216685448839739,90.4493470588235,77.2559636363636,6.80294539667064,7.54713544841862,76.4774,63.5241,94.2723,89.7206
"ZNF846",0.471071956572174,73.0834588235294,82.781,9.07901714759521,8.58376255728327,43.1363,67.22075,103.6483,101.79165
"ZNF136",0.150308438083702,226.796735294118,282.069109090909,14.5490748388983,40.8871960966699,183.7288,197.0499,266.214,318.58535
"ZKSCAN5",0.407071823451326,391.388788235294,430.5636,28.6941159727592,37.0853283612585,310.2508,341.41675,418.6472,534.26195
"ZNF33B",0.579099511447221,796.524952941176,733.082490909091,71.4763444346671,86.6128947630426,590.0449,548.8334,976.383,812.73955
"ZNF431",0.258869220155643,249.933511764706,353.6608,22.7337726216155,107.092214882838,208.148,194.4845,248.0916,321.65115
"ZNF418",0.0964685770621921,31.0818411764706,65.2510272727273,8.62256566409453,20.8761354502743,8.8972,16.2973,38.246,104.2543
"ZNF700",0.43147315552893,323.836823529412,369.725445454545,30.5701403231875,53.8032249614047,240.7567,260.29285,366.4718,392.5601
"ZFP28",0.559182898960352,78.0972588235294,97.7649,19.6235079605676,28.1436108620573,16.8019,35.666,100.1009,146.34345
"ZNF585A",0.968834143559079,138.490170588235,137.514036363636,11.5849401491376,25.1928006568481,103.7766,95.4208,168.0172,145.2507
"ZNF138",0.409003295942862,231.977482352941,280.343554545455,20.2609856996172,65.0250921772963,179.9442,133.0231,286.9399,329.915
"ZNF429",0.809655858602838,200.149058823529,189.944109090909,28.3550279999992,28.0764029457234,93.8967,131.11405,286.6409,241.99435
"ZNF470",0.728478845499727,118.726370588235,104.086372727273,29.6200014537893,24.043285396971,22.9433,32.3382,178.8417,173.27225
"ZNF100",0.398260070627212,305.401923529412,401.147018181818,25.4391344201972,134.227746350142,239.5076,184.1242,326.7252,361.7458
"ZNF398",0.375134596858824,696.209852941176,651.143454545455,31.3065232675884,38.9054874097528,608.4873,576.2457,817.7374,684.4867
"ZNF498",0.427693160109226,382.330635294118,417.269045454545,21.5753831869011,42.6258915632685,307.6477,332.0688,442.5586,449.38915
"ZNF441",0.245455608151282,161.549029411765,200.943881818182,19.9598537196502,27.383094111297,110.8007,139.70925,192.7035,238.5502
"ZNF420",0.76230544437673,108.923588235294,115.688709090909,11.2171278384851,21.4990195907139,72.3929,81.9805,132.8957,121.30435
"ZNF763",0.787968720573876,58.9071117647059,62.7313363636364,7.26511368212381,13.4954159140345,38.9149,31.9645,74.5795,74.04355
"ZNF679",0.667392177226466,0.774517647058824,0.497709090909091,0.45420561368459,0.360649092724,0,0,0,0.20925
"ZNF682",0.259929309726416,38.2855529411765,59.8474090909091,6.81610623921557,20.9385999055049,19.7683,14.64145,53.4625,75.9647
"ZNF772",0.915304260737838,136.7055,130.944354545455,34.1691115507389,40.6960802212725,41.1582,32.77965,182.2626,152.69305
"ZNF257",0.261761491941767,48.5548882352941,164.682018181818,18.0352261780609,123.984205368616,4.635,9.6803,71.0805,55.988
"ZNF785",0.583742471702551,286.029935294118,263.588072727273,24.9755536668402,32.2498181764461,216.5837,210.76265,352.3932,311.1082
"ZNF98",0.200223259813013,5.46958235294118,76.6465636363636,2.36823511258346,67.9401164011732,0.6555,1.5523,3.2023,12.85855
"ZNF786",0.283548547854671,216.865558823529,185.433254545455,21.5120557581606,12.5054666684786,167.8873,154.8276,269.3139,215.32425
"ZNF517",0.791574450501451,209.875841176471,201.047745454545,21.7697656372522,23.5338301073249,133.0425,134.634,245.4296,258.5658
"ZNF675",0.354389047539263,186.225905882353,242.649127272727,20.1221566621836,68.1971664361879,130.6965,137.5662,236.6102,213.4628
"ZNF860",0.0439568792181805,51.0483823529412,142.455336363636,8.25328939758191,52.665130669764,28.3603,65.7855,64.2458,122.7442
"ZNF695",0.671800030233657,66.5673588235294,76.2299,13.0726581253502,19.4942366455133,23.3738,26.11555,93.8939,129.5632
"ZNF665",0.203745746833148,31.7597529411765,21.3742636363636,5.38117222353521,5.34468873144635,15.3414,10.3323,43.7616,22.45925
"ZNF624",0.182183564709305,106.722317647059,126.005172727273,10.0184872233061,8.01346394033862,75.5744,109.96325,115.6307,143.6589
"ZNF841",0.944775548838542,383.784958823529,388.621372727273,42.9834626818354,54.5861412870171,298.4257,280.77075,425.5399,481.5565
"ZNF615",0.567189111518851,226.194064705882,257.012045454545,35.6606629785033,36.3143158534041,152.3569,156.36055,234.2462,348.7318
"ZNF433",0.518008774173057,64.1033764705882,75.4372181818182,10.2648596768529,14.547082200714,32.445,45.40105,93.8276,86.6475
"ZNF595",0.866788544808178,194.856817647059,210.178018181818,39.9352149069528,94.7017329708124,88.9502,49.71145,248.1356,171.94835
"ZNF460",0.488824421549016,340.187752941176,390.798163636364,46.8417999084301,52.6857169223056,212.8608,289.82255,401.2797,491.58925
"ZNF81",0.516888499421467,207.470705882353,184.932281818182,24.4887080822956,19.3453202061322,139.1802,154.8559,253.8967,233.06725
"ZNF780A",0.303174655032765,252.987552941176,285.075090909091,17.6353775560726,26.5309684991759,211.2205,233.27425,311.8644,337.4604
"ZNF461",0.898520074022784,72.5307941176471,70.0897363636364,11.1307657918151,16.1492218136764,35.51,30.26395,93.7784,97.866
"ZNF181",0.230503731079206,190.956894117647,316.231527272727,21.5982437988065,123.607734638179,136.406,141.2754,242.3762,276.0055
"ZNF44",0.243184077116115,221.375164705882,266.201709090909,18.7264729474647,36.8391517108052,166.8484,188.193,237.3807,325.61985
"ZNF790",0.433558849402442,89.0142941176471,71.0389,15.0417970948832,15.7054121862555,47.4373,23.14805,130.713,105.90595
"ZNF677",0.224307567914156,17.6712882352941,30.5382636363636,5.16899461209279,10.1288489624732,6.0298,7.4801,13.7936,43.36305
"ZNF823",0.789604710110176,193.063458823529,203.744190909091,21.2075127169544,36.9546846530289,135.7996,127.55105,207.7426,216.602
"ZNF311",0.358024354240611,9.21805882352941,14.8477545454545,2.63528991182044,6.32194247998572,3.2023,6.31355,9.2034,9.6444
"ZNF347",0.214399415843012,120.715117647059,84.6112,17.6499809382026,22.3628686073508,55.753,27.901,195.2491,125.58945
"ZNF273",0.676344390004918,158.299370588235,172.550109090909,20.4390788111959,27.6659523058889,100.5484,107.41445,185.987,207.79255
"ZNF84",0.979270112466837,548.661641176471,546.673827272727,54.1165938897463,42.6716617649105,392.2364,433.73595,617.6539,659.5087
"ZNF667",0.454243223595339,22.8518058823529,31.9238545454545,7.54397328375863,9.18458511706498,4.0515,8.6858,20.2058,45.64085
"ZNF649",0.70082757479831,164.133429411765,180.428,24.7848106298121,35.4731682626538,63.7312,96.24965,214.2373,260.25125
"ZNF248",0.660224554244257,321.655635294118,345.144054545455,32.8975467248844,41.5694336944551,226.2814,269.06985,404.936,359.91195
"ZNF544",0.0413460470966673,401.257317647059,561.373309090909,46.3058364448518,59.0116568382606,319.9991,400.51995,496.1357,718.3765
"ZNF251",0.245756902955973,364.8659,296.379363636364,44.2365513659585,20.2867469638735,229.0076,246.48125,576.2552,337.39365
"ZNF607",0.830141516561486,184.594176470588,172.771618181818,41.3964856603222,21.4854257195634,114.5946,141.9511,184.7343,217.33135
"ZNF334",0.269262958014856,44.0996529411765,107.131127272727,11.3003478239158,67.8653314007167,9.2867,11.7393,84.0951,49.19935
"ZNF485",0.326882384921726,70.3988705882353,87.1526272727273,9.23732732218517,15.2563756671348,47.387,55.20065,74.1864,110.2357
"ZNF192",0.482000846663288,527.953823529412,600.380027272727,65.3686975234507,75.5480934027603,301.1742,491.34405,749.0347,774.6959
"ZNF442",0.371484420332852,20.6418470588235,25.6211181818182,3.55775400458506,4.00300207923136,9.6408,16.64875,28.5005,35.16815
"ZNF813",0.260212822854532,93.2792470588235,140.883009090909,19.7210468461961,41.6961203231329,23.2255,40.84915,137.7022,293.11895
"ZNF26",0.901754442538133,228.716205882353,232.132681818182,17.1961299185193,21.3200711836941,210.7042,172.3874,261.8715,287.8945
"ZNF69",0.945169561521496,62.4586,61.3530181818182,11.0608745135095,9.88007499664965,37.6834,39.445,70.1365,71.69625
"ZNF583",0.832037508155965,48.6076058823529,51.6522181818182,8.29765780894219,12.1893595726901,23.5119,21.7935,64.532,80.5732
"ZNF568",0.548082437676575,48.5849058823529,60.1618181818182,11.4705072199618,15.680833095249,11.1488,22.03535,69.5658,78.6819
"ZNF480",0.767496101704867,575.040735294118,544.261918181818,68.5634969627886,71.6220240441429,447.3239,399.46935,673.2203,667.25465
"ZNF587",0.932185276820469,1483.83937647059,1503.45644545455,108.309337813319,230.813345846353,1199.351,1149.1539,1608.6385,1659.5061
"ZNF808",0.421048577050249,355.988882352941,317.911572727273,27.8813127358515,38.7573327456814,276.1862,243.1213,393.3951,405.8063
"ZNF43",0.834677839160673,307.812941176471,335.497445454545,79.8770123612715,106.990530804134,63.7259,104.7479,501.3201,502.9101
"ZNF28",0.521874879851273,528.789147058824,466.894054545455,53.7757156702241,84.8308076968764,400.838,232.25,576.7398,572.6609
"ZNF627",0.559705825769643,302.651576470588,324.182618181818,16.7543282883802,37.4424930715377,255.8194,240.94545,358.0778,370.57105
"ZNF789",0.792873104827133,127.028847058824,134.421872727273,19.0950462502138,18.0073418664675,86.3594,97.5424,124.4536,167.1625
"ZNF534",0.480519675572673,1.89420588235294,2.9759,0.934139612608001,1.20313913092528,0.3756,1.1806,1.4967,2.2666
"ZNF525",0.649108618800793,275.530964705882,241.849254545455,50.7066320215603,45.754271994827,108.2396,131.67355,333.5593,328.8198
"ZNF814",0.207099894763044,353.048423529412,414.144827272727,23.2704806323922,46.7007858856924,304.4882,305.6079,401.5133,508.628
"ZNF551",0.821814505715692,203.859523529412,212.281009090909,23.6505388838004,27.9284339722326,161.3959,139.2434,230.403,281.47985
"ZNF805",0.0865294870409204,458.646952941176,569.270209090909,31.8196323831481,59.8636258975811,388.2602,471.2311,535.0569,640.75935
"ZNF468",0.288282125777418,538.954776470588,439.697163636364,56.5653079006175,72.949444576145,343.5115,282.1541,723.2498,538.4693
"ZNF616",0.753663558535376,186.1344,174.890245454545,24.7090911477361,21.7837840058999,102.5428,124.70145,224.0837,228.9105
"ZFP57",0.864869746928168,31.9854529411765,38.5882454545455,26.2975536427655,24.8944845384579,0,5.53185,3.9803,24.0683
"ZNF155",0.668318928603342,92.1511882352941,100.011581818182,11.5271969666271,13.8111771573002,68.9455,68.93705,109.9429,127.7538
"ZNF425",0.38150543384312,69.2273352941177,56.2843545454545,10.2683443316238,8.54142385947197,31.9761,33.69825,107.7992,74.04795
"ZNF611",0.909448794796056,263.211741176471,258.612954545455,22.9278257734703,35.0890155042607,207.6707,183.69675,278.9189,302.5998
"ZNF254",0.234683556860495,350.3951,555.153,56.8412052440289,191.637815729868,210.4461,259.6282,384.7806,443.7918
"ZNF625",0.94022428567427,32.8300882352941,31.9612636363636,7.503289188288,8.28468490087443,10.3599,11.9273,58.7322,55.18705
"ZNF845",0.940011777811465,248.102094117647,250.976645454545,24.0768426945839,28.7345156724464,170.6652,174.33545,297.762,322.5017
"ZNF90",0.0140865382263105,275.479047058824,488.887509090909,35.5459688114064,85.1636647750409,198.6671,305.1849,416.5701,667.63665
"ZNF788",0.117093867921259,62.6536352941176,132.507054545455,12.0996645371581,50.6906565923945,23.4846,37.317,79.322,150.66375
"ZNF880",0.0968580249437871,68.3887764705882,155.975781818182,17.4921969168682,57.6629088450529,22.164,43.9266,89.2664,239.6114
"ZNF630",0.807581072058857,66.8950117647059,62.3850636363636,13.6341530739981,8.40967918399305,42.8169,45.7806,68.9682,75.3072
"ZNF844",0.233732923355951,180.555347058824,254.002381818182,31.1554452415626,57.6981818028702,95.0174,107.9396,250.7609,362.20705
"ZNF717",0.423195666987904,71.4986588235294,86.6257818181818,11.2797538583421,15.1963526048063,35.3982,66.3783,114.3284,105.7606
"ZNF492",0.132493634215902,3.21494705882353,52.2612363636364,0.983941643307732,39.6473921789,1.0905,2.1544,3.3676,14.42185
"ZNF688",0.59867889682379,200.6478,220.839627272727,21.7497765755073,33.1244800020059,142.755,151.7547,263.96,297.988
"ZNF879",0.291167385004844,38.4544588235294,53.8824363636364,8.74787950674694,11.594064387124,17.2763,26.3677,50.2742,71.68295
"ZNF737",0.249907643593784,298.025523529412,554.969581818182,61.9610005612855,256.422185237934,87.9326,92.45575,488.8136,462.12915
"ZNF709",0.558425336539873,83.8007058823529,91.1925363636364,8.08167498592936,9.16119183331388,56.0918,73.36205,119.8761,110.6997
"ZNF585B",0.832318203142344,84.3792352941176,79.5873181818182,12.7765745687605,19.7188725535846,41.9447,44.27035,125.4054,87.2389
"ZNF324B",0.756590599847648,131.266005882353,126.726072727273,9.81127093844292,9.67208099688894,114.5763,109.15965,153.5649,140.51105
"ZNF564",0.32964716669144,267.473494117647,310.972227272727,19.1979642402913,45.9895916266775,224.7735,231.7974,288.8465,333.7489
"ZNF674",0.822984455345646,70.7137235294118,73.5141272727273,7.39661187428331,10.3506994849105,56.8953,50.33145,86.7797,94.4222
"ZNF432",0.98936901720861,180.441064705882,179.864409090909,29.0838220433868,28.4388602269866,117.2301,130.23205,200.1871,212.87475
"ZNF10",0.94640301418595,178.533429411765,175.633727272727,29.5084897828048,26.9772305959711,89.6586,102.7657,232.1672,254.62635
"ZNF486",0.321437257139923,102.221505882353,234.735981818182,24.5711122800193,160.121662001111,26.7176,33.40805,142.1611,115.37695
"ZNF225",0.844639356757751,71.0136,68.9290272727273,6.60642225723442,8.19598114059114,54.0991,61.10305,83.3528,73.9081
"ZNF350",0.881550313651427,178.291123529412,185.507181818182,32.9283552409918,30.8069349773651,120.0673,110.18045,224.1614,292.49865
"ZNF253",0.670341941460834,313.273094117647,289.029336363636,31.0755669704944,51.1585634176941,252.6641,181.42545,374.2373,353.43765
"ZNF878",0.143215483400831,8.095,13.0407727272727,2.00150750046353,2.65310179865314,3.1349,8.4266,8.0252,14.36315
"ZNF727",0.400413106805174,11.8880764705882,19.1848727272727,4.35834342932955,8.24796204382514,1.6388,2.37455,10.9689,19.5943
"ZNF578",0.139725647097921,33.4415058823529,56.6137,7.47189462728236,15.0722898915315,14.2373,19.95375,44.4788,74.59255
"TRIM28",0.574207576650736,6476.52645294118,7316.10915454545,769.566820566753,1404.24301360923,4686.3476,4590.62595,6614.7161,7643.5972
