"gene","p-adj-BRCA basal-like c8-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA basal-like c8","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BRCA basal-like c8","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-BRCA basal-like c8","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-BRCA basal-like c8","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA basal-like c8","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA basal-like c8","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA basal-like c8","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-LAML-like c13","p-adj-RNA cluster 5-LUAD-like c10","p-adj-RNA cluster 5-RNA cluster 12","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA basal-like c8","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","mean-BLCA nonsquamous-like c1","mean-BRCA basal-like c8","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","SEM-BLCA nonsquamous-like c1","SEM-BRCA basal-like c8","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","Q1-BLCA nonsquamous-like c1","Q1-BRCA basal-like c8","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q3-BLCA nonsquamous-like c1","Q3-BRCA basal-like c8","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","count-BLCA nonsquamous-like c1","count-BRCA basal-like c8","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4"
"ZNF519",0.999999971278623,0.999992885103667,0.99958500319473,0.736841575886336,0.583870239708111,0.820898112013047,0.999999998510196,0.999999999294746,0.995701353930367,0.205475949661493,0.563281763348749,0.358855898744337,0.530626914194189,0.999998832391549,3.11246530593223e-06,0.999992403980166,0.999568885956753,1,0.8225825685511,0.995512828625502,0.534125774889838,0.53233326567919,0.337852526362309,0.511561763785347,0.999999973841694,7.54101777635796e-05,0.999999985507292,0.514853924321392,0.700666591074533,0.544203180785745,0.785069172118355,1,0.172990114432073,0.999993469665323,0.786912794269369,0.999999684141711,0.999942307450547,0.997469341597628,1,0.603008891385581,0.0962040804680395,0.000364960809525416,1,0.00515382210468884,0.547108237831359,37.7763,26.0692,56.7288,130.8036,31.6784684210526,117.459375,56.8724,121.83,133.7113,57.5725838709677,NA,NA,6.0276,NA,5.39972247441522,20.4469673097761,18.5356,26.6348728943842,NA,2.45622642181831,37.7763,26.0692,53.715,130.8036,19.10945,90.901925,47.6046,98.6536,133.7113,32.5843,37.7763,26.0692,59.7426,130.8036,33.5406,139.515075,66.1402,162.6454,133.7113,73.9024,1,1,2,1,19,8,2,5,1,217
"ZNF25",0.999818381389328,0.2128369005701,0.032492979579835,0.99964426531843,1,0.026890126409473,0.999653475820503,0.999999995506847,1.48531312660349e-05,0.999999913209315,0.999999989509422,0.99980787530236,0.000880158412885468,0.999538680479097,0.982303784689674,0.999134893872185,1,0.0020012708467102,1,0.999999520015747,0.996689952571521,0.999999997731052,0.999793024089754,0.00259930207094272,0.999519976999741,0.992377186015997,1,0.997111802808329,0.999539705273629,0.999999999998786,0.0248528285341618,1,0.999999770678663,0.999359068619967,1,0.99934106746666,0.999999951945656,0.999779619986618,9.02385027717889e-05,0.999454343744315,0.692928804490394,0.999999999999104,0.994422890475624,0.999999999909456,0.999234133647497,233.6676,151.9348,533.8176,144.9946,169.543152631579,213.6510375,147.96485,216.25004,142.1507,211.229120737327,NA,NA,335.2942,NA,22.8872921028094,21.715272503051,5.67715,67.3661747345996,NA,5.90762747594844,233.6676,151.9348,366.1705,144.9946,116.46465,198.0225,145.126275,122.1456,142.1507,156.059,233.6676,151.9348,701.4647,144.9946,180.74355,243.37745,150.803425,213.9991,142.1507,250.1788,1,1,2,1,19,8,2,5,1,217
"ZNF77",0.999998131241638,0.999189136995086,0.999999301278812,0.999998528396855,1,0.999999056400878,0.999999999651599,0.999765645465036,0.921899502257173,0.999803532107669,0.988956851808442,0.999916615028357,0.999999919544258,0.999898985461396,0.0926038736657068,1,0.999992054767179,0.99566986954366,0.999993694391519,0.999999997088256,0.920303709925339,0.999999999966276,0.999998171773674,0.99463781272576,0.999998659878912,0.999961948190736,0.769504594476027,0.99999999911671,0.999999999983415,0.999984964938071,0.997517863509198,0.999987495392273,1,0.975075471376528,0.999999999972288,0.999999961966223,0.999945862813197,1,0.999954043221331,1,0.130676762702133,0.850184615338855,0.998900115517907,0.995400711262254,0.999630201738919,86.457,119.3483,144.8144,118.4637,77.3727631578947,157.6890375,85.7161,93.93452,77.5368,120.882556682028,NA,NA,15.2,NA,9.29236002330107,18.8952282452658,2.2599,3.4803059986731,NA,4.54027641589463,86.457,119.3483,137.2144,118.4637,49.1598,140.638525,84.58615,93.1858,77.5368,76.5991,86.457,119.3483,152.4144,118.4637,95.73505,169.75125,86.84605,99.1279,77.5368,148.9286,1,1,2,1,19,8,2,5,1,217
"ZNF169",0.884671666673862,0.807186710121519,0.999999999998907,0.999999999685261,0.932416438201254,0.883168544192337,0.486729929386093,0.999999999999253,0.999999978794187,0.619049902726885,0.999925200283223,0.904400726542041,0.700962078255823,0.999997528804384,0.00554449418715264,0.533181160725415,0.999998828820829,0.999963707521854,0.643845161437351,0.999982654713988,0.274490344058011,0.997440540780718,0.984591140045681,0.945851054951955,0.999585906789209,0.254321963128791,0.999821800129362,0.641451639745668,0.966294888628197,0.999999790311694,0.999999921253076,0.984666555423441,0.999985028201259,0.985492224517148,0.999647026798672,0.999274465363952,0.594471775608108,0.999999999772346,1,0.725109958004185,0.997545562173385,0.00396408958644923,0.998822557145009,0.350628780418295,0.999999872292495,116.4444,56.6191,59.12485,111.0597,54.5923421052632,99.982475,44.8731,90.1681,67.7787,60.300032718894,NA,NA,4.16175,NA,5.71330445970265,12.4011473489603,17.7425,5.50409187986538,NA,1.91133007628275,116.4444,56.6191,57.043975,111.0597,40.6688,81.3005,36.00185,79.9189,67.7787,40.8441,116.4444,56.6191,61.205725,111.0597,64.83615,114.357275,53.74435,102.1112,67.7787,73.7454,1,1,2,1,19,8,2,5,1,217
"ZNF613",0.999986253934732,0.999997578007714,0.99999999911234,0.999999990043976,0.999701103130864,0.999848149929653,1,0.999889547483272,0.999930192779573,0.999999326725516,0.997551630878975,0.999999937732884,0.999910491228316,0.982021588501097,0.572309039792467,0.999999096103404,0.999999993027812,1,0.999913981663443,0.999976142566656,0.999788892051051,0.999995417329653,0.999999994707713,1,0.99968543725763,0.998782175036356,0.998254691817094,1,0.0322974772173046,0.0070255247153248,0.00134878899276425,0.0585999776527951,0.000232013293648858,1.0954467606461e-05,0.00158045908700188,0.000175095726470564,0.998233031744769,0.999999996921042,0.999962633527845,0.984077923299575,0.0440265725414311,0.999999957106051,0.999892154924858,0.997798984278594,3.59989769660451e-06,127.7383,96.945,105.90285,141.2926,125.483578947368,84.45615,108.2242,106.72684,353.1351,88.521131797235,NA,NA,3.76994999999999,NA,10.9876803430438,17.8360293260179,52.7903,7.5186601704426,NA,3.25656805171801,127.7383,96.945,104.017875,141.2926,95.1243,49.366725,81.82905,109.2287,353.1351,57.8502,127.7383,96.945,107.787825,141.2926,155.82535,124.462875,134.61935,117.0796,353.1351,115.6807,1,1,2,1,19,8,2,5,1,217
"ZNF404",0.999982531384764,0.21280666734775,0.0543538269063799,0.292549808107011,0.101748104882503,0.999999973183881,0.99999999910914,0.999973108528525,0.000382834930430676,0.0162900311876127,0.999999999448947,0.998912863696458,0.00538591544233535,0.0578919721620519,0.999224150261703,0.999999999999526,0.999981100361829,0.036847255490809,0.106927952167421,0.999999999982174,0.999999640487488,1,0.999936471301234,0.00448828592598993,0.0431769537627258,0.999999995761665,0.999996822660938,1,0.99902445338192,0.999999728757932,0.0193047820232096,0.0454235940981847,0.996533059651863,0.977672419702273,0.998396055846804,0.995660176637583,0.999998689528305,0.99999947842533,4.45073866052192e-05,0.00625443759271604,0.998519029037986,0.927180430586045,0.999997569144175,0.999797571373422,0.999337016032858,38.9446,21.5886,122.9959,130.1866,34.8295789473684,42.976625,36.7577,37.22942,10.8129,29.812633640553,NA,NA,61.4701,NA,5.7830989173665,6.21003500127443,25.7607,8.69261823028022,NA,1.75975091351928,38.9446,21.5886,92.26085,130.1866,15.66585,25.478625,23.87735,24.9005,10.8129,13.079,38.9446,21.5886,153.73095,130.1866,46.3482,56.42415,49.63805,48.8116,10.8129,37.5843,1,1,2,1,19,8,2,5,1,217
"ZNF135",0.999510174870136,0.999999618714374,0.983522005037318,0.999825796340546,0.999999999996667,0.991269124092172,0.999885679813388,0.999997383198363,0.951556516078976,0.999999889370456,0.817475675933977,0.228593763948536,0.761815141589672,0.285156069779804,2.55611500543651e-06,0.999999999888256,0.999582915675543,0.999958064674203,0.999879161598599,0.999844225060272,0.322500841940051,0.999999587510652,0.999867409047839,0.997805826391513,0.999974958761072,0.999951263512564,0.0108219685573802,0.999999975823548,0.999585368439476,1,0.985134243691296,0.999999999999522,0.999998355976638,0.237733457018411,0.999657660246203,0.999897838994125,0.999997708719028,0.999830179269212,0.989072075281619,0.999971204611912,0.994367391976897,4.80340194730644e-07,0.999999472322977,0.999999999996505,0.99987109781901,132.0222,10.998,177.47565,25.2969,58.4063,347.741325,113.75855,91.00356,13.4503,86.4064313364055,NA,NA,10.94575,NA,14.2613135916102,131.131558536966,74.53705,21.3015970167403,NA,7.53624888321603,132.0222,10.998,172.002775,25.2969,13.79345,73.1383,76.490025,78.6299,13.4503,17.8946,132.0222,10.998,182.948525,25.2969,85.4016,533.131075,151.027075,112.8825,13.4503,108.3359,1,1,2,1,19,8,2,5,1,217
"ZNF620",0.611539672655062,0.973153106873523,0.020530271566208,0.859591967024893,0.999994574558002,0.0837695080375614,0.98641413116973,0.818826814198874,0.0226958820048156,0.98521707907702,0.999898219164088,0.552259328743629,0.214147453337928,0.882579156148505,0.975881159914186,0.999998421934454,0.202370282005949,0.990611145891,0.478363980860199,0.54782731862298,0.947031826030444,0.999999974806336,0.14798636171089,0.90915176799146,0.422746244957939,0.185141624289588,0.890547155519445,0.999999967985278,1,0.654563483388276,0.960773068819959,0.886522630705657,0.992480227605312,0.999972587156181,0.999992183197153,0.999999615607708,0.373387090942296,0.999982766047214,9.20264168680074e-06,0.999999999955423,2.45379426470071e-05,0.000124923124339649,0.00476805613429188,1.48990916593039e-06,0.430627218448984,80.2259,19.5519,111.7854,32.0839,56.3002684210526,66.9871625,89.6474,85.50526,78.3279,29.7040483870968,NA,NA,10.4728,NA,11.2590835677543,11.8919196835189,11.7943,7.89260241001661,NA,1.15528624578282,80.2259,19.5519,106.549,32.0839,27.6838,35.32145,83.75025,79.8637,78.3279,16.6508,80.2259,19.5519,117.0218,32.0839,68.50735,100.954125,95.54455,92.5031,78.3279,39.059,1,1,2,1,19,8,2,5,1,217
"ZNF619",0.862576864316704,0.999999923602482,0.867063902920598,0.527333419348884,0.99994571079114,0.47634422053848,0.853863628859438,0.999902233807188,0.751502183146911,0.950047827897002,0.84082333997852,0.999979918873873,0.751537414628657,0.973223028621022,0.999999991057924,0.287429974810287,0.999669080229382,0.170805914930632,1,0.677042179508714,0.811331235201275,0.917457860202559,0.999867630493463,0.891193001287397,0.955827099657107,0.999999999851974,0.999999909454555,0.763629066539775,0.999975190317734,0.560539932198663,0.998284159214117,0.227358466434441,0.419435310135812,0.416151227710232,0.0771627859732014,0.558553777415095,0.814526927033461,0.999934719338275,0.660553062206755,0.952231169430193,0.999999997816783,0.999999999903396,0.65615733222703,0.999999967806218,0.358929087137604,92.2987,42.3625,85.3342,25.2969,55.6370105263158,53.753375,24.01045,57.0578,107.8658,54.7238,NA,NA,38.948,NA,5.13511149579095,13.1825779074362,6.95385,12.6875458200946,NA,1.46273394319823,92.2987,42.3625,65.8602,25.2969,46.2525,38.101575,20.533525,38.7873,107.8658,41.0795,92.2987,42.3625,104.8082,25.2969,61.7932,54.588375,27.487375,61.8956,107.8658,65.8901,1,1,2,1,19,8,2,5,1,217
"ZNF354C",0.999988587190444,0.996773263398325,0.925876370291467,0.999999187381064,0.999999999923118,0.959976726619291,0.999999911053515,0.999998304862529,0.725663391847712,0.999999991294653,0.971846402795483,0.737855998410547,0.999999956377841,0.827382036120094,0.0119010783962463,0.991048808652736,0.878033718313152,0.999999998700976,0.927151079908674,0.579226880623097,1,0.982996761637833,0.80042182569677,0.999999998644469,0.875035471631828,0.0975586100370586,0.999999999990078,1,1,0.999982562089742,0.997431063939415,0.999998548344289,0.999999755490366,0.976208008293334,0.992582827207286,0.985849314240413,0.999999987284325,0.997935169984472,0.965710899562323,0.999641477383569,0.624036478921622,0.0951012539871561,0.905716229061681,0.432987541970492,0.999999997143457,29.2085,12.22,58.4153,16.659,22.1195105263158,63.4569,62.7175,62.03194,30.0653,34.7743649769585,NA,NA,40.4362,NA,4.69918639220119,15.2108587270152,56.2297,21.7960911575585,NA,1.72382353965052,29.2085,12.22,38.1972,16.659,7.30285,42.16585,34.60265,22.7374,30.0653,17.6654,29.2085,12.22,78.6334,16.659,34.55495,67.3385,90.83235,98.9886,30.0653,45.8691,1,1,2,1,19,8,2,5,1,217
"ZNF114",0.999987410615099,0.999999958704146,0.999999769889038,0.996692028839044,0.99999039578698,0.998662184656311,0.957441098161844,0.999700892110526,0.93305439858285,1,0.999999952580278,0.999998121322492,1,0.994713554042664,0.267200577793158,0.373587284537594,0.729283512200704,0.2401062260642,0.952172122241079,0.54835524991282,0.0376345342255336,0.831016397794686,0.988754457742213,0.739369290597902,0.999976821069647,0.994698151306097,0.182835333820316,0.958680726619368,1.84963155902551e-13,1.82631687550838e-13,1.68087765928249e-13,2.50466314355435e-13,1.01030295240889e-13,8.97060203897126e-14,2.42472708578134e-13,1.67865721323324e-13,0.999598478021632,1,0.999926880578957,0.999903413162365,0.208061790355397,0.973168859590303,0.073592688752343,0.30444341070347,8.85957973650875e-14,0,36.6599,16.5614,72.1888,75.3583263157895,14.5672875,163.8404,102.67464,765.3458,39.1888557603687,NA,NA,15.8422,NA,22.3640874293509,10.5362725954275,58.8078,64.7022503623684,NA,3.41261866448311,0,36.6599,8.6403,72.1888,17.9048,0.624325,134.4365,21.5044,765.3458,5.6852,0,36.6599,24.4825,72.1888,91.2862,12.070675,193.2443,95.0022,765.3458,52.4925,1,1,2,1,19,8,2,5,1,217
"ZNF454",0.999917773572023,0.0256357057962791,0.155347203180875,0.999808697427689,1,0.182021165545121,0.993835562517538,0.999999993747947,0.0010579639196886,0.99999999996086,0.98959269970731,0.999999752696315,0.00490392528176453,0.999999986074266,0.999999896220844,0.571494949893927,0.929190487170947,0.805535312903214,0.94786475954434,0.580057572145539,0.754708313824042,0.999999862848072,0.999986107544687,0.000237924972572356,0.999947205516387,0.931085502660069,0.922091734048045,0.207781457744487,0.999377920792168,0.999999998948382,0.231628163765535,0.999999999986164,1,0.999999999997471,0.970181584869262,0.999695951770225,0.999573048749144,0.999999999962609,6.99596892699272e-05,0.999999993326571,0.959719087122431,0.97896677781023,0.247861526049231,0.997258978410629,0.999999225600089,0.3894,8.9613,45.41825,9.872,11.0679368421053,12.254275,27.3125,3.57134,11.3404,7.79889539170507,NA,NA,0.110849999999999,NA,3.05600630700157,6.06547409552478,23.1839,0.984506390837561,NA,0.690150884795364,0.3894,8.9613,45.362825,9.872,2.7258,2.7576,15.72055,2.5851,11.3404,2.1921,0.3894,8.9613,45.473675,9.872,16.6484,15.616175,38.90445,4.0961,11.3404,8.0314,1,1,2,1,19,8,2,5,1,217
"ZNF543",0.996367407771524,0.99977111696383,0.999995259359457,0.935767366665098,0.999982868481884,0.994817145348366,0.998832253093991,0.999984334184154,1,0.983551513698089,0.999978215690537,0.80507145566247,0.831847342627065,0.389417683156941,0.0644943521113097,0.999931164559506,0.999975228593074,0.999999999971939,0.990251983713738,0.999999998214737,0.891625089409657,0.999767778053807,0.999954241282186,0.999999999985559,0.981293832251486,0.999999990902921,0.515626803512756,1,0.963861456960911,0.49641476930107,0.546512851029725,0.216374305022659,0.275738568603659,0.974623474877003,0.606548602946383,0.427958059990333,0.999999597044599,0.993862227917018,0.999661984129194,0.834460553229284,0.558449839362443,0.415392265846763,0.999957733783593,0.997243827767835,0.554938429892147,188.4919,98.5743,133.4712,51.8279,132.136926315789,224.5465625,140.83565,139.1936,313.0481,166.93099078341,NA,NA,13.3705,NA,7.77536171927743,29.6584612864401,31.09005,15.4706169854017,NA,4.96527225576991,188.4919,98.5743,126.78595,51.8279,110.2982,185.091475,125.290625,127.9536,313.0481,112.8065,188.4919,98.5743,140.15645,51.8279,147.63925,279.73275,156.380675,152.7233,313.0481,209.1646,1,1,2,1,19,8,2,5,1,217
"ZNF354B",0.968260065744897,0.996546658783512,0.999959796873825,0.99999128330764,0.998684960010434,0.99999609512029,0.905198438452829,0.999999976281433,0.999935786743739,0.997275870405519,0.999999999789773,0.759589665024713,0.865777628653389,0.999452940202711,0.00496523791091252,0.995369653155015,0.999978087547765,1,0.999991753430571,0.999975469726541,0.839781344141211,0.999944989892296,0.989379217324197,0.99984568848615,1,0.723591896538205,0.958637183238582,0.999695560548583,0.959893837961464,1,0.999909135191287,0.997964591867258,0.999999784376141,0.721861855077845,0.99994720635547,0.984397678229072,0.997338299783143,0.997432028372556,0.999999336299003,0.999999920209685,0.198661392306943,0.145603038846361,0.99999695575747,0.99982507537843,0.995572051502309,123.8438,47.6578,75.57065,96.8687,57.6667684210526,129.9441,73.6567,97.9388,44.8342,85.6619940092166,NA,NA,1.73965,NA,7.74827437764627,19.8980147369925,8.4842,21.6807414647424,NA,3.02101958820062,123.8438,47.6578,74.700825,96.8687,34.9755,89.051575,69.4146,70.4012,44.8342,56.2715,123.8438,47.6578,76.440475,96.8687,79.13215,152.853125,77.8988,124.2999,44.8342,102.8402,1,1,2,1,19,8,2,5,1,217
"ZNF223",0.491582483196521,0.835384239831301,0.997361610394237,0.988290475583071,0.984540159241675,0.999995091674826,0.638198051281483,0.990594208737993,1,0.999974517878507,0.98745696437586,0.731042384479817,0.985734822946682,0.999998893010548,0.562803303836971,0.769759844394249,0.999177623477199,0.999999999430499,0.999954899771979,0.999999994737466,0.959343892645677,0.72623057976524,0.993782224296833,1,0.999987611888883,1,0.890664099371877,0.999999996760666,0.999992498116091,0.233292044717311,0.518837082854555,0.89863928144671,0.257211211572849,0.830790506643078,0.436532888288217,0.353268123272314,0.582063306274303,0.99124110306459,1,0.999945429792194,0.999999999506687,0.27458818608799,0.999999999375995,0.999999999986423,0.211557170704029,211.4692,45.6212,103.18065,130.1866,102.8082,149.9115375,95.2417,103.30754,244.2144,100.939016129032,NA,NA,1.45795,NA,11.518018626211,26.4652530233778,15.3451,11.4730190976743,NA,3.70843158521692,211.4692,45.6212,102.451675,130.1866,63.1968,113.82,87.56915,90.1138,244.2144,63.3152,211.4692,45.6212,103.909625,130.1866,148.31255,186.608225,102.91425,104.561,244.2144,131.6275,1,1,2,1,19,8,2,5,1,217
"ZNF713",0.999999950480642,0.99999999993528,0.999996304680619,0.999991186929445,0.999999993045979,0.999827399676513,0.999983331723613,0.999999999712341,0.998009164979263,0.999999999785945,0.999988816429256,0.998965088469425,0.999993233654239,0.990641375617883,0.421598426051219,0.999999994695071,0.999999999992205,0.999997804748667,0.999999484350957,0.999999053882971,0.996740128313845,0.999999585416245,0.999824697368433,0.999999963177137,0.997322306730151,0.83834891966094,0.999999948342901,0.99963140278031,0.999999988761054,0.999989126628045,0.999999999896408,0.999768763569759,0.9991518546575,0.999999997230006,0.999992966478265,1,0.999999997730264,0.999999997863454,0.999990433330917,0.999989697967478,0.955707389355662,0.743659078790932,0.999999999996646,0.982629788027168,0.999985941957132,70.0769,43.1772,81.1661,21.5949,32.208252631579,107.4542375,51.94395,96.55896,92.8516,56.5815935483871,NA,NA,20.9791,NA,4.69763665891721,26.9777029435814,2.61225,14.2281862605042,NA,5.64466872502127,70.0769,43.1772,70.67655,21.5949,21.30285,55.252275,50.637825,86.7369,92.8516,21.955,70.0769,43.1772,91.65565,21.5949,37.6502,137.5424,53.250075,101.8591,92.8516,61.4874,1,1,2,1,19,8,2,5,1,217
"ZNF552",1.64535052249448e-13,8.83737527601625e-14,0.999833476400682,1.84630088995164e-13,0.999749223110071,0.939464924195301,8.83737527601625e-14,1,0.991333071586715,0.996843565621333,8.85957973650875e-14,0.863798514560899,0.0754369485082718,0.999454254317175,0.00427336088211117,8.85957973650875e-14,0.999999278082661,0.999998588870329,0.987294395999688,0.999941975304546,0.221836272076386,8.83737527601625e-14,0.999999401998767,0.999979072504948,0.978969616137479,0.999499193063343,0.0179328121446137,1,0.999651902648562,1.21236354289067e-13,8.83737527601625e-14,1.64424029946986e-13,8.83737527601625e-14,8.83737527601625e-14,8.83737527601625e-14,8.83737527601625e-14,8.83737527601625e-14,0.99999998916519,0.942981411255593,0.999470003850332,0.997914764160766,0.00277074983322756,0.997720879958165,0.968545672689355,8.83737527601625e-14,2065.6217,191.8534,98.75635,304.7972,192.205831578947,397.9536375,142.3653,148.5262,2183.1608,217.083832718894,NA,NA,9.93935,NA,19.5211032144104,67.7639327233626,55.5114,17.1373816481107,NA,8.53003985483967,2065.6217,191.8534,93.786675,304.7972,129.2032,284.18395,114.6096,116.7383,2183.1608,132.8534,2065.6217,191.8534,103.726025,304.7972,239.81195,408.4141,170.121,181.302,2183.1608,265.1727,1,1,2,1,19,8,2,5,1,217
"ZNF154",0.999999887568963,0.983248345269828,0.998440805446156,0.999999817478925,1,0.998682727030069,0.999358609625391,0.999998324969095,0.997962520206972,0.999998999432452,0.99832394890721,0.999984476569607,0.999791129612021,0.999989344100541,0.999999717201535,0.686493946465727,0.861410499412918,0.99517464175365,0.86911456117588,0.534921957190137,0.727601383360261,0.999968020542279,0.999999998458074,0.9937699806849,0.99999999949584,0.999997446953043,0.999934561873086,0.540215565870325,0.999999941416184,1,0.998084141610616,1,0.999996927350455,0.999975659757241,0.851341559468412,0.999999994709029,0.999815037251691,0.999999934976706,0.989394252682621,0.999999970299095,0.999971220535305,0.999635981264915,0.356745392313434,0.999999999039907,0.999999840738719,8.1784,23.2179,63.07005,24.0629,38.0372157894737,43.01125,100.77515,30.41908,22.1534,33.2393695852535,NA,NA,29.62885,NA,8.25430943457839,20.9497529603658,71.15055,4.89844916227575,NA,2.70012158084295,8.1784,23.2179,48.255625,24.0629,14.3207,21.148275,65.199875,23.8938,22.1534,12.7842,8.1784,23.2179,77.884475,24.0629,43.0734,29.397925,136.350425,35.5722,22.1534,39.1218,1,1,2,1,19,8,2,5,1,217
"ZNF571",1,0.999997531657105,0.99999928140136,0.999999999649534,0.999999996124681,0.999947270099131,0.999053366244306,0.998294248822001,0.815656899109265,0.999912252126847,0.998909482118632,0.999408768535857,0.999986682651003,0.994334662051025,0.00731173324079515,0.999992111310782,0.999997269673079,0.999999999999747,0.999882138596148,0.765603603049877,0.999997679636253,0.999999995924659,0.999999999837641,0.999999527954077,0.999998244871386,0.640512757560379,0.985773055391398,0.999996598754427,0.972308191766227,0.978250565986162,0.991602545934949,0.944571227304479,0.326217761496932,0.998141888972293,0.99436807099022,0.937027729972142,0.999418835458769,0.99888926601048,0.821459749882872,0.999959254817475,0.999999893877031,0.00121090834534687,0.76968853488808,0.586435617814332,0.329581973006622,92.2987,94.501,109.085,85.1458,63.8455789473684,122.2413625,111.4822,99.58612,154.2823,66.1402589861751,NA,NA,31.1523,NA,6.1863774184717,34.0808881274804,43.9292,11.1296948858628,NA,2.28550225764999,92.2987,94.501,93.50885,85.1458,46.24845,83.895875,89.5176,96.941,154.2823,42.5802,92.2987,94.501,124.66115,85.1458,71.862,129.47055,133.4468,106.1079,154.2823,83.3188,1,1,2,1,19,8,2,5,1,217
"ZNF443",0.972216428616708,0.811313026262355,0.999999760081283,0.999844250260303,0.731830476593796,0.348012394467237,0.366627531497614,0.999550999381962,0.999978794512527,0.0522459395817961,0.988806940101129,0.999934394482634,0.974835345940044,0.696971763161673,0.0730452232803456,0.893325770103792,0.999999999946898,0.999999981944065,0.462583648650129,0.998937103597255,0.996110769610047,0.935624807755534,0.999999996703859,0.999716602053089,0.492616753340278,0.737339034548358,0.999611914773358,0.99999595073526,0.999999999308413,0.988840425413152,0.892073826317152,0.999064990972661,0.504318150891983,0.997650802731994,0.947645046278202,0.97533729314023,0.512520823031335,0.999990995982513,0.999999999916684,0.090230219574161,0.979884887378487,0.134611123907387,0.999993289065746,0.928806989349809,0.659836774068595,154.6101,88.391,74.63825,188.1845,60.694,111.107225,83.03065,95.98996,146.3704,71.3693147465438,NA,NA,7.39624999999999,NA,5.59801411507448,26.8444866000168,10.78055,9.16166320313075,NA,2.63155597768821,154.6101,88.391,70.940125,188.1845,46.21585,67.64415,77.640375,85.9198,146.3704,42.5235,154.6101,88.391,78.336375,188.1845,71.31235,132.7411,88.420925,96.2579,146.3704,90.4024,1,1,2,1,19,8,2,5,1,217
