"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","count-FEMALE","count-MALE"
"ZNF57",0.66402968566044,176.471523076923,168.850552531646,15.5542685247998,6.62737774723808,112.88675,111.593975,217.7754,209.088925,26,158
"ZNF556",0.662181847971452,24.3336807692308,21.7453803797468,6.02629826830578,2.18598651700157,1.324925,1.676,28.903125,30.890575,26,158
"ZNF554",0.410737271321445,102.126726923077,93.8199734177215,9.28624850765998,3.79042811064401,75.462875,62.5765,121.859875,117.294475,26,158
"ZNF738",0.582946142538589,137.692676923077,159.099061392405,18.1001361386111,15.4753995123104,76.081475,54.3872,180.12745,203.910025,26,158
"ZNF596",0.623967254617432,49.3836730769231,53.8987208860759,7.30120499008329,3.52850686846809,21.9945,27.81575,70.61875,66.047825,26,158
"ZNF621",0.661277988747521,622.841276923077,650.001296835443,38.0726670603314,24.2772019222566,510.978175,467.480325,752.869825,809.219175,26,158
"ZNF680",0.535006535135587,267.427357692308,291.344064556962,31.3759446621747,14.7217636505532,132.301225,164.062325,363.7751,354.431675,26,158
"ZNF483",0.742722683535355,33.7774769230769,37.5247879746835,7.70701465622526,4.44147492670246,9.0849,10.764375,42.74225,43.10715,26,158
"ZNF417",0.618231887500537,229.790888461538,247.197933544304,29.8946602152066,13.2568291747734,136.647525,140.607725,255.020725,292.9068,26,158
"ZNF791",0.756965560618284,347.861884615385,356.815175949367,24.1216583749298,11.0203799955374,273.13775,259.803375,391.60625,434.0934,26,158
"ZNF519",0.122677652709963,53.5052461538462,70.0350962025316,6.14827923146289,4.19748388450265,31.342725,36.657425,61.7846,95.26905,26,158
"ZNF25",0.695394073016916,203.603,194.682849367089,25.8038396335996,8.20372277968112,111.772975,116.402875,255.32145,258.600925,26,158
"ZNF77",0.865419804811369,86.7289038461538,88.2739626582278,6.58992324841375,3.52670062782402,66.08075,60.198175,99.31835,106.189975,26,158
"ZNF169",0.654977224883985,103.447346153846,108.776273417722,9.09904429132445,4.58792926842624,68.957225,65.6535,137.210075,138.7217,26,158
"ZNF613",0.987158543847293,80.8977538461538,80.6979544303798,8.91180227938768,4.80541407472114,61.523225,40.8959,99.780025,105.394375,26,158
"ZNF404",0.99527540738448,36.3962961538462,36.4398316455696,5.00431386347506,2.85900689152992,16.54025,15.0905,50.44205,41.84495,26,158
"ZNF135",0.682928130780911,30.3309153846154,35.9421632911392,10.6965720587179,5.27396800930618,7.506675,8.477925,20.047425,35.1661,26,158
"ZNF620",0.181819367256583,49.1379807692308,64.4370892405063,6.45934223336668,4.49997688015996,23.708425,22.9317,65.019125,94.5666,26,158
"ZNF619",0.287915019096799,69.6254807692308,78.9548025316456,6.42357040388699,3.38661401012535,55.91465,48.67085,79.8465,100.825675,26,158
"ZNF354C",0.945108747456358,40.9853346153846,40.2163518987342,10.1503081505053,4.20448985761821,10.010175,8.015625,57.936825,48.9473,26,158
"ZNF114",0.162727635175177,32.1774692307692,59.3906126582278,7.35069096771133,7.76731012641814,3.81525,3.877075,48.740875,83.931375,26,158
"ZNF454",0.469851182786235,9.82237307692308,8.28923417721519,2.8198339927491,0.725054341223455,1.62005,2.1298,9.88145,10.94845,26,158
"ZNF543",0.840435856548806,197.191857692308,200.978265822785,16.1389438239712,7.13752813569436,138.566475,144.254325,249.188375,248.8784,26,158
"ZNF354B",0.574385625936507,135.553096153846,124.984167088608,16.4811698903478,7.11944009343416,86.01415,76.769325,143.07775,154.614125,26,158
"ZNF223",0.519740328535782,69.1584076923077,63.4434848101266,6.87088991520676,3.40920129663553,46.82185,36.153575,78.967475,80.78335,26,158
"ZNF713",0.207420964900494,91.1791576923077,73.0266683544304,19.3112620682354,4.89369108619908,34.356,37.983425,112.40325,88.331725,26,158
"ZNF552",0.274393036104037,169.083292307692,196.22130886076,23.2170033143629,9.2870433928159,123.090775,116.06975,186.1118,251.749725,26,158
"ZNF154",0.776524477873382,62.5766230769231,65.6470594936709,11.1192344410635,3.98373150078429,29.41225,29.709075,72.3318,94.730625,26,158
"ZNF571",0.954908670798051,60.54895,61.1110905063291,7.51983766309691,3.82932772092775,33.632475,25.876475,70.475025,75.597275,26,158
"ZNF443",0.178753749932437,48.2019653846154,58.878217721519,4.51599190117126,3.1165946376781,32.04865,29.208175,56.33635,77.077525,26,158
"ZNF792",0.575351024237667,149.766223076923,162.920475316456,16.4826123078793,9.10368893906347,89.577325,72.542275,193.354125,227.02345,26,158
"ZFP82",0.823524608234179,41.6277076923077,45.1958588607595,13.850272800358,6.06506577597793,10.519325,9.61905,40.848975,54.0353,26,158
"ZNF707",0.434455325250655,197.208419230769,210.964100632911,15.4721498529325,6.65138723405782,142.5621,150.7842,252.0991,251.359175,26,158
"ZNF746",0.850414372021163,621.020465384615,633.44980443038,66.8978332436665,24.335781935036,445.2571,448.953925,672.668375,735.46985,26,158
"ZNF678",0.400567060616068,73.6031730769231,82.0259303797468,8.63765687693594,3.79651332284516,44.769025,47.3225,91.00065,103.276925,26,158
"HKR1",0.11142797766918,393.867042307692,483.708160759494,36.7473348198479,21.9397614780001,250.12955,311.875925,533.221475,550.3499,26,158
"ZNF101",0.450178025601343,140.257569230769,153.556786075949,13.7930029465955,6.75322246859209,95.385675,105.7661,156.498975,179.7106,26,158
"ZNF716",0.949102849041632,9.79508846153846,9.36146329113924,6.79680882817207,2.51547040597351,0,0,0.381575,0.90785,26,158
"ZNF708",0.770195271565458,144.913396153846,151.648737974684,15.4465473168895,8.9760850839603,104.348325,69.5775,168.4135,202.46335,26,158
"ZNF721",0.120754994612333,614.775092307692,515.126800632911,95.0379406573106,20.7998241496926,381.8469,326.07075,588.78605,623.712775,26,158
"ZNF662",0.265585616060485,39.5642538461538,59.8809575949367,8.95969424479211,7.21904296852277,13.720825,13.71775,37.158775,68.68895,26,158
"ZNF320",0.486396849367532,407.492311538462,366.289663291139,53.295523447123,22.2982470834864,192.89875,129.874,615.785675,540.212275,26,158
"ZNF530",0.946093599005882,65.5503923076923,66.2389132911392,7.44603217760754,3.93531574487641,33.646,33.716925,91.316625,81.78995,26,158
"ZFP1",0.940243432112761,237.177973076923,238.662846835443,19.5484172888427,7.35380088986347,170.3485,174.369325,264.3749,272.82315,26,158
"KRBA2",0.805703112125228,68.9231538461539,71.3890386075949,8.84367051176974,3.79015856516605,43.029875,39.184075,89.377125,88.483175,26,158
"ZNF93",0.932560975626841,79.0148461538462,77.2257139240506,16.2748876233164,8.12882482128328,25.403075,17.424575,115.932675,108.788575,26,158
"ZFP90",0.777233442713446,496.156876923077,510.545412025316,44.7473466222164,19.2336640169134,338.8836,348.899175,660.052,641.800175,26,158
"ZNF479",0.566560109315366,0.541415384615385,1.30157025316456,0.460709886377444,0.530610287479727,0,0,0,0,26,158
"ZNF445",0.333800613817242,574.647946153846,629.314649367089,43.3524529803961,21.7262934938256,416.66445,436.430825,690.677475,755.856025,26,158
"ZNF74",0.616627898490526,372.728,402.138900632911,38.5056916189179,22.9027847611698,268.186375,245.639025,392.229225,443.99815,26,158
"ZNF829",0.964841711249226,14.8419846153846,14.6353886075949,3.46080166653154,1.80961588276197,2.422575,2.10405,22.097475,15.68875,26,158
"ZNF267",0.494243991832385,507.016646153846,542.57325886076,34.5436004702077,20.2520360746406,391.04755,370.085375,631.946725,660.336175,26,158
"ZNF566",0.337514206033786,164.8428,187.39737278481,19.3424719667249,8.96153616552663,103.8765,110.89825,206.0587,236.7923,26,158
"ZNF224",0.789205037897456,194.200115384615,188.503821518987,14.7222993207057,8.2745318791447,143.3801,111.63885,244.78655,258.458425,26,158
"ZNF529",0.887856731139451,353.155711538462,360.285964556962,34.3613403327225,19.6641675740343,247.02025,193.593725,462.9714,451.669725,26,158
"ZNF284",0.672218521870233,42.8296653846154,45.5139797468354,3.94285342537587,2.48284673130289,27.66995,24.21285,53.9294,58.598775,26,158
"ZNF749",0.467589552912331,121.268219230769,130.887537341772,10.5539357946095,5.06810337136798,84.056625,89.205275,148.343325,151.773475,26,158
"ZNF17",0.82295321714987,148.883711538462,146.310891772152,11.0293628871779,4.29050936119566,115.249775,110.429725,173.535425,175.49385,26,158
"ZNF555",0.87752194591665,72.9744692307692,71.9814158227848,7.2931674777314,2.32133823169204,48.907225,53.464225,80.4362,85.4964,26,158
"ZNF75D",0.967207194347431,327.921673076923,326.651889873418,25.5127351943556,11.7805309538691,254.817775,207.139975,392.99175,413.989225,26,158
"ZNF197",0.973083709654534,322.784346153846,322.012865189873,20.6493291874402,8.61562834089735,255.8672,252.0336,379.303025,394.7401,26,158
"ZNF732",0.239009510467443,8.88392307692308,14.9433765822785,2.52847361472251,2.03522952640871,0.994125,1.554525,10.8189,15.7132,26,158
"ZNF546",0.766464387938424,65.8856,63.2739487341772,8.96177036994709,3.24401333330346,36.139025,32.6187,88.641025,82.263275,26,158
"ZNF286A",0.543887873696081,344.641638461538,321.202024050633,36.2090838578286,14.4579228611718,198.735425,215.195175,452.3879,390.955175,26,158
"ZKSCAN4",0.124379046317968,93.3769461538462,82.4655493670886,11.1627720852666,2.21765038807071,65.90745,63.674425,113.17475,96.7013,26,158
"ZNF643",0.936369534110129,64.4320076923077,63.0944816455696,5.95927915480987,6.70234907968552,41.925575,30.6119,81.12435,67.821475,26,158
