"gene","Basal-Atypical","Classical-Atypical","Classical-Basal","Mesenchymal-Atypical","Mesenchymal-Basal","Mesenchymal-Classical","mean-Atypical","mean-Basal","mean-Classical","mean-Mesenchymal","SEM-Atypical","SEM-Basal","SEM-Classical","SEM-Mesenchymal","Q1-Atypical","Q1-Basal","Q1-Classical","Q1-Mesenchymal","Q3-Atypical","Q3-Basal","Q3-Classical","Q3-Mesenchymal","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF189",3.66151553521377e-13,0.0307681423217326,4.71010662475013e-05,6.21999286476438e-06,0.0100814096206915,0.308510792420981,436.111775,270.193590804598,371.534340816327,331.853164,20.268593080289,9.28048968421683,20.913225929492,11.4508228868438,336.6726,209.07875,268.1334,257.77915,495.074325,325.5532,408.6694,368.5274,314.321527272727,331.642215576923,297.8944,308.1821,245.14445,357.3938,242.87345,396.440075,16.7956877306945,6.10572755095325,1.05510500173018,1.03453472102866,0.0773865799157891,0.048982065705667,"HNSC"
"ZNF434",0.0740123130887153,0.994678158074624,0.068477852836901,0.0380854289264183,0.983962096251249,0.0365940855650676,325.468960294118,293.158151724138,329.276730612245,288.493388,9.5184816516548,7.58668342606305,16.3256087282715,8.3458614473833,266.75485,251.1125,261.6679,233.6851,367.265675,334.5705,368.9867,336.35395,237.705736363636,306.572150769231,242.97305,305.3316,205.641425,274.22545,247.842,353.4085,7.76214095356381,3.88744947755071,1.2897128839173,1.25664801096253,0.367049928398749,0.329580605246297,"HNSC"
"ZNF287",0.0129912709668154,0.699522124586275,0.000671964441224193,0.996428590473871,0.0201811069980338,0.561802191063481,68.317075,48.3463540229885,76.5128836734694,66.85718,4.70233214949709,4.16154186463906,7.40876519042868,3.98530098359839,41.2444,15.93985,37.8818,41.03015,96.3833,66.24595,100.6965,85.5068,91.4119,67.3762669230769,83.4076,58.7037,63.249975,121.12825,28.410525,92.248575,5.62857627848247,2.20801811601696,0.737062318178234,0.703817158148658,-0.440141491407134,-0.506727409338798,"HNSC"
"ZIM3",0.421834977380284,0.958391970740828,0.826502768007272,0.798438954871897,0.931698968093318,0.988786978376141,0.148435294117647,0.428458620689655,0.255044897959184,0.321289333333333,0.0598016081251083,0.14725293596155,0.118067879993819,0.159367353078638,0,0,0,0,0,0,0,0,0.0841363636363636,0.291722692307692,0,0,0,0,0,0,0.0505249585709194,0.0447475386154321,3.46726052445664,NA,1.79379624243074,NA,"HNSC"
"ZFP14",2.8244073746464e-13,2.30282698909789e-07,1.61090914989614e-05,4.59099425142995e-12,0.000255254812777217,0.692124250405601,138.871972058824,42.4669252873563,85.5263897959184,75.393592,9.7450298122786,2.51483294227829,7.58634503855046,3.81925124368155,83.35755,24.5462,45.4148,50.9849,182.65925,58.42015,116.4875,95.34575,94.5946863636364,79.3372496153846,93.58875,64.66,68.706225,120.913175,37.955875,105.23155,6.21935785381256,2.6438029084725,0.838707253707678,0.690895006077119,-0.253760761366472,-0.533461611076862,"HNSC"
"ZNF473",6.07530692420255e-11,0.00305120617637678,0.0301112007720755,3.75606854507993e-08,0.789359957781898,0.230812259392308,348.490044117647,226.05885862069,278.746902040816,241.631894666667,18.0913670779328,9.73632264401793,14.7341874154865,8.51012815857974,234.613975,165.227,210.4216,195.71855,436.509075,263.77485,351.8016,270.76065,196.968102272727,272.674001538462,190.5874,246.3316,176.5134,220.2932,193.39695,326.35685,5.37853463721051,5.21504853655077,1.38435613884785,1.29248628188432,0.469215137811377,0.370148968228807,"HNSC"
"ZNF614",0.0460183990527714,0.999975148693355,0.0767722253994462,0.802301223702228,0.311995329017994,0.822056890805048,195.224117647059,139.508702298851,196.235448979592,175.292774666667,15.0097649078119,12.6145466820677,23.2481407629228,15.1336840845212,94.333125,45.93055,92.2916,111.43805,258.1678,199.7554,265.1128,212.55625,184.519354545455,160.249154230769,179.05105,136.47735,151.41895,223.074025,70.4553,213.94335,8.22229518744663,5.51987085106606,0.868467996896734,0.76222591266569,-0.203455408380089,-0.391709439979443,"HNSC"
"POGK",0.060998315451639,0.0511033957685371,6.8405176874009e-06,0.366425601049491,0.830880991793639,0.000304507933753584,1578.81902058824,1235.63893563218,1987.07502040816,1348.76665866667,52.4511290366505,33.7556426895645,262.452313847658,49.463353640129,1257.740425,1047.89975,1328.7293,1086.3767,1873.70305,1363.23655,2024.2114,1437.51625,1149.84674772727,1367.4943575,1204.6215,1267.32235,987.875925,1371.526675,1038.93645,1546.803525,43.8379106365568,32.2173119474836,1.18928401563332,1.05205024980876,0.25009328952882,0.0732036147238977,"HNSC"
"ZNF514",1.97380251787393e-06,0.634366996965074,3.92639674107187e-08,0.00134238893211069,0.49034948969906,3.65223171986395e-05,152.994032352941,92.9146666666667,168.795783673469,108.740688,10.4364368204078,4.79778268022766,15.3767147622889,5.34977005278301,95.67295,64.10605,82.6621,69.90015,166.266925,107.09835,243.1373,136.49435,140.336781818182,133.507433846154,136.76595,114.12355,106.82425,153.832725,80.77015,161.25665,8.77800142312229,3.48487683891736,0.951336008396744,0.834444172690644,-0.0719731091850298,-0.261112563545817,"HNSC"
"ZNF300",3.89996461791497e-08,0.00934690299648477,0.152287772276442,0.00037417070017165,0.255999817378859,0.965123419619236,121.328076470588,53.0694425287356,79.6038081632653,73.4982733333333,13.667089745177,5.10379868031381,8.33451277765431,5.25435051348154,46.854025,21.01835,31.6138,41.41505,158.222675,70.65415,112.2645,94.59285,70.7438704545455,97.8267646153846,71.16735,72.1991,49.437525,87.52285,37.450425,130.759125,4.23836974402511,3.87645627059382,1.38283025775697,1.01449751887628,0.46762407671869,0.0207653367463609,"HNSC"
"RBAK",0.376146434929916,0.101314417418143,0.000792554661308342,0.505651653342912,0.99817917856401,0.00204095910255775,599.102330882353,543.640781609195,690.839471428571,549.427285333333,19.815635751635,23.1650942018655,40.4312771103005,22.6521205926279,496.187025,403.875,495.6858,413.26945,699.3295,604.27785,809.2567,652.54825,435.896272727273,550.576833653846,433.90855,515.74585,349.1781,524.02835,398.276625,655.6242,19.132679313919,9.68195549884969,1.26309140064229,1.18860494913041,0.336959040140722,0.249269293188094,"HNSC"
"ZNF92",5.81461090387592e-08,0.0130741173663824,0.138339736778698,0.334175888497612,0.000145440714458767,0.390131888267118,189.441777941176,122.394351724138,149.351524489796,169.704097333333,10.3213971377833,6.42267771056179,10.7265895957725,7.14047019798359,128.17485,82.0392,93.9591,125.749,224.963075,141.11065,194.1022,202.4116,140.964202272727,155.783703269231,131.58275,139.9323,95.10595,160.10125,102.988625,189.89205,11.8179148031615,3.43258092276067,1.10512953471571,1.06345474615784,0.144215481054983,0.0887586427177101,"HNSC"
"ZNF157",1.02914787802888e-10,4.57797477958488e-05,0.39088437903043,4.34604070509437e-08,0.821231789285942,0.857606447995265,5.79991470588235,0.5518,1.85601020408163,1.18347866666667,1.08638133040762,0.134105905836466,0.302088171247841,0.156586283146148,0.609775,0,0,0,5.837625,0.53145,2.6997,1.8005,2.74001590909091,2.17648480769231,1.97775,0.65465,1.263575,3.365,0,1.999975,0.34661219405113,0.198131560697462,0.794332908970017,0.331007457969915,-0.332184319936173,-1.59506437194853,"HNSC"
"ZNF182",1.95311967265965e-07,0.111408861697423,0.0286622672606093,0.0102491258594563,0.0600598929658001,0.944569615486744,144.133914705882,80.1341597701149,114.76952244898,107.658021333333,14.6133432450344,4.18694006327344,7.70906146027803,3.90091602580926,101.9173,53.20225,66.0021,84.17525,155.584425,96.9421,151.2744,125.41565,87.8945159090909,112.4552575,81.13915,105.435,66.748525,105.6762,74.814925,133.92615,4.82809613218688,2.8479226792097,1.27943428935102,1.29943436676376,0.355506053698732,0.377883766449039,"HNSC"
"ZNF673",0.0398696776646068,0.796225003007848,0.463995220229769,0.367735997204397,0.738433530814954,0.948032337051656,186.664175,109.395747126437,155.972459183673,138.100445333333,42.067186600966,5.82908336120378,9.47995169588344,6.84924394007336,117.5114,80.66675,109.589,99.749,163.154675,128.75635,192.5759,161.4085,131.318497727273,153.746493846154,127.2669,136.259,104.2283,155.401725,103.8073,177.007275,5.87964934649174,6.17626593969827,1.17079083683595,1.07065544929593,0.227483359688255,0.0984942769442405,"HNSC"
"ZNF41",5.6615015038286e-06,0.0002874077289583,0.996305793780022,0.00912547679239584,0.284135075245832,0.553415833769648,299.373726470588,160.38432183908,167.069208163265,208.463668,40.4568360230469,5.75782601318234,8.69615579776071,5.67888506659702,195.49475,126.49145,120.3944,181.50325,313.018,189.34145,217.1838,235.1323,240.369477272727,182.485308461538,237.3783,167.229,206.43445,269.621875,121.149775,220.689075,12.3336558035479,6.3854753200856,0.759186692636884,0.704483097233403,-0.397473390509153,-0.505363002731566,"HNSC"
"ZNF7",0.98626874587336,0.538117215220177,0.317514088661375,0.999967765108413,0.990293803613913,0.495405868720503,444.344997058824,435.058847126437,486.529897959184,443.08652,20.6591249707194,18.2824486237846,27.1669028275802,16.8613244956575,326.8182,311.3888,358.2047,324.3953,529.449125,508.4405,548.6533,521.6595,321.926768181818,479.318810769231,328.66855,453.69545,283.009,351.970775,356.407475,563.2228,8.27961584960034,7.43501268876744,1.48890635431261,1.38040420965133,0.574253017575231,0.465090778504904,"HNSC"
"ZNF214",1.67021951824609e-12,7.70260356104391e-05,0.0930597688008851,2.04344332854767e-06,0.0853437926403232,0.995377504379938,26.6504691176471,6.8396908045977,13.4523326530612,12.765128,2.86999311770401,1.17486788215197,2.5410790728299,1.05637949528722,6.62835,1.3506,2.441,6.26855,38.983125,8.66075,18.3534,16.65665,22.9579954545455,15.1715611538462,14.9582,8.06925,10.102975,27.567625,2.62195,19.465025,3.6871109380735,0.867332347884054,0.66083997550589,0.539453276463746,-0.597627134038434,-0.890430085559892,"HNSC"
"ZNF215",0.389470187848546,0.763287232228736,0.0687506141466293,0.772633917116285,0.929586238112088,0.243388884499014,40.1070720588235,30.4071666666667,47.0258591836735,34.029716,4.40884416254915,3.3222049723677,8.33982489893456,3.25765844066283,13.03575,4.57985,7.1597,10.5237,56.4868,47.2245,68.4167,45.0542,24.6745840909091,36.7227821153846,25.5546,23.98985,12.786375,32.515875,7.135175,52.53665,2.01036740907761,1.70848392374004,1.48828373277078,0.938768362643125,0.573649594214565,-0.0911588723562412,"HNSC"
"ZNF547",0.0566936198135379,0.00504415004558012,0.615904739465792,0.66110998360426,0.508589603669923,0.0845181608352674,35.2098338235294,28.4412873563218,24.8540285714286,32.0446973333333,2.3394605190711,1.76038118758474,2.01356848536711,1.75566121458039,19.904525,19.3985,15.1436,22.29595,43.80335,34.7168,32.1589,39.70785,33.9504545454545,35.3847326923077,32.5451,31.5094,23.41355,44.2327,21.7034,44.112625,1.95757743347735,0.870478708177184,1.04224621337346,0.968176468961533,0.0596961306425761,-0.0466580642343953,"HNSC"
"ZNF773",0.997577939673938,0.963905893928676,0.907128818121199,0.57317186572974,0.403011796008522,0.903162320372627,82.8645088235294,81.5459206896552,86.7124428571429,92.109856,5.6923508098022,4.19321927548631,7.56789569829389,4.10875641488762,54.110575,58.5233,49.9703,67.9401,103.674425,98.8228,100.639,114.14525,88.0528,86.9073786538462,84.72795,83.0761,67.73675,103.8682,58.714325,111.16065,4.70838476139001,1.93761391408108,0.986991653347152,0.980504072150925,-0.018890210535565,-0.0284044727720835,"HNSC"
"ZNF776",0.00165887684168831,0.000222650825598469,0.709653544945781,0.118809245390888,0.4984828047234,0.114761948990878,321.035829411765,261.163693103448,241.940204081633,283.454629333333,16.5746042111975,9.09378391309831,14.6991678691931,8.66982085887078,236.037475,212.7984,180.2449,232.26755,389.6762,308.035,275.1467,325.1861,281.068556818182,257.086276346154,268.1375,245.95515,216.686075,335.579025,186.758775,317.632375,16.9253684842657,4.85074922244753,0.914674623360515,0.917272481469395,-0.128669469247426,-0.124577735907474,"HNSC"
"ZNF256",0.00511524784218975,0.658486439651469,0.263073411049971,0.0829578133196932,0.800883914585565,0.750880509564546,86.2017470588235,58.2256,75.0698408163265,65.6082213333333,6.91025334882389,5.29874421154306,9.0363604945976,4.52056236635943,50.168725,29.02315,21.9865,39.81295,116.83475,79.4281,101.1236,86.06955,82.4712318181818,75.2669542307692,80.4872,65.8158,64.4164,98.499475,31.830425,104.21175,4.31770606409559,2.44303351094891,0.912644962023905,0.817717599817114,-0.131874364080954,-0.290325402926255,"HNSC"
"ZNF599",1.22746257602557e-12,0.268656003475697,3.08077238031501e-06,0.00665147386754528,5.58311191151128e-05,0.672286517017556,76.1750573529412,42.4597574712644,67.0652836734694,61.511928,4.18269394748462,1.77248334947733,4.5312392058866,2.87541813453314,50.9767,32.10235,42.6896,48.64335,100.54715,51.104,79.718,69.863,57.6685818181818,61.1133865384615,51.77175,54.02555,40.05745,66.649875,39.112625,74.82495,3.49688975957738,1.42445725759113,1.05973451421331,1.04353339417733,0.0837028845992895,0.0614767690105872,"HNSC"
"ZNF18",0.0016743071811246,0.335023092193177,4.01181165976539e-06,0.00451501746983618,0.998272319948549,1.53589803839616e-05,211.959157352941,173.147166666667,232.577395918367,174.891585333333,8.01897331268797,6.184123846058,12.7297524995028,6.24158515112593,166.809125,128.56185,157.7249,142.7989,237.51795,210.1467,296.0402,203.11355,178.873202272727,212.276398846154,181.93715,195.80615,138.084425,204.8037,156.0652,248.57085,7.63946032976117,3.98057075728808,1.18674231885499,1.0762296210532,0.247006712008189,0.10598591972773,"HNSC"
"ZKSCAN2",0.00104678550185699,0.9980912655163,0.00197369333620623,0.595871788442706,0.0521986896501595,0.55248017176742,145.166007352941,113.535781609195,146.855828571429,134.385584,6.32893857437557,4.49555899804119,10.1020174597832,5.30671596092763,109.773725,81.82155,99.6745,99.9288,172.62445,141.6821,159.6682,159.1482,130.742356818182,127.608369807692,116.72995,117.5705,83.662425,152.63965,90.262125,155.397575,9.50474803141688,2.88579825998593,0.976029290837645,1.00720080836152,-0.0350036508777606,0.0103513460515076,"HNSC"
"ZNF689",6.06099614941513e-11,0.179312882741222,0.000131804605620567,0.144422355595469,5.18082236622419e-06,0.999309791531735,183.799301470588,118.287505747126,162.138502040816,163.439936,8.34184658607612,4.92822833360514,10.9714134482715,4.43878242867481,135.4574,87.40685,112.153,136.38475,223.07355,148.18135,183.8884,181.6648,125.376470454545,128.754441153846,121.62385,125.5432,81.89725,151.5031,84.8291,165.10785,8.84277686505931,2.79734992116449,1.02694262078885,1.03222517622983,0.0383555750193243,0.0457577238560585,"HNSC"
"ZNF19",0.0579986424367422,0.505041021599918,0.840601817033461,0.99767779005268,0.0799478149266288,0.595431317187017,31.2794411764706,25.344524137931,27.4932346938776,30.825252,2.17345407915247,1.53164302802512,1.85174321611598,1.39175923438984,20.240725,17.43015,17.733,22.66145,39.863625,29.7477,36.3554,35.91305,33.4518568181818,29.2957423076923,22.37405,27.45815,15.959925,38.815375,19.45845,36.94615,3.87269222880989,0.594491722381543,0.875758331351264,1.22723199420758,-0.191395287004781,0.295407999820277,"HNSC"
"ZNF230",1.33812405600509e-09,6.98970549397604e-05,0.568969888145601,0.00511139701192731,0.00798726903569991,0.439194519540065,89.1415676470588,57.031908045977,63.976806122449,72.2677306666667,5.27738404285276,2.00447717468716,4.83321703822976,2.59158403399634,59.326925,43.5126,45.5618,59.1207,106.368225,65.4001,75.5495,82.9999,63.9157545454545,74.3163044230769,64.0933,64.8893,49.56045,75.059775,49.888775,89.37595,3.08763807149477,1.91508695315251,1.16272278957805,1.01241939485094,0.217507177832727,0.0178070504388126,"HNSC"
"ZNF222",0.0114325926513799,0.826991510695311,0.226236487811835,0.798274173722304,0.000254515334774608,0.322596139572542,43.0038676470588,33.8527793103448,40.0751571428571,45.7905373333333,2.209189449173,1.6011535763757,3.17909784794141,2.17716367358983,30.310875,21.92345,24.0775,34.5548,55.4112,42.6123,45.3584,54.11085,39.2053772727273,43.6585176923077,36.51635,39.38015,25.08715,49.4199,26.972375,55.147375,2.32242458091466,1.21685586190531,1.11358493985666,1.07842514380545,0.155211605396774,0.108926038891815,"HNSC"
"ZNF221",7.72478890143091e-06,0.0343793984422385,0.365342030114078,0.239869031352039,0.011833900870355,0.709575942418302,15.3787029411765,8.87131264367816,11.2312918367347,12.8241813333333,1.21012389776825,0.62285711297036,1.44991258729843,0.808279664445204,9.03275,5.15035,5.9888,8.30935,19.2851,10.93875,12.7857,15.2037,10.7736295454545,10.4298253846154,10.9418,8.7657,6.86235,13.292325,5.192525,13.52425,0.773516264068052,0.37279988429159,0.968088362479085,0.801120473779451,-0.0467893590689877,-0.319908881148715,"HNSC"
"ZNF233",0.00044177650866728,0.9702433878405,0.000306008656984047,0.335357518597443,0.0919010470084249,0.194804090983911,8.55964264705882,5.12126091954023,9.00224285714286,7.07028666666667,0.708697944134047,0.329501194278804,1.23624559043256,0.424061595897005,4.8076,2.95975,4.6318,4.95705,11.730475,6.2018,10.2696,7.9208,14.7094886363636,9.0057025,8.0559,6.82265,4.6295,21.180025,4.63915,10.806375,2.21327177323311,0.366042288033228,0.612237632635088,0.846913442321777,-0.707836368631774,-0.239713566551042,"HNSC"
"ZNF235",1.91664800240909e-05,0.0415901462840101,0.425535934007145,0.0771865285134588,0.096130414012526,0.956832332970237,65.8824691176471,48.5214885057471,54.6572530612245,56.7683706666667,3.46529157702533,1.95583171798571,3.56437049346055,2.1986574297391,48.9831,35.40585,36.7069,41.1194,77.882175,58.2308,67.9108,68.4803,50.5242068181818,60.0461275,52.7241,54.6895,40.370575,61.89585,40.380725,71.48925,2.46786715847843,1.84141395311383,1.18846254659839,1.03727707063753,0.249096438671028,0.0528013088508148,"HNSC"
"ZNF208",0.178391669057197,0.765757215751619,0.843468542520837,0.298981214006374,0.000572025537679988,0.0495567292579598,8.03604264705882,3.09589885057471,5.30306734693878,12.440024,2.69648296067804,0.541125108783578,1.65186713197641,1.90947253313941,1.8122,0.73875,1.2712,4.81665,8.092475,3.75765,5.4561,13.9465,12.5532909090909,8.64916,6.38205,3.86715,2.260275,12.894075,1.656775,7.577275,2.39154992548491,1.03784196494402,0.6889954245971,0.605941664512187,-0.537433692412065,-0.722749186288156,"HNSC"
"ZNF714",9.63639180673326e-08,0.0638329033053792,0.0403910795652745,3.85448478135153e-06,0.941882467882519,0.15382061373676,172.075760294118,95.358467816092,134.109936734694,102.626093333333,14.4664046590037,6.49316461261005,11.415218548946,6.66521194759002,92.233875,57.26545,78.277,63.0717,232.0974,124.50495,185.5843,136.0322,142.560829545455,117.247079615385,121.1446,98.0731,67.72745,166.334575,58.535775,155.846425,15.1886463788329,3.70489708420804,0.822435447304978,0.809554037076353,-0.282025648267757,-0.304800712419842,"HNSC"
"ZNF394",0.858578641090702,0.0450758487975872,0.00336664179253487,0.995516577726766,0.713886100047996,0.0678824577368744,440.153419117647,416.479817241379,531.097818367347,447.379872,17.2141266596373,11.2626841074082,42.5991853383445,22.6130636229454,353.89695,342.88975,384.9334,347.46425,482.59475,481.6373,541.3683,492.0361,495.704245454545,492.367822307692,486.87235,441.43955,409.554625,544.8309,370.951775,550.905775,16.7128101301401,10.4731343174587,0.993269327068616,0.906684370143427,-0.00974313429130976,-0.141327679610859,"HNSC"
"ZNF333",1.49265514171049e-07,0.939258682039702,3.84524496532812e-05,0.962153118928211,3.70791441994811e-09,0.73171576907367,117.914180882353,78.7180413793103,113.362493877551,121.347592,4.98919129540659,3.16219352989493,7.39198415154176,5.5773992476289,87.438625,57.094,83.0242,87.3508,136.6532,101.5347,145.1751,142.4298,110.429040909091,107.750147884615,97.4575,100.73395,82.873,136.42145,76.839525,130.50845,6.05880939426196,2.14797799937701,0.975741045992776,1.03361926993818,-0.0354297762301451,0.0477048718018866,"HNSC"
"ZNF382",0.000242737563859841,0.263255567280824,0.248389524722256,0.395653790677405,4.85452962273314e-08,0.0060535415810874,11.3108220588235,6.27594942528736,8.75534081632653,13.2781186666667,1.15129901092765,0.517143791208546,1.15995222737996,0.862876268623636,5.652,3.55195,4.6318,8.5871,15.720075,7.6546,9.3773,16.59125,15.1159727272727,9.45249807692308,10.1919,7.23015,5.233225,21.719825,4.09105,11.959575,1.89189105218953,0.374100100489658,0.625331776357903,0.709401583610514,-0.677306264941739,-0.495325544055358,"HNSC"
"ZNF577",7.92436815599817e-06,0.107240343055281,0.156605888680531,0.0566226737952303,0.0827375789383028,0.999999953554485,62.2873588235294,33.3337057471264,46.8859755102041,46.9195533333333,3.99539709651246,3.35628774744385,5.74492801080729,4.75263573553175,41.8757,18.23025,23.5973,26.1728,75.9989,38.1167,56.3014,55.20805,71.3806318181818,54.4189294230769,59.64765,44.2142,44.043,92.00075,26.4897,70.3118,5.32536625687773,1.81747811623243,0.762376684500228,0.741256361315157,-0.391424096403212,-0.431955514252734,"HNSC"
"ZNF75A",2.86033424825582e-05,0.0550056314592261,0.406881832549586,2.73689797558596e-06,0.897498981356784,0.152350377305839,244.728430882353,172.465010344828,199.030153061224,161.926752,12.7960490457086,9.12309404839525,19.1545199915641,7.1998549843873,171.469675,117.22025,117.1058,123.1611,302.706425,210.9478,252.4038,196.8789,158.763793181818,217.4515675,155.88305,192.34225,136.221975,184.77365,133.300025,273.972825,5.43430574295574,5.06914665487415,1.36965464947648,1.23388816166992,0.453812171801882,0.303211636046323,"HNSC"
"ZNF496",5.4874510158065e-06,0.0778322149014903,7.36051219973888e-11,0.999999756490854,2.71533551898795e-06,0.0705157571906752,354.788801470588,244.746197701149,415.890542857143,354.987774666667,16.2388367090186,10.8315501003089,23.0779437085441,17.5452316721208,272.00425,176.37965,292.0701,273.1667,423.1855,289.58595,509.1998,400.07795,253.501154545455,290.095677692308,216.79195,267.51885,168.826175,324.82565,186.074225,352.411625,16.3981459325648,6.50802666053044,1.14435643582164,1.23398885429095,0.194536482273587,0.303329363748434,"HNSC"
"ZNF2",9.27694450147953e-08,0.743350790920677,0.000191394347635376,0.0290365933317938,0.0142206669558806,0.433914849741749,114.885889705882,85.4711517241379,108.98287755102,100.347097333333,4.69094755944297,2.26398899287414,5.89227116170671,2.90773418389055,88.56115,73.10725,80.3293,85.14315,135.538275,97.17325,124.4922,113.43385,89.5331363636364,100.727614615385,88.6558,96.53265,74.44205,104.73985,78.6562,118.38285,4.36667269838019,1.51829723506559,1.12503167772747,1.08884754296955,0.169965624248462,0.122801966543944,"HNSC"
"ZNF589",8.12141129902244e-08,0.300100204984243,0.00336321792623906,1.56922055238873e-07,0.99984514773473,0.00374532721442011,303.746160294118,176.952587356322,259.878763265306,175.360333333333,21.2751497574175,11.238565675479,25.4232356620563,8.43621570018779,177.6594,104.35215,131.156,125.9945,352.12005,220.5396,374.552,227.25445,256.163052272727,258.686671346154,220.17615,209.3995,161.650925,330.65845,141.784825,318.569325,20.0394784046414,7.74658907373734,1.00985161228771,0.951054417111027,0.0141433187748698,-0.0724002038013419,"HNSC"
"PRDM9",0.980675053471866,0.710876004596879,0.868135541773257,0.854312853758628,0.968496075531615,0.98432302025454,0.986570588235294,0.764085057471264,0.272385714285714,0.507278666666667,0.544530554214803,0.505284735937968,0.105372937113143,0.204413043459052,0,0,0,0,0,0,0,0.3303,0.0710772727272727,0.674233076923077,0,0,0,0,0,0,0.035787289702725,0.13348316470824,9.48591653917484,NA,3.2457871750748,NA,"HNSC"
"ZNF12",0.0905140663125846,0.190160969116101,0.000190379140766583,0.989542575860372,0.0329897499917373,0.296228509309873,657.207605882353,568.682444827586,744.646175510204,669.357376,23.3649136843009,25.0134995632883,36.5748512386752,28.9195072159814,534.76525,409.49625,580.2681,504.96015,741.918725,635.44165,927.1215,780.74765,518.104990909091,613.209150192308,537.85225,580.48525,451.7834,590.983075,440.125725,727.022575,20.0457274464399,10.574923937697,1.18356155789262,1.07926526290445,0.243134743636414,0.110049495450151,"HNSC"
"ZNF202",0.783490763827599,0.0850404528340076,0.00525229788894155,0.719884048677593,0.161695414543493,0.462119711991012,201.508891176471,190.269467816092,234.347057142857,214.505945333333,8.87799225254653,6.97725112662766,12.8618217853034,8.37368632419466,147.761725,142.43415,159.855,168.5721,243.16165,227.8741,298.9399,254.2968,214.654543181818,218.944449807692,209.612,205.7718,190.58795,238.303375,159.663975,270.7992,7.05759200348365,3.44465261827381,1.0199851657565,0.981679483999008,0.0285481703877908,-0.026676029944448,"HNSC"
"ZNF3",1.84485155263481e-07,0.0474632440275493,7.27640170339328e-13,0.313017849193358,0.000430140180072369,0.000186745760712315,566.139661764706,353.868944827586,678.437224489796,499.709556,27.1675714477745,10.413800570581,50.8105358803989,27.8691072439994,435.461775,295.0971,408.3656,359.36105,615.442075,394.65765,835.4186,547.0683,420.252559090909,516.297830961538,379.90125,451.8127,335.52775,449.62465,356.0198,601.025425,22.6279886480793,10.7483747863181,1.22854178943822,1.18928984834875,0.296946932498522,0.250100365053996,"HNSC"
"ZNF606",8.19566636778291e-13,0.00445265420745944,0.00233505762532982,4.24200415127807e-07,0.127365715804677,0.384381838363877,169.563748529412,75.8243885057471,122.817775510204,101.277892,10.9149812898138,6.90806448730992,12.3426530668302,6.46929407759532,106.257525,28.62305,68.5512,62.67185,225.940125,107.60625,171.9325,127.90875,119.957390909091,118.145503269231,115.93955,104.7271,86.616625,151.183575,52.91265,166.464975,7.46359290006104,3.70507786484017,0.984895573118681,0.903290550981093,-0.0219573288264146,-0.146737977572694,"HNSC"
"ZNF91",1.28489407287269e-05,0.0234716248792426,0.509446015859925,0.00989067744046068,0.363832656583334,0.999954127695821,201.834026470588,109.501148275862,138.66847755102,139.758050666667,21.5032613929588,8.8995931890156,18.1081994831485,7.9321484096876,69.4989,31.685,41.8235,85.9366,266.573225,157.23605,214.9509,184.00575,265.1589,139.487054807692,263.06095,120.27035,178.62435,321.9218,54.8448,190.63415,14.86637418777,5.11784326051803,0.526050812579522,0.45719575634468,-0.926725935073358,-1.12911608225557,"HNSC"
"ZNF226",7.97852025169465e-06,0.0120033935655952,0.599621721106636,0.0669815595528759,0.0699115594918948,0.807734091095861,181.603113235294,136.461611494253,148.995781632653,158.266828,7.54991982931285,5.47267812249484,7.81872268028728,6.6849064204528,131.7819,100.90665,111.6811,121.0158,223.76825,156.10975,175.4949,174.60965,173.635379545455,188.585360576923,168.1608,169.5672,132.676925,198.4638,125.1881,230.130375,8.73989628164832,4.77831041874588,1.08609985517125,1.00836342358029,0.119156749493801,0.0120156933047663,"HNSC"
"ZNF229",0.665647880954929,0.514156782871406,0.0656150816479882,0.980051763392342,0.873469481433562,0.294995135481592,47.744625,32.6713988505747,68.856,42.426696,8.20074997991867,7.2626392211985,17.0012031383123,9.07426756371836,7.2656,4.1194,4.8608,14.42115,51.43045,16.11025,55.8304,35.8419,66.6795022727273,48.6273611538462,62.32745,12.0394,42.90475,91.801825,5.480675,41.378775,5.41016748480698,5.52087299294637,0.729270007969681,0.193163686305151,-0.455475031998174,-2.37210419383811,"HNSC"
"ZNF180",0.000296331944615535,0.0109888113968339,0.96659190616252,0.00447121683453555,0.922811278695617,0.999764177391211,230.715351470588,119.662726436782,133.509765306122,136.171042666667,39.9995658770927,4.05996956951595,7.4524472895263,4.18234834530919,139.79785,95.0485,93.3435,112.44845,232.711175,131.7205,161.2385,156.56965,153.406568181818,150.498191538462,156.76935,132.3404,128.184275,182.93075,105.54205,169.934625,6.23663880167904,5.94406566886373,0.9810413812275,0.844172665128738,-0.0276141029560275,-0.244389980258528,"HNSC"
