"gene","Basal-Atypical","Classical-Atypical","Classical-Basal","Mesenchymal-Atypical","Mesenchymal-Basal","Mesenchymal-Classical","mean-Atypical","mean-Basal","mean-Classical","mean-Mesenchymal","SEM-Atypical","SEM-Basal","SEM-Classical","SEM-Mesenchymal","Q1-Atypical","Q1-Basal","Q1-Classical","Q1-Mesenchymal","Q3-Atypical","Q3-Basal","Q3-Classical","Q3-Mesenchymal","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF33A",3.1907809727727e-13,3.16968673530482e-13,0.999268519439621,8.61088977899271e-13,0.227036190129359,0.294958365887897,707.431967647059,422.515174712644,418.518642857143,475.525781333333,29.2501485805509,15.5560761002575,21.5300020279353,17.7630807844088,539.9023,305.36575,320.8481,372.43925,925.908525,502.34045,492.4832,573.2792,678.458343181818,520.749404230769,652.52095,473.01495,550.9705,783.744125,365.013425,604.730525,29.8695889852421,11.9668402340371,0.767548088197384,0.724903851746063,-0.381670954267002,-0.464138440184442,"HNSC"
"ZKSCAN3",0.000385751840055293,0.257926998947126,0.303715785638788,0.20020809435544,0.168099860706213,0.999849266185509,57.6984911764706,42.762483908046,49.8532591836735,50.1665066666667,3.50826366072317,2.10635199096811,3.99468264362641,1.69401537681134,38.38085,27.44475,36.2153,39.46485,69.8292,53.312,61.183,57.59595,48.3996090909091,47.9400665384615,49.45255,44.8071,33.2873,61.21295,33.282475,58.834175,2.53222023886479,1.04667591983365,0.990505242478624,0.906062478072415,-0.0137634839544299,-0.142317559298581,"HNSC"
"ZNF676",0.103586652847607,0.70722510040606,0.778729894061216,0.990043153500657,0.0394349647330823,0.518049474586402,2.06086764705882,0.617175862068965,1.27780408163265,2.26068266666667,0.843098981353475,0.0926057648151534,0.457122210656891,0.264742977239703,0,0,0,0.47385,1.21385,0.8363,1.16,2.9711,4.52627954545455,1.59080923076923,2.1441,0.4919,0.894075,6.205775,0,1.413825,0.914392458034605,0.234424698884306,0.351460667595482,0.229420269576979,-1.50856485036909,-2.12393523393323,"HNSC"
"ZNF699",0.999995895066131,0.999902352457744,0.999752489857689,0.00379689231227076,0.00192607006981271,0.00837774779629952,37.1022205882353,37.1911413793103,36.8060244897959,51.1426106666667,2.10229875345378,2.55135762233045,3.00111639348867,3.64709010948471,24.1543,20.7572,22.7074,29.6841,49.34065,51.63815,50.2141,63.92695,21.0203681818182,34.0475476923077,21.90305,28.38915,15.15325,24.81145,15.4335,46.222525,1.25073832099628,1.1813371967892,1.61974078654614,1.29612770824155,0.695762951451608,0.374207874834901,"HNSC"
"ZNF250",0.986565616654226,0.0375615391095087,0.0594470472127079,0.540789284599321,0.707157765870461,0.421743037465894,246.726130882353,240.580524137931,190.219540816327,221.669604,16.5507837202834,12.5832869609282,14.8089540578972,9.50320920545567,170.5605,165.55905,121.253,166.0762,267.139025,288.29685,219.5478,275.788,173.799538636364,231.167115,171.0127,202.4513,149.7467,198.87725,157.6103,269.271825,7.81929528888845,5.33241579059371,1.33007899108216,1.18383780853703,0.411511927424585,0.243471438359056,"HNSC"
"ZNF79",0.000108240205130894,0.000617084275766677,0.998139469641196,0.0183812384794019,0.531975484168727,0.546718016792845,134.761951470588,105.70233908046,104.425893877551,114.462164,5.2313854652278,4.48932231249968,5.538317846508,4.62662408969075,107.555175,75.95275,78.1815,86.77305,157.942675,129.28045,121.9359,131.2864,99.036,114.306519615385,98.70895,110.57845,84.85705,113.04965,83.849175,138.3422,3.82083098196701,1.87760063998848,1.15419160320878,1.12024745476474,0.206882740494394,0.163817448648456,"HNSC"
"ZNF681",0.29671951828249,0.798492260031094,0.920626612665801,0.297613534951549,0.999920948279474,0.908595794968395,65.3736235294118,46.2429643678161,53.8752142857143,45.6031346666667,10.8583803088888,5.9219396112317,11.5838252452981,4.83714830239251,10.90525,7.63775,6.3425,12.5755,92.7484,64.906,58.011,65.4598,95.3622659090909,50.0378413461538,91.95,27.9082,50.317525,122.6187,9.55055,70.2744,8.98449127368743,2.71292827423081,0.524713217215865,0.303514953779228,-0.930398963813408,-1.7201604969841,"HNSC"
"ZNF766",1.4490787458854e-08,0.171324741275395,0.00375350805180563,1.51889368807945e-05,0.605486235951739,0.104131175541262,408.049330882353,295.262565517241,364.607483673469,317.224709333333,16.167679637307,10.2238650761794,21.4845489769609,8.97742994893228,299.041975,236.4669,264.0095,268.7105,496.54855,337.35405,398.9658,357.6227,287.148259090909,346.842240192308,279.38705,327.4045,210.13395,343.458325,258.944525,398.92785,15.2905346126587,5.3774801848864,1.2078855755225,1.17186712841558,0.272483792870698,0.228808999757578,"HNSC"
"ZNF471",1.03470565449015e-11,6.9936466425613e-05,0.18146058410341,0.000441355612713079,0.0053844825395265,0.810189400004739,49.7545294117647,11.0611482758621,22.7444591836735,28.0250293333333,6.32990055707605,1.91361202623249,4.17113748008825,2.55392632176721,9.70455,2.86825,5.7559,13.87755,75.2313,11.45825,20.3046,33.27015,75.0114568181818,24.5933705769231,74.7491,10.9789,35.3059,101.9598,4.8986,27.967575,6.84081173138957,1.4594116881032,0.327861524360662,0.146876684802894,-1.6088414882799,-2.7673226941521,"HNSC"
"ZNF836",0.0122537954887889,5.96223367753668e-05,0.217733597037172,0.00264139470085289,0.931990692553574,0.524088284685967,114.122820588235,94.924983908046,81.6356102040816,91.2811133333333,4.88585956565574,3.70755275258663,5.76784881573573,4.62423418756397,81.2322,71.2292,56.8774,67.1048,140.389575,112.1949,97.7304,106.27955,118.301890909091,90.0599944230769,112.57545,84.52685,88.4359,130.868975,63.235125,110.04005,7.45718076215175,1.68889083902853,0.761272653640706,0.750846210252768,-0.393514840099819,-0.413410652429056,"HNSC"
"ZNF493",7.54156887383672e-06,0.0246799691176423,0.434394067271337,0.112168949913555,0.0371290603946837,0.83171761605604,55.4971588235294,28.1854068965517,37.3552959183673,42.6561573333333,5.26418105277016,2.70016047242725,5.66030055455082,3.36396533557526,21.1904,8.95245,11.4767,21.7309,85.83135,39.12675,48.9515,53.9672,89.6261090909091,43.3159811538462,75.57445,34.611,48.196525,122.421525,16.72355,57.441,8.04608798956568,1.65134365710948,0.483296458958294,0.45797223797196,-1.04901967049628,-1.1266679493034,"HNSC"
"ZNF167",0.0128214078497193,0.99999784742221,0.0315024836022473,0.0215674450882858,1.12553197872955e-08,0.041830435898031,23.4674529411765,15.8213494252874,23.4149979591837,30.9299613333333,2.14194783074605,1.2153315344796,2.59083017668583,1.78498416799388,10.87395,6.4374,11.5118,20.16495,32.049025,23.0748,31.0564,37.87695,33.4428795454545,23.7891084615385,32.61365,19.4817,14.036625,50.392275,10.6335,31.538075,3.2072094466941,0.896094452255983,0.711335530458884,0.597348042920679,-0.491397868452107,-0.743356336784187,"HNSC"
"ZNF565",7.38046113113455e-09,0.125006418480939,0.00441808074874139,0.00078966438516237,0.0886476947716082,0.57778768084974,56.5086955882353,37.7749252873563,48.9156632653061,44.5977453333333,2.85690592399345,1.44389829207674,3.07393501544398,1.8029885793948,42.67495,29.84955,33.6622,34.7927,62.580225,44.0353,61.1511,51.5551,57.6541704545455,48.0914501923077,55.77465,44.5386,46.106225,68.94325,34.725425,57.9356,2.09700587836724,0.850627787591422,0.834136538834133,0.798545575812668,-0.261644538824161,-0.324553345206352,"HNSC"
"ZNF34",0.138527096318093,0.989832789762515,0.106045298854356,0.904029226527042,0.0186626050174402,0.989942298213553,90.5766911764706,75.8473609195402,93.0145632653061,95.3954946666667,5.27446048110489,3.86587318448325,8.32253306664333,3.99769142084828,58.91955,49.7109,59.2987,72.4012,106.363975,93.4352,107.031,106.95575,80.3222431818182,90.7040948076923,74.86115,83.8362,59.9536,99.634575,62.389875,109.261525,4.16586810525673,1.78911954465136,1.12925251106812,1.1198892883692,0.175368121835199,0.163356115304726,"HNSC"
"ZNF140",3.32046920270557e-06,0.162122503957461,0.0680880345922434,0.0414683151597851,0.0713895556424559,0.990721066280307,348.183702941176,251.500797701149,302.763157142857,296.370489333333,16.0247998898636,10.0256561474711,15.8797613191998,14.8159688508535,248.843075,196.6269,222.8634,220.91625,406.8087,300.4273,362.2204,337.07905,305.917522727273,308.818196923077,284.7301,285.48035,258.873125,345.734875,228.0053,371.407775,10.6404342544849,5.38551382018259,1.00948188312309,1.00263495148563,0.0136150192746207,0.00379643192798767,"HNSC"
"ZNF658",0.00992816713938405,0.000599688152766009,0.575003943400064,1.30666430987469e-05,0.226311798243072,0.979627835490372,74.2840161764706,58.0336551724138,50.7210020408163,48.4259226666667,3.4534759523662,4.54238300349296,3.5817412147482,2.73318075633341,54.4382,31.2617,31.7543,32.7168,88.515625,69.75825,58.6064,65.19165,70.7146772727273,55.4472907692308,73.84,49.75315,48.46555,92.020525,34.5492,70.161425,3.64575381515067,1.34068887826251,0.784098760083224,0.673796722643554,-0.350892716428322,-0.569614683698976,"HNSC"
"ZNF765",0.00272466037383123,0.0314971117876679,0.989894981819953,0.00574059089806067,0.999574592810669,0.996802400555341,239.395720588235,193.741128735632,198.129230612245,195.073732,9.73901421216637,9.05580145956059,12.6741310509918,7.73210452139268,181.814325,143.11685,148.0216,161.15755,286.50675,229.7573,244.8912,228.87225,159.872929545455,187.597605576923,161.25,180.09955,138.250325,187.3228,137.149875,234.20405,6.13667688498542,3.55339918311096,1.17341695126432,1.11689643410853,0.230715738547117,0.159495415968822,"HNSC"
"ZNF124",1.71797798209639e-10,0.64339222503858,4.69048316531495e-06,0.0228036972488505,0.00034763493895329,0.489077593278585,64.6914647058824,35.0144896551724,58.8743020408163,51.989752,3.80877532707578,1.73148700676088,4.6129446220833,3.10495060171546,44.1072,26.07865,34.2146,36.0396,81.092925,41.88975,74.1758,60.3516,39.4117931818182,48.1148021153846,38.54735,41.4212,28.4579,49.1055,28.409775,58.478725,1.85545569361726,1.36092846259443,1.22082245518282,1.07455376309915,0.287853403722622,0.103737666866321,"HNSC"
"ZNF569",2.38330515146545e-05,0.0963677770837974,0.260751319493809,0.732894075541587,0.00127396543339153,0.483328519931089,72.6891602941176,38.0817310344828,52.9479795918367,64.8629933333333,6.9233685679887,4.03481701008333,5.87150241136658,5.14003728393122,24.424225,11.947,18.8561,32.2219,104.38325,47.3498,71.7134,82.6858,75.5878886363636,54.6570736538462,75.87535,40.4158,52.831025,91.8548,19.116625,78.7742,4.37154203275768,2.01760010454409,0.72309300656338,0.532660475371778,-0.467746871669408,-0.908711861295711,"HNSC"
"ZNF777",0.845720133435009,0.868377044195675,0.999900971495473,0.997409514596941,0.920762665605646,0.929586370138519,504.494486764706,530.390956321839,532.662534693878,510.842941333333,22.9091786968381,19.552453034193,27.0841112712837,25.2238696353122,400.278925,396.97765,397.2636,396.41025,607.4961,653.1178,673.0852,571.71575,435.312836363636,496.105163846154,418.4594,462.08955,366.6932,496.3266,384.22515,586.532725,14.889401128952,7.90418179047608,1.13965204424097,1.10426375892142,0.188593411518092,0.143084808202408,"HNSC"
"ZNF605",1.89023241503605e-11,0.0298196164015085,0.00146057529788735,7.80654615906151e-06,0.114654006428138,0.337399124438745,300.340127941176,168.779793103448,242.42343877551,208.110101333333,18.1268873501921,8.69974552341523,17.3839755235895,10.6949229881138,211.920975,125.4051,162.7907,150.59085,357.2642,203.535,335.1414,239.326,231.615702272727,245.314905384615,218.4057,221.4626,181.1909,280.870275,158.112075,314.1155,10.6865542196401,5.73463923215429,1.05914626244017,1.01399642958036,0.0829018315650142,0.0200525724243185,"HNSC"
"ZNF799",3.29741463023225e-08,0.00571430697361708,0.198061526958551,0.00383547823538632,0.0563269609484998,0.994349655895443,87.6318029411765,53.985675862069,66.1931306122449,67.7932426666667,4.64393322885324,3.1934939748238,5.71402655040587,3.70826578766763,59.12015,38.24025,41.3948,47.89855,110.0308,68.3835,78.1059,82.31385,86.7572613636364,71.6989780769231,86.3847,65.65915,71.65525,101.53025,45.3615,90.64155,4.3730796528102,1.70117070042709,0.826432012144809,0.760078462968558,-0.275031956284487,-0.395779739103897,"HNSC"
"ZNF782",6.52725073990723e-09,0.00434066572749026,0.137524193868306,1.60385038583399e-10,0.805503602996614,0.0228119687590419,56.6640529411765,34.508867816092,42.8679673469388,31.4389146666667,3.23340459672622,2.50710070326406,3.04763639508463,1.51501822734279,37.09285,24.37215,29.2842,21.76665,71.42395,38.85045,46.9684,38.13015,37.64815,39.9912857692308,36.49085,35.2939,30.219525,44.6505,26.27725,47.062125,1.98674981224448,1.00658104688338,1.0622377399482,0.967198626505001,0.0871066925634074,-0.0481158990346428,"HNSC"
"ZNF846",0.959217401538056,0.500197768751888,0.739731402675932,0.999986361502561,0.946923177725458,0.463719192188919,63.6691411764706,60.9040862068966,54.687906122449,63.861628,3.09967861141822,3.2077510200605,4.9320813521547,5.09681978254399,46.250575,38.47,36.099,39.49085,77.37965,81.3878,59.7109,74.4378,86.4879886363636,75.2722538461538,78.19945,64.15015,62.621125,101.69535,46.665675,91.28235,4.80583060003016,1.96057241633331,0.870320318843741,0.8203401686329,-0.200381616505842,-0.28570582194373,"HNSC"
"ZNF136",1.38614242306545e-08,0.0664796276678096,0.015268393560014,0.17765446911261,0.000223937333737489,0.909283252009875,157.107732352941,104.927214942529,132.932995918367,139.32872,6.95944670224786,4.36793515075414,9.93165392408564,5.25169160360787,114.83645,75.76815,84.724,109.02855,196.575275,133.3897,165.4092,167.0954,133.1607,126.450022692308,125.74845,120.9188,91.575025,162.74865,85.327025,159.388475,8.46281930292274,2.69913768627581,0.949604670839878,0.961592767147428,-0.0746010636765446,-0.0565020503771374,"HNSC"
"ZKSCAN5",0.428429317042284,0.0143840358678911,4.77487733456794e-05,0.111936030896187,0.000566942097383505,0.730506063306477,350.805986764706,308.355285057471,448.778191836735,415.998308,12.8181990816705,8.36107001847411,40.6474176083309,23.4688809227646,286.802725,257.047,316.5349,321.45965,387.956475,355.5656,478.4946,463.65665,263.793411363636,357.373869038462,259.7866,327.6617,237.1896,288.367325,278.1874,394.12415,6.5622970895482,6.90722606917693,1.35474903331011,1.26127252136946,0.438025617679975,0.33488003042416,"HNSC"
"ZNF33B",1.28912081009958e-09,1.30344762472312e-06,0.978328594383945,3.74939493160698e-05,0.237184894748215,0.609867984154957,472.651423529412,309.282025287356,320.207757142857,354.707596,24.6772703440234,12.7491717534841,16.3677589815251,18.0929118154516,330.6524,216.9052,224.4314,248.1056,587.908475,366.02905,387.2252,416.0403,547.456620454545,382.344617307692,425.419,352.15245,340.5327,557.101575,258.815725,471.81095,70.0921180962463,7.52551590949258,0.698401668775577,0.827777908367985,-0.51787108871014,-0.272684348267987,"HNSC"
"ZNF431",0.0195227831560602,0.580664290891611,0.555278068012717,0.000313800836767242,0.528052792390581,0.0720568633027497,179.241464705882,141.345020689655,160.130669387755,124.231657333333,13.442169497414,6.87842760450021,12.8686027971996,5.96103318967871,122.28015,103.82825,97.4878,91.0388,217.722175,172.72365,208.4298,150.58305,286.983238636364,155.198197115385,220.8062,139.61745,132.88175,362.8726,97.472525,192.645975,31.1535356145941,3.87743855421261,0.540791852000932,0.632307652593089,-0.886854679891532,-0.661301414848347,"HNSC"
"ZNF418",4.14928766900857e-08,0.00484992294129505,0.23454342063334,0.343788175721442,0.000102417046504155,0.225181128475662,15.7114882352941,3.78313908045977,7.94429591836735,12.2736186666667,2.64009844595853,0.310697249842178,1.20598057347749,1.02833723859616,5.3136,1.81335,3.0706,7.0436,15.119725,4.95795,9.2072,13.39285,27.3539295454545,11.2286211538462,21.8894,6.38315,13.687925,38.58645,3.370575,11.402775,2.86747758893421,0.784976579572034,0.410493897602074,0.291609180699334,-1.28456731981404,-1.77789195430034,"HNSC"
"ZNF700",2.04585991903095e-06,0.00172261426206344,0.805930666430145,0.000243658821038606,0.781711854547569,0.999904629286215,239.820620588235,163.558424137931,178.017583673469,176.953557333333,12.1637475771211,8.31977519124092,13.7251630742649,10.3995731527452,165.15225,117.7577,117.1839,128.93275,300.688175,185.38775,219.0889,206.1455,170.234527272727,225.144085384615,167.6253,197.50805,146.9392,190.93385,153.247525,277.1165,6.94274161569689,4.73083965129197,1.32255241631399,1.178271120171,0.403324901362143,0.236671541478774,"HNSC"
"ZFP28",1.87183543842728e-06,0.0553944890187132,0.161539286434694,0.145497435085144,0.010688141220897,0.914566086498003,78.8337308823529,32.1788574712644,52.6193734693878,59.208648,7.95739998638857,5.00608654344824,9.41194712289645,5.13734244475826,22.42965,8.68435,11.5905,27.6951,107.545075,26.33575,79.8503,67.7601,96.1907204545455,51.1934784615385,98.2935,25.5943,63.322475,130.64935,11.600475,70.635,6.77816541370801,2.60141528612742,0.532208078072663,0.260386495546501,-0.90993768654353,-1.94127346709543,"HNSC"
"ZNF585A",0.00289271836510541,0.207744339953415,0.669630878898722,0.77746937136602,0.0481877441750942,0.672572707315413,111.570063235294,78.3430528735632,90.1637897959184,102.269641333333,9.66846170354786,5.00624881766051,7.96221052228114,5.63553316848831,58.9911,40.29285,48.5524,66.07295,149.1091,107.7175,129.7567,131.4351,113.132068181818,90.5041044230769,112.9165,82.3282,93.630825,127.677425,50.06385,118.33815,4.85238702837777,2.70492448225674,0.79998629811686,0.729106906430858,-0.321952804647541,-0.455797727427425,"HNSC"
"ZNF138",0.249850723726786,0.595227490067951,0.982734779963178,0.816194826247037,0.764985034341351,0.964489140825104,116.209413235294,100.287628735632,103.786779591837,108.414352,6.98478625113329,4.40214709095741,7.4231948255229,7.05118009708102,79.691025,72.6764,71.4856,70.83885,138.8997,122.2844,121.3789,119.081,121.153063636364,117.904700961538,118.64865,106.6554,101.57435,132.192725,83.900275,142.293725,4.68482860823329,2.27309403832461,0.973187944428917,0.898917939647859,-0.0392096461896714,-0.153738673771247,"HNSC"
"ZNF429",4.36688213035774e-05,0.204444749762212,0.161984857095285,0.0841979578125381,0.134527532121248,0.998466430039967,55.1612647058824,25.1087218390805,40.2101795918367,38.9963293333333,6.54951397764959,3.12702492725018,6.53377931174471,3.91497137801592,14.434225,5.83985,8.3532,15.8648,79.992875,33.58575,56.8933,48.76195,81.0637909090909,32.0136142307692,78.8627,20.063,43.717825,116.61325,8.445625,44.071975,5.86597444344323,1.54280694878266,0.394918790149734,0.25440417332909,-1.34037208234126,-1.97480575763067,"HNSC"
"ZNF470",1.35257671729505e-09,0.00282167938347666,0.105876181522183,0.000472170811529282,0.0593684859868902,0.999941933887128,96.0155955882353,34.6461517241379,58.0530224489796,57.4774826666667,9.15018653443393,5.57501817403042,9.67855298638476,3.7093513370581,35.798525,8.926,11.4395,30.7526,128.094025,36.9172,88.633,81.9712,96.5706522727273,56.1197717307692,103.6886,34.60125,81.091825,122.56835,14.91895,79.715175,5.07717461496766,2.60005790522603,0.581126568062108,0.333703512247248,-0.783075681293262,-1.58336122384504,"HNSC"
"ZNF100",7.32081062437828e-13,0.000213629396492943,0.0317502311586033,0.000222044830499368,0.0016970753069756,0.966801086768361,126.583870588235,56.6164149425287,83.5385897959184,88.204976,9.34042429151402,3.66521448771351,8.81254702301887,5.08290076763041,70.7538,25.89455,42.6153,64.13665,160.812425,75.2217,104.8121,110.9454,105.272722727273,84.2264271153846,109.26325,71.18215,73.450525,131.50505,42.784725,108.1029,5.35262293907342,2.6180262528679,0.800078357748833,0.651473848709424,-0.321786793887696,-0.61822082721361,"HNSC"
"ZNF398",0.963313989168076,0.853415967869033,0.977375521339652,0.0152031477585665,0.036626554564908,0.220847167371041,542.210973529412,529.437866666667,517.539165306122,459.560012,19.621295279078,17.1681168982737,27.226696497688,17.5394734229005,451.8929,407.291,354.2332,345.0461,643.6947,592.7008,672.8119,541.3623,493.433593181818,489.694381923077,484.1273,469.88255,376.916025,604.561175,371.746375,581.420875,20.3013106172756,7.21041667986291,0.99242205777959,0.970576437230456,-0.0109742936598641,-0.0430862587945281,"HNSC"
"ZNF498",0.000193640517617499,0.999378016669214,0.00148663117437753,0.341360136644,0.0532943056112555,0.50033315451876,509.367672058824,367.137802298851,504.67813877551,451.129636,21.1409690652962,11.7674456164282,48.8930051123577,24.1119401322203,401.61675,303.65665,328.3704,334.6229,581.874825,425.28495,540.8545,500.7501,361.052218181818,418.631914423077,376.044,379.94085,315.0039,420.3275,310.22855,487.798775,11.7481123916685,8.67231620569255,1.15947747539461,1.01036275010371,0.21347479372075,0.0148733561628055,"HNSC"
"ZNF441",4.40333675078008e-07,4.10824751831962e-05,0.99693643984888,0.70238481707207,5.05620995582268e-05,0.00152643792750595,72.9224176470588,45.7431333333333,46.8557102040816,67.4361226666667,4.67630529109724,2.745045155139,4.46033824955034,3.01806958770488,45.57355,26.88465,25.8815,49.66685,95.6688,59.25,57.206,79.8755,79.1365431818182,59.84636,76.01505,53.1746,51.1157,103.075075,35.155275,76.520625,6.06676038284245,1.5275399197992,0.756241776476153,0.699527264666668,-0.40308054568097,-0.515547806142318,"HNSC"
"ZNF420",3.15636405900932e-13,8.01585531284843e-08,0.0161886975111075,2.65948840727503e-09,0.00332389760196172,0.99984178667914,113.138511764706,36.4983,61.5611367346939,62.217784,8.18268739509223,3.30669284787209,7.20023096475952,4.21154613123333,67.761975,13.78545,21.5429,33.78445,146.3589,47.9266,86.3386,87.62495,103.378184090909,59.8977426923077,108.4277,46.7263,78.4141,132.2999,21.842675,84.32265,5.67404163356124,2.25366878481765,0.579404090128287,0.430944306667023,-0.787358225972922,-1.2144266610417,"HNSC"
"ZNF763",2.1450407857726e-06,0.000104778968233354,0.998897093122905,0.759311510130235,0.000131114148477329,0.00246320484989515,19.1865941176471,10.3785827586207,10.6498918367347,17.4695826666667,1.30637679100912,0.730450514529155,1.24402666855737,1.6175070984256,10.8176,5.6804,4.6006,10.4567,23.9925,14.2787,12.969,20.22925,32.1032681818182,16.8977380769231,30.1487,13.8911,21.520425,40.665825,8.279625,21.946525,2.21571946718913,0.56766166756566,0.526355696286809,0.460752868282878,-0.925890033316479,-1.11793494792534,"HNSC"
"ZNF679",0.999965899506969,0.997487211488991,0.998536595832329,0.952589481396352,0.955988315546772,0.991978714144004,0.163357352941176,0.172648275862069,0.208648979591837,0.274382666666667,0.13061229961558,0.0988621810349087,0.0860547479945283,0.21960160951652,0,0,0,0,0,0,0,0,0.0218090909090909,0.198931538461538,0,0,0,0,0,0,0.0154814558025121,0.0476838037018638,9.1214961362106,NA,3.18927047913371,NA,"HNSC"
"ZNF682",2.96678711153575e-07,0.0353452807023448,0.116484727139236,0.000874207984228992,0.335934856147666,0.88438631899626,27.7441514705882,8.0537632183908,16.7112040816327,13.7969506666667,4.06897606711035,1.08078188300493,3.77763728844418,1.44736000140719,5.255425,2.7322,2.9,6.0766,35.288075,7.3507,17.7474,15.82935,30.6773409090909,18.8305275,28.35965,9.3587,15.85905,38.94685,4.382,22.150625,2.83849293002436,1.09081044257696,0.613825284134055,0.330000546551174,-0.704100021674144,-1.5994596810041,"HNSC"
"ZNF772",0.365363731421702,0.966200194053957,0.204251433173516,0.999958511209339,0.313862493717951,0.97292227431368,141.638998529412,116.639716091954,149.948506122449,142.412856,12.7343745399477,9.65150703867643,16.8902413392988,8.19317838210781,55.19865,50.8289,67.3298,88.16735,208.38715,169.05555,221.5044,193.6527,151.704261363636,126.290171153846,136.9584,107.6207,79.5126,198.5957,58.675475,172.905725,14.1809087909932,4.04536244452336,0.832476095388827,0.785791159943457,-0.264519249200925,-0.347782157146085,"HNSC"
"ZNF257",0.00381390524361003,0.153511646544254,0.803946900909163,0.479633968372974,0.188890767909469,0.834106627752728,11.8714955882353,3.26880459770115,5.7614612244898,8.15670533333333,3.12239830799754,0.553939803688469,2.02644411375491,1.30865401945979,2.10705,0.71125,0.5244,2.61635,8.582925,3.5186,2.9944,9.30095,8.78702045454545,6.90531519230769,7.47605,2.8833,3.69715,10.32195,1.15665,6.566225,1.10669945329415,0.602513159734225,0.785854002278512,0.385671577905445,-0.34766678463406,-1.37455526451763,"HNSC"
"ZNF785",1.31811195069886e-06,0.427070868916147,0.00773728187834954,0.0019464310776558,0.375808344304006,0.298080801438524,168.916242647059,99.3615022988506,145.892128571429,119.845892,16.0108496921989,4.52401770990479,10.7673070733156,6.06110446344551,114.275225,68.12405,87.023,82.5547,181.378425,119.88395,199.6974,141.3397,124.217118181818,140.559498653846,117.01965,128.3612,95.905925,146.246075,91.867325,172.8412,5.60956869009584,3.52528945096303,1.1315630302106,1.09692004718866,0.178316947697716,0.133458373755618,"HNSC"
"ZNF98",0.0534114803431482,0.987123383800935,0.202369189635689,0.834222211140752,0.308041447040133,0.973823566657481,2.494175,0.70563908045977,2.22388571428571,1.885272,0.714631250676976,0.112393794346642,0.924713194983283,0.3534890284397,0.35725,0,0,0.4839,1.73415,0.89615,1.3025,1.87555,3.351725,1.46136634615385,3.20725,0.54325,1.3407,4.4276,0,1.318775,0.400308204361493,0.161967240991408,0.436004250394602,0.169381869202588,-1.19758589568029,-2.56164863941094,"HNSC"
"ZNF786",0.330708205320034,0.852049001693044,0.0840571342550772,0.0279736238321228,0.603365619982635,0.00470150900040878,224.543064705882,198.311629885057,239.005073469388,179.613545333333,11.0049049771662,10.725461626323,16.8733687849958,8.95928203384388,171.251625,134.79565,175.7494,133.1383,259.8249,222.43345,289.9761,202.2918,176.445920454545,208.863085192308,156.63575,188.4282,122.536475,213.911975,147.187925,257.89175,10.825754690691,4.28137546310204,1.18372294839264,1.20297058621675,0.243331456176678,0.26660136766942,"HNSC"
"ZNF517",3.31479676093371e-05,0.836687513372197,0.00563271780561692,0.00607421081956927,0.592441824058365,0.139967221427959,227.004210294118,136.647136781609,208.094508163265,160.480752,21.5066103095288,8.10867595060679,21.7070266418062,7.20029608322879,132.803425,92.71465,119.3405,122.16185,274.3275,177.1213,245.706,186.0336,143.379690909091,192.422938076923,135.27595,165.7038,107.868075,154.2148,116.781975,229.926225,9.5077284728801,5.28236714125655,1.3420515615348,1.22493170441605,0.424440100853717,0.292701314577254,"HNSC"
"ZNF675",0.206604182451628,0.884007647162752,0.746003335707408,0.307418919840255,0.998329624859839,0.837913230721142,131.992141176471,99.8083,118.055616326531,102.486074666667,15.5692704485906,7.63985548990117,21.1215073701604,6.64849060195914,49.313425,43.95715,43.1095,59.3683,173.7109,134.66545,140.2557,134.12785,124.496463636364,108.350621730769,120.7381,90.74,81.7758,152.433675,47.30345,140.65025,7.99940969373324,4.27056101944113,0.870310839087333,0.75154404450625,-0.20039733080292,-0.412070438611678,"HNSC"
"ZNF860",0.00521906004721906,0.951363903600796,0.00223769054802181,0.662181131771383,0.121387981530035,0.388505875848343,41.9464970588235,55.8459770114943,39.3872306122449,46.8721346666667,3.05077869367599,2.63633385305224,3.06599977362703,3.4247033600846,23.39605,40.0807,21.929,29.0686,58.078875,72.77465,54.1767,57.2098,66.2145931818182,46.0152067307692,57.4096,40.92375,30.14675,79.4991,25.181375,59.50485,7.43175868225714,1.32499257560586,0.694940563999486,0.712838096764304,-0.525038500777782,-0.488353652886926,"HNSC"
"ZNF695",0.0022188443800516,0.767098328494158,0.00015855088155825,0.041139344725448,0.82509784709763,0.00410681117587675,36.8612294117647,17.570783908046,42.8932714285714,22.0748186666667,4.2581084845157,2.09588676847041,5.31011040487524,4.68039809875867,7.322875,1.69585,16.1172,2.2535,53.737075,25.02405,57.8301,23.46085,6.60473181818182,32.0652190384615,6.6071,19.76455,3.3577,9.853525,4.8285,43.08095,0.661066323237334,1.75254872180871,4.85488584868668,2.99141075509679,2.27943737443546,1.58082602267869,"HNSC"
